"term","pq_2019Q1_x_high_x_young","pq_2019Q2_x_high_x_young","pq_2019Q3_x_high_x_young","pq_2019Q4_x_high_x_young","pq_2020Q1_x_high_x_young","pq_2020Q2_x_high_x_young","pq_2020Q3_x_high_x_young","pq_2020Q4_x_high_x_young","pq_2021Q1_x_high_x_young","pq_2021Q2_x_high_x_young","pq_2021Q3_x_high_x_young","pq_2021Q4_x_high_x_young","pq_2022Q2_x_high_x_young","pq_2022Q3_x_high_x_young","pq_2022Q4_x_high_x_young","pq_2023Q1_x_high_x_young","pq_2023Q2_x_high_x_young","pq_2023Q3_x_high_x_young","pq_2023Q4_x_high_x_young","pq_2024Q1_x_high_x_young","pq_2024Q2_x_high_x_young","pq_2024Q3_x_high_x_young","pq_2024Q4_x_high_x_young","pq_2025Q1_x_high_x_young","pq_2025Q2_x_high_x_young"
"pq_2021Q3_x_high_x_young",3.34477029211644e-05,3.91236050180986e-05,4.3470453816225e-05,3.78289999477417e-05,2.47333502961734e-05,3.36732237647421e-05,3.85513081962366e-05,3.3182854693529e-05,2.00524501376821e-05,2.49223991009386e-05,3.18698702968611e-05,2.34998202859999e-05,7.43048766940305e-06,1.5045509164319e-05,1.17608211460705e-05,-5.42279855043529e-06,2.45962167082575e-06,8.47007808513287e-06,2.44329197048445e-06,-1.35517367200873e-05,-7.76883594549372e-06,-6.60826500896693e-08,-4.85205479397977e-06,-1.71016448247729e-05,2.87699849776865e-07
"pq_2021Q4_x_high_x_young",3.14207719418404e-05,3.55009465717134e-05,3.69514201807329e-05,3.69754678341216e-05,2.5090048315671e-05,2.97785798723401e-05,3.09340663984162e-05,3.03327959885002e-05,1.58058321431434e-05,1.98909840766924e-05,2.34998202859999e-05,2.42244545280954e-05,6.37372331598851e-06,1.06980020704777e-05,1.29950199839528e-05,-3.13023509938157e-06,1.77094925241512e-06,4.41323846763505e-06,4.0474024817055e-06,-1.13036539752101e-05,-7.57217184503048e-06,-3.52828271711546e-06,-3.08188156031501e-06,-1.71898799226192e-05,-3.24461199882579e-06
"pq_2022Q2_x_high_x_young",9.36146848033889e-06,1.13748944598417e-05,1.19524996459316e-05,9.89563823170226e-06,4.58097553090351e-06,8.59823374774748e-06,9.51153570773441e-06,7.1005552790816e-06,1.23518016510879e-06,5.34960237803938e-06,7.43048766940305e-06,6.37372331598851e-06,8.37549119781467e-06,1.06091157620682e-05,1.00298958804936e-05,4.15615036213189e-06,9.29145155032665e-06,1.07172891674055e-05,9.27818583816614e-06,4.46449037486678e-06,8.4772942935698e-06,1.0128285892269e-05,8.3409708015266e-06,3.59346877737507e-06,5.13206471745022e-06
"pq_2022Q3_x_high_x_young",1.40037813186726e-05,1.69013397326806e-05,2.20015451748013e-05,1.6737035408789e-05,6.24495998559827e-06,1.36850503404915e-05,1.81900054204432e-05,1.22707488775277e-05,7.64642698120238e-07,6.34767760369512e-06,1.5045509164319e-05,1.06980020704777e-05,1.06091157620682e-05,2.20871910774742e-05,1.90596135961022e-05,8.53244911699014e-06,1.58235593431371e-05,2.27053428683088e-05,1.80739207531427e-05,7.92374167300831e-06,1.40618585736655e-05,2.15619969941054e-05,1.65096759328672e-05,7.75966559674669e-06,1.78516938093954e-05
"pq_2022Q4_x_high_x_young",1.6437772258841e-05,1.84642463052417e-05,2.04754602782131e-05,2.04491773690048e-05,9.74909792888256e-06,1.39908989392286e-05,1.53796890740105e-05,1.49173196418673e-05,1.98061370741808e-06,6.5721043340108e-06,1.17608211460705e-05,1.29950199839528e-05,1.00298958804936e-05,1.90596135961022e-05,2.54059571060309e-05,1.51358659233004e-05,2.072901022391e-05,2.48441730785559e-05,2.57900205887934e-05,1.52963377959162e-05,2.04144923273216e-05,2.48857897882661e-05,2.49707280908623e-05,1.33738862695067e-05,2.29925667944125e-05
"pq_2023Q1_x_high_x_young",-1.41656850946115e-06,-3.5673982164149e-06,-4.66862456822215e-06,-2.83263286550056e-06,-2.30013204554699e-06,-3.36258273815159e-06,-5.23267000722655e-06,-3.60372046724051e-06,-2.58665505400621e-06,-4.40185571397261e-06,-5.42279855043529e-06,-3.13023509938157e-06,4.15615036213189e-06,8.53244911699014e-06,1.51358659233004e-05,4.50808463503528e-05,4.53296590416534e-05,4.72980919165765e-05,5.0452319041031e-05,5.4496619204329e-05,5.46220450901319e-05,5.50104583991601e-05,5.72928687861817e-05,6.20016959174179e-05,5.81959914137508e-05
"pq_2023Q2_x_high_x_young",1.86394003231271e-06,3.23052841467222e-06,3.23967740782454e-06,2.45019359809899e-06,-1.64539414935528e-06,2.44329914615729e-06,3.37648838466736e-06,1.9062535971745e-06,-6.8940236665981e-08,7.94920376661189e-07,2.45962167082575e-06,1.77094925241512e-06,9.29145155032665e-06,1.58235593431371e-05,2.072901022391e-05,4.53296590416534e-05,5.5035260403992e-05,5.83108931765563e-05,5.86404526747694e-05,5.83021734626755e-05,6.42099811294399e-05,6.60691512359148e-05,6.57126719078082e-05,6.57840906680473e-05,6.43077975090561e-05
"pq_2023Q3_x_high_x_young",1.55834224940346e-06,3.94670268272347e-06,8.20733215225205e-06,4.56339830967211e-06,-3.15778265325404e-06,6.08365925159001e-06,9.49655722687314e-06,4.79746404770783e-06,-4.54280002273856e-07,2.50712404975561e-06,8.47007808513287e-06,4.41323846763505e-06,1.07172891674055e-05,2.27053428683088e-05,2.48441730785559e-05,4.72980919165765e-05,5.83108931765563e-05,6.96841575311603e-05,6.69729091762427e-05,6.32558786541126e-05,7.03876821764581e-05,7.85988516790846e-05,7.5104785791557e-05,7.32950713606997e-05,7.52910878207245e-05
"pq_2023Q4_x_high_x_young",-1.07474560354284e-06,-2.58470691407009e-08,1.39564466796493e-06,3.6032884995543e-06,-1.74188774035566e-06,3.22737910648593e-06,3.33971936166394e-06,3.62231819156629e-06,-1.70604155097139e-06,2.71766098148045e-07,2.44329197048445e-06,4.0474024817055e-06,9.27818583816614e-06,1.80739207531427e-05,2.57900205887934e-05,5.0452319041031e-05,5.86404526747694e-05,6.69729091762427e-05,7.413546982947e-05,7.16743736980517e-05,7.70804498086167e-05,8.18615898948049e-05,8.46577053608991e-05,8.22697932594418e-05,8.02438171868496e-05
"pq_2024Q1_x_high_x_young",-1.98801021622542e-05,-2.28424914270573e-05,-2.42545436239496e-05,-2.12724298440319e-05,-1.31051048542377e-05,-1.30634592340496e-05,-1.57293279694899e-05,-1.53398912254959e-05,-7.98348048761021e-06,-9.59748212917912e-06,-1.35517367200873e-05,-1.13036539752101e-05,4.46449037486678e-06,7.92374167300831e-06,1.52963377959162e-05,5.4496619204329e-05,5.83021734626755e-05,6.32558786541126e-05,7.16743736980517e-05,9.86280031939974e-05,0.000100507037493985,0.000100071978514965,0.000103045339875773,0.00012091547058348,0.000102513801178679
"pq_2024Q2_x_high_x_young",-1.86549244765252e-05,-1.94928945508211e-05,-1.91056270424283e-05,-1.80170430675805e-05,-1.34677249352979e-05,-9.67608857990149e-06,-1.04179251545331e-05,-1.20793278768563e-05,-7.34787944780854e-06,-6.63256945144366e-06,-7.76883594549372e-06,-7.57217184503048e-06,8.4772942935698e-06,1.40618585736655e-05,2.04144923273216e-05,5.46220450901319e-05,6.42099811294399e-05,7.03876821764581e-05,7.70804498086167e-05,0.000100507037493985,0.000110765612627182,0.000112017644005931,0.000114041547441658,0.000128662901919009,0.000112771651689586
"pq_2024Q3_x_high_x_young",-1.63074600853028e-05,-1.53362019579119e-05,-1.03308244557117e-05,-1.2336575606309e-05,-1.22579548399975e-05,-2.96803615221912e-06,-1.60090306213501e-06,-7.33506471313587e-06,-6.63442770073013e-06,-3.7375420890773e-06,-6.60826500896693e-08,-3.52828271711546e-06,1.0128285892269e-05,2.15619969941054e-05,2.48857897882661e-05,5.50104583991601e-05,6.60691512359148e-05,7.85988516790846e-05,8.18615898948049e-05,0.000100071978514965,0.000112017644005931,0.000122668220776949,0.000121843051323322,0.00013301542835091,0.000124293347999757
"pq_2024Q4_x_high_x_young",-1.7664119979264e-05,-1.74202295277818e-05,-1.50274432948918e-05,-1.19018721120796e-05,-1.0109340263136e-05,-4.47544246258848e-06,-6.64993010314516e-06,-7.61219036401028e-06,-5.78134463702434e-06,-4.52427319607859e-06,-4.85205479397977e-06,-3.08188156031501e-06,8.3409708015266e-06,1.65096759328672e-05,2.49707280908623e-05,5.72928687861817e-05,6.57126719078082e-05,7.5104785791557e-05,8.46577053608991e-05,0.000103045339875773,0.000114041547441658,0.000121843051323322,0.000131022269504856,0.000140612839918806,0.00013243712616179
"pq_2025Q1_x_high_x_young",-2.96177821728108e-05,-3.42261443397288e-05,-3.3345766177881e-05,-3.23606280579315e-05,-1.92256434407813e-05,-1.6569081078204e-05,-2.04290530710452e-05,-2.32139029886158e-05,-9.97936195491471e-06,-1.23590385560485e-05,-1.71016448247729e-05,-1.71898799226192e-05,3.59346877737507e-06,7.75966559674669e-06,1.33738862695067e-05,6.20016959174179e-05,6.57840906680473e-05,7.32950713606997e-05,8.22697932594418e-05,0.00012091547058348,0.000128662901919009,0.00013301542835091,0.000140612839918806,0.000193471704364312,0.000174945593573206
"pq_2025Q2_x_high_x_young",7.3832873421361e-06,6.45392723969621e-06,7.97764913619906e-06,2.39980157404872e-06,4.52538083625603e-06,5.47693491340964e-06,5.70514549615739e-06,8.4769068814579e-07,1.53753551677442e-06,2.24382223773174e-10,2.87699849776865e-07,-3.24461199882579e-06,5.13206471745022e-06,1.78516938093954e-05,2.29925667944125e-05,5.81959914137508e-05,6.43077975090561e-05,7.52910878207245e-05,8.02438171868496e-05,0.000102513801178679,0.000112771651689586,0.000124293347999757,0.00013243712616179,0.000174945593573206,0.000255804371535966
