ssyk4,pctl_rank_genai,exposure_quartile,h1,h2,teleworkable,remote_share,emp_2024,n_ads_all,n_ads_2122,high,remote_high,z_ai,z_rem,z_rem2
2164,72.93,Q3,0.13268252637330308,0.17265,0.75,0.1676891615541922,1410,2136,978,0,1.0,0.844280825914333,0.6409702802500452,0.8689034297673464
2171,87.349998,Q4 (highest),0.07666750245076702,0.1571,1.0,0.0676056338028169,3846,724,355,1,0.0,1.3316111259770946,-0.040924362389753104,0.7076808843462711
2172,93.260002,Q4 (highest),0.07666750245076702,0.26995,1.0,0.1020408163265306,7177,2222,980,1,0.0,1.5313423619101458,-0.040924362389753104,1.8777107397011488
2173,80.260002,Q4 (highest),0.07666750245076702,0.171525,0.75,0.1534974093264248,4767,3512,1544,1,0.0,1.0920015311544198,-0.040924362389753104,0.8572394192465291
2179,76.949997,Q4 (highest),0.08219086181113334,0.1037,0.5,0.0872727272727272,3912,2352,1100,1,0.0,0.9801384275770654,0.02631383360596255,0.15402918495814133
2181,63.709999,Q3,0.10050630286606833,0.1069,0.0,0.0451263537906137,2081,3355,1108,0,0.0,0.5326867567675155,0.24927546529635816,0.1872068148840217
2182,47.869999,Q2,0.03451083658377047,0.1022,0.25,0.1099630996309963,4157,3699,1355,0,0.0,-0.002633147784076776,-0.554115334976229,0.13847717093038484
2183,78.129997,Q4 (highest),0.13812417683621642,0.224725,0.8333333333333333,0.1403035413153457,4602,8458,2965,1,1.0,1.0200170568302775,0.7072137991836525,1.4088175167642913
2211,52.360001,Q3,0.03233829482753397,0.044054375,0.11875,0.0380290654503023,26704,54003,18854,0,0.0,0.14910848366014398,-0.5805626071676617,-0.46437721283805944
2212,65.599998,Q3,0.03233829482753397,0.03109375,0.0208333333333333,0.0266596968112911,11332,6677,1913,0,0.0,0.5965601206742456,-0.5805626071676617,-0.5987530940437201
2213,65.370003,Q3,0.03233829482753397,0.03109375,0.0208333333333333,0.0210526315789473,3198,761,190,0,0.0,0.5887873364919637,-0.5805626071676617,-0.5987530940437201
2219,65.129997,Q3,0.03233829482753397,0.03109375,0.0208333333333333,0.0320703035836567,6262,24467,8762,0,0.0,0.5806762260745517,-0.5805626071676617,-0.5987530940437201
2221,37.23,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0065704522895566,53290,315704,113843,0,0.0,-0.36221668623793024,-0.5805626071676617,-0.4766913839453149
2222,44.560001,Q2,0.03233829482753397,0.0161,0.0,0.0121996303142329,6214,14055,5410,0,0.0,-0.11449601479329151,-0.5805626071676617,-0.7542084342628357
2223,36.290001,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0,3707,11207,4121,0,0.0,-0.39398437405097264,-0.5805626071676617,-0.4766913839453149
2224,36.049999,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0274406332453825,6945,16589,5685,0,0.0,-0.4020953492865907,-0.5805626071676617,-0.4766913839453149
2225,37.0,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0113322277501381,2928,11276,3618,0,0.0,-0.3699896393974545,-0.5805626071676617,-0.4766913839453149
2226,38.419998,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0012383900928792,3066,6442,1615,0,0.0,-0.3220001700904184,-0.5805626071676617,-0.4766913839453149
2227,36.759998,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0019661816751867,8348,6618,2543,0,0.0,-0.37810061463307254,-0.5805626071676617,-0.4766913839453149
2228,37.939999,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0011816838995568,3607,11145,3385,0,0.0,-0.33822195158441204,-0.5805626071676617,-0.4766913839453149
2231,37.709999,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0,3063,12723,3849,0,0.0,-0.34599490474393635,-0.5805626071676617,-0.4766913839453149
2232,36.52,Q2,0.03233829482753397,0.04286666666666667,0.0,0.1701680672268907,3680,8918,3332,0,0.0,-0.3862114546868966,-0.5805626071676617,-0.4766913839453149
2233,38.18,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0024293956878226,3989,8108,3293,0,0.0,-0.33011101014424243,-0.5805626071676617,-0.4766913839453149
2234,37.470001,Q2,0.03233829482753397,0.04286666666666667,0.0,0.0189125295508274,859,951,423,0,0.0,-0.35410574479776036,-0.5805626071676617,-0.4766913839453149
2235,38.650002,Q2,0.033608906471582274,0.0144,0.0,0.0050038491147036,3188,6892,2598,0,0.0,-0.3142270817490999,-0.5650949127478491,-0.7718340501609597
2239,43.139999,Q2,0.03233829482753397,0.027133333333333336,0.0,0.0220264317180616,8788,1999,681,0,0.0,-0.16248561928212157,-0.5805626071676617,-0.6398147310808937
2241,81.209999,Q4 (highest),0.22680030225923353,0.20536666666666667,1.0,0.1167630057803468,10333,20653,7785,1,1.0,1.1241071058617618,1.7867058822296564,1.208110135728301
2242,81.440002,Q4 (highest),0.22680030225923353,0.20536666666666667,1.0,0.1162790697674418,889,1185,387,1,1.0,1.131880160407632,1.7867058822296564,1.208110135728301
2250,41.02,Q2,0.03233829482753397,0.0217,0.0,0.0264505119453924,3067,3002,1172,0,0.0,-0.23413193634837606,-0.5805626071676617,-0.696147581892545
2260,33.919998,Q2,0.03233829482753397,0.00858,0.0,0.0048886474741988,7239,10310,3682,0,0.0,-0.47407968842893894,-0.5805626071676617,-0.8321758645886547
2271,58.040001,Q3,0.036702503837619145,0.05647142857142857,0.2777777777777777,0.0,1077,436,135,0,0.0,0.34106663125187653,-0.527435239991083,-0.33563708528721914
2272,41.959999,Q2,0.03233829482753397,0.020200000000000003,0.0,0.0165493392614548,12016,21502,8097,0,0.0,-0.2023642485353336,-0.5805626071676617,-0.7116995959203014
2273,58.27,Q3,0.036702503837619145,0.05647142857142857,0.2777777777777777,0.0193312434691745,8991,21835,7656,0,0.0,0.3488395506159526,-0.527435239991083,-0.33563708528721914
2281,54.490002,Q3,0.03233829482753397,0.0723,0.0,0.0137667304015296,2944,9424,2615,0,0.0,0.2210928228024922,-0.5805626071676617,-0.17152630868956045
2282,71.279999,Q3,0.03233829482753397,0.062,0.0,0.1935736677115987,1456,3236,1276,0,0.0,0.7885183020614268,-0.5805626071676617,-0.27831680501348816
2283,56.380001,Q3,0.03233829482753397,0.05865,0.5,0.0094134685010861,3159,3753,1381,0,0.0,0.2849661867092224,-0.5805626071676617,-0.3130496363421442
2284,53.310001,Q3,0.03233829482753397,0.011399999999999999,0.0,0.1516919486581097,1848,4591,1714,0,0.0,0.18121415975383173,-0.5805626071676617,-0.8029380782164727
2289,58.509998,Q3,0.036702503837619145,0.05647142857142857,0.2777777777777777,0.0,1584,56,23,0,0.0,0.3569503906697767,-0.527435239991083,-0.33563708528721914
2311,89.010002,Q4 (highest),0.05481593751664182,0.0665,0.9714285714285714,0.0522565320665083,3949,1140,421,1,0.0,1.3877117057015431,-0.3069327297606518,-0.23166076293021876
2312,88.769997,Q4 (highest),0.05481593751664182,0.0665,0.9714285714285714,0.045631067961165,10449,8442,3090,1,0.0,1.3796006290795795,-0.3069327297606518,-0.23166076293021876
2313,89.239998,Q4 (highest),0.05481593751664182,0.0665,0.9714285714285714,0.029120559114735,3103,10331,3434,1,0.0,1.3954845236792734,-0.3069327297606518,-0.23166076293021876
2314,89.720001,Q4 (highest),0.05481593751664182,0.0665,0.9714285714285714,0.0126773317235134,10179,12266,3313,1,0.0,1.411706440355061,-0.3069327297606518,-0.23166076293021876
2319,89.480003,Q4 (highest),0.05481593751664182,0.0665,0.9714285714285714,0.0815006468305304,10781,5917,2319,1,0.0,1.4035956003012369,-0.3069327297606518,-0.23166076293021876
2320,48.349998,Q2,0.04767320021881474,0.051000000000000004,1.0,0.0274005819592628,11435,12188,4124,0,0.0,0.013588633709916873,-0.3938843001805335,-0.39236490788370215
2330,74.110001,Q3,0.04435930628752051,0.0331,1.0,0.0155235923522189,28591,34370,11402,0,0.0,0.8841594889629931,-0.43422573645575646,-0.5779522752815959
2341,75.769997,Q4 (highest),0.04435930628752051,0.02495,1.0,0.0022512571272275,114915,134756,47529,1,0.0,0.9402597983238535,-0.43422573645575646,-0.6624515514990726
2342,61.82,Q3,0.04435930628752051,0.005350000000000001,1.0,0.0009718172983479,17596,26417,9261,0,0.0,0.4688133928607854,-0.43422573645575646,-0.8656645347950903
2343,61.580002,Q3,0.04435930628752051,0.005350000000000001,1.0,0.0012650221378874,62036,38102,15810,0,0.0,0.4607025528069613,-0.43422573645575646,-0.8656645347950903
2351,60.169998,Q3,0.058856711736376306,0.1463875,0.9,0.008321625418783,14494,25042,9253,0,0.0,0.4130508352124308,-0.2577426714583575,0.5966135841647104
2352,85.220001,Q4 (highest),0.21556601917291796,0.2486,1.0,0.0596430126251632,4556,5998,2297,1,1.0,1.2596269220165404,1.6499461896683993,1.6563537400394148
2359,71.75,Q3,0.08251603231298912,0.03985,1.0,0.0137688120397054,17279,8969,3123,0,0.0,0.8044021966611207,0.030272272032528007,-0.5079682121566919
2411,96.809998,Q4 (highest),0.2289809957972906,0.26766666666666666,0.6666666666666666,0.0926216640502354,14963,3370,1274,1,1.0,1.6513160689731843,1.8132523895184283,1.854037118347786
2412,96.57,Q4 (highest),0.2289809957972906,0.26766666666666666,0.6666666666666666,0.1059317692859338,22424,26402,9761,1,1.0,1.6432052289193604,1.8132523895184283,1.854037118347786
2413,95.629997,Q4 (highest),0.2289809957972906,0.2828541666666667,1.0,0.0793028322440087,8514,6073,2295,1,1.0,1.611437405924524,1.8132523895184283,2.0115012603788203
2414,98.230003,Q4 (highest),0.2289809957972906,0.244425,1.0,0.0818181818181818,2393,275,110,1,1.0,1.6993057748483602,1.8132523895184283,1.6130673009954928
2415,99.169998,Q4 (highest),0.22680030225923353,0.3947,1.0,0.1768707482993197,1549,1118,441,1,1.0,1.7310733274796088,1.7867058822296564,3.171119906342893
2419,87.830002,Q4 (highest),0.23420404968165,0.27558611111111114,0.9444444444444444,0.0684835779175401,11153,3646,1431,1,1.0,1.3478330764483308,1.876834839592698,1.9361459924091449
2421,95.389999,Q4 (highest),0.24465015745036892,0.24655,1.0,0.0928293496386881,48691,30415,10794,1,1.0,1.6033265658707,2.0039997397412384,1.6350993208681477
2422,93.970001,Q4 (highest),0.24465015745036892,0.2538,0.9166666666666669,0.1239851150202977,71786,35719,11824,1,1.0,1.5553370965636637,2.0039997397412384,1.710267388668971
2423,81.68,Q4 (highest),0.23010808831164342,0.24385,1.0,0.1224580454096742,26785,43103,20260,1,1.0,1.1399910004614562,1.8269729647048187,1.6071056956181862
2431,92.790001,Q4 (highest),0.1892512623027959,0.25362500000000004,1.0,0.130397967823878,27898,29192,12991,1,1.0,1.5154584673104519,1.3296054939843287,1.7084529870323995
2432,80.970001,Q4 (highest),0.29318409174703997,0.2874,1.0,0.1379461034231609,23044,16273,6865,1,1.0,1.1159962658079376,2.5948239055739535,2.058632502890715
2511,97.279999,Q4 (highest),0.315149762963465,0.33145,1.0,0.1485242478883932,28275,31166,10537,1,1.0,1.6671999635728787,2.8622213371126977,2.5153433148391633
2512,98.940002,Q4 (highest),0.315149762963465,0.31925,1.0,0.165025290326647,109316,157843,63463,1,1.0,1.7233005095018785,2.8622213371126977,2.3888536007467436
2513,97.989998,Q4 (highest),0.315149762963465,0.35255,1.0,0.2051282051282051,4544,1791,702,1,1.0,1.6911946982263966,2.8622213371126977,2.734108312162937
2514,97.519997,Q4 (highest),0.3010498418608457,0.29246,1.0,0.1091154018859452,6681,12670,4454,1,1.0,1.6753108036267028,2.690577017638405,2.1110946302110136
2515,82.860001,Q4 (highest),0.315149762963465,0.2293,1.0,0.1208359197186012,7164,13183,4833,1,1.0,1.1798696635101165,2.8622213371126977,1.4562511595489487
2516,96.099998,Q4 (highest),0.30809980241215534,0.29908,1.0,0.122530775837389,4277,10375,3493,1,1.0,1.627321300524218,2.776399177375551,2.179730852120179
2519,95.860001,Q4 (highest),0.30457482213650056,0.29577,1.0,0.1322448979591836,19870,11746,4900,1,1.0,1.6192104942658423,2.7334880975069784,2.145412741165596
2611,79.309998,Q4 (highest),0.2562356567103613,0.3496,1.0,0.0939597315436241,3773,422,149,1,1.0,1.0598957198789378,2.1450349357383214,2.7035226845750167
2612,87.120003,Q4 (highest),0.2562356567103613,0.37324999999999997,0.5,0.0697050938337801,1809,1205,373,1,1.0,1.323838341794813,2.1450349357383214,2.9487261057459766
2613,79.550003,Q4 (highest),0.2562356567103613,0.3496,1.0,0.0050251256281407,1330,505,199,1,1.0,1.068006796500902,2.1450349357383214,2.7035226845750167
2614,77.419998,Q4 (highest),0.2562356567103613,0.2857,1.0,0.1005071461502996,9254,5634,2169,1,1.0,0.9960223221767597,2.1450349357383214,2.0410068869925913
2615,77.190002,Q4 (highest),0.2562356567103613,0.2857,1.0,0.169479090242113,4828,4055,1363,1,1.0,0.9882495041990293,2.1450349357383214,2.0410068869925913
2619,77.660004,Q4 (highest),0.2562356567103613,0.2857,1.0,0.1064204045734388,7665,3271,1137,1,1.0,1.0041334325941718,2.1450349357383214,2.0410068869925913
2621,88.300003,Q4 (highest),0.09001928533125335,0.1248,1.0,0.0626780626780626,2540,1067,351,1,0.0,1.3637169710480253,0.12161255321496309,0.3727941822819154
2622,81.910004,Q4 (highest),0.09001928533125335,0.11165,1.0,0.036697247706422,7808,7745,2725,1,0.0,1.1477640888027745,0.12161255321496309,0.2364548593052505
2623,97.040001,Q4 (highest),0.22680030225923353,0.30145,0.8333333333333333,0.0429906542056074,1293,1773,535,1,1.0,1.6590891235190546,1.7867058822296564,2.204303034284034
2641,99.879997,Q4 (highest),0.29318409174703997,0.37043333333333334,1.0,0.1635687732342007,1500,619,269,1,1.0,1.7550680621331267,2.5948239055739535,2.919522879404967
2642,93.5,Q4 (highest),0.29318409174703997,0.26890000000000003,1.0,0.1303147432357813,9934,4052,1811,1,1.0,1.5394532019639697,2.5948239055739535,1.8668243298817193
2643,86.410004,Q4 (highest),0.25999219700313675,0.2417,0.5,0.1904047976011994,2675,1889,667,1,1.0,1.2998436071412949,2.190764893901805,1.5848144755117353
2651,40.07,Q2,0.039564811549559556,0.03961666666666667,0.1666666666666666,0.0371900826446281,846,465,242,0,0.0,-0.26623761244206384,-0.49259115428547107,-0.5103874143387872
2652,63.0,Q3,0.06259288730093573,0.049550000000000004,0.25,0.0184210526315789,5307,1202,380,0,0.0,0.5086920221139974,-0.2122606217682955,-0.4073985214438667
2653,2.01,Q1 (lowest),0.06259288730093573,0.014299999999999998,0.0,0.0,471,264,111,0,0.0,-1.5524923831007509,-0.2122606217682955,-0.7728708510961435
2654,79.790001,Q4 (highest),0.06933126829005994,0.2601333333333333,0.7999999999999999,0.1036941023979261,3223,3076,1543,1,0.0,1.076117636554726,-0.13023145218507867,1.7759314478972756
2655,69.150002,Q3,0.06259288730093573,0.0564,0.0,0.0,2012,474,171,0,0.0,0.7165340981008725,-0.2122606217682955,-0.33637765738377895
2661,56.860001,Q3,0.18648188089546697,0.22851875,0.6666666666666667,0.0806123831459151,27020,47959,14762,0,1.0,0.30118800199866447,1.29589263959556,1.4481511522428252
2662,53.07,Q3,0.12831360434056502,0.1959875,0.5,0.0205117360964263,11174,13376,4729,0,1.0,0.17310321831366213,0.5877855394498813,1.1108668480158574
2663,45.98,Q2,0.12831360434056502,0.049,0.0,0.1210575139146567,6564,6326,2156,0,1.0,-0.06650651169080699,0.5877855394498813,-0.4131009265873774
2669,52.599998,Q3,0.12831360434056502,0.1959875,0.5,0.0374753451676528,7809,1270,507,0,1.0,0.15721928991851958,0.5877855394498813,1.1108668480158574
2671,62.290001,Q3,0.03416075116753272,0.057300000000000004,1.0,0.0,2429,1153,324,0,0.0,0.48469728746047924,-0.5583770732221855,-0.32704644896712504
2672,52.84,Q3,0.12831360434056502,0.1959875,0.5,0.0,1039,421,99,0,1.0,0.16533026515413785,0.5877855394498813,1.1108668480158574
3111,72.459999,Q3,0.17173187480723132,0.1442760416666667,0.5634920634920635,0.0575815738963531,8737,3863,1042,0,1.0,0.8283969313146385,1.1163345598849883,0.5747219644186952
3112,57.799999,Q3,0.0621770268760878,0.1146,0.3,0.0652610441767068,31782,27761,7968,0,0.0,0.3329556560162585,-0.2173230670897841,0.2670404868931715
3113,50.0,Q2,0.07846859538010617,0.050449999999999995,0.0,0.0526409866833497,25843,33523,11189,0,0.0,0.06935119135827146,-0.01899889430263381,-0.39806731302721293
3114,50.240002,Q3,0.07846859538010617,0.050133333333333335,0.0,0.0332227846628265,24590,51449,17187,0,0.0,0.07746216659388949,-0.01899889430263381,-0.4013505159886281
3115,53.779999,Q3,0.07420149809315149,0.07228000000000001,0.0333333333333333,0.049408131755018,3891,5375,1943,0,0.0,0.19709795296718005,-0.07094407928766734,-0.17173366887659713
3116,59.93,Q3,0.09229656081916926,0.13424999999999998,0.25,0.0235414534288638,582,3027,977,0,0.0,0.40493999515860674,0.14933479354056337,0.47077187065678094
3117,93.739998,Q4 (highest),0.07810837679423835,0.15496000000000001,1.0,0.0861774744027303,1946,2987,1172,1,0.0,1.5475640420177939,-0.023383987920057567,0.6854933443333387
3119,53.549999,Q3,0.06993440080619681,0.10456000000000001,0.0666666666666666,0.0209459459459459,22045,4497,1480,0,0.0,0.1893249998076558,-0.12288926427270087,0.16294567300072182
3121,30.85,Q2,0.022139659564214657,0.0319,0.0,0.0069778633301251,18263,10596,4156,0,0.0,-0.5778316477934325,-0.704714919552855,-0.5903938865038011
3122,35.580002,Q2,0.016661880356582715,0.0206,0.0,0.0062290368950646,9782,4833,2087,0,0.0,-0.41797910870449057,-0.7713982490184186,-0.7075523921795662
3151,39.599998,Q2,0.0204678176532823,0.15289999999999998,0.5,0.0629370629370629,857,504,143,0,0.0,-0.28212154083720636,-0.725066960176492,0.6641352450685528
3152,33.689999,Q2,0.0204678176532823,0.042,0.5,0.0159574468085106,1704,696,188,0,0.0,-0.48185260779301475,-0.725066960176492,-0.4856769920502409
3153,27.540001,Q2,0.03857527977502199,0.04625,0.3333333333333333,0.0,2142,126,41,0,0.0,-0.6896945485980958,-0.504637144245453,-0.441612952304931
3154,55.200001,Q3,0.034314461524378996,0.1001,1.0,0.0833333333333333,802,193,48,0,0.0,0.24508755745601038,-0.5565058918584737,0.11670435129152576
3155,66.550003,Q3,0.07846859538010617,0.053899999999999997,0.0,0.0046948356807511,426,750,213,0,0.0,0.628665965745176,-0.01899889430263381,-0.36229768076337304
3211,38.889999,Q2,0.033608906471582274,0.0144,0.0,0.0561122244488977,2480,1296,499,0,0.0,-0.3061162754907243,-0.5650949127478491,-0.7718340501609597
3212,50.950001,Q3,0.03392655938259435,,0.0,0.0089719626168224,9547,7194,2675,0,0.0,0.10145690124740765,-0.561227989142896,
3213,49.049999,Q2,0.03392655938259435,0.0287,0.0,0.0027149321266968,4433,7098,2210,0,0.0,0.03724548146913526,-0.561227989142896,-0.6235715164296814
3214,46.93,Q2,0.03075287949918916,0.076825,0.0,0.0089887640449438,3352,1264,445,0,0.0,-0.03440083559711922,-0.5998625403472385,-0.12461106637249514
3215,54.02,Q3,0.10612452625823236,0.1353888888888889,0.1296296296296296,0.0154990700557966,10966,4617,1613,0,0.0,0.2052088944073499,0.3176684813837607,0.48257988130748514
3230,41.25,Q2,0.03815236030697556,0.055113888888888886,0.0166666666666666,0.0,143,59,18,0,0.0,-0.22635898318885178,-0.5097855222935951,-0.34971206941128125
3240,29.67,Q2,0.026021675634743315,0.00925,0.0,0.0017513134851138,2973,1450,571,0,0.0,-0.6177102770466445,-0.6574574915314756,-0.8252292983229236
3250,28.01,Q2,0.025227543357213125,0.0047,0.0,0.0066283694211224,3597,6948,2263,0,0.0,-0.6738107215892988,-0.6671248005438585,-0.8724037408737848
3311,91.839996,Q4 (highest),0.17282178296440365,0.1966125,1.0,0.1153846153846153,1304,81,26,1,1.0,1.4833526222395215,1.1296024741212298,1.1173468538607558
3312,77.900002,Q4 (highest),0.16809598397621386,0.14277291666666667,0.3968253968253968,0.0483870967741935,24513,3705,1364,1,1.0,1.0122442726479957,1.0720733187879103,0.559137550361714
3313,88.529999,Q4 (highest),0.11041200178286581,0.11460000000000001,1.0,0.1082165739632472,30194,36325,14203,1,0.0,1.3714897890257554,0.3698617392986355,0.2670404868931716
3314,82.150002,Q4 (highest),0.23942710356600946,0.29845,0.6666666666666666,0.0772676371780515,6834,3471,893,1,1.0,1.1558749288565984,1.9404172896669682,2.173199006228521
3321,87.589996,Q4 (highest),0.15410204535344132,0.32693333333333335,1.0,0.0539647577092511,12608,11628,2724,1,1.0,1.3397219660309188,0.9017191689888304,2.46851447260003
3322,71.510002,Q3,0.1274594769532579,0.19539444444444443,1.0,0.0454901296997651,91526,243828,94526,0,1.0,0.7962913566072966,0.577387884521766,1.1047180424696978
3323,76.709999,Q4 (highest),0.24465015745036892,,1.0,0.075985734099465,23447,27198,10094,1,1.0,0.9720275875232413,2.0039997397412384,
3324,83.330002,Q4 (highest),0.19207687159121895,0.23841875,0.6904761904761905,0.0477686989314896,19100,7216,3182,1,1.0,1.1957535581098102,1.3640028342163615,1.550794444826018
3331,70.800003,Q3,0.0762529682421045,0.10185833333333333,0.75,0.0298932384341637,5378,3384,1405,0,0.0,0.7722966219537787,-0.04597066311915761,0.1349347677351736
3332,80.019997,Q4 (highest),0.21836351452079394,0.18655937500000003,0.3452380952380952,0.037037037037037,2983,443,54,1,1.0,1.0838904545324564,1.6840012869788001,1.0131159598455632
3333,59.220001,Q3,0.24465015745036892,0.2303,1.0,0.0243709804806498,7467,25841,8863,0,1.0,0.3809452605050888,2.0039997397412384,1.4666191689007861
3334,71.989998,Q3,0.09501071809443198,0.146025,0.75,0.0202177293934681,5696,1526,643,0,0.0,0.8125130367149447,0.18237538114868324,0.5928551807746691
3335,72.220001,Q3,0.09501071809443198,0.146025,0.75,0.0351437699680511,8190,6212,2191,0,0.0,0.8202860912608145,0.18237538114868324,0.5928551807746691
3339,83.57,Q4 (highest),0.19207687159121895,0.23841875,0.6904761904761905,0.034954657873042,3939,20250,6065,1,1.0,1.2038643981636343,1.3640028342163615,1.550794444826018
3341,69.860001,Q3,0.15638033525923511,0.140225,1.0,0.0709134615384615,7009,1867,832,0,1.0,0.7405288327543904,0.929453758253481,0.5327207265340109
3342,82.389999,Q4 (highest),0.10549139215943529,0.17281428571428575,0.9166666666666669,0.0668563300142247,3157,1952,703,1,0.0,1.163985735114974,0.3099610714817432,0.8706067455894344
3343,73.400002,Q3,0.18840698274788537,0.15285,1.0,0.0542347696879643,8905,3416,1346,0,1.0,0.8601647543094753,1.3193277208965235,0.6636168446009613
3351,33.220001,Q2,0.11936917881812005,0.10859999999999999,0.1666666666666666,0.0170648464163822,1852,773,293,0,1.0,-0.49773640100636307,0.47890125416098256,0.2048324307821456
3352,90.660004,Q4 (highest),0.2289809957972906,0.3393,0.0,0.0433526011560693,3800,1770,692,1,1.0,1.4434742633498976,1.8132523895184283,2.5967321882510883
3353,73.169998,Q3,0.18619342263903216,0.2629,0.25,0.0260416666666666,10741,2408,960,0,1.0,0.852391665968157,1.292381114902468,1.8046162737706934
