dm,mcl,beta_artificial,erases_headline
0.17,0.025,-0.2116473861757834,True
0.17,0.03,-0.216788785676202,True
0.17,0.035,-0.2219567558346446,True
0.17,0.04,-0.2271515727117486,True
0.17,0.045,-0.2323735166929003,True
0.17,0.05,-0.237622872579044,True
0.17,0.055,-0.2428999296798878,True
0.17,0.06,-0.248204981909581,True
0.17,0.065,-0.2535383278849434,True
0.17,0.07,-0.2589002710263289,True
0.17,0.075,-0.2642911196612052,True
0.17,0.08,-0.2697111871305446,True
0.17,0.085,-0.2751607918981092,True
0.17,0.09,-0.2806402576627348,True
0.17,0.095,-0.2861499134737044,True
0.17,0.1,-0.2916900938493197,True
0.17,0.105,-0.2972611388987751,True
0.17,0.11,-0.3028633944474449,True
0.17,0.115,-0.3084972121657011,True
0.17,0.12,-0.3141629497013784,True
0.17,0.125,-0.3198609708160161,True
0.17,0.13,-0.3255916455250011,True
0.17,0.135,-0.3313553502417512,True
0.17,0.14,-0.3371524679260771,True
0.17,0.145,-0.3429833882368703,True
0.17,0.15,-0.3488485076892685,True
0.17,0.155,-0.3547482298164567,True
0.17,0.16,-0.3606829653362713,True
0.17,0.165,-0.3666531323227751,True
0.17,0.17,-0.3726591563829869,True
0.17,0.175,-0.3787014708389495,True
0.17,0.18,-0.3847805169153317,True
0.17,0.185,-0.3908967439327679,True
0.17,0.19,-0.397050609507146,True
0.17,0.195,-0.4032425797550673,True
0.17,0.2,-0.4094731295057031,True
0.175,0.0,-0.1923718926474561,True
0.175,0.005,-0.1973844344710004,True
0.175,0.01,-0.2024222285009575,True
0.175,0.015,-0.2074855304575043,True
0.175,0.02,-0.2125745999649755,True
0.175,0.025,-0.217689700631746,True
0.175,0.03,-0.2228311001321647,True
0.175,0.035,-0.2279990702906072,True
0.175,0.04,-0.2331938871677112,True
0.175,0.045,-0.238415831148863,True
0.175,0.05,-0.2436651870350066,True
0.175,0.055,-0.2489422441358505,True
0.175,0.06,-0.2542472963655436,True
0.175,0.065,-0.259580642340906,True
0.175,0.07,-0.2649425854822916,True
0.175,0.075,-0.270333434117168,True
0.175,0.08,-0.2757535015865071,True
0.175,0.085,-0.2812031063540718,True
0.175,0.09,-0.2866825721186973,True
0.175,0.095,-0.292192227929667,True
0.175,0.1,-0.2977324083052824,True
0.175,0.105,-0.3033034533547377,True
0.175,0.11,-0.3089057089034076,True
0.175,0.115,-0.3145395266216637,True
0.175,0.12,-0.320205264157341,True
0.175,0.125,-0.3259032852719787,True
0.175,0.13,-0.3316339599809637,True
0.175,0.135,-0.3373976646977139,True
0.175,0.14,-0.3431947823820398,True
0.175,0.145,-0.3490257026928329,True
0.175,0.15,-0.3548908221452311,True
0.175,0.155,-0.3607905442724193,True
0.175,0.16,-0.3667252797922339,True
0.175,0.165,-0.3726954467787378,True
0.175,0.17,-0.3787014708389495,True
0.175,0.175,-0.3847437852949122,True
0.175,0.18,-0.3908228313712943,True
0.175,0.185,-0.3969390583887305,True
0.175,0.19,-0.4030929239631086,True
0.175,0.195,-0.4092848942110298,True
0.175,0.2,-0.4155154439616658,True
0.18,0.0,-0.1984509387238381,True
0.18,0.005,-0.2034634805473824,True
0.18,0.01,-0.2085012745773396,True
0.18,0.015,-0.2135645765338863,True
0.18,0.02,-0.2186536460413576,True
0.18,0.025,-0.2237687467081281,True
0.18,0.03,-0.2289101462085468,True
0.18,0.035,-0.2340781163669893,True
0.18,0.04,-0.2392729332440933,True
0.18,0.045,-0.244494877225245,True
0.18,0.05,-0.2497442331113887,True
0.18,0.055,-0.2550212902122325,True
0.18,0.06,-0.2603263424419256,True
0.18,0.065,-0.2656596884172882,True
0.18,0.07,-0.2710216315586736,True
0.18,0.075,-0.27641248019355,True
0.18,0.08,-0.2818325476628892,True
0.18,0.085,-0.2872821524304539,True
0.18,0.09,-0.2927616181950794,True
0.18,0.095,-0.2982712740060491,True
0.18,0.1,-0.3038114543816644,True
0.18,0.105,-0.3093824994311198,True
0.18,0.11,-0.3149847549797896,True
0.18,0.115,-0.3206185726980458,True
0.18,0.12,-0.3262843102337231,True
0.18,0.125,-0.3319823313483608,True
0.18,0.13,-0.3377130060573458,True
0.18,0.135,-0.3434767107740959,True
0.18,0.14,-0.3492738284584218,True
0.18,0.145,-0.355104748769215,True
0.18,0.15,-0.3609698682216131,True
0.18,0.155,-0.3668695903488013,True
0.18,0.16,-0.3728043258686159,True
0.18,0.165,-0.3787744928551199,True
0.18,0.17,-0.3847805169153317,True
0.18,0.175,-0.3908228313712943,True
0.18,0.18,-0.3969018774476763,True
0.18,0.185,-0.4030181044651126,True
0.18,0.19,-0.4091719700394907,True
0.18,0.195,-0.4153639402874119,True
0.18,0.2,-0.4215944900380478,True
0.185,0.0,-0.2045671657412744,True
0.185,0.005,-0.2095797075648187,True
0.185,0.01,-0.2146175015947758,True
0.185,0.015,-0.2196808035513226,True
0.185,0.02,-0.2247698730587938,True
0.185,0.025,-0.2298849737255643,True
0.185,0.03,-0.2350263732259829,True
0.185,0.035,-0.2401943433844255,True
0.185,0.04,-0.2453891602615296,True
0.185,0.045,-0.2506111042426812,True
0.185,0.05,-0.255860460128825,True
0.185,0.055,-0.2611375172296687,True
0.185,0.06,-0.2664425694593619,True
0.185,0.065,-0.2717759154347244,True
0.185,0.07,-0.2771378585761099,True
0.185,0.075,-0.2825287072109863,True
0.185,0.08,-0.2879487746803253,True
0.185,0.085,-0.2933983794478901,True
0.185,0.09,-0.2988778452125156,True
0.185,0.095,-0.3043875010234853,True
0.185,0.1,-0.3099276813991007,True
0.185,0.105,-0.315498726448556,True
0.185,0.11,-0.321100981997226,True
0.185,0.115,-0.3267347997154818,True
0.185,0.12,-0.3324005372511593,True
0.185,0.125,-0.3380985583657969,True
0.185,0.13,-0.343829233074782,True
0.185,0.135,-0.3495929377915322,True
0.185,0.14,-0.355390055475858,True
0.185,0.145,-0.3612209757866513,True
0.185,0.15,-0.3670860952390493,True
0.185,0.155,-0.3729858173662376,True
0.185,0.16,-0.3789205528860522,True
0.185,0.165,-0.384890719872556,True
0.185,0.17,-0.3908967439327679,True
0.185,0.175,-0.3969390583887305,True
0.185,0.18,-0.4030181044651126,True
0.185,0.185,-0.4091343314825487,True
0.185,0.19,-0.4152881970569269,True
0.185,0.195,-0.4214801673048483,True
0.185,0.2,-0.4277107170554841,True
0.19,0.0,-0.2107210313156525,True
0.19,0.005,-0.2157335731391968,True
0.19,0.01,-0.2207713671691539,True
0.19,0.015,-0.2258346691257007,True
0.19,0.02,-0.2309237386331719,True
0.19,0.025,-0.2360388392999424,True
0.19,0.03,-0.241180238800361,True
0.19,0.035,-0.2463482089588036,True
0.19,0.04,-0.2515430258359076,True
0.19,0.045,-0.2567649698170593,True
0.19,0.05,-0.2620143257032032,True
0.19,0.055,-0.2672913828040469,True
0.19,0.06,-0.2725964350337401,True
0.19,0.065,-0.2779297810091025,True
0.19,0.07,-0.2832917241504881,True
0.19,0.075,-0.2886825727853643,True
0.19,0.08,-0.2941026402547035,True
0.19,0.085,-0.2995522450222682,True
0.19,0.09,-0.3050317107868938,True
0.19,0.095,-0.3105413665978634,True
0.19,0.1,-0.3160815469734788,True
0.19,0.105,-0.3216525920229341,True
0.19,0.11,-0.327254847571604,True
0.19,0.115,-0.33288866528986,True
0.19,0.12,-0.3385544028255373,True
0.19,0.125,-0.3442524239401752,True
0.19,0.13,-0.3499830986491603,True
0.19,0.135,-0.3557468033659103,True
0.19,0.14,-0.3615439210502362,True
0.19,0.145,-0.3673748413610294,True
0.19,0.15,-0.3732399608134275,True
0.19,0.155,-0.3791396829406158,True
0.19,0.16,-0.3850744184604303,True
0.19,0.165,-0.3910445854469341,True
0.19,0.17,-0.397050609507146,True
0.19,0.175,-0.4030929239631086,True
0.19,0.18,-0.4091719700394907,True
0.19,0.185,-0.4152881970569269,True
0.19,0.19,-0.421442062631305,True
0.19,0.195,-0.4276340328792262,True
0.19,0.2,-0.4338645826298621,True
0.195,0.0,-0.2169130015635737,True
0.195,0.005,-0.2219255433871181,True
0.195,0.01,-0.2269633374170752,True
0.195,0.015,-0.232026639373622,True
0.195,0.02,-0.2371157088810932,True
0.195,0.025,-0.2422308095478637,True
0.195,0.03,-0.2473722090482823,True
0.195,0.035,-0.2525401792067249,True
0.195,0.04,-0.2577349960838289,True
0.195,0.045,-0.2629569400649806,True
0.195,0.05,-0.2682062959511243,True
0.195,0.055,-0.2734833530519681,True
0.195,0.06,-0.2787884052816612,True
0.195,0.065,-0.2841217512570237,True
0.195,0.07,-0.2894836943984092,True
0.195,0.075,-0.2948745430332856,True
0.195,0.08,-0.3002946105026248,True
0.195,0.085,-0.3057442152701894,True
0.195,0.09,-0.3112236810348151,True
0.195,0.095,-0.3167333368457846,True
0.195,0.1,-0.3222735172214001,True
0.195,0.105,-0.3278445622708554,True
0.195,0.11,-0.3334468178195253,True
0.195,0.115,-0.3390806355377812,True
0.195,0.12,-0.3447463730734587,True
0.195,0.125,-0.3504443941880963,True
0.195,0.13,-0.3561750688970814,True
0.195,0.135,-0.3619387736138315,True
0.195,0.14,-0.3677358912981574,True
0.195,0.145,-0.3735668116089505,True
0.195,0.15,-0.3794319310613487,True
0.195,0.155,-0.3853316531885369,True
0.195,0.16,-0.3912663887083515,True
0.195,0.165,-0.3972365556948553,True
0.195,0.17,-0.4032425797550673,True
0.195,0.175,-0.4092848942110298,True
0.195,0.18,-0.4153639402874119,True
0.195,0.185,-0.4214801673048483,True
0.195,0.19,-0.4276340328792262,True
0.195,0.195,-0.4338260031271476,True
0.195,0.2,-0.4400565528777834,True
0.2,0.0,-0.2231435513142097,True
0.2,0.005,-0.2281560931377539,True
0.2,0.01,-0.2331938871677111,True
0.2,0.015,-0.2382571891242579,True
0.2,0.02,-0.2433462586317291,True
0.2,0.025,-0.2484613592984996,True
0.2,0.03,-0.2536027587989182,True
0.2,0.035,-0.2587707289573608,True
0.2,0.04,-0.2639655458344648,True
0.2,0.045,-0.2691874898156165,True
0.2,0.05,-0.2744368457017603,True
0.2,0.055,-0.279713902802604,True
0.2,0.06,-0.2850189550322972,True
0.2,0.065,-0.2903523010076597,True
0.2,0.07,-0.2957142441490452,True
0.2,0.075,-0.3011050927839215,True
0.2,0.08,-0.3065251602532606,True
0.2,0.085,-0.3119747650208254,True
0.2,0.09,-0.3174542307854509,True
0.2,0.095,-0.3229638865964205,True
0.2,0.1,-0.3285040669720359,True
0.2,0.105,-0.3340751120214913,True
0.2,0.11,-0.3396773675701612,True
0.2,0.115,-0.3453111852884172,True
0.2,0.12,-0.3509769228240945,True
0.2,0.125,-0.3566749439387323,True
0.2,0.13,-0.3624056186477173,True
0.2,0.135,-0.3681693233644674,True
0.2,0.14,-0.3739664410487933,True
0.2,0.145,-0.3797973613595865,True
0.2,0.15,-0.3856624808119846,True
0.2,0.155,-0.3915622029391729,True
0.2,0.16,-0.3974969384589874,True
0.2,0.165,-0.4034671054454912,True
0.2,0.17,-0.4094731295057031,True
0.2,0.175,-0.4155154439616658,True
0.2,0.18,-0.4215944900380478,True
0.2,0.185,-0.4277107170554841,True
0.2,0.19,-0.4338645826298621,True
0.2,0.195,-0.4400565528777834,True
0.2,0.2,-0.4462871026284193,True
