year_month,age_group,exposure_quartile,n_coded,share_fresh
2021-02,35-40,2,191779,0.7444767153859391
2021-02,35-40,3,127631,0.7712938079306751
2021-02,35-40,4,200014,0.7427930044896858
2021-02,41-49,1,182269,0.6921308615288393
2021-02,41-49,2,274534,0.7614830949900558
2021-02,41-49,3,215347,0.7708303342976685
2021-02,41-49,4,321593,0.7582410064895692
2021-02,50+,1,387943,0.6555860010362347
2021-02,50+,2,526817,0.7066837250885981
2021-02,50+,3,386915,0.6730237907550755
2021-02,50+,4,509726,0.6775993376833829
2021-03,22-25,1,80151,0.6314830756946264
2021-03,22-25,2,139851,0.6887687610385339
2021-03,22-25,3,30007,0.7081014429966341
2021-03,22-25,4,39083,0.7115113988179004
2021-03,26-30,1,121512,0.6281519520705774
2021-03,26-30,2,195792,0.6941550216556346
2021-03,26-30,3,83279,0.7607920364077378
2021-03,26-30,4,137676,0.7489032220575845
2021-03,31-34,1,96358,0.6411507088150439
2021-03,31-34,2,150304,0.7193022141792633
2021-03,31-34,3,84139,0.7610620520804858
2021-03,31-34,4,137653,0.7302056620633041
2021-03,35-40,1,124454,0.6651935654940782
2021-03,35-40,2,192181,0.7457657104500445
2021-03,35-40,3,128211,0.7704487134489241
2021-03,35-40,4,200994,0.742972427037623
2021-03,41-49,1,183605,0.6920072982761908
2021-03,41-49,2,275870,0.761307862398956
2021-03,41-49,3,216579,0.7697883913029425
2021-03,41-49,4,323274,0.7575833503467647
2021-03,50+,1,388235,0.6567851945342383
2021-03,50+,2,529272,0.706784035429798
2021-03,50+,3,389517,0.6713622255254584
2021-03,50+,4,513821,0.6758832356015032
2021-04,22-25,1,82611,0.6312234448196972
2021-04,22-25,2,142605,0.689162371585849
2021-04,22-25,3,30466,0.7088885971246636
2021-04,22-25,4,40141,0.714431628509504
2021-04,26-30,1,124316,0.6293156150455291
2021-04,26-30,2,197557,0.6946602752623293
2021-04,26-30,3,83541,0.7611831316359632
2021-04,26-30,4,138961,0.7499010513741265
2021-04,31-34,1,98218,0.6431509499277118
2021-04,31-34,2,151365,0.7207941069599973
2021-04,31-34,3,84260,0.7620223118917636
2021-04,31-34,4,138998,0.7308306594339486
2021-04,35-40,1,126737,0.6677686863346931
2021-04,35-40,2,193271,0.7464027194974932
2021-04,35-40,3,128486,0.7707298849680121
2021-04,35-40,4,202408,0.7438292952847714
2021-04,41-49,1,186281,0.6942200224392182
2021-04,41-49,2,276620,0.7616477478128841
2021-04,41-49,3,217278,0.7701792174081131
2021-04,41-49,4,325443,0.7582187971472731
2021-04,50+,1,393422,0.6582651707326992
2021-04,50+,2,529505,0.7076514858216636
2021-04,50+,3,390296,0.6721949494742452
2021-04,50+,4,515964,0.6773631493670101
2021-05,22-25,1,85266,0.6335467830084677
2021-05,22-25,2,146652,0.6897007882606443
2021-05,22-25,3,31094,0.7113591046504149
2021-05,22-25,4,41327,0.7158516224260169
2021-05,26-30,1,126224,0.6301495753580936
2021-05,26-30,2,201246,0.6975343609313974
2021-05,26-30,3,84214,0.7626522905930131
2021-05,26-30,4,140435,0.751415245487236
2021-05,31-34,1,99350,0.6433014594866633
2021-05,31-34,2,153623,0.7233552267564102
2021-05,31-34,3,85018,0.7625326401467925
2021-05,31-34,4,139947,0.7322700736707468
2021-05,35-40,1,127996,0.6672005375167974
2021-05,35-40,2,196088,0.7487352617192281
2021-05,35-40,3,129376,0.7711708508533267
2021-05,35-40,4,203952,0.7446850239271986
2021-05,41-49,1,187761,0.6933974574059576
2021-05,41-49,2,280578,0.7634561512306738
2021-05,41-49,3,218710,0.7699465045036806
2021-05,41-49,4,328306,0.75902359384233
2021-05,50+,1,394858,0.6593129682062919
2021-05,50+,2,535922,0.7096723030590273
2021-05,50+,3,392557,0.6728398678408486
2021-05,50+,4,519704,0.6785420162246202
2021-06,22-25,1,92120,0.6256947459834998
2021-06,22-25,2,157546,0.6828227946123672
2021-06,22-25,3,34293,0.7038754264718747
2021-06,22-25,4,45477,0.7073465707940277
2021-06,26-30,1,131652,0.6266672743292924
2021-06,26-30,2,208812,0.6956544643028179
2021-06,26-30,3,88252,0.7638013869374065
2021-06,26-30,4,145059,0.7518526944208908
2021-06,31-34,1,101958,0.6439514309813845
2021-06,31-34,2,157199,0.7237514233551104
2021-06,31-34,3,87399,0.7646311742697285
2021-06,31-34,4,142564,0.7339440531971606
2021-06,35-40,1,130533,0.6664751442164051
2021-06,35-40,2,199308,0.7489965279868345
2021-06,35-40,3,131557,0.7720759822738433
2021-06,35-40,4,206060,0.7451421915946812
2021-06,41-49,1,190550,0.6925636315927578
2021-06,41-49,2,283243,0.7625748915242389
2021-06,41-49,3,221005,0.7699690052261261
2021-06,41-49,4,329573,0.7581840745449415
2021-06,50+,1,398979,0.6591900826860562
2021-06,50+,2,538498,0.7097816519281409
2021-06,50+,3,396948,0.672667452663825
2021-06,50+,4,523037,0.678206321923688
2021-07,22-25,1,97115,0.6110899449106729
2021-07,22-25,2,167082,0.6657748889766701
2021-07,22-25,3,35851,0.6858943962511506
2021-07,22-25,4,46773,0.6956363714108567
2021-07,26-30,1,132373,0.6255958541394393
2021-07,26-30,2,210334,0.6933971683132542
2021-07,26-30,3,86577,0.7595897293738522
2021-07,26-30,4,142852,0.7520160725786128
2021-07,31-34,1,101415,0.6450426465512992
2021-07,31-34,2,156064,0.7250422903424236
2021-07,31-34,3,84704,0.765170476010578
2021-07,31-34,4,139162,0.7357971285264655
2021-07,35-40,1,129915,0.6683754762729477
2021-07,35-40,2,197573,0.7502998891548947
2021-07,35-40,3,128328,0.7728243251667601
2021-07,35-40,4,201315,0.7467451506345777
2021-07,41-49,1,189251,0.6944481138805079
2021-07,41-49,2,280760,0.7641295056275823
2021-07,41-49,3,216410,0.7715401321565547
2021-07,41-49,4,322933,0.7599347233017375
2021-07,50+,1,392288,0.6642900114201811
2021-07,50+,2,530079,0.7133106574680378
2021-07,50+,3,386612,0.6767456778372115
2021-07,50+,4,509733,0.6823650813268908
2021-08,22-25,1,97465,0.6134612424973067
2021-08,22-25,2,165532,0.6693630234637411
2021-08,22-25,3,35372,0.6957763202533077
2021-08,22-25,4,47285,0.7052765147509781
2021-08,26-30,1,132309,0.6279920489157956
2021-08,26-30,2,209486,0.6983760251281709
2021-08,26-30,3,87188,0.7677088590172959
2021-08,26-30,4,144665,0.7581308540420972
2021-08,31-34,1,101160,0.6484282325029656
2021-08,31-34,2,155330,0.7293826047769265
2021-08,31-34,3,85468,0.7704286984602424
2021-08,31-34,4,140013,0.7407740709791234
2021-08,35-40,1,129391,0.6713681786213879
2021-08,35-40,2,196387,0.7538890048730313
2021-08,35-40,3,128605,0.7771937327475603
2021-08,35-40,4,201969,0.75117468522397
2021-08,41-49,1,188488,0.6966809558168159
2021-08,41-49,2,278903,0.7659652280541981
2021-08,41-49,3,216224,0.7743127497410093
2021-08,41-49,4,322529,0.7625608859978482
2021-08,50+,1,386592,0.6687800057942224
2021-08,50+,2,522436,0.7168055034492263
2021-08,50+,3,381192,0.6816591114189176
2021-08,50+,4,502136,0.6873595997896984
2021-09,22-25,1,98028,0.6306463459419758
2021-09,22-25,2,168197,0.6828361980296914
2021-09,22-25,3,36587,0.7066717686609998
2021-09,22-25,4,49082,0.7225663175909702
2021-09,26-30,1,134137,0.6351640486964819
2021-09,26-30,2,213041,0.704094517017851
2021-09,26-30,3,89070,0.7693836308521388
2021-09,26-30,4,148007,0.7618963967920436
2021-09,31-34,1,102908,0.6538170015936565
2021-09,31-34,2,158621,0.7333581303862666
2021-09,31-34,3,87297,0.7708283217063587
2021-09,31-34,4,142625,0.7434601226993865
2021-09,35-40,1,131796,0.6751874108470667
2021-09,35-40,2,200077,0.755933965423312
2021-09,35-40,3,130703,0.7772660153171694
2021-09,35-40,4,205183,0.7522504301038585
2021-09,41-49,1,191651,0.6987597247079327
2021-09,41-49,2,283527,0.7669287228376839
2021-09,41-49,3,219293,0.7739508329039231
2021-09,41-49,4,326953,0.7622349389667628
2021-09,50+,1,392412,0.6709504296504694
2021-09,50+,2,530206,0.718443397471926
2021-09,50+,3,387471,0.6812406605913733
2021-09,50+,4,509439,0.686800578675759
2021-10,22-25,1,90858,0.6730612604283608
2021-10,22-25,2,153811,0.7421835889500751
2021-10,22-25,3,33566,0.7524280521956742
2021-10,22-25,4,45587,0.75933928532257
2021-10,26-30,1,130705,0.6527370796832562
2021-10,26-30,2,206275,0.7275239364925463
2021-10,26-30,3,87063,0.7787693968735284
2021-10,26-30,4,145475,0.7663034885719195
2021-10,31-34,1,102120,0.6619956913435174
2021-10,31-34,2,156674,0.7433396734620933
2021-10,31-34,3,86526,0.7738483230474077
2021-10,31-34,4,141414,0.7447353161638876
2021-10,35-40,1,131521,0.6817314345237643
2021-10,35-40,2,199261,0.7633555989380761
2021-10,35-40,3,130648,0.778542342783663
2021-10,35-40,4,205022,0.7526704451229624
2021-10,41-49,1,192100,0.7038261322228007
2021-10,41-49,2,283571,0.770875724245427
2021-10,41-49,3,219910,0.774221272338684
2021-10,41-49,4,328656,0.7628036609707415
2021-10,50+,1,393313,0.6755383117262842
2021-10,50+,2,531487,0.7218238639891474
2021-10,50+,3,390821,0.6822765409228265
2021-10,50+,4,515647,0.687803865822937
2021-11,22-25,1,90846,0.6639587873984545
2021-11,22-25,2,153840,0.740763130525221
2021-11,22-25,3,33736,0.7506521223618686
2021-11,22-25,4,45492,0.7523520619009936
2021-11,26-30,1,131160,0.647483989021043
2021-11,26-30,2,206499,0.726066470055545
2021-11,26-30,3,87085,0.775621519205374
2021-11,26-30,4,145387,0.7652953840439655
2021-11,31-34,1,102485,0.6579401863687369
2021-11,31-34,2,156887,0.7424834434975492
2021-11,31-34,3,86622,0.7728406178568955
2021-11,31-34,4,141734,0.7434419405364979
2021-11,35-40,1,132196,0.6782656056159037
2021-11,35-40,2,200043,0.7614512879730858
2021-11,35-40,3,131125,0.777395614871306
2021-11,35-40,4,205371,0.7510700147537871
2021-11,41-49,1,192921,0.7007220572151295
2021-11,41-49,2,284407,0.7700759826586546
2021-11,41-49,3,220554,0.7731394579105344
2021-11,41-49,4,328315,0.7615095259126144
2021-11,50+,1,394074,0.6737389424321321
2021-11,50+,2,532108,0.7221165628030399
2021-11,50+,3,392242,0.6813089878187446
2021-11,50+,4,514911,0.6863322010988306
2021-12,22-25,1,91497,0.6513000426243484
2021-12,22-25,2,156374,0.7254275007354164
2021-12,22-25,3,34097,0.7389799689122211
2021-12,22-25,4,46142,0.7437909063326253
2021-12,26-30,1,132125,0.6402649006622516
2021-12,26-30,2,208898,0.7169575582341621
2021-12,26-30,3,88073,0.7717461651130313
2021-12,26-30,4,147171,0.761223338837135
2021-12,31-34,1,103175,0.6534916404167677
2021-12,31-34,2,158841,0.7357546225470754
2021-12,31-34,3,87778,0.7682221057668208
2021-12,31-34,4,143584,0.7405630153777579
2021-12,35-40,1,133140,0.6744930148715638
2021-12,35-40,2,202509,0.7578379232527938
2021-12,35-40,3,133291,0.7748460136093209
2021-12,35-40,4,208671,0.7492512136329438
2021-12,41-49,1,194726,0.6976983042839683
2021-12,41-49,2,288028,0.7677552182426709
2021-12,41-49,3,225170,0.7713860638628591
2021-12,41-49,4,334932,0.7591003546988643
2021-12,50+,1,399426,0.670554746060597
2021-12,50+,2,542439,0.7181895107099601
2021-12,50+,3,403986,0.6762090765521578
2021-12,50+,4,530514,0.6807925898279782
2022-01,22-25,1,90026,0.6296514340301691
2022-01,22-25,2,154296,0.6789676984497329
2022-01,22-25,3,33246,0.7045960416290682
2022-01,22-25,4,43928,0.707362046985977
2022-01,26-30,1,124218,0.6197813521389814
2022-01,26-30,2,195786,0.6835320196541121
2022-01,26-30,3,84106,0.7559032649275914
2022-01,26-30,4,143088,0.7407259868053226
2022-01,31-34,1,104524,0.6333473651984233
2022-01,31-34,2,159546,0.7094442981961315
2022-01,31-34,3,89374,0.7558014635128785
2022-01,31-34,4,149168,0.7136718331009332
2022-01,35-40,1,134028,0.6603993195451696
2022-01,35-40,2,203024,0.7393362361100165
2022-01,35-40,3,133819,0.7674171829112458
2022-01,35-40,4,210864,0.727696524774262
2022-01,41-49,1,190257,0.686476713077574
2022-01,41-49,2,279840,0.7597305603201829
2022-01,41-49,3,219911,0.7720532397197047
2022-01,41-49,4,329597,0.744930930803375
2022-01,50+,1,390598,0.6731806102437801
2022-01,50+,2,521678,0.7396094909120186
2022-01,50+,3,385298,0.7067360847967028
2022-01,50+,4,513000,0.7050077972709552
2022-02,22-25,1,86794,0.637371246860382
2022-02,22-25,2,149835,0.6886575232756031
2022-02,22-25,3,32239,0.7117776605974131
2022-02,22-25,4,42793,0.7148365386862338
2022-02,26-30,1,121921,0.6243797212949369
2022-02,26-30,2,193592,0.688199925616761
2022-02,26-30,3,83173,0.7579382732377093
2022-02,26-30,4,142174,0.7419289040190189
2022-02,31-34,1,103272,0.6362808893020373
2022-02,31-34,2,158714,0.713516135942639
2022-02,31-34,3,88890,0.7572842839464506
2022-02,31-34,4,148925,0.7146080241732415
2022-02,35-40,1,132651,0.6630330717446533
2022-02,35-40,2,202369,0.7412202461839511
2022-02,35-40,3,133073,0.7682925912844829
2022-02,35-40,4,210688,0.7281904996962333
2022-02,41-49,1,187869,0.687782444149913
2022-02,41-49,2,279007,0.7607801954789665
2022-02,41-49,3,218701,0.7719717788213131
2022-02,41-49,4,328060,0.7448393586539048
2022-02,50+,1,385687,0.6768338056506961
2022-02,50+,2,518420,0.7422572431619151
2022-02,50+,3,382038,0.7084321454933803
2022-02,50+,4,509422,0.7070699734208573
2022-03,22-25,1,88505,0.6405513812778939
2022-03,22-25,2,150841,0.6930940526779854
2022-03,22-25,3,32822,0.7099506428614953
2022-03,22-25,4,43261,0.7154018631099605
2022-03,26-30,1,123951,0.6272559317794935
2022-03,26-30,2,194106,0.691312993931151
2022-03,26-30,3,83950,0.7565336509827278
2022-03,26-30,4,143193,0.7435698672421138
2022-03,31-34,1,105239,0.6379194025028744
2022-03,31-34,2,159453,0.7144550431788678
2022-03,31-34,3,89490,0.7566320259246844
2022-03,31-34,4,149667,0.7157155551992089
2022-03,35-40,1,135152,0.6658207055759441
2022-03,35-40,2,203631,0.7425048249038703
2022-03,35-40,3,134204,0.7679055765849006
2022-03,35-40,4,212213,0.7289138742678347
2022-03,41-49,1,191699,0.6900296819493059
2022-03,41-49,2,281070,0.7607998007613762
2022-03,41-49,3,220526,0.7713648277300635
2022-03,41-49,4,331066,0.7448967879516472
2022-03,50+,1,391589,0.6797994836422883
2022-03,50+,2,521013,0.7428202367311372
2022-03,50+,3,385985,0.707182921616125
2022-03,50+,4,515648,0.7059214813205907
2022-04,22-25,1,91494,0.6388178459789713
2022-04,22-25,2,153635,0.6945227324502881
2022-04,22-25,3,33164,0.7120673018936196
2022-04,22-25,4,44125,0.7188215297450425
2022-04,26-30,1,126523,0.6260442765347012
2022-04,26-30,2,196774,0.6921341234106132
2022-04,26-30,3,84593,0.7560791082004421
2022-04,26-30,4,144284,0.7443652795874802
2022-04,31-34,1,106648,0.6372083864676318
2022-04,31-34,2,161419,0.7154610052100434
2022-04,31-34,3,89889,0.7574786681351444
2022-04,31-34,4,150713,0.7166933177629004
2022-04,35-40,1,136613,0.6653319962229071
2022-04,35-40,2,205662,0.7434479874745943
2022-04,35-40,3,134505,0.7683877922753801
2022-04,35-40,4,212993,0.7292305380928011
2022-04,41-49,1,193580,0.688583531356545
2022-04,41-49,2,282997,0.7613048901578462
2022-04,41-49,3,220978,0.7712487215921947
2022-04,41-49,4,331651,0.7446110519793397
2022-04,50+,1,394041,0.678426864209562
2022-04,50+,2,523475,0.7435827880987631
2022-04,50+,3,387198,0.7070361933687674
2022-04,50+,4,515069,0.7061966454979818
2022-05,22-25,1,95042,0.6371919782832853
2022-05,22-25,2,159507,0.6932485721629772
2022-05,22-25,3,34254,0.7124423425001459
2022-05,22-25,4,45563,0.7214406426266927
2022-05,26-30,1,129304,0.6268406236466003
2022-05,26-30,2,201641,0.692954309887374
2022-05,26-30,3,85956,0.7572013588347527
2022-05,26-30,4,146077,0.7453192494369408
2022-05,31-34,1,108321,0.6393404787621976
2022-05,31-34,2,164337,0.7162172852127031
2022-05,31-34,3,91292,0.757952504052929
2022-05,31-34,4,152779,0.7184887975441651
2022-05,35-40,1,138875,0.6662898289828982
2022-05,35-40,2,209336,0.743914090266366
2022-05,35-40,3,136089,0.7690481964008847
2022-05,35-40,4,215937,0.7309215187763097
2022-05,41-49,1,196642,0.6899339917209956
2022-05,41-49,2,287109,0.7624038257247248
2022-05,41-49,3,223472,0.7720296054986755
2022-05,41-49,4,336020,0.7460865424677102
2022-05,50+,1,399110,0.6805041216707174
2022-05,50+,2,529296,0.7449366705964149
2022-05,50+,3,391091,0.708385005024406
2022-05,50+,4,521678,0.708226147163576
2022-06,22-25,1,100388,0.6336215483922382
2022-06,22-25,2,168910,0.6886033982594281
2022-06,22-25,3,37228,0.7071559041581605
2022-06,22-25,4,49269,0.7140189571535854
2022-06,26-30,1,133666,0.6245492496221926
2022-06,26-30,2,208708,0.6913486785365199
2022-06,26-30,3,88635,0.7573757544987871
2022-06,26-30,4,149737,0.7464354167640597
2022-06,31-34,1,110721,0.6389483476485942
2022-06,31-34,2,168038,0.7177186112664993
2022-06,31-34,3,92734,0.7583949791877844
2022-06,31-34,4,154660,0.7202767360662098
2022-06,35-40,1,141162,0.6665958260721724
2022-06,35-40,2,212908,0.7448616303755613
2022-06,35-40,3,137487,0.7691054426964004
2022-06,35-40,4,217392,0.7315264591153309
2022-06,41-49,1,198716,0.6898287002556412
2022-06,41-49,2,290305,0.7628459723394361
2022-06,41-49,3,224581,0.7714588500362898
2022-06,41-49,4,337005,0.7450364237919319
2022-06,50+,1,401713,0.6806675412545773
2022-06,50+,2,531942,0.7459535062093235
2022-06,50+,3,394362,0.7059579776956197
2022-06,50+,4,523537,0.7065231301703605
2022-07,22-25,1,103546,0.6196279914241014
2022-07,22-25,2,176127,0.6732017237561533
2022-07,22-25,3,38290,0.6913554452859755
2022-07,22-25,4,50446,0.7011854260000793
2022-07,26-30,1,132988,0.6228155923842753
2022-07,26-30,2,208942,0.6890333202515531
2022-07,26-30,3,86912,0.7574558173784978
2022-07,26-30,4,146922,0.7464641102081376
2022-07,31-34,1,109256,0.6412279417148715
2022-07,31-34,2,166137,0.7196831530604261
2022-07,31-34,3,90261,0.7604280918669193
2022-07,31-34,4,150924,0.7212239272746548
2022-07,35-40,1,139376,0.6698499024222248
2022-07,35-40,2,209597,0.7471862669790121
2022-07,35-40,3,134009,0.7708512114857957
2022-07,35-40,4,211922,0.7326799482828588
2022-07,41-49,1,196078,0.6920919226022297
2022-07,41-49,2,285815,0.764966849185662
2022-07,41-49,3,219379,0.7732918829970051
2022-07,41-49,4,328924,0.7464946309785847
2022-07,50+,1,392531,0.6861317959600644
2022-07,50+,2,519566,0.7506746014943241
2022-07,50+,3,381928,0.7126893026957961
2022-07,50+,4,507726,0.7122306125744988
2022-08,22-25,1,101647,0.6239338101468809
2022-08,22-25,2,171926,0.6778963042239103
2022-08,22-25,3,37607,0.7032467359800038
2022-08,22-25,4,50552,0.7139776863427758
2022-08,26-30,1,131553,0.6266067668544237
2022-08,26-30,2,205588,0.693717532151682
2022-08,26-30,3,87278,0.7646715094296386
2022-08,26-30,4,148977,0.7526329567651382
2022-08,31-34,1,108207,0.6446902695759055
2022-08,31-34,2,163968,0.7244828259172521
2022-08,31-34,3,90603,0.766497798086156
2022-08,31-34,4,151777,0.7266911323850123
2022-08,35-40,1,137494,0.6720584170945642
2022-08,35-40,2,206627,0.7512716150357891
2022-08,35-40,3,134184,0.775606629702498
2022-08,35-40,4,212519,0.7371764406947143
2022-08,41-49,1,193264,0.6938229571984436
2022-08,41-49,2,281664,0.7672652522154055
2022-08,41-49,3,218643,0.7766313122304396
2022-08,41-49,4,328315,0.7496885612902243
2022-08,50+,1,383366,0.6920358091223531
2022-08,50+,2,507946,0.7556708784004599
2022-08,50+,3,374047,0.7195887147871791
2022-08,50+,4,499204,0.7183736508521567
2022-09,22-25,1,102383,0.6388560600881006
2022-09,22-25,2,174289,0.6932164393622088
2022-09,22-25,3,38939,0.7186882046277511
2022-09,22-25,4,52489,0.733144087332584
2022-09,26-30,1,132964,0.6346153846153846
2022-09,26-30,2,209394,0.7014909691777224
2022-09,26-30,3,89115,0.7674465578185491
2022-09,26-30,4,152522,0.7577333106043719
2022-09,31-34,1,109864,0.6505770771135222
2022-09,31-34,2,167505,0.7286230261783231
2022-09,31-34,3,92617,0.767807206020493
2022-09,31-34,4,154882,0.7300009039139473
2022-09,35-40,1,139890,0.6758881978697548
2022-09,35-40,2,211331,0.7547259985520345
2022-09,35-40,3,136491,0.775933944362632
2022-09,35-40,4,216358,0.7388957191321791
2022-09,41-49,1,196464,0.6969979232836551
2022-09,41-49,2,287115,0.7689392752033157
2022-09,41-49,3,221985,0.7763002004639953
2022-09,41-49,4,332910,0.7496800937190231
2022-09,50+,1,389886,0.6945568704698296
2022-09,50+,2,517765,0.7565806881500294
2022-09,50+,3,381904,0.7182040512799028
2022-09,50+,4,507815,0.7171666847178598
2022-10,22-25,1,95329,0.6819330948609552
2022-10,22-25,2,160677,0.7471946824996732
2022-10,22-25,3,36036,0.7577145077145078
2022-10,22-25,4,49151,0.7652133222111452
2022-10,26-30,1,129903,0.6520403685827117
2022-10,26-30,2,203210,0.7233994390039861
2022-10,26-30,3,87712,0.775686337103247
2022-10,26-30,4,150102,0.7627413358915938
2022-10,31-34,1,108802,0.6593169243212441
2022-10,31-34,2,165829,0.7404314082579042
2022-10,31-34,3,92163,0.770558684070614
2022-10,31-34,4,153968,0.7319053309778655
2022-10,35-40,1,139792,0.6827286253862882
2022-10,35-40,2,211112,0.7612736367425821
2022-10,35-40,3,136653,0.7771362502103869
2022-10,35-40,4,216733,0.7394489994601653
2022-10,41-49,1,197496,0.7017154777818285
2022-10,41-49,2,288108,0.772585280519805
2022-10,41-49,3,223256,0.7766644569462858
2022-10,41-49,4,335701,0.7504803381580633
2022-10,50+,1,391994,0.6990234544406292
2022-10,50+,2,520919,0.7596920058588763
2022-10,50+,3,387119,0.7174383070838682
2022-10,50+,4,517670,0.7170842428574188
2022-11,22-25,1,93437,0.6775260335841262
2022-11,22-25,2,157497,0.7488587084198429
2022-11,22-25,3,35343,0.762612115553292
2022-11,22-25,4,47792,0.7642073987278205
2022-11,26-30,1,128941,0.6474356488626581
2022-11,26-30,2,200979,0.7232795466192985
2022-11,26-30,3,86622,0.7753803883539978
2022-11,26-30,4,148154,0.7616736638902764
2022-11,31-34,1,108333,0.6557004790783971
2022-11,31-34,2,164535,0.739599477314857
2022-11,31-34,3,91466,0.77019876238165
2022-11,31-34,4,152591,0.7308294722493462
2022-11,35-40,1,139369,0.6795557118153965
2022-11,35-40,2,210237,0.7605749701527323
2022-11,35-40,3,136140,0.7771044513001322
2022-11,35-40,4,214995,0.7385892695178957
2022-11,41-49,1,196636,0.7001668056713928
2022-11,41-49,2,286850,0.7726825867177968
2022-11,41-49,3,222303,0.7757835026967698
2022-11,41-49,4,332875,0.7492331956440105
2022-11,50+,1,389837,0.6983918919958855
2022-11,50+,2,518441,0.761168580417058
2022-11,50+,3,385344,0.7176185434313237
2022-11,50+,4,511011,0.7170002211302692
2022-12,22-25,1,93319,0.6671310236929243
2022-12,22-25,2,158841,0.7352257918295654
2022-12,22-25,3,35645,0.7503997755645954
2022-12,22-25,4,48457,0.7544833563778195
2022-12,26-30,1,129084,0.641303337361718
2022-12,26-30,2,201821,0.7151634369069622
2022-12,26-30,3,87754,0.7712127082526152
2022-12,26-30,4,149844,0.7582352313072261
2022-12,31-34,1,108388,0.6518526036092557
2022-12,31-34,2,165611,0.7341360175350671
2022-12,31-34,3,92600,0.7680021598272139
2022-12,31-34,4,154420,0.7290765444890558
2022-12,35-40,1,139720,0.6763598625823075
2022-12,35-40,2,211304,0.756114413357059
2022-12,35-40,3,138352,0.7747412397363247
2022-12,35-40,4,217914,0.7370843543783328
2022-12,41-49,1,197739,0.6976721840405787
2022-12,41-49,2,289571,0.7703153976054232
2022-12,41-49,3,226681,0.774776006811334
2022-12,41-49,4,338976,0.7477019021995658
2022-12,50+,1,393865,0.6959008797430591
2022-12,50+,2,526078,0.7571481795475196
2022-12,50+,3,397921,0.7109652418444867
2022-12,50+,4,526172,0.7114764753730719
2023-01,22-25,1,91564,0.6509872875802717
2023-01,22-25,2,158544,0.6901301846805934
2023-01,22-25,3,34797,0.717475644452108
2023-01,22-25,4,46353,0.7074191530213794
2023-01,26-30,1,114588,0.6442559430306838
2023-01,26-30,2,186594,0.7055210778481623
2023-01,26-30,3,81794,0.7661197642858889
2023-01,26-30,4,143303,0.7399217043606903
2023-01,31-34,1,102722,0.6539105547010378
2023-01,31-34,2,159991,0.7260408397972385
2023-01,31-34,3,91266,0.7606994937873907
2023-01,31-34,4,156729,0.715955566614985
2023-01,35-40,1,134815,0.6779364314060008
2023-01,35-40,2,209771,0.7520391283828556
2023-01,35-40,3,137686,0.7741237308077801
2023-01,35-40,4,220684,0.7328940929111308
2023-01,41-49,1,187459,0.7048367909782939
2023-01,41-49,2,278823,0.7730926071378617
2023-01,41-49,3,217056,0.7813789989680082
2023-01,41-49,4,327982,0.7553829173552207
2023-01,50+,1,382957,0.7001699929757127
2023-01,50+,2,522961,0.7606647532033938
2023-01,50+,3,385587,0.7342311851799983
2023-01,50+,4,524363,0.7240404071225468
2023-02,22-25,1,87705,0.6597685422723903
2023-02,22-25,2,151385,0.7014367341546388
2023-02,22-25,3,33214,0.726470765339917
2023-02,22-25,4,44358,0.711821993777898
2023-02,26-30,1,112380,0.648896600818651
2023-02,26-30,2,182949,0.7113895129243669
2023-02,26-30,3,80419,0.7679031074746018
2023-02,26-30,4,141300,0.7414437367303609
2023-02,31-34,1,101509,0.6583849707907673
2023-02,31-34,2,158440,0.7300997222923504
2023-02,31-34,3,90534,0.7631939381889676
2023-02,31-34,4,155786,0.7178565468013813
2023-02,35-40,1,133449,0.6805596145343914
2023-02,35-40,2,208367,0.7547740285169916
2023-02,35-40,3,136802,0.7753029926463063
2023-02,35-40,4,219606,0.7343196451827364
2023-02,41-49,1,185647,0.7068522518543257
2023-02,41-49,2,277490,0.7751846913402285
2023-02,41-49,3,215677,0.7824200076966946
2023-02,41-49,4,326232,0.755563525343927
2023-02,50+,1,379332,0.7036711904084021
2023-02,50+,2,519993,0.7633891225458804
2023-02,50+,3,383101,0.7359651893364935
2023-02,50+,4,520874,0.7256303827797126
2023-03,22-25,1,88603,0.6644470277530106
2023-03,22-25,2,152691,0.7062629755519316
2023-03,22-25,3,33830,0.7265444871415903
2023-03,22-25,4,44584,0.7139332495962677
2023-03,26-30,1,113594,0.651715759635192
2023-03,26-30,2,184089,0.7147738322224576
2023-03,26-30,3,80829,0.7695010454168677
2023-03,26-30,4,141566,0.7427489651469986
2023-03,31-34,1,102647,0.6607499488538389
2023-03,31-34,2,159186,0.731961353385348
2023-03,31-34,3,91005,0.7629031371902643
2023-03,31-34,4,156320,0.7190698567041965
2023-03,35-40,1,134419,0.6843675373273124
2023-03,35-40,2,209411,0.7565600660901289
2023-03,35-40,3,137654,0.7756258445086958
2023-03,35-40,4,220554,0.7350036725699829
2023-03,41-49,1,187611,0.7097718150854694
2023-03,41-49,2,278821,0.7763332030227278
2023-03,41-49,3,217030,0.7819471962401511
2023-03,41-49,4,327762,0.756002831322728
2023-03,50+,1,382129,0.706271965749786
2023-03,50+,2,522003,0.7643902429679523
2023-03,50+,3,386129,0.7349927096902849
2023-03,50+,4,525079,0.7251270761161653
2023-04,22-25,1,90890,0.6626031466607988
2023-04,22-25,2,155710,0.7079442553464774
2023-04,22-25,3,34406,0.7281288147416148
2023-04,22-25,4,45788,0.7161046562418101
