grp,expband,fresh,n,ws,wh
85T,6-10,0,507.0,22671.7904,68.0
85T,6-10,1,1326.0,49879.4207264,193.0
85T,na,0,141.0,3370.9100487,0.0
85T,na,1,230.0,5783.16003502,0.0
93Z,0-2,0,17.0,376.0700005,0.0
93Z,0-2,1,206.0,5996.7900023,0.0
93Z,11-20,0,3362.0,126294.02072363,377.0
93Z,11-20,1,7106.0,280831.16140665,883.0
93Z,21+,0,9857.0,429026.68159594,1730.0
93Z,21+,1,22368.0,959689.86217164,3698.0
93Z,3-5,1,35.0,1059.9999964,0.0
93Z,6-10,0,479.0,15082.65020854,19.0
93Z,6-10,1,1102.0,36673.45028276,46.0
93Z,na,0,7766.0,220737.99022289,500.0
93Z,na,1,13114.0,372111.76032353,646.0
95Z,0-2,0,15.0,687.40002,0.0
95Z,0-2,1,32.0,1624.1600495,10.0
95Z,11-20,0,1167.0,48375.1901406,227.0
95Z,11-20,1,3185.0,141311.78996952,639.0
95Z,21+,0,2236.0,107156.36020252,645.0
95Z,21+,1,4567.0,204003.6001351,1041.0
95Z,3-5,0,15.0,287.8500125,0.0
95Z,3-5,1,78.0,4125.1200382,34.0
95Z,6-10,0,143.0,5145.4600496,13.0
95Z,6-10,1,415.0,18414.0800083,83.0
95Z,na,0,6792.0,284048.77076442,1455.0
95Z,na,1,13292.0,640102.31062578,4080.0
unmatched,0-2,0,7302.0,305702.39242146,944.0
unmatched,0-2,1,14474.0,646989.90254618,2637.0
unmatched,11-20,0,7642.0,397179.00149109,1873.0
unmatched,11-20,1,22550.0,1166673.80991194,5995.0
unmatched,21+,0,11201.0,625803.76148613,3596.0
unmatched,21+,1,21739.0,1171003.59126312,6607.0
unmatched,3-5,0,3605.0,177171.79100835,726.0
unmatched,3-5,1,10394.0,519650.5516837,2534.0
unmatched,6-10,0,6068.0,314771.72134225,1364.0
unmatched,6-10,1,16591.0,864586.72075135,4263.0
unmatched,na,0,33433.0,1174788.26070211,4391.0
unmatched,na,1,55682.0,2404645.59722557,13371.0
