grp,expband,fresh,n,ws,wh
93Z,3-5,1,13.0,483.38,0.0
93Z,6-10,0,1654.0,53741.68055264,104.0
93Z,6-10,1,2602.0,90758.29062276,151.0
93Z,na,0,9843.0,290377.8106096,682.0
93Z,na,1,12752.0,367154.36018665,649.0
95Z,0-2,0,13.0,565.6400209999999,0.0
95Z,0-2,1,10.0,406.64999,0.0
95Z,11-20,0,1542.0,65282.4202286,314.0
95Z,11-20,1,3006.0,134147.2999498,591.0
95Z,21+,0,2772.0,138924.05026845,815.0
95Z,21+,1,3768.0,174269.9101599,967.0
95Z,3-5,0,27.0,591.9000179,0.0
95Z,3-5,1,64.0,3059.3699638,14.0
95Z,6-10,0,317.0,11656.1200828,46.0
95Z,6-10,1,540.0,22540.2400463,94.0
95Z,na,0,7688.0,318595.74100112,1670.0
95Z,na,1,11564.0,533794.11020636,3179.0
unmatched,0-2,0,3335.0,150689.42114028,529.0
unmatched,0-2,1,7674.0,360539.03167868,1509.0
unmatched,11-20,0,7792.0,400984.00140779,1890.0
unmatched,11-20,1,19022.0,985113.72010718,5071.0
unmatched,21+,0,13941.0,781644.49184047,4483.0
unmatched,21+,1,20403.0,1112694.58084796,6435.0
unmatched,3-5,0,3646.0,185489.78093796,783.0
unmatched,3-5,1,9303.0,472842.421072,2358.0
unmatched,6-10,0,6597.0,340248.58140146,1428.0
unmatched,6-10,1,15136.0,769391.71077168,3699.0
unmatched,na,0,40799.0,1522364.90243431,6567.0
unmatched,na,1,49827.0,2112638.744523,10943.0
