grp,expband,fresh,n,ws,wh
15S,21+,1,2444.0,159627.75842579998,800.0
15S,3-5,0,76.0,5425.999954999999,37.0
15S,3-5,1,3117.0,206766.415563,766.0
15S,6-10,0,160.0,11132.599857,58.0
15S,6-10,1,2948.0,198992.796473,832.0
15S,na,0,102.0,6440.779914000001,35.0
15S,na,1,31.0,1385.529967,7.0
15V,0-2,0,31.0,1698.289942,8.0
15V,0-2,1,697.0,39732.218813,114.0
15V,11-20,0,276.0,17012.999755,54.0
15V,11-20,1,1533.0,94427.148054,378.0
15V,21+,0,3210.0,181659.298278,718.0
15V,21+,1,2960.0,156018.82775496002,527.0
15V,3-5,0,34.0,1635.599937,0.0
15V,3-5,1,794.0,46600.708698,156.0
15V,6-10,0,137.0,8174.439785,27.0
15V,6-10,1,1664.0,105004.947513,501.0
15V,na,0,135.0,7290.339943,23.0
15V,na,1,74.0,2648.409975,5.0
23E,0-2,0,2324.0,84470.330944,158.0
23E,0-2,1,3881.0,152903.6218024,341.0
23E,11-20,0,6799.0,322878.69231818,1310.0
23E,11-20,1,10330.0,475353.93206739,1789.0
23E,21+,0,5143.0,287618.84130489,1547.0
23E,21+,1,7768.0,424078.01093525,2111.0
23E,3-5,0,3418.0,134696.9515687,309.0
23E,3-5,1,3864.0,158419.94181858,354.0
23E,6-10,0,4844.0,197309.37208764,507.0
23E,6-10,1,6044.0,256689.2320728,715.0
23E,na,0,2298.0,89129.4804462,283.0
23E,na,1,3029.0,111177.5501651,271.0
23X,0-2,0,104.0,3727.9401016,0.0
23X,0-2,1,185.0,6845.0100803,6.0
23X,11-20,0,3126.0,135051.27066841,321.0
23X,11-20,1,4772.0,204920.10993302,514.0
23X,21+,0,915.0,43794.3000945,110.0
23X,21+,1,1590.0,72561.64982400001,217.0
23X,3-5,0,284.0,10655.8302892,6.0
23X,3-5,1,337.0,12456.9401857,7.0
23X,6-10,0,2670.0,108642.65102185,216.0
23X,6-10,1,3537.0,143491.11077308,296.0
23X,na,0,886.0,33482.8003229,73.0
23X,na,1,1284.0,48115.3200637,91.0
24P,0-2,0,9928.0,466109.6238107,1928.0
24P,0-2,1,8301.0,445339.0619835,2350.0
24P,11-20,0,5569.0,366666.8820562,2576.0
24P,11-20,1,9479.0,596858.842443,4156.0
24P,21+,0,3425.0,236715.3108792,1742.0
24P,21+,1,5240.0,353686.541117,2659.0
24P,3-5,0,2846.0,160229.261231,956.0
24P,3-5,1,3916.0,232039.5111168,1442.0
24P,6-10,0,3886.0,239973.1616831,1557.0
24P,6-10,1,5917.0,358034.06150738,2281.0
24P,na,0,188.0,13926.160014,115.0
24P,na,1,131.0,9005.310035,64.0
25H,0-2,0,1126.0,63608.8206522,350.0
25H,0-2,1,1628.0,111366.0912443,877.0
25H,11-20,0,2664.0,180747.4013596,1329.0
25H,11-20,1,6289.0,439889.4130037,3487.0
25H,21+,0,3561.0,253586.1116234,1978.0
25H,21+,1,5003.0,352051.0420846,2886.0
25H,3-5,0,1113.0,73488.8905799,540.0
25H,3-5,1,2383.0,176368.6619099,1494.0
25H,6-10,0,1919.0,128578.701137,907.0
25H,6-10,1,4033.0,287245.5725027,2341.0
25H,na,0,545.0,32345.1702883,197.0
25H,na,1,948.0,53566.690331,354.0
25K,0-2,0,1352.0,68209.1006402,303.0
25K,0-2,1,1764.0,101832.8704021,469.0
25K,11-20,0,2559.0,156802.200372,1003.0
25K,11-20,1,4607.0,292254.8195011,1778.0
25K,21+,0,2551.0,153079.3902797,774.0
25K,21+,1,4412.0,263695.9294813,1157.0
25K,3-5,0,1496.0,85908.5804371,505.0
25K,3-5,1,2133.0,132698.5802011,753.0
25K,6-10,0,2281.0,132464.4406765,783.0
25K,6-10,1,3425.0,214366.2799692,1277.0
25K,na,0,1252.0,62371.2601554,327.0
25K,na,1,1600.0,80203.9099475,392.0
25M,0-2,0,893.0,50833.4805471,328.0
25M,0-2,1,734.0,50272.8704909,415.0
25M,11-20,0,1633.0,123849.9610985,1061.0
25M,11-20,1,2331.0,167516.950815,1422.0
25M,21+,0,593.0,43898.030334,361.0
25M,21+,1,758.0,54655.370258400006,468.0
25M,3-5,0,990.0,69589.1805426,580.0
25M,3-5,1,915.0,66115.2803508,549.0
25M,6-10,0,1554.0,114164.4311616,973.0
25M,6-10,1,1521.0,111271.3205996,943.0
25M,na,0,77.0,4925.430079,45.0
25M,na,1,95.0,6814.2000888,64.0
25T,0-2,0,85.0,5015.390053,14.0
25T,0-2,1,364.0,21842.810182,49.0
25T,11-20,0,311.0,21003.740174,78.0
25T,11-20,1,1251.0,81168.610801,200.0
25T,21+,0,1107.0,68757.680868,104.0
25T,21+,1,1627.0,101859.791237,173.0
25T,3-5,0,73.0,4645.540049,16.0
25T,3-5,1,321.0,20043.650166,58.0
25T,6-10,0,115.0,7195.030049999999,15.0
25T,6-10,1,636.0,40502.74037,89.0
25T,na,0,62.0,3860.370062,0.0
25T,na,1,16.0,996.640016,0.0
33E,0-2,0,7427.0,295521.03394299,873.0
33E,0-2,1,15568.0,678550.8301241699,2054.0
33E,11-20,0,10.0,269.500002,0.0
33E,11-20,1,10.0,199.749997,0.0
33E,21+,0,33979.0,2304778.5864631,16458.0
33E,21+,1,49148.0,3298985.33946801,25137.0
33E,3-5,0,5572.0,253121.12294148,938.0
33E,3-5,1,7075.0,335554.60411388,1326.0
33E,6-10,0,990.0,48842.9305997,199.0
33E,6-10,1,1167.0,59314.47074278,268.0
33E,na,0,2251.0,153330.7902314,1179.0
33E,na,1,1523.0,95676.2401882,711.0
33H,0-2,0,1571.0,58689.8711733,80.0
33H,0-2,1,4379.0,177219.8235256,236.0
33H,11-20,0,8756.0,399845.39385964,1431.0
33H,11-20,1,15480.0,701905.86520043,2595.0
33H,21+,0,55963.0,3224634.80175073,19692.0
33H,21+,1,78850.0,4269668.34388387,25335.0
33H,3-5,0,2506.0,99049.2515867,204.0
33H,3-5,1,4471.0,178404.83272787998,330.0
33H,6-10,0,6235.0,256569.7934,700.0
33H,6-10,1,9558.0,394969.51449224,1101.0
33H,na,0,23436.0,1258506.0235776,7855.0
33H,na,1,28852.0,1401624.20192367,7776.0
34P,0-2,0,32185.0,1563399.79450166,7384.0
34P,0-2,1,29512.0,1689102.35274594,10891.0
34P,11-20,0,13380.0,972442.85096738,7286.0
34P,11-20,1,25155.0,1826279.0831712,14820.0
34P,21+,0,7783.0,576916.31029278,4539.0
34P,21+,1,11447.0,849644.701401,7144.0
34P,3-5,0,5333.0,352862.4414938,2423.0
34P,3-5,1,8755.0,606202.6820211,4710.0
34P,6-10,0,8186.0,574373.74152766,4112.0
34P,6-10,1,14079.0,997027.8427949,7684.0
34P,na,0,428.0,32188.599952,285.0
34P,na,1,357.0,24827.1200576,211.0
35B,0-2,0,41.0,3189.1501040000003,33.0
35B,0-2,1,424.0,34627.381496,404.0
35B,11-20,0,127.0,10404.470355,113.0
35B,11-20,1,1723.0,139394.41528000002,1651.0
35B,21+,0,992.0,79253.95286,901.0
35B,21+,1,1614.0,126614.7046198,1466.0
35B,3-5,0,43.0,3029.280129,33.0
35B,3-5,1,565.0,46886.901974,560.0
35B,6-10,0,53.0,4341.230212,53.0
35B,6-10,1,1001.0,82424.04328299999,979.0
35E,0-2,0,4870.0,338490.6716562,2788.0
35E,0-2,1,8971.0,748349.5507898,7389.0
35E,11-20,0,15875.0,1188364.8893089,10071.0
35E,11-20,1,32797.0,2549805.45043354,23127.0
35E,21+,0,22236.0,1707433.41906898,14495.0
35E,21+,1,30998.0,2389452.48763058,21393.0
35E,3-5,0,6292.0,498764.1801663,4492.0
35E,3-5,1,12099.0,1011057.7211525,9798.0
35E,6-10,0,10335.0,792906.1603073999,6921.0
35E,6-10,1,18603.0,1486942.39158866,13779.0
35E,na,0,3728.0,234176.4904284,1762.0
35E,na,1,4726.0,271465.6899656,1984.0
35F,0-2,0,1798.0,105628.2906681,668.0
35F,0-2,1,3952.0,267716.75015710003,1928.0
35F,11-20,0,2331.0,171452.08045160002,1323.0
35F,11-20,1,9048.0,655864.728869,4869.0
35F,21+,0,1698.0,126945.2002371,1045.0
35F,21+,1,3723.0,280614.8196087,2524.0
35F,3-5,0,1665.0,116010.640513,853.0
35F,3-5,1,5167.0,371038.9997409,2776.0
35F,6-10,0,2089.0,150703.6802944,1162.0
35F,6-10,1,7308.0,525738.1492989,3900.0
35F,na,0,33.0,2478.860018,22.0
35F,na,1,18.0,1451.820006,18.0
35J,0-2,0,1801.0,129132.3612225,1336.0
35J,0-2,1,2556.0,203272.4004368,2176.0
35J,11-20,0,3956.0,289778.9492847,3062.0
35J,11-20,1,9113.0,694200.2540452,7229.0
35J,21+,0,6437.0,489494.9004965,5067.0
35J,21+,1,9318.0,699765.6331,7139.0
35J,3-5,0,1711.0,130864.0408964,1485.0
35J,3-5,1,3553.0,285190.3625874,3109.0
35J,6-10,0,2564.0,195667.059793,2193.0
35J,6-10,1,5630.0,442322.7435668,4812.0
35J,na,0,638.0,26761.5600808,160.0
35J,na,1,901.0,38867.2799888,198.0
35M,0-2,0,1119.0,71620.1406617,555.0
35M,0-2,1,1402.0,109311.8807349,1038.0
35M,11-20,0,1537.0,122676.82092,1168.0
35M,11-20,1,3922.0,314323.321569,3103.0
35M,21+,0,1138.0,93635.9702824,920.0
35M,21+,1,2149.0,177766.640576,1787.0
35M,3-5,0,1326.0,102560.6907804,953.0
35M,3-5,1,2158.0,176062.7610158,1778.0
35M,6-10,0,1729.0,137030.9009434,1304.0
35M,6-10,1,3259.0,262409.651476,2596.0
35M,na,0,118.0,9767.2100217,101.0
35M,na,1,108.0,9037.040022,95.0
35P,0-2,0,210.0,15213.799896,163.0
35P,0-2,1,1774.0,139901.608881,1614.0
35P,11-20,0,830.0,63188.229845,654.0
35P,11-20,1,3146.0,249717.11886900003,2788.0
35P,21+,0,1138.0,87335.409598,936.0
35P,21+,1,1594.0,125780.669869,1440.0
35P,3-5,0,351.0,28088.419915999995,329.0
35P,3-5,1,1929.0,153216.828984,1757.0
35P,6-10,0,504.0,39773.99983,444.0
35P,6-10,1,2678.0,212881.998571,2409.0
35P,na,0,377.0,28160.470037,287.0
35P,na,1,788.0,61128.749904,704.0
35S,0-2,0,1975.0,116347.650896,709.0
35S,0-2,1,3451.0,254973.8110904,2000.0
35S,11-20,0,2339.0,174104.120428,1359.0
35S,11-20,1,6923.0,542569.7301502,4593.0
35S,21+,0,7552.0,574155.0210591,4767.0
35S,21+,1,7659.0,574947.7700528,4898.0
35S,3-5,0,1464.0,105191.2807423,794.0
35S,3-5,1,3893.0,313342.21091900003,2728.0
35S,6-10,0,1895.0,141445.4007948,1141.0
35S,6-10,1,5305.0,424954.0007186,3658.0
35S,na,0,1567.0,86760.4903418,559.0
35S,na,1,2310.0,120499.3900953,733.0
35V,0-2,0,120.0,8304.880016,87.0
35V,0-2,1,2041.0,162765.899982,2003.0
35V,11-20,0,72.0,5989.86,72.0
35V,11-20,1,808.0,65317.840082,743.0
35V,21+,0,1538.0,117645.3200626,1278.0
35V,21+,1,3512.0,272716.9701646,2981.0
35V,3-5,0,117.0,9478.08,117.0
35V,3-5,1,1538.0,123970.680055,1500.0
35V,6-10,0,107.0,8692.94,107.0
35V,6-10,1,1488.0,119949.21004,1419.0
35V,na,0,730.0,57677.419997,659.0
35V,na,1,928.0,73257.80003500001,828.0
35Y,0-2,0,2768.0,167392.1611783,1104.0
35Y,0-2,1,3812.0,292589.5389107,2726.0
35Y,11-20,0,4125.0,307942.4211718,2374.0
35Y,11-20,1,6390.0,467731.2309337,3775.0
35Y,21+,0,5467.0,402643.3819392,2947.0
35Y,21+,1,4883.0,359419.4813059,2886.0
35Y,3-5,0,2611.0,197704.8707243,1617.0
35Y,3-5,1,3735.0,293074.8193914,2682.0
35Y,6-10,0,4576.0,337570.4113195,2638.0
35Y,6-10,1,6563.0,484815.5802344,4025.0
35Y,na,0,1220.0,90555.7303927,757.0
35Y,na,1,608.0,42365.160051,362.0
43Z,11-20,0,114.0,4297.8400474,21.0
43Z,11-20,1,176.0,6088.5999907,24.0
43Z,21+,0,1953.0,124038.660371,900.0
43Z,21+,1,3671.0,230269.5806567,1716.0
43Z,6-10,0,10.0,269.500002,0.0
43Z,6-10,1,20.0,783.76001,0.0
43Z,na,0,5894.0,258142.36095999,1264.0
43Z,na,1,8876.0,407730.2102736,2103.0
44P,0-2,0,7476.0,358546.3633001,1773.0
44P,0-2,1,6337.0,380910.1824501,2503.0
44P,11-20,0,3582.0,278479.9521044,2344.0
44P,11-20,1,7105.0,520681.9916896,4254.0
44P,21+,0,2247.0,181308.731024,1572.0
44P,21+,1,3476.0,274729.3610284,2436.0
44P,3-5,0,1786.0,131614.2812666,1079.0
44P,3-5,1,2865.0,205327.9709566,1632.0
44P,6-10,0,2509.0,191777.0914861,1610.0
44P,6-10,1,3924.0,284577.2310917,2314.0
44P,na,0,40.0,3009.99004,17.0
44P,na,1,36.0,2350.870034,21.0
45B,0-2,0,626.0,36678.380205,245.0
45B,0-2,1,1613.0,113031.5101877,831.0
45B,11-20,0,1215.0,90436.9197546,723.0
45B,11-20,1,5441.0,393883.3584553,2908.0
45B,21+,0,978.0,77948.709885,692.0
45B,21+,1,2710.0,202501.199599,1666.0
45B,3-5,0,579.0,40082.3100752,317.0
45B,3-5,1,2274.0,164242.4998039,1270.0
45B,6-10,0,757.0,53744.9498723,436.0
45B,6-10,1,3069.0,218911.5589612,1605.0
45B,na,1,12.0,1062.419994,12.0
45DH,0-2,0,1447.0,111305.1013711,945.0
45DH,0-2,1,2571.0,227056.7417568,2183.0
45DH,11-20,0,3167.0,280989.4924306,2641.0
45DH,11-20,1,7067.0,614949.1924298,5844.0
45DH,21+,0,2236.0,202975.39172,1940.0
45DH,21+,1,4647.0,421524.2824640001,4182.0
45DH,3-5,0,1610.0,143786.9517753,1382.0
45DH,3-5,1,2793.0,250033.941923,2420.0
45DH,6-10,0,1952.0,175831.0718725,1711.0
45DH,6-10,1,3293.0,292860.4915518,2864.0
45DH,na,0,1840.0,173594.2217274,1733.0
45DH,na,1,4595.0,417340.2833698,4026.0
45DL,0-2,0,1054.0,69704.0406445,518.0
45DL,0-2,1,1096.0,95023.120546,893.0
45DL,11-20,0,1203.0,99984.0005615,914.0
45DL,11-20,1,2445.0,189462.5403765,1669.0
45DL,21+,0,2575.0,214527.4412305,1934.0
45DL,21+,1,4095.0,344640.9918643,3218.0
45DL,3-5,0,909.0,82346.860819,768.0
45DL,3-5,1,1236.0,110197.2005065,1057.0
45DL,6-10,0,1051.0,92683.2906178,872.0
45DL,6-10,1,1402.0,119143.0302716,1125.0
45DL,na,0,1391.0,93010.2905411,771.0
45DL,na,1,1458.0,84421.9504192,635.0
45FM,0-2,0,299.0,24541.9603069,239.0
45FM,0-2,1,799.0,71659.750745,736.0
45FM,11-20,0,481.0,41098.7704813,388.0
45FM,11-20,1,1910.0,165565.830183,1590.0
45FM,21+,0,945.0,78771.4306416,733.0
45FM,21+,1,2107.0,175358.7006818,1671.0
45FM,3-5,0,252.0,22551.950289,217.0
45FM,3-5,1,720.0,64347.660568,640.0
45FM,6-10,0,273.0,23049.1802214,217.0
45FM,6-10,1,914.0,81276.4000816,800.0
45FM,na,1,19.0,1868.680005,19.0
45G,0-2,0,91.0,5939.119991,56.0
45G,0-2,1,282.0,22404.019974,208.0
45G,11-20,0,115.0,9515.999928,98.0
45G,11-20,1,954.0,75626.839554,678.0
45G,21+,0,243.0,19324.769883,189.0
45G,21+,1,733.0,58727.199863,544.0
45G,3-5,0,72.0,5790.899949,58.0
45G,3-5,1,456.0,36789.78976,346.0
45G,6-10,0,73.0,5529.989955,55.0
45G,6-10,1,430.0,34968.939698,328.0
45K,0-2,0,106.0,8289.55007,77.0
45K,0-2,1,290.0,23042.160129,208.0
45K,11-20,0,349.0,27843.150036,228.0
45K,11-20,1,1742.0,133352.85981,1037.0
45K,21+,0,723.0,58288.040074,522.0
45K,21+,1,1755.0,135814.370131,1099.0
45K,3-5,0,84.0,6566.530022,59.0
45K,3-5,1,363.0,28503.760114,253.0
45K,6-10,0,136.0,11074.87004,97.0
45K,6-10,1,557.0,43176.589845,359.0
45Q,0-2,0,101.0,8753.930161,89.0
45Q,0-2,1,535.0,45565.090543,464.0
45Q,11-20,0,818.0,60724.8903334,543.0
45Q,11-20,1,2136.0,161860.0498223,1437.0
45Q,21+,0,1459.0,111572.1702625,930.0
45Q,21+,1,1295.0,86105.460095,684.0
45Q,3-5,0,148.0,12860.0101,123.0
45Q,3-5,1,1007.0,86424.980447,862.0
45Q,6-10,0,471.0,38426.2702486,378.0
45Q,6-10,1,1477.0,117566.2698205,1052.0
45Q,na,0,876.0,51578.8801875,361.0
45Q,na,1,1726.0,108733.3498439,831.0
45X,11-20,0,167.0,6350.2700624,25.0
45X,11-20,1,412.0,16123.9499101,49.0
45X,21+,0,61.0,1789.7800068,7.0
45X,21+,1,193.0,6711.869963300001,28.0
45X,6-10,0,57.0,2314.4400171,12.0
45X,6-10,1,125.0,4437.629989,5.0
45X,na,0,571.0,18841.9400989,48.0
45X,na,1,794.0,26783.2900411,58.0
53A,21+,0,15983.0,846910.05276454,3892.0
53A,21+,1,16119.0,854463.92118042,4491.0
53A,na,0,5140.0,284634.01045292,1369.0
53A,na,1,2972.0,128511.10020736,460.0
53B,0-2,0,3629.0,99814.00911835,114.0
53B,0-2,1,6928.0,208942.31927835,320.0
53B,11-20,0,11548.0,347457.42457807,321.0
53B,11-20,1,15237.0,518771.61341927,731.0
53B,21+,0,29077.0,888776.42173096,1236.0
53B,21+,1,37815.0,1233557.03857766,2005.0
53B,3-5,0,5680.0,152218.26831178,125.0
53B,3-5,1,8049.0,260936.79740691,377.0
53B,6-10,0,10711.0,308476.56617563,295.0
53B,6-10,1,13797.0,461588.48572709,715.0
53B,na,0,5773.0,151417.12937708,169.0
53B,na,1,6626.0,190455.74916506,308.0
53E,0-2,0,1887.0,61080.74977338,88.0
53E,0-2,1,5305.0,177205.91839429,300.0
53E,11-20,0,12030.0,494562.9305257,1733.0
53E,11-20,1,21856.0,896385.05865168,3169.0
53E,21+,0,30573.0,1357181.21063329,4811.0
53E,21+,1,49348.0,2244650.62774527,9175.0
53E,3-5,0,3473.0,119700.08953522,252.0
53E,3-5,1,6305.0,215825.09823172,410.0
53E,6-10,0,8308.0,306606.90999228,822.0
53E,6-10,1,13508.0,511229.5385497,1566.0
53E,na,0,4839.0,183491.04000838,614.0
53E,na,1,6562.0,250940.8694361,842.0
53F,0-2,0,1196.0,25952.5306004,8.0
53F,0-2,1,2728.0,62105.42157962,33.0
53F,11-20,0,7199.0,191746.18277653,319.0
53F,11-20,1,12236.0,368646.1747246,900.0
53F,21+,0,21866.0,715573.35664579,1648.0
53F,21+,1,34366.0,1155180.71866398,3301.0
53F,3-5,0,2078.0,48885.45109501,38.0
53F,3-5,1,3205.0,74376.1717195,65.0
53F,6-10,0,4912.0,119224.022133,133.0
53F,6-10,1,7429.0,195145.19315644,333.0
53F,na,0,2632.0,74315.52065822,119.0
53F,na,1,3700.0,103407.2205058,171.0
53I,0-2,0,1081.0,24664.24011298,27.0
53I,0-2,1,2399.0,59446.3501887,97.0
53I,11-20,0,12397.0,417854.38175863,1292.0
53I,11-20,1,20280.0,719174.93219843,2535.0
53I,21+,0,59652.0,1932931.82505428,4601.0
53I,21+,1,84999.0,2751941.47453715,6993.0
53I,3-5,0,2195.0,57109.81024884,118.0
53I,3-5,1,3553.0,95113.23024226,239.0
53I,6-10,0,7428.0,236213.4513169,706.0
53I,6-10,1,11386.0,374567.04166477,1219.0
53I,na,0,20761.0,696245.07106202,1906.0
53I,na,1,22095.0,722650.30057158,1990.0
53R,0-2,0,557.0,10136.7300623,0.0
53R,0-2,1,1373.0,28504.6201266,17.0
53R,11-20,0,1921.0,40393.89022847,22.0
53R,11-20,1,2878.0,74482.72023252,80.0
53R,21+,0,6208.0,199002.74092018,420.0
53R,21+,1,9668.0,331619.77054854,798.0
53R,3-5,0,1045.0,22312.830153,18.0
53R,3-5,1,1771.0,37808.16021339,15.0
53R,6-10,0,1942.0,40780.08023804,25.0
53R,6-10,1,2974.0,71441.90034719,86.0
53R,na,0,320.0,11844.94005498,22.0
53R,na,1,440.0,15250.4500135,28.0
54P,0-2,0,21654.0,1019367.41749322,4739.0
54P,0-2,1,16403.0,948343.28510946,5547.0
54P,11-20,0,7698.0,561112.9129565799,4129.0
54P,11-20,1,15465.0,1083125.68157052,7866.0
54P,21+,0,2760.0,201479.6610036,1470.0
54P,21+,1,5625.0,409309.05071482,3118.0
54P,3-5,0,3151.0,219099.161393,1608.0
54P,3-5,1,6022.0,415574.0411619,3053.0
54P,6-10,0,4315.0,311209.3417598,2380.0
54P,6-10,1,7969.0,554786.13086564,4059.0
55A,0-2,0,299.0,24302.259389,249.0
55A,0-2,1,702.0,59137.819042,574.0
55A,11-20,0,556.0,48919.258557,489.0
55A,11-20,1,1244.0,108372.627358,1065.0
55A,21+,0,994.0,84397.62786,781.0
55A,21+,1,1350.0,110730.93718,1002.0
