inr,expband,fresh,n,ws,wh
144d,0-2,0,11.0,833.469967,11.0
144d,0-2,1,295.0,22027.459216000003,272.0
144d,11-20,0,77.0,5339.079932000001,42.0
144d,11-20,1,1068.0,76347.448214,692.0
144d,3-5,0,23.0,1587.8199760000002,12.0
144d,3-5,1,497.0,35908.089133,355.0
144d,6-10,0,91.0,6173.0599680000005,40.0
144d,6-10,1,1183.0,82860.658719,666.0
144x,0-2,0,2447.0,116113.5404938,399.0
144x,0-2,1,4719.0,263893.0270748,1761.0
144x,11-20,0,509.0,33437.789868,178.0
144x,11-20,1,4784.0,323175.2664708,2200.0
144x,21+,0,38.0,2528.4299140000003,27.0
144x,21+,1,234.0,14855.7197574,102.0
144x,3-5,0,287.0,17702.0300236,93.0
144x,3-5,1,2147.0,140966.0591824,870.0
144x,6-10,0,705.0,45499.8401262,202.0
144x,6-10,1,7426.0,498364.0873507001,3010.0
144x,na,0,152.0,8343.689809,81.0
144x,na,1,420.0,25186.3893298,242.0
145a,0-2,0,36.0,2697.839964,18.0
145a,0-2,1,562.0,41940.159295000005,309.0
145a,11-20,0,512.0,37618.429505,264.0
145a,11-20,1,4962.0,365639.3035714,2780.0
145a,21+,0,401.0,29145.5697795,185.0
145a,21+,1,2526.0,186239.5878184,1231.0
145a,3-5,0,61.0,4580.469917,36.0
145a,3-5,1,728.0,54309.509175,375.0
145a,6-10,0,127.0,9456.299855,63.0
145a,6-10,1,1674.0,124076.808161,855.0
145a,na,0,44.0,2063.179988,8.0
145a,na,1,37.0,2707.439936,20.0
145b,0-2,0,42.0,3145.819962,20.0
145b,0-2,1,792.0,58716.568794,467.0
145b,11-20,0,416.0,29953.799642,192.0
145b,11-20,1,5172.0,374079.87386,2535.0
145b,21+,0,327.0,23927.099854000004,125.0
145b,21+,1,1827.0,135822.677984,963.0
145b,3-5,0,78.0,5850.29991,42.0
145b,3-5,1,1136.0,84701.478426,649.0
145b,6-10,0,183.0,13053.439835,68.0
145b,6-10,1,2105.0,154471.167573,1047.0
145c,0-2,0,69.0,5147.829933,32.0
145c,0-2,1,998.0,74505.898589,581.0
145c,11-20,0,432.0,31267.919572000003,209.0
145c,11-20,1,5186.0,382030.6038452,2762.0
145c,21+,0,461.0,34297.329689,213.0
145c,21+,1,2915.0,214157.23741,1454.0
145c,3-5,0,126.0,9438.759816,75.0
145c,3-5,1,1468.0,108986.198081,802.0
145c,6-10,0,280.0,20015.509733,131.0
145c,6-10,1,2824.0,208362.1965868,1508.0
145c,na,0,28.0,2109.939944,21.0
145c,na,1,47.0,3529.6499350000004,28.0
145d,0-2,1,60.0,4499.719932,32.0
145d,11-20,0,23.0,1717.809991,8.0
145d,11-20,1,287.0,21601.079875,98.0
145d,21+,0,10.0,741.10001,0.0
145d,21+,1,73.0,5373.739976,19.0
145d,3-5,1,63.0,4715.409951,28.0
145d,6-10,0,10.0,741.10001,0.0
145d,6-10,1,140.0,10271.279874,57.0
145e,0-2,1,71.0,5334.849894999999,44.0
145e,11-20,0,11.0,833.469967,11.0
145e,11-20,1,210.0,15612.709881,74.0
145e,21+,1,21.0,1574.569977,11.0
145e,3-5,1,75.0,5634.609891,46.0
145e,6-10,0,12.0,899.279988,6.0
145e,6-10,1,175.0,12900.439844,70.0
145f,0-2,0,44.0,3295.69996,21.0
145f,0-2,1,738.0,54964.159151,379.0
145f,11-20,0,204.0,15114.009838,83.0
145f,11-20,1,3091.0,226936.70732,1339.0
145f,21+,0,117.0,8828.31997,43.0
145f,21+,1,604.0,45228.249681,245.0
145f,3-5,0,70.0,5249.119922,37.0
145f,3-5,1,844.0,62685.189044,415.0
145f,6-10,0,135.0,10019.839881,57.0
145f,6-10,1,1590.0,117942.668779,676.0
145f,na,1,17.0,1276.469977,10.0
145g,0-2,1,95.0,7151.669827,67.0
145g,11-20,0,21.0,1591.169937,21.0
145g,11-20,1,363.0,26996.099398999995,221.0
145g,21+,1,185.0,13779.889638,125.0
145g,3-5,1,135.0,10159.229763,93.0
145g,6-10,1,260.0,19244.709579,157.0
145h,0-2,1,261.0,19519.319357,221.0
145h,11-20,0,21.0,1577.889969,13.0
145h,11-20,1,529.0,39036.179177,316.0
145h,21+,1,22.0,1655.319962,15.0
145h,3-5,0,18.0,1355.559966,13.0
145h,3-5,1,284.0,21208.579503,189.0
145h,6-10,0,28.0,2101.639964,16.0
145h,6-10,1,454.0,33504.34927300001,281.0
145i,0-2,1,200.0,15061.119577,154.0
145i,11-20,0,50.0,3773.559886000001,41.0
145i,11-20,1,835.0,61862.888693,498.0
145i,21+,0,50.0,3746.119912,33.0
145i,21+,1,366.0,27021.759326,241.0
145i,3-5,0,27.0,2034.169947,20.0
145i,3-5,1,294.0,22051.879434,208.0
145i,6-10,0,31.0,2327.289959,18.0
145i,6-10,1,449.0,33485.369178,296.0
145x,0-2,0,3074.0,146610.1302955,558.0
145x,0-2,1,5371.0,297292.3285597,1613.0
145x,11-20,0,400.0,26207.059770400003,173.0
145x,11-20,1,2678.0,181131.8780343,1194.0
145x,21+,0,2784.0,198660.0093298,1137.0
145x,21+,1,3370.0,235237.1593498,1259.0
145x,3-5,0,169.0,9956.1999878,53.0
145x,3-5,1,1015.0,64578.6091974,448.0
145x,6-10,0,191.0,13384.389939,83.0
145x,6-10,1,1547.0,109159.468557,751.0
145x,na,0,87.0,4896.8599402,37.0
145x,na,1,164.0,9321.8099161,55.0
146a,11-20,0,41.0,2411.109926,10.0
146a,11-20,1,273.0,15342.089509999998,38.0
146a,21+,0,867.0,44633.50904,130.0
146a,21+,1,1342.0,72223.97845836,232.0
146a,3-5,1,44.0,2319.339905,7.0
146a,6-10,0,27.0,1305.449946,0.0
146a,6-10,1,295.0,16349.329473999998,37.0
146a,na,0,16.0,458.689986,0.0
146b,11-20,1,49.0,2940.869928,7.0
146b,21+,0,121.0,8007.639892,35.0
146b,21+,1,121.0,7365.7599,22.0
146b,6-10,1,16.0,902.399983,0.0
146c,11-20,1,58.0,3408.419897,11.0
146c,21+,1,11.0,531.849978,0.0
146c,6-10,1,82.0,4899.499861,20.0
146d,11-20,1,42.0,2375.5399310000003,6.0
146d,21+,0,148.0,4597.6599779,5.0
146d,21+,1,158.0,8076.24989,22.0
146d,6-10,1,13.0,628.549974,0.0
146e,11-20,0,14.0,676.8999719999999,0.0
146e,11-20,1,210.0,11917.159722,21.0
146e,21+,0,1045.0,60876.609979,249.0
146e,21+,1,1102.0,62434.149505,212.0
146e,3-5,1,27.0,1485.769967,0.0
146e,6-10,1,134.0,7688.739799,11.0
146e,na,0,48.0,2744.779987,7.0
146e,na,1,30.0,1338.250015,0.0
146f,0-2,1,10.0,741.10001,0.0
146f,11-20,1,24.0,1659.799985,6.0
146f,3-5,1,10.0,741.10001,0.0
146f,6-10,1,32.0,2377.950017,8.0
146g,0-2,0,24.0,1782.739974,11.0
146g,0-2,1,308.0,22766.309571,160.0
146g,11-20,0,74.0,5290.949945,25.0
146g,11-20,1,1057.0,76375.44934600001,350.0
146g,21+,0,733.0,50256.639681,201.0
146g,21+,1,3150.0,223671.228675,943.0
146g,3-5,0,61.0,4534.149935,28.0
146g,3-5,1,483.0,35204.679458,209.0
146g,6-10,0,46.0,3360.9999350000003,24.0
146g,6-10,1,560.0,40699.25958,185.0
146g,na,0,197.0,13494.879942,43.0
146g,na,1,218.0,14535.529955,24.0
146h,0-2,1,68.0,5129.119852,54.0
146h,11-20,0,42.0,3082.25994,27.0
146h,11-20,1,319.0,23651.309475,207.0
146h,21+,0,225.0,15738.629829,110.0
146h,21+,1,710.0,50060.809357000006,343.0
146h,3-5,0,11.0,823.5099909999999,5.0
146h,3-5,1,109.0,8205.809801,77.0
146h,6-10,0,20.0,1485.339979,9.0
146h,6-10,1,174.0,12895.479797,91.0
146h,na,0,21.0,1581.209961,15.0
146h,na,1,16.0,926.719976,8.0
146i,0-2,1,26.0,1903.260016,0.0
146i,21+,0,31.0,2137.690013,5.0
146i,21+,1,103.0,7399.829977,28.0
146i,3-5,0,11.0,825.169987,6.0
146i,3-5,1,62.0,4369.660022,0.0
146i,6-10,1,11.0,769.1500149999999,0.0
146j,0-2,1,183.0,13865.909451,183.0
146j,11-20,0,22.0,1666.939934,22.0
146j,11-20,1,407.0,30433.378862,370.0
146j,21+,0,587.0,41325.778725,444.0
146j,21+,1,1602.0,112386.73646,1203.0
146j,3-5,0,13.0,985.009961,13.0
146j,3-5,1,107.0,8107.389679000001,107.0
146j,6-10,0,10.0,757.69997,10.0
146j,6-10,1,127.0,9622.789619,127.0
146j,na,0,218.0,14810.279498999998,170.0
146j,na,1,145.0,8569.88973,96.0
146k,0-2,1,135.0,10185.789699,109.0
146k,11-20,0,82.0,5238.169903,43.0
146k,11-20,1,1037.0,74696.00833,623.0
146k,21+,0,802.0,55017.069294,382.0
146k,21+,1,2145.0,149516.887691,1022.0
146k,3-5,0,24.0,1818.479928,24.0
146k,3-5,1,339.0,25333.169289,251.0
146k,6-10,0,46.0,3261.039914,33.0
146k,6-10,1,668.0,49060.408735,454.0
146k,na,0,34.0,2552.939954,20.0
146k,na,1,31.0,2320.6499750000003,14.0
146l,0-2,1,28.0,2121.559916,28.0
146l,11-20,1,28.0,2121.559916,28.0
146l,21+,0,195.0,13317.649673,114.0
146l,21+,1,699.0,49274.5985138,479.0
146l,3-5,1,34.0,2576.1798980000003,34.0
146l,6-10,1,47.0,3552.8898790000003,42.0
146l,na,0,99.0,6075.499806,58.0
146l,na,1,54.0,3201.159919,29.0
146x,0-2,0,329.0,15055.7598685,26.0
146x,0-2,1,1515.0,85014.2380766,202.0
146x,11-20,0,91.0,5684.379908,18.0
146x,11-20,1,623.0,41263.74928,192.0
146x,21+,0,39.0,2262.869911,19.0
146x,21+,1,142.0,8797.749811,54.0
146x,3-5,0,236.0,14010.339742,23.0
146x,3-5,1,1028.0,62069.21864299999,208.0
146x,6-10,0,303.0,18021.599722,31.0
146x,6-10,1,1267.0,81065.208463,386.0
146x,na,1,42.0,2099.1399765,14.0
149a,0-2,0,47.0,3049.119952,8.0
149a,0-2,1,1034.0,64082.408113000005,81.0
149a,11-20,0,1000.0,62542.798361,111.0
149a,11-20,1,3690.0,231181.354042,352.0
149a,21+,0,1959.0,124043.327199,403.0
149a,21+,1,1755.0,108146.7077346,286.0
149a,3-5,0,34.0,2045.779932,0.0
149a,3-5,1,974.0,60476.218225,58.0
149a,6-10,0,79.0,4933.489855,11.0
149a,6-10,1,1361.0,86093.667534,144.0
149a,na,0,70.0,4218.299947,18.0
149a,na,1,29.0,1994.68997,11.0
149b,11-20,1,13.0,985.009961,13.0
149b,21+,0,102.0,7599.89979,82.0
149b,21+,1,250.0,18610.269348,208.0
149b,na,1,30.0,2273.09991,30.0
149c,21+,1,12.0,756.0,0.0
149d,0-2,0,21.0,1403.969949,9.0
149d,0-2,1,1314.0,83099.06735900001,205.0
149d,11-20,1,15.0,980.549965,5.0
149d,21+,1,14.0,920.379967,5.0
149d,3-5,0,33.0,2110.409926,8.0
149d,3-5,1,1159.0,72903.527747,139.0
149d,6-10,0,27.0,1764.989937,9.0
149d,6-10,1,586.0,37070.458849,87.0
149x,0-2,0,718.0,39388.2698846,196.0
149x,0-2,1,2949.0,180125.9882116,1079.0
149x,11-20,0,2323.0,125060.6401899,619.0
149x,11-20,1,7330.0,389092.35913268,1837.0
149x,21+,0,1190.0,60908.080022,236.0
149x,21+,1,2489.0,119398.2196131,493.0
149x,3-5,0,361.0,21139.8999206,112.0
149x,3-5,1,1575.0,97923.68922,585.0
149x,6-10,0,1384.0,74329.5300266,331.0
149x,6-10,1,4770.0,265677.1392366,1278.0
149x,na,0,766.0,33264.0501239,119.0
149x,na,1,2320.0,97823.2392183,374.0
210z,0-2,0,10.0,390.100005,0.0
210z,0-2,1,20.0,1092.250025,5.0
210z,11-20,1,11.0,676.980004,5.0
210z,na,0,16.0,535.9300125999999,5.0
210z,na,1,57.0,2380.0900221,10.0
211a,0-2,0,92.0,3005.1400225,0.0
211a,0-2,1,201.0,8677.010076600001,24.0
211a,11-20,0,45.0,2222.179991,7.0
211a,11-20,1,375.0,20445.0800004,96.0
211a,21+,0,378.0,19406.5599465,102.0
211a,21+,1,1146.0,59764.5898822,307.0
211a,3-5,0,74.0,3110.500051,0.0
211a,3-5,1,188.0,8105.600068,21.0
211a,6-10,0,59.0,2798.610013,12.0
211a,6-10,1,287.0,15220.7000695,72.0
211a,na,0,23.0,205.1599988,0.0
211a,na,1,70.0,3379.389964,13.0
211b,0-2,1,53.0,4022.660069,34.0
211b,11-20,0,47.0,3887.900051,42.0
211b,11-20,1,351.0,28420.810236,282.0
211b,21+,0,31.0,2585.260052,26.0
211b,21+,1,103.0,8775.590152,103.0
211b,3-5,0,23.0,1653.800039,13.0
211b,3-5,1,154.0,11987.460182,108.0
211b,6-10,0,23.0,1777.730048,17.0
211b,6-10,1,205.0,16328.750258,149.0
211x,0-2,0,34.0,1209.7900148,5.0
211x,0-2,1,28.0,1516.820045,6.0
211x,na,0,16.0,376.3800161,0.0
211x,na,1,60.0,2709.549985,14.0
212a,0-2,0,107.0,4581.7200498,6.0
212a,0-2,1,507.0,29797.2600729,48.0
212a,11-20,0,58.0,3852.370014,0.0
212a,11-20,1,653.0,44235.30005,85.0
212a,21+,0,311.0,20677.810001,39.0
212a,21+,1,1416.0,93404.209901,183.0
212a,3-5,0,121.0,6281.6200838,16.0
212a,3-5,1,574.0,35766.840104,59.0
212a,6-10,0,107.0,6541.050014,14.0
212a,6-10,1,559.0,36247.790043,55.0
212a,na,0,44.0,2920.75,0.0
212a,na,1,71.0,4613.0,0.0
212b,0-2,0,46.0,1654.2000196,0.0
212b,0-2,1,118.0,4596.9300867,5.0
212b,11-20,0,191.0,12498.20016,61.0
212b,11-20,1,528.0,36301.300197,195.0
212b,21+,0,268.0,18105.670259,52.0
212b,21+,1,376.0,25780.210157,124.0
212b,3-5,0,53.0,2099.220057,0.0
212b,3-5,1,74.0,3738.610061,0.0
212b,6-10,0,107.0,5598.830106,9.0
212b,6-10,1,180.0,11864.03014,58.0
212c,0-2,1,10.0,856.95,10.0
212c,11-20,0,30.0,2670.510022,30.0
212c,11-20,1,208.0,16805.620077,163.0
212c,21+,0,26.0,2323.190022,26.0
212c,21+,1,84.0,7141.160049,77.0
212c,3-5,0,21.0,1069.920028,0.0
212c,3-5,1,72.0,5480.670083,47.0
212c,6-10,0,10.0,646.6,5.0
212c,6-10,1,89.0,7633.670013,81.0
212x,0-2,0,316.0,15713.4001582,45.0
212x,0-2,1,364.0,19760.0801303,36.0
212x,11-20,0,39.0,2450.470026,0.0
212x,11-20,1,211.0,12901.780026,24.0
212x,21+,1,39.0,2537.650012,0.0
212x,3-5,0,50.0,3173.060009,0.0
212x,3-5,1,91.0,5632.520068,0.0
212x,6-10,0,65.0,3993.080047,0.0
212x,6-10,1,204.0,11713.610026,21.0
212x,na,0,80.0,2743.5499843,8.0
212x,na,1,168.0,7125.3600068,10.0
213a,0-2,0,38.0,2039.280057,18.0
213a,0-2,1,177.0,12690.0102119,116.0
213a,11-20,0,10.0,932.60002,10.0
213a,11-20,1,17.0,1523.970029,17.0
213a,21+,1,20.0,1712.560012,20.0
213a,3-5,0,118.0,9393.960109,92.0
213a,3-5,1,263.0,19620.39018,168.0
213a,6-10,0,183.0,15060.940228,150.0
213a,6-10,1,319.0,25038.630226,227.0
213b,0-2,0,42.0,1827.0200217,5.0
213b,0-2,1,160.0,10113.900062,67.0
213b,11-20,0,95.0,6322.860065,43.0
213b,11-20,1,299.0,22344.700114,209.0
213b,21+,0,30.0,2361.5300070000003,25.0
213b,21+,1,99.0,7617.75998,75.0
213b,3-5,0,43.0,2801.080033,18.0
213b,3-5,1,150.0,10025.220087,80.0
213b,6-10,0,92.0,6257.250052,47.0
213b,6-10,1,207.0,14027.890126,116.0
213c,11-20,0,62.0,4738.510079,44.0
213c,11-20,1,143.0,10419.920108,91.0
213c,21+,0,86.0,6920.980087,57.0
213c,21+,1,134.0,9869.87011,89.0
213c,6-10,0,36.0,1964.510019,15.0
213c,6-10,1,56.0,3336.160027,26.0
213d,0-2,0,253.0,15050.4501834,104.0
213d,0-2,1,423.0,32527.1102456,297.0
213d,11-20,0,245.0,19795.630157,183.0
213d,11-20,1,704.0,52061.200197,446.0
213d,21+,0,125.0,10529.690134,100.0
213d,21+,1,281.0,20823.320112,177.0
213d,3-5,0,264.0,20250.2002466,188.0
213d,3-5,1,451.0,34415.410228,303.0
213d,6-10,0,498.0,41556.100476,403.0
213d,6-10,1,813.0,63945.9104996,580.0
213x,0-2,0,966.0,43380.3505543,172.0
213x,0-2,1,942.0,49759.400516,279.0
213x,11-20,0,629.0,51471.510571,474.0
213x,11-20,1,1457.0,108377.380722,940.0
213x,21+,1,44.0,3695.790037,38.0
213x,3-5,0,216.0,15109.2301658,125.0
213x,3-5,1,474.0,30275.8302873,239.0
213x,6-10,0,342.0,25487.79035,206.0
213x,6-10,1,785.0,52568.9403821,401.0
213x,na,0,33.0,2394.1800598,21.0
213x,na,1,91.0,6067.5900906,55.0
214a,11-20,0,16.0,1231.199952,16.0
214a,11-20,1,91.0,6572.929827,76.0
214a,21+,1,12.0,923.399964,12.0
214a,3-5,0,19.0,1179.120013,10.0
214a,3-5,1,21.0,1354.989977,13.0
214a,6-10,0,11.0,729.449977,6.0
214a,6-10,1,33.0,2245.769946,24.0
214b,11-20,0,17.0,1529.149949,17.0
214b,11-20,1,73.0,5959.069815,63.0
214b,21+,0,40.0,3584.999885,40.0
214b,21+,1,129.0,11075.769662,113.0
214b,3-5,1,19.0,1005.350038,0.0
214b,6-10,0,28.0,1703.809992,5.0
214b,6-10,1,22.0,1476.120004,8.0
214c,0-2,1,32.0,2459.56004,22.0
214c,11-20,0,52.0,4445.279961,46.0
214c,11-20,1,190.0,15938.549961,154.0
214c,21+,0,20.0,1746.99996,20.0
214c,21+,1,69.0,6006.869904,69.0
214c,3-5,0,15.0,1398.90003,15.0
214c,3-5,1,43.0,3528.460066,34.0
214c,6-10,0,17.0,1503.870009,17.0
214c,6-10,1,72.0,5939.690037,60.0
214x,0-2,0,352.0,17586.9901895,99.0
214x,0-2,1,474.0,31252.0601581,255.0
214x,11-20,0,169.0,14127.619952,150.0
214x,11-20,1,578.0,47367.469625,482.0
214x,21+,0,25.0,2261.759989,25.0
214x,21+,1,78.0,6944.979939,78.0
214x,3-5,0,170.0,13053.91991,127.0
214x,3-5,1,509.0,40570.35981,411.0
214x,6-10,0,248.0,19205.259947,189.0
214x,6-10,1,615.0,50004.319771,514.0
214x,na,0,38.0,3315.769982,38.0
214x,na,1,123.0,9675.6699118,104.0
215z,0-2,0,112.0,4515.6400614,12.0
215z,0-2,1,193.0,8158.3801244,22.0
215z,11-20,0,92.0,4078.040055,11.0
215z,11-20,1,313.0,14844.2500412,66.0
215z,21+,1,52.0,3072.749985,16.0
215z,3-5,0,55.0,2453.9299976,13.0
215z,3-5,1,165.0,7389.180041400001,24.0
215z,6-10,0,90.0,3647.550041,5.0
215z,6-10,1,227.0,11246.410075,47.0
219z,0-2,0,1055.0,50173.4303406,204.0
219z,0-2,1,1414.0,76524.8603245,391.0
219z,11-20,0,927.0,57842.8702622,406.0
219z,11-20,1,2137.0,126329.4202986,791.0
219z,21+,0,301.0,16076.2500847,109.0
219z,21+,1,813.0,45344.4801356,252.0
219z,3-5,0,451.0,25682.100168,153.0
219z,3-5,1,899.0,54968.4503105,322.0
219z,6-10,0,739.0,43662.3502506,284.0
219z,6-10,1,1499.0,91700.2002901,593.0
219z,na,0,188.0,8457.0499669,57.0
219z,na,1,549.0,25521.1699104,95.0
220z,0-2,0,30.0,856.8200069,0.0
220z,0-2,1,26.0,1190.6099975,7.0
220z,na,0,35.0,759.4700117,0.0
220z,na,1,53.0,1476.3200238,0.0
221a,0-2,0,39.0,1846.07002,0.0
221a,0-2,1,289.0,17199.020173999997,32.0
221a,11-20,0,158.0,10399.550145,23.0
221a,11-20,1,838.0,52833.970692,67.0
221a,21+,0,629.0,39372.660567,23.0
221a,21+,1,1288.0,81103.511183,82.0
221a,3-5,0,27.0,1716.870021,5.0
221a,3-5,1,190.0,12325.810179,34.0
221a,6-10,0,93.0,5811.83008,11.0
221a,6-10,1,559.0,36242.580426,65.0
221a,na,0,13.0,809.770013,0.0
221a,na,1,10.0,622.90001,0.0
221b,0-2,1,108.0,5772.870007,0.0
221b,11-20,0,30.0,1726.950015,0.0
221b,11-20,1,117.0,6883.690084999999,0.0
221b,21+,0,198.0,10292.310028,7.0
221b,21+,1,358.0,18713.330023,27.0
221b,3-5,1,51.0,2846.040016,0.0
221b,6-10,0,15.0,868.200008,0.0
221b,6-10,1,52.0,3190.450047,0.0
221x,0-2,0,65.0,2538.8800175,6.0
221x,0-2,1,125.0,5154.790009,5.0
221x,11-20,0,50.0,3442.559963,28.0
221x,11-20,1,289.0,18185.699963,100.0
221x,21+,0,78.0,5241.390062,27.0
221x,21+,1,127.0,8280.02009,51.0
221x,3-5,1,30.0,2147.509962,17.0
221x,6-10,0,16.0,866.639993,5.0
221x,6-10,1,72.0,4490.61993,37.0
221x,na,0,36.0,2242.440036,0.0
221x,na,1,24.0,1400.459999,5.0
222a,0-2,1,37.0,3133.740077,32.0
222a,11-20,0,24.0,2258.920059,24.0
222a,11-20,1,154.0,13477.860115,136.0
222a,21+,0,11.0,1031.580028,11.0
222a,21+,1,34.0,2934.320035,29.0
222a,3-5,0,23.0,2036.120037,23.0
222a,3-5,1,64.0,5590.379988,64.0
222a,6-10,0,21.0,1878.840031,16.0
222a,6-10,1,100.0,8469.580003,87.0
222b,0-2,0,16.0,1369.3199909999998,16.0
222b,0-2,1,87.0,6487.670022,52.0
222b,11-20,0,179.0,11865.040044,77.0
222b,11-20,1,915.0,65301.0801093,535.0
222b,21+,0,296.0,22439.220116,167.0
222b,21+,1,792.0,57289.8102528,465.0
222b,3-5,0,41.0,2620.279997,17.0
222b,3-5,1,203.0,14986.060081,120.0
222b,6-10,0,152.0,9568.540068,61.0
222b,6-10,1,480.0,33529.5301299,232.0
222c,0-2,1,10.0,827.4499900000001,10.0
222c,11-20,1,79.0,6365.869971,57.0
222c,21+,0,15.0,1199.1500099999998,10.0
222c,21+,1,59.0,4653.610035,48.0
222c,3-5,1,11.0,897.310009,11.0
222c,6-10,1,37.0,3093.509989,32.0
222d,11-20,1,144.0,11664.88998,110.0
222d,21+,0,20.0,1748.230017,15.0
222d,21+,1,125.0,9643.050082,83.0
222d,3-5,1,10.0,848.6999900000001,10.0
222d,6-10,1,41.0,3488.089981,41.0
222e,11-20,1,46.0,3742.579967,39.0
222e,21+,1,33.0,2743.910031,28.0
222e,3-5,1,21.0,1579.5499650000002,14.0
222e,6-10,1,15.0,1245.749979,15.0
222f,11-20,1,20.0,1696.000003,20.0
222f,21+,1,16.0,1167.369962,11.0
222h,11-20,0,13.0,1037.930027,6.0
222h,11-20,1,73.0,5027.089976,35.0
222h,21+,1,42.0,2610.879984,14.0
222h,6-10,0,13.0,936.769997,7.0
222h,6-10,1,56.0,4076.61997,33.0
222k,0-2,1,25.0,2160.2501,25.0
222k,11-20,1,51.0,4322.910189,46.0
222k,21+,0,23.0,1812.010036,18.0
222k,21+,1,33.0,2150.280014,21.0
222k,3-5,0,10.0,864.10004,10.0
