period,coef,se,pvalue,n_obs,n_emp_total,converged,elapsed_s,status,age_group
2023H1,0.0053569453980022,0.0029646951650199,0.0707758892691848,21340410,69055871,True,85.2630789279938,ok,41-49
2023H2,0.0017484558612733,0.0032845085406362,0.594494626301524,21340410,69055871,True,85.2630789279938,ok,41-49
2024H1,-0.0058721928083677,0.0037186758619903,0.114311163362071,21340410,69055871,True,85.2630789279938,ok,41-49
2024H2,-0.0053766378930922,0.0039622038127547,0.174787039097584,21340410,69055871,True,85.2630789279938,ok,41-49
2025H1,-0.0134917076584834,0.0049413993750761,0.0063268753321519,21340410,69055871,True,85.2630789279938,ok,41-49
2019H1,-0.0542462938712371,0.010602804700569,3.11717525467161e-07,29591094,128110140,True,124.575073957443,ok,50+
2019H2,-0.0528597008008555,0.0102616778297585,2.58859162280999e-07,29591094,128110140,True,124.575073957443,ok,50+
2020H1,-0.036866582615516,0.0038998577688073,3.28267327022235e-21,29591094,128110140,True,124.575073957443,ok,50+
2020H2,-0.0298684756918086,0.0037466821333484,1.56151859023254e-15,29591094,128110140,True,124.575073957443,ok,50+
2021H1,-0.0155133751371957,0.0021376039764796,3.94699693123806e-13,29591094,128110140,True,124.575073957443,ok,50+
2021H2,-0.0114634004999203,0.0020455692607757,2.09442760324131e-08,29591094,128110140,True,124.575073957443,ok,50+
2022H1,0.0,0.0,,29591094,128110140,True,124.575073957443,reference,50+
2022H2,0.0046300177011067,0.0011633443338669,6.89383837998425e-05,29591094,128110140,True,124.575073957443,ok,50+
2023H1,0.0145219044237071,0.003252821985682,8.02927522547496e-06,29591094,128110140,True,124.575073957443,ok,50+
2023H2,0.0164072237406177,0.0036692776325951,7.76680280611496e-06,29591094,128110140,True,124.575073957443,ok,50+
2024H1,0.0310122089788211,0.003663376486785,2.55118651524473e-17,29591094,128110140,True,124.575073957443,ok,50+
2024H2,0.0373075306005448,0.004070924698597,4.98292298961189e-20,29591094,128110140,True,124.575073957443,ok,50+
2025H1,0.0352473453684373,0.0082333201297883,1.86004393185398e-05,29591094,128110140,True,124.575073957443,ok,50+
