ssyk1,age_group,code_age,ssyk_status,n,year
8,22-29,0,15,354.0,2021
1,50+,1,4,731.0,2021
6,50+,-1,3,7.0,2021
3,50+,0,11,,2021
3,50+,6,2,69.0,2021
4,22-29,7,2,,2021
5,22-29,2,2,896.0,2021
2,30-49,4,1,3321.0,2021
4,22-29,2,2,219.0,2021
7,30-49,0,4,580.0,2021
7,50+,1,3,24.0,2021
8,22-29,6,4,21.0,2021
4,50+,7,4,20.0,2021
7,50+,-1,1,7381.0,2021
2,22-29,7,5,181.0,2021
7,22-29,1,5,1723.0,2021
9,22-29,2,1,1882.0,2021
3,30-49,2,3,102.0,2021
5,22-29,0,3,1816.0,2021
6,50+,5,4,7.0,2021
5,50+,1,1,23877.0,2021
4,22-29,3,1,1589.0,2021
4,50+,1,1,10620.0,2021
5,30-49,3,4,459.0,2021
5,22-29,3,2,405.0,2021
6,22-29,1,2,77.0,2021
1,22-29,1,2,97.0,2021
6,22-29,0,4,37.0,2021
7,30-49,6,4,56.0,2021
8,30-49,5,5,2173.0,2021
9,50+,1,5,1964.0,2021
4,30-49,7,2,15.0,2021
7,50+,0,4,193.0,2021
9,50+,2,1,3588.0,2021
2,22-29,0,15,107.0,2021
5,30-49,-1,3,137.0,2021
1,22-29,1,3,,2021
8,30-49,-1,3,50.0,2021
9,30-49,4,4,75.0,2021
9,22-29,0,14,138.0,2021
7,22-29,5,4,30.0,2021
5,22-29,4,3,35.0,2021
7,30-49,5,3,20.0,2021
8,30-49,6,5,2065.0,2021
3,50+,5,1,2092.0,2021
9,50+,-1,4,25.0,2021
5,50+,3,5,19191.0,2021
4,50+,6,1,1050.0,2021
7,50+,4,4,68.0,2021
9,30-49,0,13,,2021
9,30-49,2,1,4501.0,2021
4,30-49,5,1,806.0,2021
8,50+,0,2,642.0,2021
6,50+,4,1,417.0,2021
8,30-49,-1,4,144.0,2021
7,30-49,0,1,103053.0,2021
4,50+,5,2,42.0,2021
8,22-29,0,5,363.0,2021
4,30-49,0,3,399.0,2021
4,22-29,0,15,,2021
3,22-29,2,3,48.0,2021
8,22-29,4,2,35.0,2021
4,22-29,5,2,20.0,2021
9,50+,1,1,8119.0,2021
2,50+,6,1,1807.0,2021
6,22-29,0,1,3234.0,2021
1,50+,6,3,37.0,2021
3,50+,7,4,19.0,2021
5,30-49,1,2,4065.0,2021
3,30-49,3,2,464.0,2021
8,30-49,2,5,4498.0,2021
5,50+,4,3,69.0,2021
5,30-49,0,14,4952.0,2021
5,50+,6,1,2049.0,2021
7,22-29,0,1,45653.0,2021
6,22-29,0,13,155.0,2021
5,50+,2,5,21184.0,2021
2,50+,4,4,112.0,2021
7,22-29,6,1,279.0,2021
4,22-29,7,3,,2021
5,50+,2,4,372.0,2021
5,22-29,0,15,1217.0,2021
3,22-29,0,3,342.0,2021
4,50+,0,1,85641.0,2021
7,22-29,4,2,32.0,2021
4,30-49,4,5,3905.0,2021
9,30-49,3,5,6746.0,2021
3,30-49,1,4,3073.0,2021
2,50+,4,5,13875.0,2021
1,22-29,0,2,131.0,2021
7,22-29,3,5,2921.0,2021
1,30-49,1,1,9974.0,2021
6,22-29,-1,1,450.0,2021
8,50+,1,1,10219.0,2021
8,22-29,3,2,82.0,2021
1,50+,0,3,99.0,2021
5,22-29,5,1,768.0,2021
7,30-49,5,4,80.0,2021
5,22-29,1,2,4315.0,2021
3,22-29,0,5,931.0,2021
3,22-29,4,2,38.0,2021
2,50+,5,1,2381.0,2021
2,30-49,0,14,6350.0,2021
4,22-29,-1,4,66.0,2021
6,30-49,1,5,384.0,2021
3,22-29,-1,4,92.0,2021
7,50+,-1,2,147.0,2021
7,22-29,0,5,641.0,2021
5,22-29,7,3,,2021
7,50+,0,13,4592.0,2021
6,30-49,6,3,49.0,2021
8,22-29,5,4,16.0,2021
8,50+,3,1,4279.0,2021
8,22-29,3,5,2699.0,2021
7,50+,7,2,38.0,2021
4,50+,5,4,25.0,2021
5,30-49,5,3,51.0,2021
1,50+,0,4,110.0,2021
9,30-49,3,4,120.0,2021
9,30-49,0,15,774.0,2021
9,50+,1,2,700.0,2021
4,22-29,6,5,1133.0,2021
8,22-29,4,4,54.0,2021
4,30-49,6,2,28.0,2021
4,22-29,0,14,8.0,2021
6,22-29,4,1,115.0,2021
9,30-49,1,2,1144.0,2021
2,50+,7,1,933.0,2021
5,22-29,5,5,6701.0,2021
1,22-29,5,1,19.0,2021
7,22-29,2,5,3669.0,2021
6,30-49,6,5,463.0,2021
5,50+,1,5,4751.0,2021
4,22-29,3,5,5485.0,2021
2,22-29,2,5,3924.0,2021
1,22-29,0,4,24.0,2021
9,22-29,4,5,4083.0,2021
8,50+,7,1,559.0,2021
4,50+,3,5,7682.0,2021
6,22-29,5,1,40.0,2021
6,30-49,0,2,178.0,2021
6,50+,2,3,16.0,2021
8,22-29,0,12,109.0,2021
6,22-29,3,2,13.0,2021
1,30-49,2,4,273.0,2021
2,22-29,1,5,1812.0,2021
3,30-49,7,2,29.0,2021
4,50+,2,1,6319.0,2021
3,50+,7,5,5799.0,2021
8,30-49,1,4,1067.0,2021
6,50+,3,2,47.0,2021
2,50+,1,5,4250.0,2021
5,22-29,4,1,1608.0,2021
7,30-49,4,1,3492.0,2021
7,22-29,-1,2,240.0,2021
3,50+,3,1,11668.0,2021
8,50+,1,3,55.0,2021
3,22-29,6,1,56.0,2021
2,30-49,5,1,1650.0,2021
1,22-29,3,1,202.0,2021
7,50+,1,4,639.0,2021
9,22-29,-1,3,31.0,2021
8,30-49,7,3,,2021
2,30-49,4,5,6901.0,2021
3,50+,0,4,260.0,2021
5,30-49,7,2,43.0,2021
4,30-49,4,4,76.0,2021
1,50+,7,5,3392.0,2021
2,30-49,5,2,71.0,2021
4,50+,7,2,14.0,2021
8,22-29,6,2,8.0,2021
5,30-49,2,4,937.0,2021
9,30-49,4,2,65.0,2021
2,50+,2,3,112.0,2021
8,22-29,7,3,,2021
3,22-29,7,5,242.0,2021
9,22-29,-1,1,2133.0,2021
1,50+,4,5,4828.0,2021
2,30-49,5,4,109.0,2021
3,50+,7,1,1122.0,2021
9,22-29,4,1,370.0,2021
2,22-29,4,3,12.0,2021
7,22-29,1,4,1107.0,2021
5,30-49,6,2,91.0,2021
7,50+,2,2,376.0,2021
7,22-29,-1,3,26.0,2021
2,22-29,-1,3,41.0,2021
6,30-49,4,4,6.0,2021
9,22-29,-1,2,190.0,2021
4,22-29,3,2,126.0,2021
5,50+,0,4,638.0,2021
5,50+,6,4,51.0,2021
3,22-29,3,1,1557.0,2021
5,50+,4,5,16036.0,2021
5,22-29,3,1,3855.0,2021
3,50+,3,5,11196.0,2021
5,22-29,2,4,1047.0,2021
4,30-49,6,3,,2021
6,50+,6,5,923.0,2021
5,30-49,6,1,1814.0,2021
1,30-49,-1,4,114.0,2021
6,22-29,4,4,12.0,2021
7,22-29,2,2,250.0,2021
8,22-29,7,2,,2021
3,30-49,2,2,698.0,2021
2,30-49,6,4,50.0,2021
3,50+,7,2,38.0,2021
5,30-49,4,2,163.0,2021
8,50+,0,15,1124.0,2021
7,30-49,7,4,20.0,2021
2,22-29,6,4,5.0,2021
6,30-49,0,15,1262.0,2021
2,50+,-1,3,67.0,2021
5,30-49,1,5,6771.0,2021
8,50+,5,2,58.0,2021
2,50+,5,4,86.0,2021
6,22-29,6,5,135.0,2021
8,22-29,0,4,190.0,2021
1,30-49,4,4,76.0,2021
4,30-49,2,4,397.0,2021
6,50+,4,4,6.0,2021
7,22-29,3,3,8.0,2021
3,22-29,0,1,56206.0,2021
2,22-29,1,2,1524.0,2021
6,30-49,1,2,170.0,2021
4,50+,3,3,61.0,2021
6,50+,1,4,70.0,2021
8,30-49,5,2,44.0,2021
7,50+,0,5,614.0,2021
7,22-29,7,2,,2021
9,30-49,0,2,1355.0,2021
8,30-49,2,3,34.0,2021
2,30-49,0,13,4055.0,2021
7,30-49,1,1,14968.0,2021
1,50+,0,1,93865.0,2021
7,50+,6,5,5635.0,2021
9,30-49,3,1,2622.0,2021
7,30-49,-1,2,399.0,2021
9,50+,-1,3,34.0,2021
9,50+,6,3,21.0,2021
3,22-29,5,3,5.0,2021
7,50+,0,14,8227.0,2021
2,30-49,0,12,2796.0,2021
4,50+,-1,4,49.0,2021
5,22-29,-1,4,173.0,2021
6,50+,5,3,,2021
2,30-49,0,4,1517.0,2021
8,22-29,2,3,21.0,2021
3,30-49,0,1,208397.0,2021
9,50+,2,3,65.0,2021
1,50+,5,3,29.0,2021
9,30-49,-1,3,68.0,2021
8,30-49,-1,1,6151.0,2021
6,30-49,3,4,21.0,2021
1,30-49,3,4,176.0,2021
6,50+,2,5,831.0,2021
2,22-29,5,4,20.0,2021
7,30-49,1,2,1846.0,2021
4,50+,4,4,39.0,2021
5,50+,7,2,32.0,2021
6,50+,0,5,996.0,2021
6,22-29,0,5,141.0,2021
2,22-29,1,1,5645.0,2021
2,30-49,7,2,24.0,2021
2,30-49,7,1,649.0,2021
6,50+,4,5,794.0,2021
7,50+,3,5,7106.0,2021
8,30-49,7,1,437.0,2021
5,50+,6,3,46.0,2021
7,50+,0,12,891.0,2021
5,30-49,3,3,135.0,2021
3,22-29,1,2,1191.0,2021
8,22-29,-1,1,2548.0,2021
8,50+,4,5,5506.0,2021
3,30-49,7,5,2312.0,2021
8,22-29,0,13,177.0,2021
3,30-49,2,1,14123.0,2021
2,50+,4,1,3799.0,2021
3,30-49,6,4,42.0,2021
8,30-49,7,2,15.0,2021
2,30-49,1,3,191.0,2021
4,22-29,5,5,2011.0,2021
9,22-29,4,2,26.0,2021
3,50+,5,5,8465.0,2021
9,50+,0,1,57520.0,2021
2,30-49,3,5,11444.0,2021
2,30-49,3,4,564.0,2021
3,50+,6,4,48.0,2021
8,50+,6,5,4801.0,2021
8,50+,2,3,36.0,2021
5,50+,1,2,2448.0,2021
4,30-49,3,3,52.0,2021
3,30-49,6,5,2846.0,2021
7,50+,2,1,11032.0,2021
2,50+,5,5,11555.0,2021
4,22-29,2,4,331.0,2021
2,30-49,5,3,37.0,2021
8,30-49,6,2,40.0,2021
3,30-49,0,2,3051.0,2021
6,22-29,0,14,186.0,2021
2,50+,7,3,24.0,2021
1,50+,1,2,1295.0,2021
4,30-49,-1,4,108.0,2021
3,50+,3,2,357.0,2021
6,22-29,1,5,266.0,2021
3,22-29,4,3,19.0,2021
2,50+,0,5,1230.0,2021
1,22-29,4,2,,2021
4,22-29,7,4,,2021
8,30-49,4,2,54.0,2021
2,50+,0,15,263.0,2021
9,22-29,6,5,1628.0,2021
3,22-29,3,4,118.0,2021
9,22-29,2,3,58.0,2021
1,22-29,1,4,74.0,2021
1,22-29,-1,1,995.0,2021
6,22-29,0,2,115.0,2021
5,50+,3,3,103.0,2021
9,50+,0,2,478.0,2021
8,50+,0,12,177.0,2021
3,22-29,6,2,6.0,2021
9,22-29,1,5,2377.0,2021
7,30-49,2,2,568.0,2021
1,22-29,3,2,11.0,2021
6,50+,0,4,32.0,2021
9,30-49,0,5,1280.0,2021
1,50+,3,4,135.0,2021
8,30-49,3,2,149.0,2021
7,50+,7,5,3473.0,2021
4,22-29,4,5,3250.0,2021
6,30-49,5,3,8.0,2021
9,50+,3,5,6623.0,2021
3,50+,2,4,319.0,2021
2,30-49,-1,2,410.0,2021
4,30-49,7,5,1793.0,2021
6,22-29,-1,3,,2021
9,22-29,0,15,104.0,2021
4,30-49,2,5,6737.0,2021
6,50+,0,12,111.0,2021
1,22-29,-1,3,15.0,2021
7,30-49,4,4,144.0,2021
3,22-29,2,4,275.0,2021
9,30-49,-1,4,115.0,2021
1,22-29,5,2,,2021
4,30-49,6,1,673.0,2021
7,22-29,0,15,273.0,2021
7,50+,1,1,12625.0,2021
9,30-49,5,3,17.0,2021
9,22-29,5,1,189.0,2021
4,50+,0,3,187.0,2021
7,22-29,6,3,,2021
5,22-29,1,5,7171.0,2021
6,22-29,3,1,240.0,2021
3,30-49,3,3,88.0,2021
1,30-49,7,3,5.0,2021
6,50+,0,13,1154.0,2021
6,50+,7,1,77.0,2021
4,50+,6,3,18.0,2021
6,50+,3,5,1263.0,2021
8,50+,3,2,137.0,2021
5,22-29,6,1,480.0,2021
1,22-29,4,1,52.0,2021
5,30-49,6,4,97.0,2021
3,50+,6,5,6873.0,2021
9,50+,4,4,31.0,2021
8,22-29,-1,2,154.0,2021
4,30-49,1,1,11675.0,2021
7,30-49,4,3,26.0,2021
6,30-49,2,2,36.0,2021
1,30-49,0,2,1256.0,2021
2,50+,4,2,155.0,2021
7,22-29,7,1,96.0,2021
7,22-29,5,2,23.0,2021
5,50+,2,2,496.0,2021
4,30-49,0,1,111449.0,2021
1,30-49,4,1,2191.0,2021
5,22-29,3,3,75.0,2021
9,50+,4,5,5955.0,2021
1,30-49,5,2,47.0,2021
2,50+,1,4,1591.0,2021
7,30-49,2,1,13578.0,2021
6,50+,-1,2,18.0,2021
9,50+,5,3,12.0,2021
3,50+,4,2,135.0,2021
5,30-49,1,4,3783.0,2021
4,22-29,-1,1,1869.0,2021
7,30-49,0,3,111.0,2021
3,30-49,1,2,2915.0,2021
3,50+,1,4,1112.0,2021
6,30-49,4,5,545.0,2021
7,30-49,6,3,18.0,2021
4,50+,5,5,6209.0,2021
8,50+,-1,4,65.0,2021
1,30-49,-1,3,70.0,2021
5,30-49,4,1,3171.0,2021
5,22-29,4,2,166.0,2021
8,22-29,3,4,134.0,2021
6,50+,-1,1,599.0,2021
6,30-49,-1,3,10.0,2021
9,22-29,0,5,770.0,2021
5,30-49,-1,4,234.0,2021
3,50+,4,1,3610.0,2021
7,50+,5,4,42.0,2021
1,30-49,6,3,19.0,2021
5,22-29,1,4,4463.0,2021
4,22-29,5,4,45.0,2021
5,22-29,0,1,153714.0,2021
8,50+,0,5,478.0,2021
5,30-49,7,5,4489.0,2021
8,30-49,0,12,306.0,2021
1,22-29,2,3,,2021
3,30-49,0,4,825.0,2021
8,50+,7,2,22.0,2021
2,22-29,3,4,104.0,2021
1,30-49,3,1,7036.0,2021
2,22-29,5,1,98.0,2021
3,50+,2,5,10400.0,2021
9,50+,3,4,50.0,2021
3,22-29,7,4,,2021
9,30-49,1,5,3280.0,2021
9,30-49,2,5,8633.0,2021
3,30-49,4,3,66.0,2021
9,22-29,3,2,85.0,2021
1,30-49,2,2,280.0,2021
4,22-29,7,1,45.0,2021
7,50+,5,5,6330.0,2021
6,30-49,7,5,165.0,2021
1,50+,3,3,38.0,2021
8,30-49,0,5,687.0,2021
8,50+,5,4,39.0,2021
2,22-29,4,4,32.0,2021
5,30-49,0,5,3314.0,2021
1,30-49,1,2,1446.0,2021
8,50+,2,1,6150.0,2021
1,50+,3,5,5962.0,2021
5,50+,2,1,10474.0,2021
6,50+,0,15,8819.0,2021
3,30-49,4,5,5380.0,2021
9,30-49,2,3,82.0,2021
4,50+,2,5,7262.0,2021
6,30-49,-1,4,17.0,2021
2,50+,2,1,13047.0,2021
3,22-29,6,3,,2021
7,30-49,7,5,1793.0,2021
1,30-49,7,4,5.0,2021
1,30-49,0,3,102.0,2021
4,50+,1,5,1698.0,2021
7,22-29,2,4,306.0,2021
2,22-29,0,14,656.0,2021
1,30-49,4,3,37.0,2021
1,22-29,6,5,21.0,2021
2,22-29,3,5,2978.0,2021
7,30-49,3,3,38.0,2021
9,30-49,0,1,67258.0,2021
9,50+,1,4,598.0,2021
9,50+,3,1,2473.0,2021
8,22-29,-1,3,24.0,2021
5,22-29,-1,3,69.0,2021
4,50+,4,3,32.0,2021
3,50+,-1,3,42.0,2021
1,22-29,1,1,619.0,2021
1,30-49,6,2,38.0,2021
4,22-29,5,1,201.0,2021
8,30-49,0,15,1386.0,2021
5,30-49,0,3,2373.0,2021
3,22-29,6,5,426.0,2021
7,30-49,4,5,4360.0,2021
7,30-49,7,3,,2021
2,30-49,-1,1,12805.0,2021
8,30-49,5,1,977.0,2021
8,22-29,7,1,53.0,2021
3,30-49,2,4,758.0,2021
1,30-49,0,5,553.0,2021
6,22-29,3,4,14.0,2021
9,50+,0,4,146.0,2021
1,50+,1,1,10319.0,2021
9,30-49,4,1,1193.0,2021
1,22-29,2,1,340.0,2021
7,30-49,3,5,6049.0,2021
9,22-29,6,1,115.0,2021
2,50+,6,2,83.0,2021
7,30-49,4,2,112.0,2021
2,30-49,0,5,3249.0,2021
7,30-49,0,12,1600.0,2021
6,30-49,6,1,462.0,2021
8,50+,6,2,53.0,2021
2,22-29,0,4,518.0,2021
7,50+,-1,4,83.0,2021
5,30-49,2,2,787.0,2021
8,50+,-1,3,26.0,2021
8,30-49,1,5,1968.0,2021
8,30-49,0,13,1030.0,2021
6,30-49,3,5,784.0,2021
4,22-29,3,4,173.0,2021
2,50+,0,14,6804.0,2021
2,50+,6,5,8143.0,2021
2,22-29,3,3,19.0,2021
4,50+,4,5,6809.0,2021
3,30-49,0,3,624.0,2021
1,50+,5,4,60.0,2021
2,50+,7,2,65.0,2021
7,30-49,1,3,41.0,2021
5,30-49,0,2,5013.0,2021
1,30-49,1,5,1163.0,2021
6,22-29,-1,2,39.0,2021
2,50+,0,4,441.0,2021
9,50+,0,12,7.0,2021
8,22-29,1,1,4065.0,2021
2,22-29,6,3,,2021
7,22-29,4,1,797.0,2021
5,22-29,2,1,8122.0,2021
3,50+,1,5,2976.0,2021
4,22-29,-1,3,26.0,2021
9,50+,6,2,19.0,2021
3,22-29,5,2,15.0,2021
4,50+,2,2,226.0,2021
6,50+,5,2,19.0,2021
2,22-29,0,2,1761.0,2021
1,30-49,2,5,2999.0,2021
4,50+,1,2,889.0,2021
6,22-29,2,4,27.0,2021
6,30-49,0,1,12448.0,2021
4,50+,4,2,65.0,2021
5,22-29,-1,2,507.0,2021
1,50+,5,2,120.0,2021
3,50+,5,4,56.0,2021
7,30-49,3,2,383.0,2021
3,22-29,1,1,5326.0,2021
5,30-49,1,1,25010.0,2021
6,50+,1,3,82.0,2021
2,50+,6,3,29.0,2021
3,22-29,2,1,2694.0,2021
7,50+,4,1,3369.0,2021
9,30-49,7,3,5.0,2021
7,30-49,-1,4,270.0,2021
2,22-29,-1,1,3662.0,2021
4,30-49,5,4,38.0,2021
4,50+,3,4,85.0,2021
7,22-29,7,4,9.0,2021
7,22-29,3,1,3249.0,2021
5,22-29,7,4,20.0,2021
7,50+,0,1,74068.0,2021
4,50+,1,3,50.0,2021
5,30-49,-1,1,11995.0,2021
9,30-49,1,1,9459.0,2021
4,30-49,-1,2,172.0,2021
8,50+,4,4,51.0,2021
2,30-49,0,3,1177.0,2021
6,50+,4,2,18.0,2021
8,50+,0,1,82313.0,2021
6,50+,7,5,293.0,2021
5,22-29,6,3,17.0,2021
4,30-49,4,1,1513.0,2021
3,30-49,1,5,3574.0,2021
1,30-49,3,2,214.0,2021
3,30-49,0,13,1383.0,2021
2,50+,5,2,126.0,2021
6,50+,3,4,13.0,2021
4,50+,2,3,46.0,2021
4,50+,0,5,473.0,2021
2,22-29,0,12,132.0,2021
1,50+,2,5,5076.0,2021
4,50+,7,5,3880.0,2021
2,50+,3,1,11680.0,2021
1,30-49,1,4,1260.0,2021
7,30-49,7,2,20.0,2021
5,30-49,0,13,2715.0,2021
8,22-29,6,5,535.0,2021
5,50+,-1,3,79.0,2021
8,22-29,7,4,5.0,2021
8,30-49,4,5,2830.0,2021
1,30-49,4,5,1900.0,2021
5,50+,6,2,98.0,2021
4,30-49,7,4,15.0,2021
5,22-29,5,4,142.0,2021
8,50+,1,4,583.0,2021
5,50+,5,3,52.0,2021
4,22-29,-1,2,132.0,2021
1,22-29,5,4,,2021
4,30-49,5,5,3065.0,2021
2,50+,-1,2,184.0,2021
6,22-29,-1,4,7.0,2021
5,50+,5,5,13774.0,2021
5,22-29,6,2,52.0,2021
8,30-49,0,4,281.0,2021
9,50+,6,5,4256.0,2021
2,22-29,0,5,836.0,2021
8,22-29,4,1,414.0,2021
1,30-49,6,5,1134.0,2021
8,50+,6,3,12.0,2021
7,22-29,7,5,322.0,2021
4,50+,-1,1,3060.0,2021
9,22-29,5,2,18.0,2021
1,22-29,3,4,7.0,2021
3,30-49,6,3,10.0,2021
6,22-29,5,3,,2021
1,50+,4,2,118.0,2021
2,30-49,1,5,5704.0,2021
7,22-29,0,14,448.0,2021
5,30-49,2,5,18546.0,2021
8,50+,5,1,1421.0,2021
4,50+,5,1,1363.0,2021
8,30-49,1,3,35.0,2021
2,30-49,3,3,103.0,2021
7,22-29,7,3,,2021
2,22-29,2,4,299.0,2021
7,30-49,0,13,2341.0,2021
4,50+,6,4,15.0,2021
5,30-49,3,5,15413.0,2021
2,30-49,2,3,107.0,2021
8,22-29,2,4,192.0,2021
3,50+,1,2,1680.0,2021
9,22-29,3,4,92.0,2021
4,22-29,4,1,503.0,2021
8,30-49,4,4,77.0,2021
8,50+,5,5,5112.0,2021
2,22-29,7,4,6.0,2021
6,50+,0,3,1268.0,2021
7,50+,5,2,107.0,2021
5,22-29,7,2,20.0,2021
9,30-49,6,1,674.0,2021
7,22-29,0,12,394.0,2021
6,22-29,6,1,45.0,2021
8,30-49,2,4,288.0,2021
1,22-29,5,5,44.0,2021
6,50+,3,1,2571.0,2021
5,50+,5,4,75.0,2021
1,30-49,7,5,663.0,2021
4,22-29,2,1,2853.0,2021
6,50+,5,5,691.0,2021
3,30-49,7,3,6.0,2021
1,50+,5,5,5100.0,2021
8,50+,3,4,85.0,2021
2,30-49,4,2,159.0,2021
8,22-29,2,5,3141.0,2021
9,22-29,7,1,53.0,2021
2,30-49,-1,4,279.0,2021
6,30-49,2,4,28.0,2021
1,22-29,2,4,24.0,2021
6,22-29,7,1,9.0,2021
6,22-29,3,5,367.0,2021
5,50+,0,1,248970.0,2021
3,22-29,5,5,859.0,2021
1,30-49,4,2,65.0,2021
7,22-29,5,1,368.0,2021
1,30-49,2,3,52.0,2021
3,50+,0,1,142678.0,2021
1,30-49,3,3,51.0,2021
7,22-29,3,4,165.0,2021
7,22-29,1,1,6163.0,2021
9,22-29,3,5,5146.0,2021
6,30-49,2,5,733.0,2021
1,50+,3,2,278.0,2021
6,22-29,0,12,25.0,2021
5,50+,1,4,1513.0,2021
6,50+,7,2,10.0,2021
4,50+,2,4,142.0,2021
5,50+,-1,2,269.0,2021
2,50+,0,1,330928.0,2021
1,50+,2,2,332.0,2021
4,22-29,6,2,,2021
7,30-49,6,1,1777.0,2021
4,30-49,-1,3,62.0,2021
9,50+,4,3,27.0,2021
1,50+,7,3,17.0,2021
2,22-29,3,2,103.0,2021
6,30-49,5,4,10.0,2021
3,30-49,1,3,104.0,2021
7,50+,6,4,39.0,2021
3,22-29,1,4,1306.0,2021
3,30-49,4,4,123.0,2021
3,22-29,0,14,577.0,2021
9,30-49,7,1,201.0,2021
6,50+,1,5,371.0,2021
3,50+,4,3,43.0,2021
9,50+,2,5,7046.0,2021
3,50+,5,2,74.0,2021
3,22-29,4,1,395.0,2021
8,30-49,3,3,18.0,2021
6,22-29,5,2,,2021
4,30-49,5,2,28.0,2021
1,30-49,5,5,1449.0,2021
5,22-29,5,2,91.0,2021
9,30-49,2,2,292.0,2021
1,50+,-1,4,78.0,2021
4,30-49,2,1,6688.0,2021
3,50+,-1,2,163.0,2021
2,30-49,3,2,593.0,2021
3,30-49,3,1,12290.0,2021
8,22-29,1,4,826.0,2021
1,30-49,-1,1,7598.0,2021
6,22-29,1,1,570.0,2021
3,50+,1,3,64.0,2021
2,30-49,0,15,493.0,2021
8,22-29,0,14,322.0,2021
5,22-29,0,14,884.0,2021
3,30-49,0,14,4244.0,2021
7,50+,0,3,67.0,2021
8,30-49,3,4,146.0,2021
3,22-29,7,3,,2021
2,30-49,2,2,946.0,2021
1,22-29,-1,2,36.0,2021
2,22-29,6,5,419.0,2021
8,50+,7,4,7.0,2021
7,50+,7,1,1051.0,2021
9,30-49,4,3,35.0,2021
4,30-49,7,1,396.0,2021
1,50+,-1,3,48.0,2021
5,50+,7,1,692.0,2021
6,30-49,6,4,11.0,2021
1,30-49,6,4,18.0,2021
7,22-29,0,13,291.0,2021
6,50+,6,3,168.0,2021
2,50+,3,4,286.0,2021
9,22-29,4,4,52.0,2021
7,22-29,6,2,13.0,2021
8,30-49,0,3,280.0,2021
4,50+,0,2,571.0,2021
5,50+,3,4,188.0,2021
5,50+,7,5,6046.0,2021
9,30-49,5,2,23.0,2021
3,22-29,-1,3,36.0,2021
7,50+,5,3,15.0,2021
1,50+,2,3,56.0,2021
4,22-29,6,3,,2021
7,50+,6,3,15.0,2021
3,50+,3,4,205.0,2021
7,22-29,-1,1,5424.0,2021
8,30-49,6,1,1042.0,2021
9,50+,4,2,50.0,2021
9,22-29,5,3,,2021
7,30-49,1,5,2888.0,2021
6,50+,7,3,,2021
6,30-49,1,1,1437.0,2021
9,30-49,7,5,2112.0,2021
7,22-29,2,1,4743.0,2021
4,50+,0,13,37.0,2021
8,50+,-1,2,154.0,2021
7,22-29,0,2,1045.0,2021
7,30-49,-1,1,12992.0,2021
2,22-29,1,4,1608.0,2021
5,30-49,4,3,83.0,2021
7,22-29,2,3,10.0,2021
1,30-49,7,2,17.0,2021
9,22-29,1,1,4495.0,2021
2,22-29,1,3,45.0,2021
5,50+,3,1,7275.0,2021
3,50+,6,1,1802.0,2021
4,22-29,3,3,20.0,2021
6,50+,0,1,21137.0,2021
2,22-29,2,3,32.0,2021
5,22-29,3,5,15226.0,2021
9,22-29,0,3,397.0,2021
2,30-49,4,3,57.0,2021
4,50+,0,12,7.0,2021
1,22-29,6,1,7.0,2021
9,22-29,1,2,827.0,2021
9,22-29,2,2,189.0,2021
4,50+,0,14,319.0,2021
5,30-49,5,5,8890.0,2021
8,50+,1,5,1692.0,2021
8,22-29,2,2,175.0,2021
7,50+,2,3,14.0,2021
7,22-29,0,3,61.0,2021
2,22-29,4,2,32.0,2021
7,30-49,2,3,37.0,2021
9,50+,7,4,,2021
8,30-49,0,1,92931.0,2021
2,50+,2,5,19348.0,2021
1,50+,3,1,9123.0,2021
3,50+,0,12,571.0,2021
5,22-29,0,12,289.0,2021
8,22-29,7,5,250.0,2021
1,22-29,7,2,,2021
2,22-29,7,1,21.0,2021
4,22-29,4,4,62.0,2021
6,30-49,3,3,96.0,2021
5,22-29,5,3,21.0,2021
3,30-49,6,2,46.0,2021
9,30-49,4,5,5251.0,2021
8,22-29,3,3,8.0,2021
3,22-29,7,2,,2021
4,30-49,0,14,120.0,2021
2,50+,4,3,41.0,2021
1,22-29,7,1,6.0,2021
5,22-29,1,3,245.0,2021
5,30-49,0,4,1274.0,2021
8,50+,6,1,1679.0,2021
1,50+,7,1,1538.0,2021
6,22-29,1,4,69.0,2021
9,50+,0,5,589.0,2021
9,30-49,-1,2,229.0,2021
1,30-49,5,3,27.0,2021
6,30-49,1,3,48.0,2021
5,30-49,3,2,377.0,2021
1,30-49,0,4,244.0,2021
1,50+,4,3,57.0,2021
8,22-29,-1,4,75.0,2021
8,30-49,7,5,1068.0,2021
9,50+,5,5,4838.0,2021
6,50+,6,2,26.0,2021
5,50+,5,1,2003.0,2021
7,30-49,0,2,1807.0,2021
7,30-49,-1,3,74.0,2021
7,30-49,1,4,1798.0,2021
1,30-49,6,1,1009.0,2021
3,50+,7,3,15.0,2021
5,22-29,7,5,1690.0,2021
8,22-29,2,1,2240.0,2021
9,22-29,4,3,19.0,2021
2,50+,1,3,120.0,2021
5,30-49,3,1,7490.0,2021
7,30-49,2,5,6630.0,2021
6,50+,5,1,257.0,2021
6,30-49,-1,2,35.0,2021
1,50+,7,2,58.0,2021
3,22-29,0,4,464.0,2021
8,30-49,2,1,5132.0,2021
3,30-49,5,4,58.0,2021
2,50+,1,2,3083.0,2021
4,22-29,1,4,1667.0,2021
1,30-49,3,5,2806.0,2021
9,50+,-1,2,78.0,2021
7,30-49,3,4,362.0,2021
