inr,expband,fresh,ssyk4,n
345a,3-5,0,2412,
345a,3-5,0,2413,
345a,3-5,0,2419,
345a,3-5,0,2421,11.0
345a,3-5,0,2422,5.0
345a,3-5,0,2423,
345a,3-5,0,2431,6.0
345a,3-5,0,2432,6.0
345a,3-5,0,2512,
345a,3-5,0,2514,
345a,3-5,0,2516,
345a,3-5,0,2519,
345a,3-5,0,3112,
345a,3-5,0,3113,
345a,3-5,0,3114,
345a,3-5,0,3119,
345a,3-5,0,3122,
345a,3-5,0,3312,
345a,3-5,0,3313,6.0
345a,3-5,0,3321,
345a,3-5,0,3322,13.0
345a,3-5,0,3323,
345a,3-5,0,3332,
345a,3-5,0,3333,
345a,3-5,0,3335,
345a,3-5,0,3341,
345a,3-5,0,3343,
345a,3-5,0,3359,
345a,3-5,0,3411,
345a,3-5,0,3512,
345a,3-5,0,3513,
345a,3-5,0,4111,5.0
345a,3-5,0,4112,
345a,3-5,0,4114,
345a,3-5,0,4115,
345a,3-5,0,4119,8.0
345a,3-5,0,4222,6.0
345a,3-5,0,4224,
345a,3-5,0,4321,
345a,3-5,0,4322,
345a,3-5,0,4420,
345a,3-5,0,5131,
345a,3-5,0,5169,
345a,3-5,0,5221,
345a,3-5,0,5222,
345a,3-5,0,5223,10.0
345a,3-5,0,5226,
345a,3-5,0,5230,
345a,3-5,0,5241,
345a,3-5,0,5242,
345a,3-5,0,5311,
345a,3-5,0,5342,
345a,3-5,0,6112,
345a,3-5,0,6121,
345a,3-5,0,7231,
345a,3-5,0,9111,
345a,3-5,0,9320,
345a,3-5,0,9412,
345a,3-5,0,9621,
345a,3-5,1,1112,
345a,3-5,1,1120,
345a,3-5,1,1211,
345a,3-5,1,1221,
345a,3-5,1,1222,
345a,3-5,1,1230,5.0
345a,3-5,1,1241,
345a,3-5,1,1242,
345a,3-5,1,1251,7.0
345a,3-5,1,1252,
345a,3-5,1,1291,
345a,3-5,1,1292,7.0
345a,3-5,1,1311,
345a,3-5,1,1312,
345a,3-5,1,1322,
345a,3-5,1,1331,
345a,3-5,1,1341,
345a,3-5,1,1352,
345a,3-5,1,1362,
345a,3-5,1,1372,
345a,3-5,1,1412,
345a,3-5,1,1422,
345a,3-5,1,1511,7.0
345a,3-5,1,1512,11.0
345a,3-5,1,1521,
345a,3-5,1,1522,
345a,3-5,1,1531,
345a,3-5,1,1532,17.0
345a,3-5,1,1591,
345a,3-5,1,1592,
345a,3-5,1,1732,
345a,3-5,1,2121,
345a,3-5,1,2141,
345a,3-5,1,2142,
345a,3-5,1,2143,
345a,3-5,1,2144,
345a,3-5,1,2149,12.0
345a,3-5,1,2163,
345a,3-5,1,2172,
345a,3-5,1,2173,
345a,3-5,1,2182,
345a,3-5,1,2183,
345a,3-5,1,2221,5.0
345a,3-5,1,2233,
345a,3-5,1,2314,14.0
345a,3-5,1,2319,
345a,3-5,1,2330,
345a,3-5,1,2341,
345a,3-5,1,2342,
345a,3-5,1,2352,
345a,3-5,1,2359,
345a,3-5,1,2411,
345a,3-5,1,2412,13.0
345a,3-5,1,2413,
345a,3-5,1,2415,
345a,3-5,1,2419,5.0
345a,3-5,1,2421,34.0
345a,3-5,1,2422,34.0
345a,3-5,1,2423,20.0
345a,3-5,1,2431,22.0
345a,3-5,1,2432,7.0
345a,3-5,1,2511,8.0
345a,3-5,1,2512,11.0
345a,3-5,1,2514,
345a,3-5,1,2519,
345a,3-5,1,2619,
345a,3-5,1,2621,
345a,3-5,1,2622,
345a,3-5,1,2655,
345a,3-5,1,2661,6.0
345a,3-5,1,2669,
345a,3-5,1,3111,
345a,3-5,1,3113,
345a,3-5,1,3114,
345a,3-5,1,3121,
345a,3-5,1,3122,
345a,3-5,1,3153,
345a,3-5,1,3215,
345a,3-5,1,3250,
345a,3-5,1,3312,
345a,3-5,1,3313,
345a,3-5,1,3314,
345a,3-5,1,3322,14.0
345a,3-5,1,3323,14.0
345a,3-5,1,3324,
345a,3-5,1,3331,
345a,3-5,1,3333,7.0
345a,3-5,1,3335,
345a,3-5,1,3341,5.0
345a,3-5,1,3342,
345a,3-5,1,3343,
345a,3-5,1,3353,
345a,3-5,1,3355,
345a,3-5,1,3359,
345a,3-5,1,3411,
345a,3-5,1,3422,
345a,3-5,1,3423,
345a,3-5,1,3511,
345a,3-5,1,3512,
345a,3-5,1,3515,
345a,3-5,1,4111,5.0
345a,3-5,1,4112,
345a,3-5,1,4113,
345a,3-5,1,4114,8.0
345a,3-5,1,4115,10.0
345a,3-5,1,4116,
345a,3-5,1,4119,11.0
345a,3-5,1,4222,
345a,3-5,1,4224,
345a,3-5,1,4225,
345a,3-5,1,4321,
345a,3-5,1,4322,
345a,3-5,1,5131,
345a,3-5,1,5221,14.0
345a,3-5,1,5222,
345a,3-5,1,5223,33.0
345a,3-5,1,5311,
345a,3-5,1,5312,
345a,3-5,1,5323,
345a,3-5,1,5330,
345a,3-5,1,5342,
345a,3-5,1,5412,
345a,3-5,1,7223,
345a,3-5,1,7531,
345a,3-5,1,8143,
345a,3-5,1,8159,
345a,3-5,1,8161,
345a,3-5,1,8173,
345a,3-5,1,8331,
345a,3-5,1,9111,
345a,3-5,1,9412,
345a,3-5,1,9622,
345a,3-5,1,9629,
345a,6-10,0,0310,
345a,6-10,0,1120,5.0
345a,6-10,0,1212,
345a,6-10,0,1221,
345a,6-10,0,1222,
345a,6-10,0,1251,
345a,6-10,0,1252,5.0
345a,6-10,0,1291,
345a,6-10,0,1292,6.0
345a,6-10,0,1322,
345a,6-10,0,1371,
345a,6-10,0,1372,5.0
345a,6-10,0,1412,
345a,6-10,0,1491,
345a,6-10,0,1492,
345a,6-10,0,1522,
345a,6-10,0,1532,
345a,6-10,0,1591,
345a,6-10,0,1612,
345a,6-10,0,1712,
345a,6-10,0,1731,
345a,6-10,0,1732,
345a,6-10,0,2122,
345a,6-10,0,2144,
345a,6-10,0,2172,
345a,6-10,0,2183,
345a,6-10,0,2319,
345a,6-10,0,2341,
345a,6-10,0,2343,
345a,6-10,0,2351,
345a,6-10,0,2359,
345a,6-10,0,2412,5.0
345a,6-10,0,2413,
345a,6-10,0,2419,
345a,6-10,0,2421,16.0
345a,6-10,0,2422,9.0
345a,6-10,0,2423,
345a,6-10,0,2431,9.0
345a,6-10,0,2432,
345a,6-10,0,2512,
345a,6-10,0,2519,
345a,6-10,0,2611,
345a,6-10,0,2614,6.0
345a,6-10,0,2663,
345a,6-10,0,2669,
345a,6-10,0,3111,
345a,6-10,0,3119,
345a,6-10,0,3122,
345a,6-10,0,3312,
345a,6-10,0,3313,
345a,6-10,0,3321,
345a,6-10,0,3322,37.0
345a,6-10,0,3323,8.0
345a,6-10,0,3324,
345a,6-10,0,3331,
345a,6-10,0,3332,
345a,6-10,0,3333,
345a,6-10,0,3334,
345a,6-10,0,3339,
345a,6-10,0,3341,
345a,6-10,0,3343,
345a,6-10,0,3359,
345a,6-10,0,3411,
345a,6-10,0,3422,
345a,6-10,0,3423,
345a,6-10,0,3431,
345a,6-10,0,3432,
345a,6-10,0,3449,
345a,6-10,0,3514,
345a,6-10,0,3515,
345a,6-10,0,4111,5.0
345a,6-10,0,4112,
345a,6-10,0,4114,
345a,6-10,0,4115,
345a,6-10,0,4119,14.0
345a,6-10,0,4212,
345a,6-10,0,4222,
345a,6-10,0,4224,
345a,6-10,0,4225,
345a,6-10,0,4321,
345a,6-10,0,4322,
345a,6-10,0,5112,
345a,6-10,0,5120,
345a,6-10,0,5131,
345a,6-10,0,5141,
345a,6-10,0,5151,
345a,6-10,0,5152,
345a,6-10,0,5221,39.0
345a,6-10,0,5222,22.0
345a,6-10,0,5223,46.0
345a,6-10,0,5224,
345a,6-10,0,5225,
345a,6-10,0,5226,
345a,6-10,0,5230,
345a,6-10,0,5242,
345a,6-10,0,5311,
345a,6-10,0,5312,
345a,6-10,0,5324,
345a,6-10,0,5330,
345a,6-10,0,5342,
345a,6-10,0,5343,6.0
345a,6-10,0,5349,
345a,6-10,0,5413,
345a,6-10,0,5414,
345a,6-10,0,5419,
345a,6-10,0,7125,
345a,6-10,0,7131,
345a,6-10,0,7212,
345a,6-10,0,7223,
345a,6-10,0,7231,
345a,6-10,0,7233,
345a,6-10,0,7523,
345a,6-10,0,7531,
345a,6-10,0,8143,
345a,6-10,0,8211,
345a,6-10,0,8212,
345a,6-10,0,8321,
345a,6-10,0,9111,
345a,6-10,0,9120,
345a,6-10,0,9320,
345a,6-10,0,9412,5.0
345a,6-10,1,1112,
345a,6-10,1,1120,
345a,6-10,1,1212,
345a,6-10,1,1221,
345a,6-10,1,1222,
345a,6-10,1,1230,
345a,6-10,1,1242,
345a,6-10,1,1251,12.0
345a,6-10,1,1252,12.0
345a,6-10,1,1291,
345a,6-10,1,1292,12.0
345a,6-10,1,1311,
345a,6-10,1,1312,
345a,6-10,1,1321,
345a,6-10,1,1322,6.0
345a,6-10,1,1341,
345a,6-10,1,1352,
345a,6-10,1,1361,
345a,6-10,1,1362,
345a,6-10,1,1371,
345a,6-10,1,1372,8.0
345a,6-10,1,1380,
345a,6-10,1,1411,
345a,6-10,1,1412,7.0
345a,6-10,1,1422,
345a,6-10,1,1511,
345a,6-10,1,1512,11.0
345a,6-10,1,1521,
345a,6-10,1,1522,
345a,6-10,1,1531,
345a,6-10,1,1532,21.0
345a,6-10,1,1591,
345a,6-10,1,1592,
345a,6-10,1,1612,
345a,6-10,1,1721,
345a,6-10,1,1731,5.0
345a,6-10,1,1732,
345a,6-10,1,1742,
345a,6-10,1,1791,
345a,6-10,1,1792,8.0
345a,6-10,1,2113,
345a,6-10,1,2133,
345a,6-10,1,2141,
345a,6-10,1,2142,
345a,6-10,1,2143,
345a,6-10,1,2144,
345a,6-10,1,2149,9.0
345a,6-10,1,2162,
345a,6-10,1,2163,
345a,6-10,1,2183,
345a,6-10,1,2228,
345a,6-10,1,2314,
345a,6-10,1,2319,5.0
345a,6-10,1,2320,
345a,6-10,1,2330,
345a,6-10,1,2341,8.0
345a,6-10,1,2342,
345a,6-10,1,2343,
345a,6-10,1,2352,
345a,6-10,1,2359,
345a,6-10,1,2411,9.0
345a,6-10,1,2412,11.0
345a,6-10,1,2413,
345a,6-10,1,2414,
345a,6-10,1,2415,
345a,6-10,1,2419,
345a,6-10,1,2421,36.0
345a,6-10,1,2422,28.0
345a,6-10,1,2423,31.0
345a,6-10,1,2431,8.0
345a,6-10,1,2432,5.0
345a,6-10,1,2511,6.0
345a,6-10,1,2512,9.0
345a,6-10,1,2514,
345a,6-10,1,2519,
345a,6-10,1,2611,
345a,6-10,1,2612,
345a,6-10,1,2614,7.0
345a,6-10,1,2615,
345a,6-10,1,2619,
345a,6-10,1,2621,
345a,6-10,1,2642,
345a,6-10,1,2661,5.0
345a,6-10,1,2663,
345a,6-10,1,2669,8.0
345a,6-10,1,3112,
345a,6-10,1,3113,6.0
