grp,expband,fresh,ssyk4,n
01Z,21+,0,5321,7.0
01Z,21+,0,5330,37.0
01Z,21+,0,5341,
01Z,21+,0,5342,
01Z,21+,0,5343,76.0
01Z,21+,0,5349,9.0
01Z,21+,0,5419,
01Z,21+,0,6111,
01Z,21+,0,6112,9.0
01Z,21+,0,6113,15.0
01Z,21+,0,6121,5.0
01Z,21+,0,6130,
01Z,21+,0,6210,
01Z,21+,0,7111,29.0
01Z,21+,0,7112,23.0
01Z,21+,0,7113,6.0
01Z,21+,0,7114,14.0
01Z,21+,0,7116,
01Z,21+,0,7119,23.0
01Z,21+,0,7121,
01Z,21+,0,7122,
01Z,21+,0,7123,
01Z,21+,0,7124,
01Z,21+,0,7125,
01Z,21+,0,7126,
01Z,21+,0,7131,29.0
01Z,21+,0,7132,8.0
01Z,21+,0,7134,
01Z,21+,0,7212,
01Z,21+,0,7213,
01Z,21+,0,7214,5.0
01Z,21+,0,7221,
01Z,21+,0,7222,
01Z,21+,0,7223,19.0
01Z,21+,0,7224,
01Z,21+,0,7231,26.0
01Z,21+,0,7311,
01Z,21+,0,7322,
01Z,21+,0,7323,
01Z,21+,0,7411,
01Z,21+,0,7420,
01Z,21+,0,7522,
01Z,21+,0,7523,8.0
01Z,21+,0,7531,9.0
01Z,21+,0,7532,
01Z,21+,0,7533,
01Z,21+,0,7611,
01Z,21+,0,7612,
01Z,21+,0,7619,
01Z,21+,0,8114,
01Z,21+,0,8116,
01Z,21+,0,8129,
01Z,21+,0,8141,
01Z,21+,0,8142,
01Z,21+,0,8143,
01Z,21+,0,8151,9.0
01Z,21+,0,8159,
01Z,21+,0,8161,12.0
01Z,21+,0,8163,6.0
01Z,21+,0,8169,5.0
01Z,21+,0,8181,
01Z,21+,0,8189,
01Z,21+,0,8191,
01Z,21+,0,8199,
01Z,21+,0,8212,
01Z,21+,0,8213,13.0
01Z,21+,0,8219,
01Z,21+,0,8321,18.0
01Z,21+,0,8329,10.0
01Z,21+,0,8331,10.0
01Z,21+,0,8332,15.0
01Z,21+,0,8341,
01Z,21+,0,8342,
01Z,21+,0,8344,
01Z,21+,0,9111,315.0
01Z,21+,0,9119,11.0
01Z,21+,0,9120,20.0
01Z,21+,0,9210,13.0
01Z,21+,0,9310,
01Z,21+,0,9320,13.0
01Z,21+,0,9331,
01Z,21+,0,9332,
01Z,21+,0,9411,60.0
01Z,21+,0,9412,141.0
01Z,21+,0,9413,
01Z,21+,0,9520,
01Z,21+,0,9610,9.0
01Z,21+,0,9621,
01Z,21+,0,9622,7.0
01Z,21+,0,9629,26.0
01Z,21+,1,1120,
01Z,21+,1,1251,
01Z,21+,1,1292,
01Z,21+,1,1322,
01Z,21+,1,1362,
01Z,21+,1,1592,
01Z,21+,1,1712,
01Z,21+,1,1721,
01Z,21+,1,1722,
01Z,21+,1,2145,
01Z,21+,1,2172,
01Z,21+,1,2173,
01Z,21+,1,2341,8.0
01Z,21+,1,2343,11.0
01Z,21+,1,2359,
01Z,21+,1,2419,
01Z,21+,1,2421,
01Z,21+,1,2422,
01Z,21+,1,2423,
01Z,21+,1,2431,
01Z,21+,1,2512,
01Z,21+,1,2516,
01Z,21+,1,2519,
01Z,21+,1,2669,6.0
01Z,21+,1,3112,
01Z,21+,1,3114,
01Z,21+,1,3119,
01Z,21+,1,3121,
01Z,21+,1,3122,
01Z,21+,1,3230,
01Z,21+,1,3240,
01Z,21+,1,3312,
01Z,21+,1,3322,5.0
01Z,21+,1,3324,
01Z,21+,1,3335,
01Z,21+,1,3411,
01Z,21+,1,3421,
01Z,21+,1,3422,
01Z,21+,1,3423,
01Z,21+,1,3431,
01Z,21+,1,3439,
01Z,21+,1,3451,
01Z,21+,1,3511,
01Z,21+,1,3512,
01Z,21+,1,4111,
01Z,21+,1,4114,
01Z,21+,1,4115,
01Z,21+,1,4117,
01Z,21+,1,4119,6.0
01Z,21+,1,4222,
01Z,21+,1,4224,
01Z,21+,1,4321,
01Z,21+,1,4322,158.0
01Z,21+,1,4323,
01Z,21+,1,4420,9.0
01Z,21+,1,4430,
01Z,21+,1,5112,
01Z,21+,1,5120,83.0
01Z,21+,1,5131,17.0
01Z,21+,1,5141,29.0
01Z,21+,1,5142,
01Z,21+,1,5143,74.0
01Z,21+,1,5144,
01Z,21+,1,5149,14.0
01Z,21+,1,5151,12.0
01Z,21+,1,5152,51.0
01Z,21+,1,5169,
01Z,21+,1,5221,16.0
01Z,21+,1,5222,45.0
01Z,21+,1,5223,11.0
01Z,21+,1,5227,
01Z,21+,1,5230,
01Z,21+,1,5311,60.0
01Z,21+,1,5312,24.0
01Z,21+,1,5321,21.0
01Z,21+,1,5323,
01Z,21+,1,5330,226.0
01Z,21+,1,5341,
01Z,21+,1,5342,24.0
01Z,21+,1,5343,134.0
01Z,21+,1,5349,38.0
01Z,21+,1,5413,
01Z,21+,1,6111,
01Z,21+,1,6112,8.0
01Z,21+,1,6113,22.0
01Z,21+,1,6121,11.0
01Z,21+,1,6122,
01Z,21+,1,6129,
01Z,21+,1,6130,
01Z,21+,1,6210,
01Z,21+,1,7111,17.0
01Z,21+,1,7112,14.0
01Z,21+,1,7113,
01Z,21+,1,7114,12.0
01Z,21+,1,7116,
01Z,21+,1,7119,22.0
01Z,21+,1,7121,
01Z,21+,1,7122,
01Z,21+,1,7125,7.0
01Z,21+,1,7126,
01Z,21+,1,7131,8.0
01Z,21+,1,7132,7.0
01Z,21+,1,7134,6.0
01Z,21+,1,7211,
01Z,21+,1,7212,6.0
01Z,21+,1,7213,
01Z,21+,1,7214,9.0
01Z,21+,1,7221,
01Z,21+,1,7222,
01Z,21+,1,7223,57.0
01Z,21+,1,7224,
01Z,21+,1,7231,22.0
01Z,21+,1,7233,7.0
01Z,21+,1,7312,
01Z,21+,1,7319,
01Z,21+,1,7322,
01Z,21+,1,7323,
01Z,21+,1,7411,6.0
01Z,21+,1,7412,
01Z,21+,1,7420,
01Z,21+,1,7521,
01Z,21+,1,7522,
01Z,21+,1,7523,14.0
01Z,21+,1,7531,10.0
01Z,21+,1,7532,
01Z,21+,1,7533,
01Z,21+,1,7534,
01Z,21+,1,7611,8.0
01Z,21+,1,7612,
01Z,21+,1,7619,
01Z,21+,1,8112,
01Z,21+,1,8114,
01Z,21+,1,8115,
01Z,21+,1,8116,
01Z,21+,1,8121,
01Z,21+,1,8122,
01Z,21+,1,8129,6.0
01Z,21+,1,8131,
01Z,21+,1,8141,
01Z,21+,1,8142,11.0
01Z,21+,1,8143,6.0
01Z,21+,1,8151,29.0
01Z,21+,1,8159,13.0
01Z,21+,1,8161,30.0
01Z,21+,1,8163,6.0
01Z,21+,1,8169,13.0
01Z,21+,1,8172,
01Z,21+,1,8173,
01Z,21+,1,8181,17.0
01Z,21+,1,8189,
01Z,21+,1,8191,
01Z,21+,1,8192,
01Z,21+,1,8193,
01Z,21+,1,8211,
01Z,21+,1,8212,13.0
01Z,21+,1,8213,13.0
01Z,21+,1,8214,6.0
01Z,21+,1,8219,21.0
01Z,21+,1,8321,39.0
01Z,21+,1,8329,30.0
01Z,21+,1,8331,65.0
01Z,21+,1,8332,31.0
01Z,21+,1,8341,
01Z,21+,1,8342,7.0
01Z,21+,1,8344,16.0
01Z,21+,1,8350,
01Z,21+,1,9111,938.0
01Z,21+,1,9119,26.0
01Z,21+,1,9120,15.0
01Z,21+,1,9210,21.0
01Z,21+,1,9310,16.0
01Z,21+,1,9320,22.0
01Z,21+,1,9331,
01Z,21+,1,9332,5.0
01Z,21+,1,9411,17.0
01Z,21+,1,9412,231.0
01Z,21+,1,9413,
01Z,21+,1,9520,5.0
01Z,21+,1,9610,19.0
01Z,21+,1,9621,5.0
01Z,21+,1,9622,
01Z,21+,1,9629,160.0
01Z,3-5,0,3323,
01Z,3-5,0,4322,
01Z,3-5,0,5120,
01Z,3-5,0,5222,
01Z,3-5,0,5343,
01Z,3-5,0,6113,
01Z,3-5,0,7121,
01Z,3-5,0,8163,
01Z,3-5,0,9111,
01Z,3-5,0,9411,
01Z,3-5,0,9412,
01Z,3-5,1,2143,
01Z,3-5,1,2431,
01Z,3-5,1,4119,
01Z,3-5,1,5120,
01Z,3-5,1,5131,
01Z,3-5,1,5311,
01Z,3-5,1,5312,
01Z,3-5,1,5321,
01Z,3-5,1,5330,
01Z,3-5,1,5343,
01Z,3-5,1,6113,
01Z,3-5,1,7111,
01Z,3-5,1,7223,
01Z,3-5,1,8169,
01Z,3-5,1,8332,
01Z,3-5,1,9111,
01Z,3-5,1,9119,
01Z,3-5,1,9310,
01Z,6-10,0,2512,
01Z,6-10,0,2513,
01Z,6-10,0,3423,
01Z,6-10,0,3514,
01Z,6-10,0,4322,
01Z,6-10,0,5120,5.0
01Z,6-10,0,5131,
01Z,6-10,0,5151,
01Z,6-10,0,5152,
01Z,6-10,0,5324,
01Z,6-10,0,5330,
01Z,6-10,0,5343,
01Z,6-10,0,6113,
01Z,6-10,0,7111,
01Z,6-10,0,7113,
01Z,6-10,0,7119,
01Z,6-10,0,7121,
01Z,6-10,0,7132,
01Z,6-10,0,7223,
01Z,6-10,0,7233,
01Z,6-10,0,7420,
01Z,6-10,0,7522,
01Z,6-10,0,8213,
01Z,6-10,0,8331,
01Z,6-10,0,8332,
01Z,6-10,0,9111,5.0
01Z,6-10,0,9210,
01Z,6-10,0,9310,
01Z,6-10,0,9332,
01Z,6-10,0,9411,
01Z,6-10,0,9412,8.0
01Z,6-10,0,9629,
01Z,6-10,1,1211,
01Z,6-10,1,1712,
01Z,6-10,1,2314,
01Z,6-10,1,2341,
01Z,6-10,1,2511,
01Z,6-10,1,3323,
01Z,6-10,1,4119,
01Z,6-10,1,4222,
01Z,6-10,1,4322,6.0
01Z,6-10,1,5131,
01Z,6-10,1,5152,
01Z,6-10,1,5169,
01Z,6-10,1,5222,
01Z,6-10,1,5223,
01Z,6-10,1,5227,
01Z,6-10,1,5230,
01Z,6-10,1,5311,
01Z,6-10,1,5312,
01Z,6-10,1,5321,
01Z,6-10,1,5330,13.0
01Z,6-10,1,5341,
01Z,6-10,1,5342,
01Z,6-10,1,5343,
01Z,6-10,1,5349,
01Z,6-10,1,6112,
01Z,6-10,1,6113,
01Z,6-10,1,7113,
01Z,6-10,1,7126,
01Z,6-10,1,7214,
01Z,6-10,1,7411,
01Z,6-10,1,7523,
01Z,6-10,1,8159,
01Z,6-10,1,8161,
01Z,6-10,1,8169,
01Z,6-10,1,8181,
01Z,6-10,1,8189,
01Z,6-10,1,8191,
01Z,6-10,1,8212,
01Z,6-10,1,8213,
01Z,6-10,1,8214,
01Z,6-10,1,8331,
01Z,6-10,1,9111,10.0
01Z,6-10,1,9119,
01Z,6-10,1,9120,
01Z,6-10,1,9320,
01Z,6-10,1,9411,
01Z,6-10,1,9412,6.0
01Z,6-10,1,9610,
01Z,na,0,1120,35.0
01Z,na,0,1211,
01Z,na,0,1212,7.0
01Z,na,0,1221,
01Z,na,0,1222,15.0
01Z,na,0,1230,
01Z,na,0,1242,
01Z,na,0,1251,
01Z,na,0,1252,15.0
01Z,na,0,1291,7.0
01Z,na,0,1292,34.0
01Z,na,0,1311,
01Z,na,0,1312,
01Z,na,0,1321,
01Z,na,0,1322,33.0
01Z,na,0,1332,
01Z,na,0,1342,
01Z,na,0,1352,
01Z,na,0,1361,
01Z,na,0,1362,59.0
01Z,na,0,1372,28.0
01Z,na,0,1380,
01Z,na,0,1422,
01Z,na,0,1492,
01Z,na,0,1512,
01Z,na,0,1522,
01Z,na,0,1540,
01Z,na,0,1592,8.0
01Z,na,0,1712,
01Z,na,0,1721,
01Z,na,0,1722,229.0
01Z,na,0,1732,48.0
01Z,na,0,1742,
01Z,na,0,1791,
01Z,na,0,1792,21.0
01Z,na,0,2131,
01Z,na,0,2135,
01Z,na,0,2141,
01Z,na,0,2142,
01Z,na,0,2143,
01Z,na,0,2149,
01Z,na,0,2161,
01Z,na,0,2172,
01Z,na,0,2173,
01Z,na,0,2183,
01Z,na,0,2211,
01Z,na,0,2221,
01Z,na,0,2239,
01Z,na,0,2241,
01Z,na,0,2260,
01Z,na,0,2273,
01Z,na,0,2311,
01Z,na,0,2320,13.0
01Z,na,0,2330,
01Z,na,0,2341,21.0
01Z,na,0,2342,6.0
01Z,na,0,2343,44.0
01Z,na,0,2359,36.0
01Z,na,0,2412,
01Z,na,0,2419,14.0
01Z,na,0,2421,8.0
01Z,na,0,2422,104.0
01Z,na,0,2423,7.0
01Z,na,0,2431,8.0
01Z,na,0,2432,5.0
01Z,na,0,2512,8.0
01Z,na,0,2515,
01Z,na,0,2516,
01Z,na,0,2519,
01Z,na,0,2619,
01Z,na,0,2621,
01Z,na,0,2642,
01Z,na,0,2643,21.0
01Z,na,0,2651,
01Z,na,0,2652,5.0
01Z,na,0,2654,
01Z,na,0,2655,
01Z,na,0,2661,
01Z,na,0,2669,74.0
01Z,na,0,2671,
01Z,na,0,2672,
01Z,na,0,3111,5.0
01Z,na,0,3112,20.0
01Z,na,0,3113,8.0
01Z,na,0,3114,8.0
01Z,na,0,3115,
01Z,na,0,3117,
01Z,na,0,3119,15.0
01Z,na,0,3121,39.0
01Z,na,0,3122,12.0
01Z,na,0,3152,
01Z,na,0,3211,
01Z,na,0,3212,
01Z,na,0,3214,7.0
01Z,na,0,3215,
01Z,na,0,3230,
01Z,na,0,3240,
01Z,na,0,3312,
01Z,na,0,3313,
01Z,na,0,3314,
01Z,na,0,3322,74.0
01Z,na,0,3323,17.0
01Z,na,0,3324,16.0
01Z,na,0,3331,
01Z,na,0,3332,
01Z,na,0,3333,8.0
01Z,na,0,3335,19.0
01Z,na,0,3339,16.0
01Z,na,0,3341,11.0
01Z,na,0,3342,
01Z,na,0,3343,
01Z,na,0,3354,5.0
01Z,na,0,3355,
01Z,na,0,3359,
01Z,na,0,3411,36.0
01Z,na,0,3412,
01Z,na,0,3421,6.0
01Z,na,0,3422,19.0
01Z,na,0,3423,54.0
01Z,na,0,3431,6.0
01Z,na,0,3432,
01Z,na,0,3433,
01Z,na,0,3439,
01Z,na,0,3441,
01Z,na,0,3449,10.0
01Z,na,0,3451,69.0
01Z,na,0,3452,6.0
01Z,na,0,3511,
01Z,na,0,3512,7.0
01Z,na,0,3513,
01Z,na,0,3514,
01Z,na,0,3515,
01Z,na,0,3522,9.0
01Z,na,0,4111,42.0
01Z,na,0,4112,10.0
01Z,na,0,4114,5.0
01Z,na,0,4115,6.0
01Z,na,0,4116,6.0
01Z,na,0,4117,
01Z,na,0,4119,133.0
01Z,na,0,4211,
01Z,na,0,4221,5.0
01Z,na,0,4222,23.0
01Z,na,0,4223,
01Z,na,0,4224,27.0
01Z,na,0,4225,23.0
01Z,na,0,4226,
01Z,na,0,4321,27.0
01Z,na,0,4322,938.0
01Z,na,0,4323,14.0
01Z,na,0,4410,
01Z,na,0,4420,50.0
01Z,na,0,4430,18.0
01Z,na,0,5112,9.0
01Z,na,0,5113,
01Z,na,0,5120,916.0
01Z,na,0,5131,237.0
01Z,na,0,5132,28.0
01Z,na,0,5141,218.0
01Z,na,0,5142,
01Z,na,0,5143,52.0
01Z,na,0,5144,
01Z,na,0,5149,70.0
01Z,na,0,5151,58.0
01Z,na,0,5152,989.0
01Z,na,0,5161,
01Z,na,0,5169,22.0
01Z,na,0,5221,88.0
01Z,na,0,5222,381.0
01Z,na,0,5223,251.0
01Z,na,0,5224,
01Z,na,0,5225,15.0
01Z,na,0,5226,5.0
01Z,na,0,5227,6.0
01Z,na,0,5230,142.0
01Z,na,0,5241,15.0
01Z,na,0,5242,6.0
01Z,na,0,5311,512.0
01Z,na,0,5312,246.0
01Z,na,0,5321,86.0
01Z,na,0,5323,
01Z,na,0,5324,
01Z,na,0,5326,
01Z,na,0,5330,1016.0
01Z,na,0,5341,17.0
01Z,na,0,5342,165.0
01Z,na,0,5343,1332.0
01Z,na,0,5349,265.0
01Z,na,0,5350,7.0
01Z,na,0,5411,
01Z,na,0,5412,9.0
01Z,na,0,5413,32.0
01Z,na,0,5419,18.0
01Z,na,0,6111,437.0
01Z,na,0,6112,87.0
01Z,na,0,6113,233.0
01Z,na,0,6121,336.0
01Z,na,0,6122,
01Z,na,0,6129,6.0
01Z,na,0,6130,590.0
01Z,na,0,6210,40.0
01Z,na,0,6221,5.0
01Z,na,0,6222,21.0
01Z,na,0,7111,304.0
01Z,na,0,7112,116.0
01Z,na,0,7113,98.0
01Z,na,0,7114,122.0
01Z,na,0,7116,31.0
01Z,na,0,7119,234.0
01Z,na,0,7121,43.0
01Z,na,0,7122,31.0
01Z,na,0,7123,20.0
01Z,na,0,7124,25.0
01Z,na,0,7125,82.0
01Z,na,0,7126,14.0
01Z,na,0,7131,194.0
01Z,na,0,7132,107.0
01Z,na,0,7133,5.0
01Z,na,0,7134,58.0
01Z,na,0,7211,11.0
01Z,na,0,7212,99.0
01Z,na,0,7213,29.0
01Z,na,0,7214,30.0
01Z,na,0,7215,13.0
01Z,na,0,7221,22.0
01Z,na,0,7222,
01Z,na,0,7223,277.0
01Z,na,0,7224,7.0
01Z,na,0,7231,343.0
01Z,na,0,7233,67.0
01Z,na,0,7311,8.0
01Z,na,0,7312,10.0
01Z,na,0,7319,7.0
01Z,na,0,7321,
01Z,na,0,7322,18.0
01Z,na,0,7323,12.0
01Z,na,0,7411,41.0
01Z,na,0,7412,21.0
01Z,na,0,7413,5.0
01Z,na,0,7420,25.0
01Z,na,0,7521,
01Z,na,0,7522,62.0
01Z,na,0,7523,57.0
01Z,na,0,7531,92.0
01Z,na,0,7532,14.0
01Z,na,0,7533,12.0
01Z,na,0,7534,11.0
01Z,na,0,7611,66.0
01Z,na,0,7612,85.0
01Z,na,0,7619,23.0
01Z,na,0,8111,
01Z,na,0,8112,6.0
01Z,na,0,8113,
01Z,na,0,8114,19.0
01Z,na,0,8116,8.0
01Z,na,0,8121,33.0
01Z,na,0,8122,
01Z,na,0,8129,20.0
01Z,na,0,8131,10.0
01Z,na,0,8132,7.0
01Z,na,0,8141,16.0
01Z,na,0,8142,73.0
01Z,na,0,8143,9.0
01Z,na,0,8151,97.0
01Z,na,0,8159,50.0
01Z,na,0,8161,126.0
01Z,na,0,8162,9.0
01Z,na,0,8163,59.0
01Z,na,0,8169,49.0
01Z,na,0,8171,
01Z,na,0,8172,5.0
01Z,na,0,8173,27.0
01Z,na,0,8174,
01Z,na,0,8181,45.0
01Z,na,0,8189,8.0
01Z,na,0,8191,78.0
01Z,na,0,8192,9.0
01Z,na,0,8193,5.0
01Z,na,0,8199,5.0
01Z,na,0,8211,44.0
01Z,na,0,8212,83.0
01Z,na,0,8213,168.0
01Z,na,0,8214,46.0
01Z,na,0,8219,72.0
01Z,na,0,8311,
01Z,na,0,8321,633.0
01Z,na,0,8329,153.0
01Z,na,0,8331,249.0
01Z,na,0,8332,375.0
01Z,na,0,8341,45.0
01Z,na,0,8342,139.0
01Z,na,0,8343,7.0
01Z,na,0,8344,58.0
01Z,na,0,8350,5.0
01Z,na,0,9111,3077.0
01Z,na,0,9119,138.0
01Z,na,0,9120,447.0
01Z,na,0,9210,101.0
01Z,na,0,9310,115.0
01Z,na,0,9320,166.0
01Z,na,0,9331,5.0
01Z,na,0,9332,84.0
01Z,na,0,9411,726.0
01Z,na,0,9412,2232.0
01Z,na,0,9413,77.0
01Z,na,0,9520,7.0
01Z,na,0,9610,149.0
01Z,na,0,9621,61.0
01Z,na,0,9622,58.0
01Z,na,0,9629,532.0
01Z,na,1,1120,13.0
01Z,na,1,1211,
