grp,expband,fresh,ssyk4,n
01Z,11-20,0,8169,
01Z,11-20,0,8213,
01Z,11-20,0,8321,9.0
01Z,11-20,0,8329,13.0
01Z,11-20,0,8331,
01Z,11-20,0,8332,7.0
01Z,11-20,0,9111,54.0
01Z,11-20,0,9120,13.0
01Z,11-20,0,9210,6.0
01Z,11-20,0,9310,
01Z,11-20,0,9320,
01Z,11-20,0,9332,
01Z,11-20,0,9411,29.0
01Z,11-20,0,9412,59.0
01Z,11-20,0,9413,
01Z,11-20,0,9621,
01Z,11-20,0,9629,
01Z,11-20,1,1120,
01Z,11-20,1,1251,
01Z,11-20,1,1321,
01Z,11-20,1,1721,
01Z,11-20,1,1722,
01Z,11-20,1,2341,
01Z,11-20,1,2343,
01Z,11-20,1,2359,
01Z,11-20,1,2422,
01Z,11-20,1,2423,
01Z,11-20,1,2519,
01Z,11-20,1,2643,
01Z,11-20,1,2669,
01Z,11-20,1,3113,
01Z,11-20,1,3119,
01Z,11-20,1,3121,
01Z,11-20,1,3122,
01Z,11-20,1,3322,
01Z,11-20,1,3411,
01Z,11-20,1,3421,
01Z,11-20,1,3514,
01Z,11-20,1,4111,
01Z,11-20,1,4112,
01Z,11-20,1,4119,
01Z,11-20,1,4221,
01Z,11-20,1,4222,
01Z,11-20,1,4224,
01Z,11-20,1,4322,59.0
01Z,11-20,1,4323,
01Z,11-20,1,4420,
01Z,11-20,1,5120,17.0
01Z,11-20,1,5131,
01Z,11-20,1,5132,
01Z,11-20,1,5141,15.0
01Z,11-20,1,5143,
01Z,11-20,1,5149,
01Z,11-20,1,5151,
01Z,11-20,1,5152,14.0
01Z,11-20,1,5221,
01Z,11-20,1,5222,13.0
01Z,11-20,1,5223,7.0
01Z,11-20,1,5225,
01Z,11-20,1,5230,
01Z,11-20,1,5311,20.0
01Z,11-20,1,5312,9.0
01Z,11-20,1,5321,5.0
01Z,11-20,1,5323,
01Z,11-20,1,5330,100.0
01Z,11-20,1,5341,
01Z,11-20,1,5342,9.0
01Z,11-20,1,5343,25.0
01Z,11-20,1,5349,10.0
01Z,11-20,1,5413,
01Z,11-20,1,5419,
01Z,11-20,1,6111,
01Z,11-20,1,6113,
01Z,11-20,1,6121,
01Z,11-20,1,6122,
01Z,11-20,1,6210,
01Z,11-20,1,7111,7.0
01Z,11-20,1,7112,
01Z,11-20,1,7113,
01Z,11-20,1,7116,
01Z,11-20,1,7119,
01Z,11-20,1,7123,
01Z,11-20,1,7125,
01Z,11-20,1,7126,
01Z,11-20,1,7131,
01Z,11-20,1,7132,
01Z,11-20,1,7212,
01Z,11-20,1,7214,
01Z,11-20,1,7222,
01Z,11-20,1,7223,17.0
01Z,11-20,1,7231,
01Z,11-20,1,7319,
01Z,11-20,1,7411,
01Z,11-20,1,7522,
01Z,11-20,1,7523,
01Z,11-20,1,7611,
01Z,11-20,1,7612,
01Z,11-20,1,8114,
01Z,11-20,1,8116,
01Z,11-20,1,8129,
01Z,11-20,1,8131,
01Z,11-20,1,8132,
01Z,11-20,1,8141,
01Z,11-20,1,8142,6.0
01Z,11-20,1,8151,
01Z,11-20,1,8161,6.0
01Z,11-20,1,8162,
01Z,11-20,1,8163,
01Z,11-20,1,8169,
01Z,11-20,1,8173,
01Z,11-20,1,8174,
01Z,11-20,1,8181,5.0
01Z,11-20,1,8189,
01Z,11-20,1,8191,
01Z,11-20,1,8192,
01Z,11-20,1,8193,
01Z,11-20,1,8212,
01Z,11-20,1,8213,
01Z,11-20,1,8214,
01Z,11-20,1,8219,
01Z,11-20,1,8321,19.0
01Z,11-20,1,8329,
01Z,11-20,1,8331,23.0
01Z,11-20,1,8332,
01Z,11-20,1,8342,
01Z,11-20,1,8344,
01Z,11-20,1,9111,125.0
01Z,11-20,1,9119,
01Z,11-20,1,9120,10.0
01Z,11-20,1,9210,
01Z,11-20,1,9310,
01Z,11-20,1,9320,6.0
01Z,11-20,1,9332,
01Z,11-20,1,9411,9.0
01Z,11-20,1,9412,53.0
01Z,11-20,1,9520,
01Z,11-20,1,9610,
01Z,11-20,1,9622,
01Z,11-20,1,9629,15.0
01Z,21+,0,1120,
01Z,21+,0,1222,
01Z,21+,0,1252,
01Z,21+,0,1291,
01Z,21+,0,1292,
01Z,21+,0,1322,
01Z,21+,0,1362,
01Z,21+,0,1372,
01Z,21+,0,1722,21.0
01Z,21+,0,1732,
01Z,21+,0,2142,
01Z,21+,0,2173,
01Z,21+,0,2341,
01Z,21+,0,2342,
01Z,21+,0,2343,
01Z,21+,0,2419,
01Z,21+,0,2421,
01Z,21+,0,2422,
01Z,21+,0,2431,
01Z,21+,0,2432,
01Z,21+,0,2512,
01Z,21+,0,2651,
01Z,21+,0,2652,
01Z,21+,0,2669,
01Z,21+,0,3111,
01Z,21+,0,3114,
01Z,21+,0,3121,
01Z,21+,0,3153,
01Z,21+,0,3322,
01Z,21+,0,3323,
01Z,21+,0,3333,
01Z,21+,0,3335,
01Z,21+,0,3343,
01Z,21+,0,3359,
01Z,21+,0,3411,
01Z,21+,0,3421,
01Z,21+,0,3422,
01Z,21+,0,3439,
01Z,21+,0,3449,
01Z,21+,0,3451,9.0
01Z,21+,0,3514,
01Z,21+,0,4111,7.0
01Z,21+,0,4119,7.0
01Z,21+,0,4222,
01Z,21+,0,4224,
01Z,21+,0,4322,71.0
01Z,21+,0,4410,
01Z,21+,0,4420,
01Z,21+,0,5120,144.0
01Z,21+,0,5131,32.0
01Z,21+,0,5132,
01Z,21+,0,5141,21.0
01Z,21+,0,5143,56.0
01Z,21+,0,5149,
01Z,21+,0,5151,
01Z,21+,0,5152,69.0
01Z,21+,0,5169,
01Z,21+,0,5221,6.0
01Z,21+,0,5222,21.0
01Z,21+,0,5223,11.0
01Z,21+,0,5225,
01Z,21+,0,5230,11.0
01Z,21+,0,5241,
01Z,21+,0,5311,20.0
01Z,21+,0,5312,17.0
01Z,21+,0,5321,11.0
01Z,21+,0,5330,35.0
01Z,21+,0,5342,
01Z,21+,0,5343,90.0
01Z,21+,0,5349,11.0
01Z,21+,0,5413,
01Z,21+,0,5419,
01Z,21+,0,6111,
01Z,21+,0,6112,11.0
01Z,21+,0,6113,19.0
01Z,21+,0,6121,8.0
01Z,21+,0,6129,
01Z,21+,0,6130,
01Z,21+,0,6210,5.0
01Z,21+,0,7111,32.0
01Z,21+,0,7112,18.0
01Z,21+,0,7113,
01Z,21+,0,7114,12.0
01Z,21+,0,7116,
01Z,21+,0,7119,25.0
01Z,21+,0,7121,5.0
01Z,21+,0,7122,
01Z,21+,0,7123,
01Z,21+,0,7124,
01Z,21+,0,7125,
01Z,21+,0,7131,25.0
01Z,21+,0,7132,11.0
01Z,21+,0,7134,
01Z,21+,0,7211,
01Z,21+,0,7212,6.0
01Z,21+,0,7213,7.0
01Z,21+,0,7214,5.0
01Z,21+,0,7221,
01Z,21+,0,7222,
01Z,21+,0,7223,19.0
01Z,21+,0,7224,
01Z,21+,0,7231,28.0
01Z,21+,0,7233,
01Z,21+,0,7311,
01Z,21+,0,7319,
01Z,21+,0,7322,
01Z,21+,0,7323,
01Z,21+,0,7411,
01Z,21+,0,7420,
01Z,21+,0,7522,6.0
01Z,21+,0,7523,5.0
01Z,21+,0,7531,12.0
01Z,21+,0,7533,
01Z,21+,0,7534,
01Z,21+,0,7611,
01Z,21+,0,7612,9.0
01Z,21+,0,7619,
01Z,21+,0,8114,
01Z,21+,0,8129,
01Z,21+,0,8131,
01Z,21+,0,8141,
01Z,21+,0,8142,8.0
01Z,21+,0,8143,
01Z,21+,0,8151,11.0
01Z,21+,0,8159,
01Z,21+,0,8161,9.0
01Z,21+,0,8163,
01Z,21+,0,8169,
01Z,21+,0,8181,
01Z,21+,0,8189,
01Z,21+,0,8191,
01Z,21+,0,8199,
01Z,21+,0,8211,
01Z,21+,0,8212,
01Z,21+,0,8213,13.0
01Z,21+,0,8219,
01Z,21+,0,8321,20.0
01Z,21+,0,8329,36.0
01Z,21+,0,8331,12.0
01Z,21+,0,8332,14.0
01Z,21+,0,8341,
01Z,21+,0,8342,
01Z,21+,0,8344,
01Z,21+,0,9111,357.0
01Z,21+,0,9119,10.0
01Z,21+,0,9120,24.0
01Z,21+,0,9210,11.0
01Z,21+,0,9310,6.0
01Z,21+,0,9320,16.0
01Z,21+,0,9332,
01Z,21+,0,9411,77.0
01Z,21+,0,9412,181.0
01Z,21+,0,9413,8.0
01Z,21+,0,9520,
01Z,21+,0,9610,14.0
01Z,21+,0,9621,
01Z,21+,0,9622,6.0
01Z,21+,0,9629,30.0
01Z,21+,1,1222,
01Z,21+,1,1251,
01Z,21+,1,1292,
01Z,21+,1,1592,
01Z,21+,1,1712,
01Z,21+,1,1721,
01Z,21+,1,1722,
01Z,21+,1,1732,
01Z,21+,1,2145,
01Z,21+,1,2149,
01Z,21+,1,2172,
01Z,21+,1,2320,
01Z,21+,1,2330,
01Z,21+,1,2341,11.0
01Z,21+,1,2342,
01Z,21+,1,2343,14.0
01Z,21+,1,2359,
01Z,21+,1,2419,
01Z,21+,1,2422,6.0
01Z,21+,1,2423,
01Z,21+,1,2431,
01Z,21+,1,2512,
01Z,21+,1,2516,
01Z,21+,1,2519,
01Z,21+,1,2669,5.0
01Z,21+,1,3112,
01Z,21+,1,3113,
01Z,21+,1,3114,
01Z,21+,1,3119,
01Z,21+,1,3121,
01Z,21+,1,3122,
01Z,21+,1,3230,
01Z,21+,1,3240,
01Z,21+,1,3312,
01Z,21+,1,3322,
01Z,21+,1,3335,
01Z,21+,1,3343,
01Z,21+,1,3411,5.0
01Z,21+,1,3422,
01Z,21+,1,3423,
01Z,21+,1,3431,
01Z,21+,1,3439,
01Z,21+,1,3451,
01Z,21+,1,3511,
01Z,21+,1,3512,
01Z,21+,1,4111,
01Z,21+,1,4113,
01Z,21+,1,4114,
01Z,21+,1,4115,
01Z,21+,1,4119,
01Z,21+,1,4222,
01Z,21+,1,4224,
01Z,21+,1,4225,
01Z,21+,1,4321,
01Z,21+,1,4322,166.0
01Z,21+,1,4323,
01Z,21+,1,4420,10.0
01Z,21+,1,4430,
01Z,21+,1,5112,
01Z,21+,1,5120,74.0
01Z,21+,1,5131,12.0
01Z,21+,1,5141,19.0
01Z,21+,1,5142,
01Z,21+,1,5143,47.0
01Z,21+,1,5144,
01Z,21+,1,5149,16.0
01Z,21+,1,5151,7.0
01Z,21+,1,5152,55.0
01Z,21+,1,5169,
01Z,21+,1,5221,19.0
01Z,21+,1,5222,42.0
01Z,21+,1,5223,9.0
01Z,21+,1,5227,
01Z,21+,1,5311,56.0
01Z,21+,1,5312,29.0
01Z,21+,1,5321,20.0
01Z,21+,1,5323,
01Z,21+,1,5330,200.0
01Z,21+,1,5341,
01Z,21+,1,5342,22.0
01Z,21+,1,5343,138.0
01Z,21+,1,5349,35.0
01Z,21+,1,5413,
01Z,21+,1,5419,
01Z,21+,1,6112,9.0
01Z,21+,1,6113,22.0
01Z,21+,1,6121,5.0
01Z,21+,1,6130,
01Z,21+,1,6210,
01Z,21+,1,7111,17.0
01Z,21+,1,7112,19.0
01Z,21+,1,7113,7.0
01Z,21+,1,7114,12.0
01Z,21+,1,7116,
01Z,21+,1,7119,22.0
01Z,21+,1,7122,
01Z,21+,1,7124,
01Z,21+,1,7125,
01Z,21+,1,7126,
01Z,21+,1,7131,11.0
01Z,21+,1,7132,9.0
01Z,21+,1,7134,7.0
01Z,21+,1,7211,
01Z,21+,1,7212,6.0
01Z,21+,1,7213,
01Z,21+,1,7214,8.0
01Z,21+,1,7223,45.0
01Z,21+,1,7224,
01Z,21+,1,7231,25.0
01Z,21+,1,7233,
01Z,21+,1,7311,
01Z,21+,1,7312,
01Z,21+,1,7322,
01Z,21+,1,7323,
01Z,21+,1,7411,5.0
01Z,21+,1,7412,
01Z,21+,1,7420,
01Z,21+,1,7521,
01Z,21+,1,7522,
01Z,21+,1,7523,14.0
01Z,21+,1,7531,7.0
01Z,21+,1,7532,
01Z,21+,1,7533,
01Z,21+,1,7611,6.0
01Z,21+,1,7612,
01Z,21+,1,7619,
01Z,21+,1,8112,
01Z,21+,1,8114,
01Z,21+,1,8115,
01Z,21+,1,8116,
01Z,21+,1,8121,
01Z,21+,1,8122,
01Z,21+,1,8129,
01Z,21+,1,8141,
01Z,21+,1,8142,7.0
01Z,21+,1,8143,
01Z,21+,1,8151,20.0
01Z,21+,1,8159,11.0
01Z,21+,1,8161,30.0
01Z,21+,1,8163,10.0
01Z,21+,1,8169,15.0
01Z,21+,1,8173,
01Z,21+,1,8181,14.0
01Z,21+,1,8189,
01Z,21+,1,8191,6.0
01Z,21+,1,8192,
01Z,21+,1,8193,
01Z,21+,1,8211,
01Z,21+,1,8212,10.0
01Z,21+,1,8213,15.0
01Z,21+,1,8214,5.0
01Z,21+,1,8219,13.0
01Z,21+,1,8321,29.0
01Z,21+,1,8329,10.0
01Z,21+,1,8331,57.0
01Z,21+,1,8332,23.0
01Z,21+,1,8341,
01Z,21+,1,8342,
01Z,21+,1,8344,14.0
01Z,21+,1,8350,
01Z,21+,1,9111,861.0
01Z,21+,1,9119,32.0
01Z,21+,1,9120,18.0
01Z,21+,1,9210,24.0
01Z,21+,1,9310,17.0
01Z,21+,1,9320,23.0
01Z,21+,1,9331,
01Z,21+,1,9332,6.0
01Z,21+,1,9411,16.0
01Z,21+,1,9412,201.0
01Z,21+,1,9413,
01Z,21+,1,9520,
01Z,21+,1,9610,16.0
01Z,21+,1,9621,5.0
01Z,21+,1,9622,5.0
01Z,21+,1,9629,155.0
01Z,3-5,0,5131,
01Z,3-5,0,5343,
01Z,3-5,0,6113,
01Z,3-5,0,9111,
01Z,3-5,0,9412,
01Z,3-5,1,2143,
01Z,3-5,1,5120,
01Z,3-5,1,5131,
01Z,3-5,1,5222,
01Z,3-5,1,5311,
01Z,3-5,1,5330,6.0
01Z,3-5,1,5343,
01Z,3-5,1,6113,
01Z,3-5,1,7111,
01Z,3-5,1,7223,
01Z,3-5,1,7523,
01Z,3-5,1,8163,
01Z,3-5,1,8169,
01Z,3-5,1,8181,
01Z,3-5,1,9111,
01Z,3-5,1,9411,
01Z,3-5,1,9412,
01Z,6-10,0,1712,
01Z,6-10,0,2511,
01Z,6-10,0,2512,
01Z,6-10,0,2513,
01Z,6-10,0,3111,
01Z,6-10,0,3421,
01Z,6-10,0,3514,
01Z,6-10,0,4119,
01Z,6-10,0,4322,
01Z,6-10,0,5113,
01Z,6-10,0,5120,
01Z,6-10,0,5131,
01Z,6-10,0,5141,
01Z,6-10,0,5152,
01Z,6-10,0,5230,
01Z,6-10,0,5312,
01Z,6-10,0,5321,
01Z,6-10,0,5330,
01Z,6-10,0,5342,
01Z,6-10,0,5343,
01Z,6-10,0,6210,
01Z,6-10,0,7111,
01Z,6-10,0,7113,
01Z,6-10,0,7119,
01Z,6-10,0,7125,
01Z,6-10,0,7213,
01Z,6-10,0,8161,
01Z,6-10,0,8213,
01Z,6-10,0,9111,8.0
01Z,6-10,0,9210,
01Z,6-10,0,9310,
01Z,6-10,0,9332,
01Z,6-10,0,9411,
01Z,6-10,0,9412,10.0
01Z,6-10,0,9413,
01Z,6-10,0,9629,
01Z,6-10,1,2314,
01Z,6-10,1,2341,
01Z,6-10,1,2343,
01Z,6-10,1,2512,
01Z,6-10,1,3323,
01Z,6-10,1,3422,
01Z,6-10,1,3423,
01Z,6-10,1,4119,
01Z,6-10,1,4322,8.0
01Z,6-10,1,5120,5.0
01Z,6-10,1,5141,
01Z,6-10,1,5151,
01Z,6-10,1,5152,
01Z,6-10,1,5221,
01Z,6-10,1,5222,
01Z,6-10,1,5223,
01Z,6-10,1,5225,
01Z,6-10,1,5227,
01Z,6-10,1,5312,
01Z,6-10,1,5321,
01Z,6-10,1,5324,
01Z,6-10,1,5330,21.0
01Z,6-10,1,5341,
01Z,6-10,1,5342,
01Z,6-10,1,5343,
01Z,6-10,1,5349,
01Z,6-10,1,6113,
01Z,6-10,1,7111,
01Z,6-10,1,7113,
01Z,6-10,1,7119,
01Z,6-10,1,7121,
01Z,6-10,1,7125,
01Z,6-10,1,7126,
01Z,6-10,1,7132,
01Z,6-10,1,7223,
01Z,6-10,1,7233,
01Z,6-10,1,7522,
01Z,6-10,1,7523,
01Z,6-10,1,7611,
01Z,6-10,1,8141,
01Z,6-10,1,8161,
01Z,6-10,1,8169,
01Z,6-10,1,8189,
01Z,6-10,1,8193,
01Z,6-10,1,8211,
01Z,6-10,1,8212,
01Z,6-10,1,8213,
01Z,6-10,1,8214,
01Z,6-10,1,8331,
01Z,6-10,1,9111,12.0
01Z,6-10,1,9120,
01Z,6-10,1,9210,
01Z,6-10,1,9310,
01Z,6-10,1,9332,
01Z,6-10,1,9412,9.0
01Z,6-10,1,9622,
01Z,6-10,1,9629,
01Z,na,0,1120,85.0
01Z,na,0,1211,
01Z,na,0,1212,15.0
01Z,na,0,1221,
01Z,na,0,1222,20.0
01Z,na,0,1230,6.0
01Z,na,0,1242,
01Z,na,0,1251,
01Z,na,0,1252,26.0
01Z,na,0,1291,12.0
01Z,na,0,1292,65.0
01Z,na,0,1311,
01Z,na,0,1312,
01Z,na,0,1321,8.0
01Z,na,0,1322,45.0
01Z,na,0,1332,
01Z,na,0,1342,5.0
01Z,na,0,1352,16.0
01Z,na,0,1361,6.0
01Z,na,0,1362,95.0
01Z,na,0,1371,
01Z,na,0,1372,58.0
01Z,na,0,1380,6.0
01Z,na,0,1421,
01Z,na,0,1422,
01Z,na,0,1492,
01Z,na,0,1512,
01Z,na,0,1521,
01Z,na,0,1522,
01Z,na,0,1592,7.0
01Z,na,0,1612,
01Z,na,0,1712,
01Z,na,0,1721,9.0
01Z,na,0,1722,319.0
01Z,na,0,1731,
01Z,na,0,1732,85.0
01Z,na,0,1742,6.0
01Z,na,0,1791,9.0
01Z,na,0,1792,27.0
01Z,na,0,2113,
01Z,na,0,2131,
01Z,na,0,2134,
01Z,na,0,2135,5.0
01Z,na,0,2141,
01Z,na,0,2142,
01Z,na,0,2143,
01Z,na,0,2144,
01Z,na,0,2145,
01Z,na,0,2149,
01Z,na,0,2162,
01Z,na,0,2171,
01Z,na,0,2172,
01Z,na,0,2173,
01Z,na,0,2179,
01Z,na,0,2181,
01Z,na,0,2183,
01Z,na,0,2211,
01Z,na,0,2239,
01Z,na,0,2260,
01Z,na,0,2271,
01Z,na,0,2273,
01Z,na,0,2311,
01Z,na,0,2320,18.0
01Z,na,0,2330,10.0
01Z,na,0,2341,23.0
01Z,na,0,2342,5.0
01Z,na,0,2343,43.0
01Z,na,0,2351,
01Z,na,0,2352,
01Z,na,0,2359,41.0
01Z,na,0,2411,
01Z,na,0,2412,
01Z,na,0,2413,
01Z,na,0,2419,19.0
01Z,na,0,2421,7.0
01Z,na,0,2422,64.0
01Z,na,0,2423,11.0
01Z,na,0,2431,11.0
01Z,na,0,2432,7.0
01Z,na,0,2511,
01Z,na,0,2512,9.0
01Z,na,0,2515,
01Z,na,0,2516,
01Z,na,0,2519,
01Z,na,0,2619,
01Z,na,0,2621,
01Z,na,0,2622,
01Z,na,0,2641,
01Z,na,0,2642,
01Z,na,0,2643,20.0
01Z,na,0,2651,
01Z,na,0,2652,13.0
01Z,na,0,2654,
01Z,na,0,2655,
01Z,na,0,2661,
01Z,na,0,2662,
01Z,na,0,2663,
01Z,na,0,2669,92.0
01Z,na,0,2671,
01Z,na,0,2672,
01Z,na,0,3111,10.0
01Z,na,0,3112,26.0
01Z,na,0,3113,24.0
01Z,na,0,3114,13.0
01Z,na,0,3115,
01Z,na,0,3116,
01Z,na,0,3117,
01Z,na,0,3119,28.0
01Z,na,0,3121,70.0
01Z,na,0,3122,33.0
01Z,na,0,3151,
01Z,na,0,3152,7.0
01Z,na,0,3155,
01Z,na,0,3211,
01Z,na,0,3212,
01Z,na,0,3214,12.0
01Z,na,0,3215,
01Z,na,0,3230,
01Z,na,0,3240,
01Z,na,0,3312,
01Z,na,0,3313,23.0
01Z,na,0,3314,
01Z,na,0,3321,
01Z,na,0,3322,126.0
01Z,na,0,3323,27.0
01Z,na,0,3324,16.0
01Z,na,0,3331,
01Z,na,0,3332,
01Z,na,0,3333,12.0
01Z,na,0,3334,
01Z,na,0,3335,23.0
01Z,na,0,3339,28.0
01Z,na,0,3341,11.0
01Z,na,0,3342,
01Z,na,0,3343,16.0
01Z,na,0,3353,6.0
01Z,na,0,3354,5.0
01Z,na,0,3359,15.0
01Z,na,0,3411,61.0
01Z,na,0,3412,
01Z,na,0,3421,9.0
01Z,na,0,3422,21.0
01Z,na,0,3423,55.0
01Z,na,0,3424,
01Z,na,0,3431,7.0
01Z,na,0,3432,
01Z,na,0,3433,
01Z,na,0,3439,5.0
01Z,na,0,3441,
01Z,na,0,3449,24.0
01Z,na,0,3451,77.0
01Z,na,0,3452,17.0
01Z,na,0,3511,
01Z,na,0,3512,6.0
01Z,na,0,3513,
01Z,na,0,3514,
01Z,na,0,3515,
01Z,na,0,3522,15.0
01Z,na,0,4111,90.0
01Z,na,0,4112,13.0
01Z,na,0,4113,5.0
01Z,na,0,4114,11.0
01Z,na,0,4115,5.0
01Z,na,0,4116,
01Z,na,0,4117,
01Z,na,0,4119,236.0
01Z,na,0,4211,
01Z,na,0,4212,
01Z,na,0,4221,10.0
01Z,na,0,4222,38.0
01Z,na,0,4223,
01Z,na,0,4224,35.0
01Z,na,0,4225,33.0
01Z,na,0,4226,
01Z,na,0,4321,36.0
01Z,na,0,4322,1029.0
01Z,na,0,4323,23.0
01Z,na,0,4410,7.0
01Z,na,0,4420,40.0
01Z,na,0,4430,68.0
01Z,na,0,5112,11.0
01Z,na,0,5113,5.0
01Z,na,0,5120,1142.0
01Z,na,0,5131,308.0
01Z,na,0,5132,30.0
01Z,na,0,5141,263.0
01Z,na,0,5142,
01Z,na,0,5143,138.0
01Z,na,0,5144,
01Z,na,0,5149,72.0
01Z,na,0,5151,67.0
01Z,na,0,5152,1406.0
01Z,na,0,5161,12.0
01Z,na,0,5169,38.0
01Z,na,0,5221,111.0
01Z,na,0,5222,474.0
01Z,na,0,5223,363.0
01Z,na,0,5224,
01Z,na,0,5225,18.0
01Z,na,0,5226,7.0
01Z,na,0,5227,8.0
01Z,na,0,5230,208.0
01Z,na,0,5241,18.0
01Z,na,0,5242,16.0
01Z,na,0,5311,554.0
01Z,na,0,5312,282.0
01Z,na,0,5321,137.0
01Z,na,0,5322,
01Z,na,0,5323,6.0
01Z,na,0,5330,1074.0
01Z,na,0,5341,21.0
01Z,na,0,5342,202.0
01Z,na,0,5343,1627.0
01Z,na,0,5349,322.0
01Z,na,0,5350,10.0
01Z,na,0,5412,11.0
01Z,na,0,5413,47.0
01Z,na,0,5414,
01Z,na,0,5419,18.0
01Z,na,0,6111,605.0
01Z,na,0,6112,100.0
01Z,na,0,6113,292.0
01Z,na,0,6121,519.0
01Z,na,0,6122,8.0
01Z,na,0,6129,9.0
01Z,na,0,6130,803.0
01Z,na,0,6210,79.0
01Z,na,0,6221,
01Z,na,0,6222,29.0
01Z,na,0,7111,452.0
01Z,na,0,7112,147.0
01Z,na,0,7113,102.0
01Z,na,0,7114,183.0
01Z,na,0,7116,43.0
01Z,na,0,7119,284.0
01Z,na,0,7121,50.0
01Z,na,0,7122,41.0
01Z,na,0,7123,21.0
01Z,na,0,7124,48.0
01Z,na,0,7125,104.0
01Z,na,0,7126,17.0
01Z,na,0,7131,266.0
01Z,na,0,7132,108.0
01Z,na,0,7133,5.0
01Z,na,0,7134,74.0
01Z,na,0,7211,10.0
01Z,na,0,7212,141.0
01Z,na,0,7213,63.0
01Z,na,0,7214,46.0
01Z,na,0,7215,17.0
01Z,na,0,7221,40.0
01Z,na,0,7222,11.0
01Z,na,0,7223,376.0
01Z,na,0,7224,16.0
01Z,na,0,7231,427.0
01Z,na,0,7232,
01Z,na,0,7233,133.0
01Z,na,0,7311,16.0
01Z,na,0,7312,18.0
01Z,na,0,7319,15.0
01Z,na,0,7321,6.0
01Z,na,0,7322,32.0
01Z,na,0,7323,14.0
01Z,na,0,7411,66.0
01Z,na,0,7412,29.0
01Z,na,0,7413,11.0
01Z,na,0,7420,27.0
01Z,na,0,7521,
01Z,na,0,7522,93.0
01Z,na,0,7523,69.0
01Z,na,0,7531,89.0
01Z,na,0,7532,20.0
01Z,na,0,7533,19.0
01Z,na,0,7534,18.0
01Z,na,0,7611,74.0
01Z,na,0,7612,118.0
01Z,na,0,7619,32.0
01Z,na,0,8111,10.0
01Z,na,0,8112,15.0
01Z,na,0,8113,5.0
01Z,na,0,8114,20.0
01Z,na,0,8115,
01Z,na,0,8116,12.0
01Z,na,0,8121,35.0
01Z,na,0,8122,
01Z,na,0,8129,42.0
01Z,na,0,8131,10.0
01Z,na,0,8132,6.0
01Z,na,0,8141,18.0
01Z,na,0,8142,89.0
01Z,na,0,8143,24.0
01Z,na,0,8151,119.0
01Z,na,0,8159,76.0
01Z,na,0,8161,155.0
01Z,na,0,8162,12.0
01Z,na,0,8163,61.0
01Z,na,0,8169,60.0
01Z,na,0,8171,
01Z,na,0,8172,16.0
01Z,na,0,8173,67.0
01Z,na,0,8174,5.0
01Z,na,0,8181,43.0
01Z,na,0,8189,11.0
