grp,expband,fresh,ssyk4,n
01Z,21+,0,7611,
01Z,21+,0,7612,9.0
01Z,21+,0,7619,
01Z,21+,0,8111,
01Z,21+,0,8114,
01Z,21+,0,8116,
01Z,21+,0,8122,
01Z,21+,0,8129,
01Z,21+,0,8141,
01Z,21+,0,8142,9.0
01Z,21+,0,8143,
01Z,21+,0,8151,15.0
01Z,21+,0,8159,6.0
01Z,21+,0,8161,8.0
01Z,21+,0,8163,
01Z,21+,0,8169,
01Z,21+,0,8173,
01Z,21+,0,8181,5.0
01Z,21+,0,8189,
01Z,21+,0,8191,7.0
01Z,21+,0,8193,
01Z,21+,0,8211,
01Z,21+,0,8212,6.0
01Z,21+,0,8213,10.0
01Z,21+,0,8219,12.0
01Z,21+,0,8321,28.0
01Z,21+,0,8329,18.0
01Z,21+,0,8331,7.0
01Z,21+,0,8332,15.0
01Z,21+,0,8341,
01Z,21+,0,8342,
01Z,21+,0,8344,
01Z,21+,0,9111,454.0
01Z,21+,0,9119,13.0
01Z,21+,0,9120,28.0
01Z,21+,0,9210,11.0
01Z,21+,0,9310,6.0
01Z,21+,0,9320,20.0
01Z,21+,0,9331,
01Z,21+,0,9332,
01Z,21+,0,9411,71.0
01Z,21+,0,9412,239.0
01Z,21+,0,9413,12.0
01Z,21+,0,9520,
01Z,21+,0,9610,12.0
01Z,21+,0,9621,5.0
01Z,21+,0,9622,6.0
01Z,21+,0,9629,31.0
01Z,21+,1,1251,
01Z,21+,1,1252,
01Z,21+,1,1291,
01Z,21+,1,1292,
01Z,21+,1,1362,
01Z,21+,1,1592,
01Z,21+,1,1722,
01Z,21+,1,1732,
01Z,21+,1,2172,
01Z,21+,1,2330,
01Z,21+,1,2341,7.0
01Z,21+,1,2342,
01Z,21+,1,2343,12.0
01Z,21+,1,2359,
01Z,21+,1,2421,
01Z,21+,1,2422,
01Z,21+,1,2432,
01Z,21+,1,2519,
01Z,21+,1,2669,
01Z,21+,1,3111,
01Z,21+,1,3112,
01Z,21+,1,3113,
01Z,21+,1,3230,
01Z,21+,1,3240,
01Z,21+,1,3312,
01Z,21+,1,3314,
01Z,21+,1,3322,
01Z,21+,1,3343,
01Z,21+,1,3411,7.0
01Z,21+,1,3422,
01Z,21+,1,3423,
01Z,21+,1,3451,
01Z,21+,1,3511,
01Z,21+,1,3512,
01Z,21+,1,3514,
01Z,21+,1,4111,
01Z,21+,1,4119,7.0
01Z,21+,1,4224,
01Z,21+,1,4225,
01Z,21+,1,4321,
01Z,21+,1,4322,118.0
01Z,21+,1,4323,
01Z,21+,1,4420,11.0
01Z,21+,1,4430,
01Z,21+,1,5112,
01Z,21+,1,5120,49.0
01Z,21+,1,5131,12.0
01Z,21+,1,5132,
01Z,21+,1,5141,24.0
01Z,21+,1,5143,54.0
01Z,21+,1,5144,
01Z,21+,1,5149,14.0
01Z,21+,1,5151,
01Z,21+,1,5152,85.0
01Z,21+,1,5169,
01Z,21+,1,5221,19.0
01Z,21+,1,5222,23.0
01Z,21+,1,5223,10.0
01Z,21+,1,5230,
01Z,21+,1,5241,
01Z,21+,1,5242,
01Z,21+,1,5311,53.0
01Z,21+,1,5312,25.0
01Z,21+,1,5321,16.0
01Z,21+,1,5323,
01Z,21+,1,5330,149.0
01Z,21+,1,5341,
01Z,21+,1,5342,9.0
01Z,21+,1,5343,107.0
01Z,21+,1,5349,37.0
01Z,21+,1,5413,
01Z,21+,1,5419,
01Z,21+,1,6112,16.0
01Z,21+,1,6113,22.0
01Z,21+,1,6121,7.0
01Z,21+,1,6122,
01Z,21+,1,6129,
01Z,21+,1,6130,
01Z,21+,1,6210,
01Z,21+,1,7111,17.0
01Z,21+,1,7112,12.0
01Z,21+,1,7113,7.0
01Z,21+,1,7114,8.0
01Z,21+,1,7119,23.0
01Z,21+,1,7121,
01Z,21+,1,7122,
01Z,21+,1,7123,
01Z,21+,1,7125,
01Z,21+,1,7131,6.0
01Z,21+,1,7132,6.0
01Z,21+,1,7134,9.0
01Z,21+,1,7211,
01Z,21+,1,7212,
01Z,21+,1,7213,
01Z,21+,1,7214,
01Z,21+,1,7221,
01Z,21+,1,7222,
01Z,21+,1,7223,27.0
01Z,21+,1,7224,
01Z,21+,1,7231,23.0
01Z,21+,1,7233,6.0
01Z,21+,1,7312,
01Z,21+,1,7319,
01Z,21+,1,7322,
01Z,21+,1,7323,
01Z,21+,1,7411,
01Z,21+,1,7412,
01Z,21+,1,7420,
01Z,21+,1,7521,
01Z,21+,1,7522,
01Z,21+,1,7523,7.0
01Z,21+,1,7531,11.0
01Z,21+,1,7532,
01Z,21+,1,7533,
01Z,21+,1,7534,
01Z,21+,1,7611,6.0
01Z,21+,1,7612,
01Z,21+,1,7619,5.0
01Z,21+,1,8114,
01Z,21+,1,8115,
01Z,21+,1,8116,
01Z,21+,1,8121,
01Z,21+,1,8122,
01Z,21+,1,8129,
01Z,21+,1,8131,
01Z,21+,1,8141,
01Z,21+,1,8142,8.0
01Z,21+,1,8143,
01Z,21+,1,8151,12.0
01Z,21+,1,8159,8.0
01Z,21+,1,8161,28.0
01Z,21+,1,8163,
01Z,21+,1,8169,10.0
01Z,21+,1,8173,5.0
01Z,21+,1,8181,9.0
01Z,21+,1,8189,
01Z,21+,1,8192,
01Z,21+,1,8193,
01Z,21+,1,8199,
01Z,21+,1,8211,
01Z,21+,1,8212,5.0
01Z,21+,1,8213,17.0
01Z,21+,1,8214,5.0
01Z,21+,1,8219,9.0
01Z,21+,1,8321,19.0
01Z,21+,1,8329,7.0
01Z,21+,1,8331,46.0
01Z,21+,1,8332,11.0
01Z,21+,1,8341,
01Z,21+,1,8342,
01Z,21+,1,8344,
01Z,21+,1,8350,
01Z,21+,1,9111,724.0
01Z,21+,1,9119,21.0
01Z,21+,1,9120,24.0
01Z,21+,1,9210,12.0
01Z,21+,1,9310,15.0
01Z,21+,1,9320,14.0
01Z,21+,1,9331,
01Z,21+,1,9332,8.0
01Z,21+,1,9411,22.0
01Z,21+,1,9412,197.0
01Z,21+,1,9520,5.0
01Z,21+,1,9610,8.0
01Z,21+,1,9621,
01Z,21+,1,9622,7.0
01Z,21+,1,9629,140.0
01Z,3-5,0,2512,
01Z,3-5,0,5120,
01Z,3-5,0,5330,
01Z,3-5,0,5349,
01Z,3-5,0,5350,
01Z,3-5,0,7119,
01Z,3-5,0,7233,
01Z,3-5,0,9111,
01Z,3-5,0,9120,
01Z,3-5,0,9411,
01Z,3-5,0,9412,
01Z,3-5,1,2314,
01Z,3-5,1,2319,
01Z,3-5,1,2419,
01Z,3-5,1,4222,
01Z,3-5,1,4322,
01Z,3-5,1,5120,
01Z,3-5,1,5152,
01Z,3-5,1,5223,
01Z,3-5,1,5230,
01Z,3-5,1,5312,
01Z,3-5,1,5321,
01Z,3-5,1,5330,8.0
01Z,3-5,1,5343,
01Z,3-5,1,6113,
01Z,3-5,1,7111,
01Z,3-5,1,7123,
01Z,3-5,1,7223,
01Z,3-5,1,8161,
01Z,3-5,1,8181,
01Z,3-5,1,8213,
01Z,3-5,1,9111,
01Z,3-5,1,9120,
01Z,3-5,1,9412,
01Z,6-10,0,1221,
01Z,6-10,0,2143,
01Z,6-10,0,2516,
01Z,6-10,0,3421,
01Z,6-10,0,3451,
01Z,6-10,0,4119,
01Z,6-10,0,4222,
01Z,6-10,0,5120,7.0
01Z,6-10,0,5131,5.0
01Z,6-10,0,5141,
01Z,6-10,0,5152,
01Z,6-10,0,5222,
01Z,6-10,0,5223,
01Z,6-10,0,5230,
01Z,6-10,0,5241,
01Z,6-10,0,5311,
01Z,6-10,0,5312,
01Z,6-10,0,5321,
01Z,6-10,0,5330,7.0
01Z,6-10,0,5342,
01Z,6-10,0,5343,5.0
01Z,6-10,0,5349,
01Z,6-10,0,6112,
01Z,6-10,0,6113,
01Z,6-10,0,7111,
01Z,6-10,0,7113,
01Z,6-10,0,7119,
01Z,6-10,0,7125,
01Z,6-10,0,7223,
01Z,6-10,0,7224,
01Z,6-10,0,7523,
01Z,6-10,0,8151,
01Z,6-10,0,8161,
01Z,6-10,0,8191,
01Z,6-10,0,8213,
01Z,6-10,0,8214,
01Z,6-10,0,8332,
01Z,6-10,0,9111,6.0
01Z,6-10,0,9119,
01Z,6-10,0,9120,
01Z,6-10,0,9310,
01Z,6-10,0,9332,
01Z,6-10,0,9411,
01Z,6-10,0,9412,16.0
01Z,6-10,0,9413,
01Z,6-10,0,9629,
01Z,6-10,1,2341,
01Z,6-10,1,2343,
01Z,6-10,1,2512,
01Z,6-10,1,2669,
01Z,6-10,1,3423,
01Z,6-10,1,4111,
01Z,6-10,1,4119,
01Z,6-10,1,4322,10.0
01Z,6-10,1,4410,
01Z,6-10,1,5120,
01Z,6-10,1,5152,5.0
01Z,6-10,1,5221,
01Z,6-10,1,5222,
01Z,6-10,1,5223,
01Z,6-10,1,5225,
01Z,6-10,1,5227,
01Z,6-10,1,5311,
01Z,6-10,1,5321,
01Z,6-10,1,5330,38.0
01Z,6-10,1,5341,
01Z,6-10,1,5342,
01Z,6-10,1,5343,
01Z,6-10,1,5349,
01Z,6-10,1,6113,
01Z,6-10,1,7111,
01Z,6-10,1,7119,
01Z,6-10,1,7121,
01Z,6-10,1,7126,
01Z,6-10,1,7132,
01Z,6-10,1,7223,
01Z,6-10,1,7611,
01Z,6-10,1,7612,
01Z,6-10,1,7619,
01Z,6-10,1,8159,
01Z,6-10,1,8181,
01Z,6-10,1,8189,
01Z,6-10,1,8191,
01Z,6-10,1,8212,
01Z,6-10,1,8321,
01Z,6-10,1,8331,5.0
01Z,6-10,1,8332,
01Z,6-10,1,9111,20.0
01Z,6-10,1,9119,
01Z,6-10,1,9120,
01Z,6-10,1,9210,
01Z,6-10,1,9332,
01Z,6-10,1,9412,20.0
01Z,6-10,1,9629,
01Z,na,0,1120,103.0
01Z,na,0,1211,
01Z,na,0,1212,23.0
01Z,na,0,1221,5.0
01Z,na,0,1222,27.0
01Z,na,0,1230,9.0
01Z,na,0,1242,
01Z,na,0,1251,7.0
01Z,na,0,1252,36.0
01Z,na,0,1291,14.0
01Z,na,0,1292,74.0
01Z,na,0,1311,
01Z,na,0,1312,
01Z,na,0,1321,9.0
01Z,na,0,1322,66.0
01Z,na,0,1332,
01Z,na,0,1342,10.0
01Z,na,0,1351,
01Z,na,0,1352,13.0
01Z,na,0,1361,7.0
01Z,na,0,1362,121.0
01Z,na,0,1371,9.0
01Z,na,0,1372,76.0
01Z,na,0,1380,6.0
01Z,na,0,1421,
01Z,na,0,1422,
01Z,na,0,1491,
01Z,na,0,1492,
01Z,na,0,1511,
01Z,na,0,1512,5.0
01Z,na,0,1521,
01Z,na,0,1522,6.0
01Z,na,0,1531,
01Z,na,0,1532,
01Z,na,0,1591,
01Z,na,0,1592,16.0
01Z,na,0,1612,
01Z,na,0,1712,
01Z,na,0,1721,13.0
01Z,na,0,1722,341.0
01Z,na,0,1731,6.0
01Z,na,0,1732,93.0
01Z,na,0,1742,
01Z,na,0,1791,13.0
01Z,na,0,1792,41.0
01Z,na,0,2113,
01Z,na,0,2131,
01Z,na,0,2134,
01Z,na,0,2135,9.0
01Z,na,0,2141,
01Z,na,0,2142,9.0
01Z,na,0,2143,14.0
01Z,na,0,2144,12.0
01Z,na,0,2145,7.0
01Z,na,0,2146,
01Z,na,0,2149,9.0
01Z,na,0,2161,
01Z,na,0,2162,
01Z,na,0,2171,
01Z,na,0,2172,9.0
01Z,na,0,2173,
01Z,na,0,2179,
01Z,na,0,2181,
01Z,na,0,2182,
01Z,na,0,2183,
01Z,na,0,2211,
01Z,na,0,2219,
01Z,na,0,2233,
01Z,na,0,2239,
01Z,na,0,2260,
01Z,na,0,2271,
01Z,na,0,2273,
01Z,na,0,2283,
01Z,na,0,2289,
01Z,na,0,2311,
01Z,na,0,2313,
01Z,na,0,2319,
01Z,na,0,2320,28.0
01Z,na,0,2330,17.0
01Z,na,0,2341,71.0
01Z,na,0,2342,30.0
01Z,na,0,2343,99.0
01Z,na,0,2351,
01Z,na,0,2352,
01Z,na,0,2359,110.0
01Z,na,0,2411,5.0
01Z,na,0,2412,5.0
01Z,na,0,2413,
01Z,na,0,2419,27.0
01Z,na,0,2421,12.0
01Z,na,0,2422,87.0
01Z,na,0,2423,19.0
01Z,na,0,2431,10.0
01Z,na,0,2432,7.0
01Z,na,0,2511,
01Z,na,0,2512,17.0
01Z,na,0,2514,
01Z,na,0,2515,6.0
01Z,na,0,2516,
01Z,na,0,2519,
01Z,na,0,2614,
01Z,na,0,2615,
01Z,na,0,2619,
01Z,na,0,2621,7.0
01Z,na,0,2622,7.0
01Z,na,0,2641,
01Z,na,0,2642,7.0
01Z,na,0,2643,37.0
01Z,na,0,2651,
01Z,na,0,2652,11.0
01Z,na,0,2654,
01Z,na,0,2655,
01Z,na,0,2661,8.0
01Z,na,0,2662,
01Z,na,0,2663,
01Z,na,0,2669,96.0
01Z,na,0,2671,
01Z,na,0,2672,
01Z,na,0,3111,24.0
01Z,na,0,3112,57.0
01Z,na,0,3113,43.0
01Z,na,0,3114,66.0
01Z,na,0,3115,17.0
01Z,na,0,3116,6.0
01Z,na,0,3117,8.0
01Z,na,0,3119,44.0
01Z,na,0,3121,110.0
01Z,na,0,3122,66.0
01Z,na,0,3151,
01Z,na,0,3152,9.0
01Z,na,0,3155,
01Z,na,0,3211,10.0
01Z,na,0,3212,
01Z,na,0,3213,
01Z,na,0,3214,12.0
01Z,na,0,3215,10.0
01Z,na,0,3230,
01Z,na,0,3240,
01Z,na,0,3312,6.0
01Z,na,0,3313,42.0
01Z,na,0,3314,5.0
01Z,na,0,3321,9.0
01Z,na,0,3322,256.0
01Z,na,0,3323,50.0
01Z,na,0,3324,47.0
01Z,na,0,3331,16.0
01Z,na,0,3332,
01Z,na,0,3333,60.0
01Z,na,0,3334,
01Z,na,0,3335,33.0
01Z,na,0,3339,34.0
01Z,na,0,3341,11.0
01Z,na,0,3342,5.0
01Z,na,0,3343,14.0
01Z,na,0,3352,7.0
01Z,na,0,3353,29.0
01Z,na,0,3354,13.0
01Z,na,0,3359,44.0
01Z,na,0,3411,119.0
01Z,na,0,3412,9.0
01Z,na,0,3421,10.0
01Z,na,0,3422,27.0
01Z,na,0,3423,105.0
01Z,na,0,3424,
01Z,na,0,3431,12.0
01Z,na,0,3432,
01Z,na,0,3433,
01Z,na,0,3439,11.0
01Z,na,0,3441,5.0
01Z,na,0,3449,25.0
01Z,na,0,3451,77.0
01Z,na,0,3452,57.0
01Z,na,0,3511,10.0
01Z,na,0,3512,14.0
01Z,na,0,3513,
01Z,na,0,3514,10.0
01Z,na,0,3515,
01Z,na,0,3521,
01Z,na,0,3522,16.0
01Z,na,0,4111,204.0
01Z,na,0,4112,55.0
01Z,na,0,4113,
01Z,na,0,4114,17.0
01Z,na,0,4115,27.0
01Z,na,0,4116,24.0
01Z,na,0,4117,14.0
01Z,na,0,4119,520.0
01Z,na,0,4211,5.0
01Z,na,0,4212,
01Z,na,0,4221,20.0
01Z,na,0,4222,57.0
01Z,na,0,4223,21.0
01Z,na,0,4224,35.0
01Z,na,0,4225,80.0
01Z,na,0,4226,
01Z,na,0,4321,57.0
01Z,na,0,4322,1667.0
01Z,na,0,4323,53.0
01Z,na,0,4410,32.0
01Z,na,0,4420,65.0
01Z,na,0,4430,35.0
01Z,na,0,5111,
01Z,na,0,5112,24.0
01Z,na,0,5113,6.0
01Z,na,0,5120,1542.0
01Z,na,0,5131,429.0
01Z,na,0,5132,42.0
01Z,na,0,5141,274.0
01Z,na,0,5142,
01Z,na,0,5143,64.0
01Z,na,0,5144,
01Z,na,0,5149,62.0
01Z,na,0,5151,74.0
01Z,na,0,5152,2421.0
01Z,na,0,5161,19.0
01Z,na,0,5169,51.0
01Z,na,0,5221,154.0
01Z,na,0,5222,954.0
01Z,na,0,5223,743.0
01Z,na,0,5224,11.0
01Z,na,0,5225,34.0
01Z,na,0,5226,11.0
01Z,na,0,5227,15.0
01Z,na,0,5230,278.0
01Z,na,0,5241,24.0
01Z,na,0,5242,24.0
01Z,na,0,5311,1249.0
01Z,na,0,5312,569.0
01Z,na,0,5321,362.0
01Z,na,0,5322,6.0
01Z,na,0,5323,25.0
01Z,na,0,5324,
01Z,na,0,5325,
01Z,na,0,5326,6.0
01Z,na,0,5330,2215.0
01Z,na,0,5341,43.0
01Z,na,0,5342,349.0
01Z,na,0,5343,2928.0
01Z,na,0,5349,669.0
01Z,na,0,5350,14.0
01Z,na,0,5411,5.0
01Z,na,0,5412,23.0
01Z,na,0,5413,80.0
01Z,na,0,5419,31.0
01Z,na,0,6111,826.0
01Z,na,0,6112,141.0
01Z,na,0,6113,599.0
01Z,na,0,6121,737.0
