ssyk4,pctl_rank_genai,exposure_quartile,n_ads_2122,remote_share,teleworkable,high,remote_high,z_ai,z_rem,emp_2024
6111,7.9200001,Q1 (lowest),220,0.0,0.125,0,0,-1.3527612789699488,-0.6953311325177313,2205
6112,2.72,Q1 (lowest),1066,0.0028142589118198874,0.0,0,0,-1.5284976146517841,-0.6349120053542626,3668
6113,19.27,Q1 (lowest),3295,0.0015174506828528073,0.0,0,0,-0.9691829416512253,-0.6627530902535645,17627
6121,32.27,Q2,736,0.0,0.125,0,0,-0.5298421108954993,-0.6953311325177313,10456
6122,32.029999,Q2,326,0.006134969325153374,0.125,0,0,-0.5379530523356691,-0.5636199064313149,1760
6129,31.799999,Q2,306,0.0,0.125,0,0,-0.5457260054951935,-0.6953311325177313,1341
6130,13.36,Q1 (lowest),158,0.012658227848101266,0.0833333333333333,0,0,-1.1689140424024824,-0.4235725267951253,5136
6210,29.43,Q2,603,0.001658374792703151,0.025,0,0,-0.6258211846913657,-0.6597276004247199,3573
6221,24.23,Q1 (lowest),37,0.0,0.125,0,0,-0.8015575169936561,-0.6953311325177313,206
6222,6.5,Q1 (lowest),8,0.0,0.125,0,0,-1.400750819247427,-0.6953311325177313,1117
7111,43.849998,Q2,10824,0.0002771618625277162,0.0,0,0,-0.13849088462860365,-0.6893807639334504,51943
7112,7.6799998,Q1 (lowest),1516,0.0,0.0,0,0,-1.3608721967533046,-0.6953311325177313,8687
7113,1.54,Q1 (lowest),4350,0.0009195402298850574,0.0,0,0,-1.5683762439049962,-0.6755895878261581,9941
7114,8.8699999,Q1 (lowest),3890,0.002056555269922879,0.025,0,0,-1.3206556096353508,-0.6511790916908196,20057
7115,9.1000004,Q1 (lowest),29,0.0,0.0,0,0,-1.3128826395781024,-0.6953311325177313,976
7116,10.99,Q1 (lowest),589,0.003395585738539898,0.1,0,0,-1.249009255394103,-0.622431540490275,3838
7119,15.01,Q1 (lowest),1038,0.0019267822736030828,0.0333333333333333,0,0,-1.1131515523450248,-0.6539651790455042,19917
7121,0.34999999,Q1 (lowest),1914,0.0,0.0,0,0,-1.6085928279813595,-0.6953311325177313,4368
7122,9.5699997,Q1 (lowest),453,0.0,0.0,0,0,-1.2969988024306707,-0.6953311325177313,4207
7123,6.7399998,Q1 (lowest),257,0.0,0.0,0,0,-1.3926399183617955,-0.6953311325177313,2349
7124,12.41,Q1 (lowest),550,0.0036363636363636364,0.0,0,0,-1.20101971849617,-0.6172622966919645,2979
7125,12.17,Q1 (lowest),4241,0.0025937278943645365,0.0,0,0,-1.209130626140891,-0.6396465702982206,24778
7126,27.07,Q2,1332,0.008258258258258258,0.0,0,0,-0.7055784431977897,-0.5180351652707759,4854
7131,4.8499999,Q1 (lowest),2041,0.0,0.0,0,0,-1.4565133126844292,-0.6953311325177313,15595
7132,9.3400002,Q1 (lowest),1837,0.0010887316276537834,0.0,0,0,-1.3047717386924709,-0.6719572295758849,5740
7134,14.78,Q1 (lowest),1832,0.001091703056768559,0.0,0,0,-1.1209245055045491,-0.6718934361726593,5717
7211,3.6600001,Q1 (lowest),427,0.0,0.0,0,0,-1.4967298896637484,-0.6953311325177313,851
7212,12.88,Q1 (lowest),9646,0.0010366991499066972,0.0,0,0,-1.1851358576919244,-0.6730743111906673,13416
7213,25.18,Q2,600,0.0,0.0,0,0,-0.7694518408999684,-0.6953311325177313,6589
7214,25.41,Q2,1125,0.0,0.0,0,0,-0.761678887740444,-0.6953311325177313,3598
7215,2.48,Q1 (lowest),339,0.0,0.0,0,0,-1.5366085222965054,-0.6953311325177313,1774
7221,23.52,Q1 (lowest),301,0.0,0.0,0,0,-0.8255522854426226,-0.6953311325177313,2796
7222,42.91,Q2,609,0.003284072249589491,0.0,0,0,-0.17025853864619767,-0.6248256157621127,1668
7223,16.67,Q1 (lowest),17291,0.0004626684402290209,0.0,0,0,-1.0570511078023705,-0.6853981362296805,50886
7224,16.43,Q1 (lowest),384,0.0,0.0,0,0,-1.0651620154470915,-0.6953311325177313,1040
7231,17.610001,Q1 (lowest),20170,0.004015865146256817,0.0,0,0,-1.025283352398431,-0.6091148053973071,36245
7232,29.200001,Q2,56,0.0,0.0,0,0,-0.6335941040554416,-0.6953311325177313,333
7233,11.7,Q1 (lowest),12407,0.008059966148142177,0.0,0,0,-1.2250144869451367,-0.5222922846730801,29110
7311,46.450001,Q2,701,0.0028530670470756064,0.0,0,0,-0.05062261709111287,-0.6340788362207673,2910
7312,50.470001,Q3,37,0.02702702702702703,0.3333333333333333,0,0,0.08523508595796557,-0.11508978516405897,369
7319,26.360001,Q2,195,0.005128205128205128,0.0714285714285714,0,0,-0.7295731778513078,-0.5852340563531884,772
7321,72.699997,Q3,293,0.03754266211604096,1.0,0,0,0.8365077713684627,0.11066964691211391,1069
7322,28.959999,Q2,473,0.0,0.0,0,0,-0.6417050792910597,-0.6953311325177313,3359
7323,20.450001,Q1 (lowest),82,0.0,0.0,0,0,-0.9293042786025648,-0.6953311325177313,820
7411,27.299999,Q2,9584,0.005321368948247079,0.0,0,0,-0.697805523833714,-0.5810870358507468,40583
7412,28.719999,Q2,4938,0.005265289590927501,0.0,0,0,-0.6498159869357807,-0.5822909996391908,8691
7413,22.1,Q1 (lowest),950,0.030526315789473683,0.0,0,0,-0.8735418223405558,-0.03996380019089936,2243
7420,34.400002,Q2,5406,0.02589715131335553,0.0,0,0,-0.4578577379577026,-0.13934700760244786,9040
7521,7.4499998,Q1 (lowest),139,0.0,0.0,0,0,-1.368645149912829,-0.6953311325177313,93
7522,18.790001,Q1 (lowest),780,0.0,0.0,0,0,-0.985404723145219,-0.6953311325177313,4589
7523,11.47,Q1 (lowest),1347,0.0,0.0,0,0,-1.232787440104661,-0.6953311325177313,6026
7531,35.34,Q2,290,0.0034482758620689655,0.1666666666666666,0,0,-0.4260900839401086,-0.6213003399243318,1046
7532,19.74,Q1 (lowest),30,0.0,0.0,0,0,-0.9532990808469799,-0.6953311325177313,401
7533,14.54,Q1 (lowest),305,0.0,0.0,0,0,-1.1290354131492704,-0.6953311325177313,406
7534,8.1599998,Q1 (lowest),55,0.0,0.0,0,0,-1.3446503814638624,-0.6953311325177313,394
7611,5.5599999,Q1 (lowest),360,0.03333333333333333,0.0,0,0,-1.4325185442354627,0.02029986255179786,3206
7612,48.580002,Q2,1755,0.0,0.0,0,0,0.021361722051235366,-0.6953311325177313,4721
7613,32.98,Q2,113,0.008849557522123894,0.0,0,0,-0.505847342446533,-0.5053406028532546,153
8111,0.58999997,Q1 (lowest),211,0.004739336492890996,0.0,0,0,-1.6004819210125474,-0.5935826498064238,1455
8112,6.0300002,Q1 (lowest),69,0.0,0.0,0,0,-1.4166346732925827,-0.6953311325177313,2672
8113,4.3699999,Q1 (lowest),112,0.0,0.0,0,0,-1.4727351279738714,-0.6953311325177313,1959
8114,11.23,Q1 (lowest),541,0.0,0.0,0,0,-1.240898347749382,-0.6953311325177313,2254
8115,17.139999,Q1 (lowest),15,0.0,0.0,0,0,-1.0411672807935737,-0.6953311325177313,1344
8116,3.1900001,Q1 (lowest),107,0.0,0.0,0,0,-1.512613750467994,-0.6953311325177313,687
8121,12.65,Q1 (lowest),721,0.0,0.0,0,0,-1.192908810851449,-0.6953311325177313,2792
8122,5.0799999,Q1 (lowest),35,0.0,0.0,0,0,-1.448740359524905,-0.6953311325177313,4085
8129,5.3200002,Q1 (lowest),1576,0.0019035532994923859,0.0,0,0,-1.4406294417415493,-0.6544638802612227,10908
8131,21.389999,Q1 (lowest),1400,0.0,0.0,0,0,-0.8975366245849709,-0.6953311325177313,4349
8132,26.83,Q2,68,0.0,0.0,0,0,-0.713689350842511,-0.6953311325177313,1827
8141,6.9699998,Q1 (lowest),339,0.0,0.0,0,0,-1.384866965202271,-0.6953311325177313,1766
8142,13.12,Q1 (lowest),1672,0.0011961722488038277,0.0,0,0,-1.1770249500472034,-0.6696505944171501,8591
8143,10.05,Q1 (lowest),119,0.008403361344537815,0.0,0,0,-1.2807769770025939,-0.514919957290119,3561
8151,11.94,Q1 (lowest),553,0.0,0.0,0,0,-1.2169035793004155,-0.6953311325177313,3216
8159,10.76,Q1 (lowest),368,0.002717391304347826,0.0,0,0,-1.2567822085536275,-0.6369916492240197,2503
8161,22.809999,Q1 (lowest),732,0.0,0.0,0,0,-0.8495470876870377,-0.6953311325177313,4286
8162,22.34,Q1 (lowest),589,0.0,0.0,0,0,-0.8654309146958347,-0.6953311325177313,1376
8163,23.049999,Q1 (lowest),575,0.0,0.0,0,0,-0.8414361800423167,-0.6953311325177313,4280
8169,22.58,Q1 (lowest),773,0.0,0.0,0,0,-0.8573200070511137,-0.6953311325177313,6860
8171,13.59,Q1 (lowest),186,0.010752688172043012,0.0,0,0,-1.1611410892429581,-0.4644824244307864,2296
8172,13.83,Q1 (lowest),291,0.003436426116838488,0.0,0,0,-1.153030181598237,-0.6215547412734499,5224
8173,8.6300001,Q1 (lowest),768,0.0,0.0,0,0,-1.3287665105209825,-0.6953311325177313,7299
8174,7.21,Q1 (lowest),435,0.0,0.0,0,0,-1.3767560507984604,-0.6953311325177313,508
8181,10.52,Q1 (lowest),194,0.0,0.0,0,0,-1.2648931161983485,-0.6953311325177313,4581
8189,20.690001,Q1 (lowest),336,0.0,0.3333333333333333,0,0,-0.9211933709578437,-0.6953311325177313,3322
8191,40.540001,Q2,2076,0.023603082851637765,0.0,0,0,-0.2503537178423699,-0.1885982024829491,10465
8192,25.889999,Q2,742,0.012129380053908356,0.0,0,0,-0.7454571062464503,-0.43492632299108325,6474
8193,4.1399999,Q1 (lowest),163,0.0,0.0,0,0,-1.480508081133396,-0.6953311325177313,1827
8199,54.259998,Q3,228,0.008771929824561403,0.0,0,0,0.21331973446117394,-0.5070071864468025,2771
8211,25.65,Q2,2409,0.0020755500207555004,0.0,0,0,-0.753567980095723,-0.6507712947176361,6796
8212,40.779999,Q2,7030,0.0012802275960170698,0.0,0,0,-0.2422428777885459,-0.6678460160641363,14668
8213,19.030001,Q1 (lowest),17354,0.00011524720525527257,0.0,0,0,-0.977293815500498,-0.692856898352457,16050
8214,20.209999,Q1 (lowest),1625,0.0006153846153846154,0.0,0,0,-0.9374152538381829,-0.6821194833779861,4255
8219,19.98,Q1 (lowest),370,0.002702702702702703,0.0,0,0,-0.9451881732022588,-0.6373069977823641,15464
8311,10.28,Q1 (lowest),306,0.0032679738562091504,0.1666666666666666,0,0,-1.2730040238430695,-0.6251712310403265,5296
8312,24.0,Q1 (lowest),152,0.0,0.3333333333333333,0,0,-0.8093304701531805,-0.6953311325177313,921
8321,18.09,Q1 (lowest),3172,0.00031525851197982345,0.2,0,0,-1.0090615709044375,-0.6885628696387635,12809
8329,16.9,Q1 (lowest),5246,0.0,0.7333333333333334,0,0,-1.0492781546428462,-0.6953311325177313,15891
8331,18.559999,Q1 (lowest),936,0.0,0.25,0,0,-0.9931777438956404,-0.6953311325177313,21547
8332,24.940001,Q1 (lowest),17518,0.00034250485215207214,0.5,0,0,-0.777562714749241,-0.6879779198728794,58463
8341,1.3,Q1 (lowest),328,0.0,0.0,0,0,-1.5764871515497174,-0.6953311325177313,7704
8342,0.82999998,Q1 (lowest),2149,0.00046533271288971617,0.0,0,0,-1.5923710130298718,-0.6853409371468211,23796
8343,17.85,Q1 (lowest),255,0.0,0.2,0,0,-1.0171724785491585,-0.6953311325177313,1516
8344,21.16,Q1 (lowest),13328,0.00022509003601440576,0.5,0,0,-0.9053095439490467,-0.6904986903241346,11561
8350,1.77,Q1 (lowest),193,0.0,0.0,0,0,-1.5606032907454717,-0.6953311325177313,1702
9111,9.8100004,Q1 (lowest),19397,0.0010310872815383822,0.0,0,0,-1.2888878711291358,-0.6731947919990058,89991
9119,34.869999,Q2,25335,0.004460232879415828,0.375,0,0,-0.44197397853980275,-0.5995747057055859,7772
9120,2.25,Q1 (lowest),2463,0.001218026796589525,0.0,0,0,-1.5443814754560297,-0.66918140066379,7515
9210,2.96,Q1 (lowest),284,0.0,0.0,0,0,-1.5203867070070631,-0.6953311325177313,5302
9310,1.0599999,Q1 (lowest),3342,0.0014961101137043686,0.0,0,0,-1.5845980625739833,-0.663211249435616,7309
9320,4.6100001,Q1 (lowest),937,0.0010672358591248667,0.0,0,0,-1.4646242135700607,-0.6724187207225489,9040
9331,14.07,Q1 (lowest),119,0.0,0.125,0,0,-1.1449192739535157,-0.6953311325177313,2670
9332,19.5,Q1 (lowest),1819,0.0010995052226498076,0.1875,0,0,-0.961409988491701,-0.6717259320206604,6795
9411,28.49,Q2,3913,0.0,0.0,0,0,-0.6575889062998567,-0.6953311325177313,6188
9412,3.4300001,Q1 (lowest),24468,0.0005313061958476377,0.0,0,0,-1.5045028428232727,-0.6839245570690997,88049
9413,18.32,Q1 (lowest),1425,0.0,0.0,0,0,-1.001288617744913,-0.6953311325177313,11451
9520,54.959999,Q3,1267,0.006314127861089187,0.0,0,0,0.23697658222039233,-0.5597735643909065,280
9610,26.6,Q2,1552,0.001288659793814433,0.25,0,0,-0.7214623040020353,-0.6676649858011258,10300
9621,5.79,Q1 (lowest),2037,0.0004909180166912126,0.5,0,0,-1.4247455876963935,-0.6847916480542625,5465
9622,23.76,Q1 (lowest),1579,0.0018999366687777073,0.2333333333333333,0,0,-0.8174413777979015,-0.654541525452337,6028
9629,23.290001,Q1 (lowest),1529,0.005232177894048398,0.24,0,0,-0.8333252048066985,-0.5830018723367718,28040
