grp,expband,fresh,n,ws,wh
15H,11-20,0,2361.0,165905.5388348,1064.0
15H,11-20,1,25242.0,1838319.0919436999,12693.0
15H,21+,0,6682.0,484861.96780070005,2857.0
15H,21+,1,14412.0,1035013.0885872999,6813.0
15H,3-5,0,230.0,16799.509774,110.0
15H,3-5,1,4956.0,368135.78327099996,2838.0
15H,6-10,0,741.0,52355.6396105,297.0
15H,6-10,1,11277.0,829004.6558612,6070.0
15H,na,0,230.0,15771.699873,99.0
15H,na,1,162.0,10207.6297958,71.0
15P,0-2,0,28.0,2086.519967,14.0
15P,0-2,1,848.0,63215.628283000005,600.0
15P,11-20,0,236.0,15524.469796000001,100.0
15P,11-20,1,2552.0,183448.9368858,1318.0
15P,21+,0,4521.0,308511.2558083,2119.0
15P,21+,1,8674.0,601519.271267,4072.0
15P,3-5,0,66.0,4933.359891,41.0
15P,3-5,1,1051.0,77742.97805800001,695.0
15P,6-10,0,102.0,7244.9298690000005,48.0
15P,6-10,1,1766.0,129108.227434,983.0
15P,na,0,934.0,64307.878778000006,467.0
15P,na,1,370.0,21000.9597687,92.0
15S,0-2,0,75.0,4979.969984,31.0
15S,0-2,1,3305.0,216787.20498900002,789.0
15S,11-20,0,1491.0,95792.398011,255.0
15S,11-20,1,4672.0,314777.435255,1326.0
15S,21+,0,3707.0,242827.5559542,1012.0
15S,21+,1,2469.0,162204.0583941,821.0
15S,3-5,0,70.0,4933.579957,31.0
15S,3-5,1,3254.0,216005.33538799998,799.0
15S,6-10,0,194.0,13062.079763999998,58.0
15S,6-10,1,3385.0,227690.765823,912.0
15S,na,0,106.0,6693.49991,38.0
15S,na,1,25.0,1164.219967,7.0
15V,0-2,0,37.0,1679.639942,0.0
15V,0-2,1,733.0,41886.70876,124.0
15V,11-20,0,329.0,20342.799666,60.0
15V,11-20,1,1775.0,110294.44765049999,495.0
15V,21+,0,3433.0,194185.1880919,769.0
15V,21+,1,2865.0,150700.9879224,502.0
15V,3-5,0,40.0,2231.319951,0.0
15V,3-5,1,811.0,46508.158617999994,138.0
15V,6-10,0,137.0,7691.7398,25.0
15V,6-10,1,1468.0,92039.257708,445.0
15V,na,0,143.0,7669.089946,25.0
15V,na,1,57.0,1664.309984,0.0
23E,0-2,0,1898.0,68752.1807178,150.0
23E,0-2,1,3951.0,153548.0518923,342.0
23E,11-20,0,6265.0,292247.71214406,1149.0
23E,11-20,1,10319.0,472232.77225624,1754.0
23E,21+,0,5848.0,324970.03123012,1754.0
23E,21+,1,9159.0,494789.42135054,2430.0
23E,3-5,0,2712.0,106080.8612663,253.0
23E,3-5,1,3741.0,151898.34197718,332.0
23E,6-10,0,4446.0,178806.99184056002,515.0
23E,6-10,1,5986.0,255814.98219757,715.0
23E,na,0,2220.0,85074.0703724,274.0
23E,na,1,3237.0,121228.49024034,291.0
23X,0-2,0,64.0,1937.5200465,0.0
23X,0-2,1,222.0,8386.0501162,8.0
23X,11-20,0,3274.0,139946.1906043,346.0
23X,11-20,1,5214.0,225685.16041407,625.0
23X,21+,0,1071.0,49448.3000084,123.0
23X,21+,1,2059.0,94314.0098153,270.0
23X,3-5,0,212.0,8195.5501569,17.0
23X,3-5,1,278.0,11242.7402027,12.0
23X,6-10,0,1977.0,79837.31072518,156.0
23X,6-10,1,2919.0,118930.93065724,244.0
23X,na,0,912.0,33279.1102446,81.0
23X,na,1,1343.0,51100.0601786,84.0
24P,0-2,0,9870.0,457395.3035972,1899.0
24P,0-2,1,9334.0,499763.77254586003,2626.0
24P,11-20,0,5470.0,353541.0618018,2437.0
24P,11-20,1,9886.0,626005.56265338,4365.0
24P,21+,0,3805.0,259847.6706839,1906.0
24P,21+,1,6011.0,406734.5216532,3100.0
24P,3-5,0,2491.0,137417.9110149,793.0
24P,3-5,1,3674.0,217831.4711841,1378.0
24P,6-10,0,3667.0,221180.3614975,1405.0
24P,6-10,1,5918.0,361138.8817476,2319.0
24P,na,0,204.0,14960.6800025,123.0
24P,na,1,107.0,7474.330018,55.0
25H,0-2,0,1147.0,61813.0606173,323.0
25H,0-2,1,1781.0,123072.94135380001,961.0
25H,11-20,0,2551.0,174734.6311551,1302.0
25H,11-20,1,6891.0,478796.7632878,3733.0
25H,21+,0,3880.0,275428.3617689,2166.0
25H,21+,1,5474.0,382467.272236,3100.0
25H,3-5,0,953.0,62530.6605344,442.0
25H,3-5,1,2244.0,165154.9417102,1389.0
25H,6-10,0,1835.0,123924.9710148,922.0
25H,6-10,1,4459.0,317520.4126887,2584.0
25H,na,0,520.0,31785.4602686,209.0
25H,na,1,937.0,52552.060268400004,334.0
25K,0-2,0,1346.0,65318.6705342,264.0
25K,0-2,1,1927.0,110801.0404963,509.0
25K,11-20,0,2657.0,161464.0103725,1011.0
25K,11-20,1,5127.0,322638.66962498,2019.0
25K,21+,0,2832.0,168256.4502663,824.0
25K,21+,1,4697.0,282092.9993831,1307.0
25K,3-5,0,1348.0,74936.4703769,424.0
25K,3-5,1,2012.0,126224.0503554,754.0
25K,6-10,0,2389.0,138461.3308178,793.0
25K,6-10,1,3849.0,242323.9504575,1469.0
25K,na,0,1249.0,59800.5301561,285.0
25K,na,1,1644.0,83423.6098635,442.0
25M,0-2,0,892.0,47988.9905083,289.0
25M,0-2,1,874.0,59607.700598,503.0
25M,11-20,0,1645.0,123363.28098740001,1071.0
25M,11-20,1,2721.0,195657.911017,1631.0
25M,21+,0,681.0,49533.270297,399.0
25M,21+,1,855.0,62346.6103552,545.0
25M,3-5,0,870.0,58353.180492399995,470.0
25M,3-5,1,1017.0,74654.3105982,667.0
25M,6-10,0,1417.0,104556.3209103,888.0
25M,6-10,1,1781.0,131665.4209014,1136.0
25M,na,0,79.0,4568.010073,38.0
25M,na,1,98.0,7275.2800715,67.0
25T,0-2,0,110.0,5810.420027,18.0
25T,0-2,1,423.0,25080.890231,45.0
25T,11-20,0,257.0,16711.960134999998,50.0
25T,11-20,1,1335.0,86736.970767,229.0
25T,21+,0,1205.0,74788.03089000001,123.0
25T,21+,1,1710.0,108083.161337,195.0
25T,3-5,0,58.0,3328.400042,5.0
25T,3-5,1,352.0,21526.510146999997,59.0
25T,6-10,0,82.0,5517.350072,14.0
25T,6-10,1,550.0,36087.340276999996,109.0
25T,na,0,50.0,3113.35005,0.0
25T,na,1,29.0,1806.410029,0.0
33E,0-2,0,6661.0,268470.10341991,808.0
33E,0-2,1,17609.0,747096.20054871,2065.0
33E,21+,0,34649.0,2346835.71583352,16986.0
33E,21+,1,48277.0,3239366.91995061,24554.0
33E,3-5,0,5171.0,226490.01279101,782.0
33E,3-5,1,8013.0,378406.26506878,1442.0
33E,6-10,0,2014.0,98350.8809994,433.0
33E,6-10,1,2925.0,149256.57147214,708.0
33E,na,0,2332.0,158812.6102937,1241.0
33E,na,1,1390.0,85518.0401739,615.0
33H,0-2,0,1446.0,53449.3910948,59.0
33H,0-2,1,5288.0,211428.21411366,335.0
33H,11-20,0,8204.0,373628.85343558,1407.0
33H,11-20,1,15706.0,710592.33538624,2580.0
33H,21+,0,58774.0,3366154.75051,20908.0
33H,21+,1,78670.0,4245121.63539368,24539.0
33H,3-5,0,2164.0,84777.2313637,164.0
33H,3-5,1,4360.0,176430.7729191,328.0
33H,6-10,0,5604.0,229837.1029172,627.0
33H,6-10,1,9251.0,378887.15419264,1042.0
33H,na,0,23962.0,1282590.99338793,8058.0
33H,na,1,28914.0,1397970.21220389,7644.0
34P,0-2,0,30232.0,1451140.71369008,6602.0
34P,0-2,1,33430.0,1895659.42399808,12224.0
34P,11-20,0,13304.0,964650.7905165,7265.0
34P,11-20,1,26185.0,1898675.06394314,15246.0
34P,21+,0,8771.0,649081.92029338,5142.0
34P,21+,1,13278.0,986963.6416466,8264.0
34P,3-5,0,4559.0,297019.3209573,2069.0
34P,3-5,1,8216.0,568137.84215678,4414.0
34P,6-10,0,7437.0,518626.70094209997,3693.0
34P,6-10,1,13752.0,977310.49296608,7567.0
34P,na,0,432.0,32150.609969,283.0
34P,na,1,328.0,22959.0799705,198.0
35B,0-2,0,32.0,2346.080048,20.0
35B,0-2,1,442.0,36082.891513999995,412.0
35B,11-20,0,153.0,11862.770445,129.0
35B,11-20,1,1794.0,146696.915533,1735.0
35B,21+,0,1073.0,86047.993172,985.0
35B,21+,1,1632.0,128357.284545,1484.0
35B,3-5,0,32.0,2706.270118,32.0
35B,3-5,1,494.0,40802.221716,481.0
35B,6-10,0,51.0,4171.770186,51.0
35B,6-10,1,1072.0,88296.693482,1049.0
35E,0-2,0,5073.0,338745.0216694,2694.0
35E,0-2,1,9440.0,777191.1112608999,7594.0
35E,11-20,0,15994.0,1200766.39876025,10227.0
35E,11-20,1,34565.0,2665246.18010818,24035.0
35E,21+,0,24162.0,1850979.6689719,15752.0
35E,21+,1,33235.0,2550972.77780492,22767.0
35E,3-5,0,5842.0,462033.2501505,4211.0
35E,3-5,1,11544.0,969071.8613697999,9471.0
35E,6-10,0,10877.0,848899.98989965,7516.0
35E,6-10,1,20317.0,1625753.78186498,15117.0
35E,na,0,3709.0,232292.3303699,1741.0
35E,na,1,4795.0,274703.1100238,1970.0
35F,0-2,0,1673.0,94885.4605457,586.0
35F,0-2,1,4523.0,302064.7104386,2122.0
35F,11-20,0,2249.0,163576.7601925,1240.0
35F,11-20,1,9925.0,720035.5287909,5337.0
35F,21+,0,1884.0,140426.2702445,1182.0
35F,21+,1,4345.0,327585.9395355,2907.0
35F,3-5,0,1412.0,97778.9902421,781.0
35F,3-5,1,5141.0,371548.260107,2771.0
35F,6-10,0,2064.0,148207.6201495,1165.0
35F,6-10,1,8338.0,601895.0297182,4455.0
35F,na,0,33.0,2420.710017,21.0
35F,na,1,17.0,1276.260005,12.0
35J,0-2,0,945.0,62008.5102137,598.0
35J,0-2,1,3398.0,265967.773684,2945.0
35J,11-20,0,3382.0,247150.3883353,2592.0
35J,11-20,1,9974.0,758346.8849425,7924.0
35J,21+,0,6666.0,504490.57013400004,5183.0
35J,21+,1,10353.0,777139.0436799,7927.0
35J,3-5,0,1266.0,95835.2700689,1087.0
35J,3-5,1,3917.0,312179.8137726,3413.0
35J,6-10,0,2157.0,165593.32908650002,1891.0
35J,6-10,1,6628.0,518973.2747358,5624.0
35J,na,0,610.0,25291.070110700002,135.0
35J,na,1,984.0,42099.3000567,201.0
35M,0-2,0,1144.0,68923.8707127,483.0
35M,0-2,1,1619.0,128066.21097500001,1231.0
35M,11-20,0,1558.0,124596.83077639999,1187.0
35M,11-20,1,4360.0,348907.8117206,3415.0
35M,21+,0,1258.0,101817.0502938,988.0
35M,21+,1,2290.0,188586.68064120002,1899.0
35M,3-5,0,1167.0,88049.7507437,809.0
35M,3-5,1,1947.0,157843.9310071,1587.0
35M,6-10,0,1848.0,147920.7210181,1452.0
35M,6-10,1,3810.0,307725.28165849997,3032.0
35M,na,0,131.0,10331.9400078,108.0
35M,na,1,101.0,8334.28002,83.0
35P,0-2,0,245.0,17530.799871,183.0
35P,0-2,1,1862.0,146194.348809,1677.0
35P,11-20,0,929.0,70302.629819,718.0
35P,11-20,1,3342.0,264470.598751,2947.0
35P,21+,0,1307.0,99983.639548,1060.0
35P,21+,1,1619.0,127492.6597505,1457.0
35P,3-5,0,350.0,28181.0098,336.0
35P,3-5,1,1860.0,148175.019026,1716.0
35P,6-10,0,594.0,46314.609778,509.0
35P,6-10,1,2800.0,222150.888612,2506.0
35P,na,0,412.0,30588.580051,311.0
35P,na,1,765.0,60081.259849,700.0
35S,0-2,0,1825.0,97512.8907916,528.0
35S,0-2,1,4198.0,312204.2312093,2481.0
35S,11-20,0,2329.0,172554.8304022,1335.0
35S,11-20,1,7497.0,586303.0802346,4983.0
35S,21+,0,7911.0,600609.1209779,4986.0
35S,21+,1,7778.0,583943.7702295,4987.0
35S,3-5,0,1220.0,84892.2104715,633.0
35S,3-5,1,4038.0,322291.8210566,2723.0
35S,6-10,0,1766.0,129962.6806081,1043.0
35S,6-10,1,6265.0,504320.0610032,4342.0
35S,na,0,1576.0,87137.6803925,574.0
35S,na,1,2298.0,120191.5101059,712.0
35V,0-2,0,117.0,8204.970016,86.0
35V,0-2,1,2054.0,162675.850003,1991.0
35V,11-20,0,116.0,9648.860005,116.0
35V,11-20,1,1031.0,83938.88008300001,963.0
35V,21+,0,1661.0,127048.1200769,1381.0
35V,21+,1,3330.0,258853.5001579,2831.0
35V,3-5,0,124.0,10081.3,124.0
35V,3-5,1,1819.0,146078.170077,1762.0
35V,6-10,0,132.0,10765.02,132.0
35V,6-10,1,1641.0,132108.100083,1552.0
35V,na,0,803.0,63333.960006,713.0
35V,na,1,872.0,68841.78002199999,780.0
35Y,0-2,0,3223.0,186450.8315112,1146.0
35Y,0-2,1,4389.0,327179.3294858,2957.0
35Y,11-20,0,4596.0,339907.1411214,2643.0
35Y,11-20,1,7520.0,547628.9311969,4339.0
35Y,21+,0,5804.0,428405.8319157,3165.0
35Y,21+,1,5063.0,370922.2913469,2973.0
35Y,3-5,0,2313.0,175260.8904119,1500.0
35Y,3-5,1,3622.0,290268.6089417,2743.0
35Y,6-10,0,4455.0,336231.2210704,2683.0
35Y,6-10,1,7104.0,530977.7500819,4500.0
35Y,na,0,1255.0,93400.1003707,779.0
35Y,na,1,535.0,36505.59006,301.0
43Z,0-2,0,11.0,787.6200100000001,5.0
43Z,11-20,0,79.0,2579.4400194,9.0
43Z,11-20,1,151.0,4564.1200078,9.0
43Z,21+,0,2033.0,126530.77039614,912.0
43Z,21+,1,3701.0,231664.33060244,1708.0
43Z,6-10,1,25.0,778.4300024,0.0
43Z,na,0,5822.0,253578.4308359,1239.0
43Z,na,1,9211.0,421201.8803407,2157.0
44P,0-2,0,7067.0,328218.632867,1504.0
44P,0-2,1,6861.0,407631.5727492,2625.0
44P,11-20,0,3438.0,262858.4717727,2172.0
44P,11-20,1,7504.0,557806.57212568,4603.0
44P,21+,0,2441.0,193384.29112,1651.0
44P,21+,1,4193.0,332464.38125708,2971.0
44P,3-5,0,1570.0,112796.15105510001,910.0
44P,3-5,1,2855.0,210879.94129148,1737.0
44P,6-10,0,2298.0,172027.7113555,1439.0
44P,6-10,1,4245.0,311468.2612758,2535.0
44P,na,0,41.0,3300.870043,22.0
44P,na,1,40.0,2379.270031,19.0
45B,0-2,0,559.0,30523.9801326,187.0
45B,0-2,1,1814.0,127133.2102069,958.0
45B,11-20,0,1289.0,94347.9196625,731.0
45B,11-20,1,5710.0,414548.44843499997,3090.0
45B,21+,0,1139.0,89262.59991599999,790.0
45B,21+,1,3058.0,228993.9295381,1875.0
45B,3-5,0,487.0,33201.5600068,257.0
45B,3-5,1,2108.0,154009.1898858,1218.0
45B,6-10,0,788.0,54888.3798448,426.0
45B,6-10,1,3221.0,229283.6490006,1663.0
45B,na,1,13.0,1170.2999989999998,13.0
45DH,0-2,0,1509.0,100236.4510479,755.0
45DH,0-2,1,3160.0,277898.4725493,2653.0
45DH,11-20,0,2776.0,244699.1020505,2306.0
45DH,11-20,1,7359.0,639476.7628795,6047.0
45DH,21+,0,2418.0,218429.43180400002,2090.0
45DH,21+,1,5489.0,494991.512834,4867.0
45DH,3-5,0,1417.0,125368.60143919999,1202.0
45DH,3-5,1,3140.0,283276.6823007,2756.0
45DH,6-10,0,1948.0,173733.931832,1691.0
45DH,6-10,1,4033.0,357659.89224250003,3488.0
45DH,na,0,1759.0,164576.1916134,1635.0
45DH,na,1,5085.0,462084.6138468,4478.0
45DL,0-2,0,1166.0,68324.2206314,451.0
45DL,0-2,1,1449.0,123315.14082100001,1140.0
45DL,11-20,0,1213.0,99838.3404538,907.0
45DL,11-20,1,2581.0,204668.76062770002,1845.0
45DL,21+,0,2835.0,235783.7313599,2126.0
45DL,21+,1,4134.0,346333.9317813,3214.0
45DL,3-5,0,818.0,72144.8506015,678.0
45DL,3-5,1,1421.0,127882.270818,1240.0
45DL,6-10,0,1015.0,88445.2906437,825.0
45DL,6-10,1,1697.0,146964.7005146,1410.0
45DL,na,0,1392.0,91934.3505252,752.0
45DL,na,1,1494.0,87236.930407,655.0
45FM,0-2,0,298.0,23157.710307,223.0
45FM,0-2,1,839.0,73151.440699,723.0
45FM,11-20,0,450.0,37683.2404566,347.0
45FM,11-20,1,2040.0,176839.80009550002,1707.0
45FM,21+,0,1015.0,83880.5106989,778.0
45FM,21+,1,2347.0,195140.110745,1839.0
45FM,3-5,0,205.0,18802.400284,190.0
45FM,3-5,1,803.0,72220.530608,722.0
45FM,6-10,0,260.0,22387.410249700002,219.0
45FM,6-10,1,1025.0,89418.15022150001,870.0
45FM,na,0,11.0,1058.520016,11.0
45FM,na,1,21.0,2061.799994,21.0
45G,0-2,0,67.0,4334.3500246,36.0
45G,0-2,1,300.0,23215.39998,212.0
45G,11-20,0,86.0,7302.639953,79.0
45G,11-20,1,984.0,78676.279518,707.0
45G,21+,0,278.0,22207.9198756,228.0
45G,21+,1,835.0,66821.209884,615.0
45G,3-5,0,65.0,5387.709938999999,60.0
45G,3-5,1,462.0,37782.969786,356.0
45G,6-10,0,80.0,6244.78994,62.0
45G,6-10,1,502.0,40038.58968,367.0
45K,0-2,0,96.0,7024.0500428,67.0
45K,0-2,1,299.0,24453.890123999998,231.0
45K,11-20,0,314.0,24455.579976,191.0
45K,11-20,1,1682.0,129096.05979300001,1023.0
45K,21+,0,816.0,65462.950082,581.0
45K,21+,1,1972.0,150877.69998900002,1205.0
45K,3-5,0,89.0,7287.200002,71.0
45K,3-5,1,359.0,28552.750159,257.0
45K,6-10,0,146.0,11903.070016,109.0
45K,6-10,1,586.0,45374.869819,385.0
45Q,0-2,0,39.0,2745.130059,20.0
45Q,0-2,1,618.0,51819.790544999996,524.0
45Q,11-20,0,807.0,59152.3702596,514.0
45Q,11-20,1,2403.0,183438.92986200002,1607.0
45Q,21+,0,1514.0,114757.3902769,960.0
45Q,21+,1,1345.0,90494.7900819,732.0
45Q,3-5,0,86.0,7365.340074000001,73.0
45Q,3-5,1,996.0,84683.3904945,841.0
45Q,6-10,0,397.0,32403.710170500002,315.0
45Q,6-10,1,1580.0,124963.9697689,1127.0
45Q,na,0,896.0,52741.0401714,359.0
45Q,na,1,1693.0,105895.2299307,792.0
45X,11-20,0,153.0,5077.4200492,14.0
45X,11-20,1,444.0,18154.799959,62.0
45X,21+,0,65.0,1887.5200184,9.0
45X,21+,1,267.0,9424.5799292,36.0
45X,6-10,0,48.0,1794.2000308000001,6.0
45X,6-10,1,108.0,4584.5000228,7.0
45X,na,0,535.0,15887.7500696,29.0
45X,na,1,820.0,31041.0700011,90.0
53A,21+,0,16640.0,875890.00258015,3978.0
53A,21+,1,15234.0,814931.25150133,4413.0
53A,na,0,5399.0,295861.6704823,1408.0
53A,na,1,2458.0,105503.10011094,389.0
53B,0-2,0,3511.0,101091.14940524,115.0
53B,0-2,1,7961.0,240104.08924893,380.0
53B,11-20,0,12570.0,382860.01409538,362.0
53B,11-20,1,17193.0,602810.49263495,922.0
53B,21+,0,30607.0,936019.76085039,1230.0
53B,21+,1,37783.0,1256580.80839478,2108.0
53B,3-5,0,5191.0,145069.03821281,165.0
53B,3-5,1,8135.0,265541.47748009,374.0
53B,6-10,0,10466.0,308734.94631691,304.0
53B,6-10,1,14350.0,480876.63551993,740.0
53B,na,0,6124.0,159775.22929712,177.0
53B,na,1,7449.0,214385.63913691,334.0
53E,0-2,0,1937.0,60900.5996484,77.0
53E,0-2,1,5988.0,198586.66843066,305.0
53E,11-20,0,12456.0,502566.49027016,1765.0
53E,11-20,1,23157.0,966150.6391418499,3542.0
53E,21+,0,32336.0,1421280.5400817,5010.0
53E,21+,1,50172.0,2292604.20844359,9484.0
53E,3-5,0,3216.0,110642.71942275,213.0
53E,3-5,1,6367.0,218508.27817165,455.0
53E,6-10,0,7409.0,270005.32971561997,691.0
53E,6-10,1,13094.0,494193.20852348,1509.0
53E,na,0,5249.0,199351.78979973999,640.0
53E,na,1,6737.0,256912.34951387,839.0
53F,0-2,0,969.0,21585.59048918,13.0
53F,0-2,1,3202.0,75589.62167242,50.0
53F,11-20,0,7423.0,201752.84276461,375.0
53F,11-20,1,13135.0,401178.83503749,1053.0
53F,21+,0,23235.0,755815.37696373,1760.0
53F,21+,1,34807.0,1173405.19911706,3396.0
53F,3-5,0,1949.0,42559.18103546,33.0
53F,3-5,1,3374.0,80570.48185506,96.0
53F,6-10,0,4400.0,102685.8818206,101.0
53F,6-10,1,7033.0,184457.68291659,333.0
53F,na,0,2671.0,73694.69062325,115.0
53F,na,1,3991.0,114139.74058837,226.0
53I,0-2,0,853.0,19622.2200838,17.0
53I,0-2,1,2667.0,63773.530106,88.0
53I,11-20,0,12567.0,421747.60171916,1289.0
53I,11-20,1,21573.0,788193.94252796,2935.0
53I,21+,0,62919.0,2026200.6346347202,4861.0
53I,21+,1,84620.0,2760847.28559,7208.0
53I,3-5,0,1823.0,43835.91022708,62.0
53I,3-5,1,3425.0,94591.78028592,282.0
53I,6-10,0,6380.0,192518.25088153,514.0
53I,6-10,1,10609.0,350033.7715856,1209.0
53I,na,0,21144.0,705026.24098865,1937.0
53I,na,1,22182.0,726286.73067713,1999.0
53R,0-2,0,560.0,10567.3900128,0.0
53R,0-2,1,1671.0,37151.02022253,25.0
53R,11-20,0,2118.0,46322.14017934,20.0
53R,11-20,1,3157.0,81657.70024775,118.0
53R,21+,0,6801.0,216702.60065155,436.0
53R,21+,1,9587.0,330795.38079954,822.0
53R,3-5,0,993.0,19176.11009086,6.0
53R,3-5,1,1648.0,34627.130157650005,15.0
53R,6-10,0,2060.0,42791.17018062,21.0
53R,6-10,1,3080.0,73418.79041654,60.0
53R,na,0,370.0,13027.91004616,23.0
53R,na,1,400.0,14235.2900071,30.0
54P,0-2,0,20154.0,910263.52682574,3787.0
54P,0-2,1,18556.0,1080464.34614006,6470.0
54P,11-20,0,7351.0,525749.74227566,3794.0
54P,11-20,1,16058.0,1140027.84222686,8421.0
54P,21+,0,3414.0,245523.1210591,1739.0
54P,21+,1,7152.0,522102.63125994,4010.0
54P,3-5,0,2729.0,181547.1610792,1288.0
54P,3-5,1,6148.0,433007.52181334,3265.0
54P,6-10,0,4111.0,291728.0315508,2196.0
54P,6-10,1,8316.0,583087.65153328,4320.0
55A,0-2,0,266.0,20812.9795576,205.0
55A,0-2,1,695.0,58810.549068,572.0
55A,11-20,0,571.0,49921.268542,492.0
55A,11-20,1,1349.0,118073.707168,1175.0
