grp,expband,fresh,n,ws,wh
85T,21+,1,1085.0,50347.2802699,181.0
85T,3-5,0,342.0,13459.870298,23.0
85T,3-5,1,903.0,27989.650528,119.0
85T,6-10,0,612.0,28584.420512,83.0
85T,6-10,1,1507.0,61505.84078536,286.0
85T,na,0,201.0,5481.89003328,5.0
85T,na,1,228.0,5966.19004072,0.0
93Z,0-2,0,12.0,388.47,0.0
93Z,0-2,1,90.0,2439.1599979,0.0
93Z,11-20,0,3845.0,146766.90096116,466.0
93Z,11-20,1,7221.0,292927.01143749,971.0
93Z,21+,0,11884.0,505224.13178891,1965.0
93Z,21+,1,21535.0,919054.1318828,3506.0
93Z,3-5,1,23.0,557.1399935000001,0.0
93Z,6-10,0,1064.0,34770.6703719,59.0
93Z,6-10,1,1900.0,65995.64042409,117.0
93Z,na,0,9841.0,288573.8405591,687.0
93Z,na,1,13194.0,379076.67003255,674.0
95Z,0-2,0,12.0,521.310019,0.0
95Z,0-2,1,11.0,554.0300185,6.0
95Z,11-20,0,1341.0,54840.50015845,249.0
95Z,11-20,1,3140.0,139337.16989624,629.0
95Z,21+,0,3008.0,148433.51024223,889.0
95Z,21+,1,4209.0,192105.1301182,1010.0
95Z,3-5,0,26.0,622.4900167000001,0.0
95Z,3-5,1,93.0,5126.6699616,37.0
95Z,6-10,0,220.0,6662.9900772,12.0
95Z,6-10,1,453.0,19993.360052,83.0
95Z,na,0,7454.0,304817.40071764,1524.0
95Z,na,1,12655.0,596200.76042198,3683.0
unmatched,0-2,0,3437.0,150820.63109589,477.0
unmatched,0-2,1,8337.0,389605.571614,1648.0
unmatched,11-20,0,8190.0,416207.17149476,1922.0
unmatched,11-20,1,20593.0,1070921.06000044,5581.0
unmatched,21+,0,15274.0,849209.19158461,4864.0
unmatched,21+,1,20828.0,1127646.02116866,6459.0
unmatched,3-5,0,3210.0,161375.41076498,645.0
unmatched,3-5,1,9476.0,461456.66160732,2273.0
unmatched,6-10,0,6738.0,338895.29125925,1362.0
unmatched,6-10,1,15991.0,829684.16091422,4070.0
unmatched,na,0,39878.0,1455538.48185786,5972.0
unmatched,na,1,55000.0,2382843.32566334,13165.0
