age_group,expband,q_t,q_t1,same_code,enters_mgr,n,year
26-30,6-10,4,2,0,1,17.0,2021
26-30,6-10,4,3,0,0,845.0,2021
26-30,6-10,4,3,0,1,167.0,2021
26-30,6-10,4,4,0,0,2048.0,2021
26-30,6-10,4,4,0,1,119.0,2021
26-30,6-10,4,4,1,0,13709.0,2021
26-30,na,1,1,0,0,929.0,2021
26-30,na,1,1,1,0,6990.0,2021
26-30,na,1,2,0,0,796.0,2021
26-30,na,1,2,0,1,21.0,2021
26-30,na,1,3,0,0,84.0,2021
26-30,na,1,3,0,1,9.0,2021
26-30,na,1,4,0,0,66.0,2021
26-30,na,1,4,0,1,,2021
26-30,na,2,1,0,0,750.0,2021
26-30,na,2,2,0,0,1393.0,2021
26-30,na,2,2,0,1,9.0,2021
26-30,na,2,2,1,0,11151.0,2021
26-30,na,2,3,0,0,175.0,2021
26-30,na,2,3,0,1,19.0,2021
26-30,na,2,4,0,0,199.0,2021
26-30,na,2,4,0,1,7.0,2021
26-30,na,3,1,0,0,48.0,2021
26-30,na,3,2,0,0,176.0,2021
26-30,na,3,2,0,1,6.0,2021
26-30,na,3,3,0,0,213.0,2021
26-30,na,3,3,0,1,6.0,2021
26-30,na,3,3,1,0,1562.0,2021
26-30,na,3,4,0,0,209.0,2021
26-30,na,3,4,0,1,7.0,2021
26-30,na,4,1,0,0,25.0,2021
26-30,na,4,2,0,0,71.0,2021
26-30,na,4,2,0,1,,2021
26-30,na,4,3,0,0,120.0,2021
26-30,na,4,3,0,1,18.0,2021
26-30,na,4,4,0,0,610.0,2021
26-30,na,4,4,0,1,27.0,2021
26-30,na,4,4,1,0,3508.0,2021
31-34,0-2,1,1,0,0,125.0,2021
31-34,0-2,1,1,1,0,1617.0,2021
31-34,0-2,1,2,0,0,326.0,2021
31-34,0-2,1,2,0,1,,2021
31-34,0-2,1,3,0,0,142.0,2021
31-34,0-2,1,3,0,1,7.0,2021
31-34,0-2,1,4,0,0,169.0,2021
31-34,0-2,1,4,0,1,,2021
31-34,0-2,2,1,0,0,199.0,2021
31-34,0-2,2,2,0,0,878.0,2021
31-34,0-2,2,2,0,1,,2021
31-34,0-2,2,2,1,0,7251.0,2021
31-34,0-2,2,3,0,0,604.0,2021
31-34,0-2,2,3,0,1,82.0,2021
31-34,0-2,2,4,0,0,541.0,2021
31-34,0-2,2,4,0,1,7.0,2021
31-34,0-2,3,1,0,0,51.0,2021
31-34,0-2,3,2,0,0,235.0,2021
31-34,0-2,3,2,0,1,6.0,2021
31-34,0-2,3,3,0,0,672.0,2021
31-34,0-2,3,3,0,1,42.0,2021
31-34,0-2,3,3,1,0,5751.0,2021
31-34,0-2,3,4,0,0,640.0,2021
31-34,0-2,3,4,0,1,14.0,2021
31-34,0-2,4,1,0,0,29.0,2021
31-34,0-2,4,2,0,0,164.0,2021
31-34,0-2,4,2,0,1,,2021
31-34,0-2,4,3,0,0,491.0,2021
31-34,0-2,4,3,0,1,55.0,2021
31-34,0-2,4,4,0,0,1344.0,2021
31-34,0-2,4,4,0,1,51.0,2021
31-34,0-2,4,4,1,0,8620.0,2021
31-34,11-20,0,0,1,0,,2021
31-34,11-20,0,1,0,0,,2021
31-34,11-20,0,2,0,0,,2021
31-34,11-20,1,1,0,0,2076.0,2021
31-34,11-20,1,1,0,1,,2021
31-34,11-20,1,1,1,0,25631.0,2021
31-34,11-20,1,2,0,0,1641.0,2021
31-34,11-20,1,2,0,1,67.0,2021
31-34,11-20,1,3,0,0,534.0,2021
31-34,11-20,1,3,0,1,79.0,2021
31-34,11-20,1,4,0,0,396.0,2021
31-34,11-20,1,4,0,1,18.0,2021
31-34,11-20,2,1,0,0,1500.0,2021
31-34,11-20,2,1,0,1,,2021
31-34,11-20,2,2,0,0,2950.0,2021
31-34,11-20,2,2,0,1,74.0,2021
31-34,11-20,2,2,1,0,37059.0,2021
31-34,11-20,2,3,0,0,1024.0,2021
31-34,11-20,2,3,0,1,260.0,2021
31-34,11-20,2,4,0,0,858.0,2021
31-34,11-20,2,4,0,1,47.0,2021
31-34,11-20,3,1,0,0,246.0,2021
31-34,11-20,3,2,0,0,721.0,2021
31-34,11-20,3,2,0,1,36.0,2021
31-34,11-20,3,3,0,0,610.0,2021
31-34,11-20,3,3,0,1,122.0,2021
31-34,11-20,3,3,1,0,10122.0,2021
31-34,11-20,3,4,0,0,853.0,2021
31-34,11-20,3,4,0,1,85.0,2021
31-34,11-20,4,1,0,0,155.0,2021
31-34,11-20,4,2,0,0,346.0,2021
31-34,11-20,4,2,0,1,22.0,2021
31-34,11-20,4,3,0,0,603.0,2021
31-34,11-20,4,3,0,1,176.0,2021
31-34,11-20,4,4,0,0,1561.0,2021
31-34,11-20,4,4,0,1,123.0,2021
31-34,11-20,4,4,1,0,11027.0,2021
31-34,21+,1,1,0,0,,2021
31-34,21+,1,1,1,0,22.0,2021
31-34,21+,1,2,0,0,,2021
31-34,21+,1,4,0,0,,2021
31-34,21+,2,2,1,0,22.0,2021
31-34,21+,2,3,0,1,,2021
31-34,21+,3,1,0,0,,2021
31-34,21+,4,4,1,0,,2021
31-34,3-5,0,4,0,0,,2021
31-34,3-5,1,1,0,0,124.0,2021
31-34,3-5,1,1,1,0,1830.0,2021
31-34,3-5,1,2,0,0,155.0,2021
31-34,3-5,1,2,0,1,6.0,2021
31-34,3-5,1,3,0,0,88.0,2021
31-34,3-5,1,3,0,1,5.0,2021
31-34,3-5,1,4,0,0,62.0,2021
31-34,3-5,1,4,0,1,,2021
31-34,3-5,2,1,0,0,137.0,2021
31-34,3-5,2,1,0,1,,2021
31-34,3-5,2,2,0,0,691.0,2021
31-34,3-5,2,2,0,1,7.0,2021
31-34,3-5,2,2,1,0,7154.0,2021
31-34,3-5,2,3,0,0,310.0,2021
31-34,3-5,2,3,0,1,99.0,2021
31-34,3-5,2,4,0,0,303.0,2021
31-34,3-5,2,4,0,1,8.0,2021
31-34,3-5,3,1,0,0,29.0,2021
31-34,3-5,3,2,0,0,175.0,2021
31-34,3-5,3,2,0,1,10.0,2021
31-34,3-5,3,3,0,0,610.0,2021
31-34,3-5,3,3,0,1,72.0,2021
31-34,3-5,3,3,1,0,8700.0,2021
31-34,3-5,3,4,0,0,729.0,2021
31-34,3-5,3,4,0,1,30.0,2021
31-34,3-5,4,1,0,0,27.0,2021
31-34,3-5,4,1,0,1,,2021
31-34,3-5,4,2,0,0,155.0,2021
31-34,3-5,4,2,0,1,9.0,2021
31-34,3-5,4,3,0,0,554.0,2021
31-34,3-5,4,3,0,1,105.0,2021
31-34,3-5,4,4,0,0,2100.0,2021
31-34,3-5,4,4,0,1,117.0,2021
31-34,3-5,4,4,1,0,14365.0,2021
31-34,6-10,0,3,0,0,,2021
31-34,6-10,1,1,0,0,343.0,2021
31-34,6-10,1,1,0,1,,2021
31-34,6-10,1,1,1,0,4233.0,2021
31-34,6-10,1,2,0,0,382.0,2021
31-34,6-10,1,2,0,1,14.0,2021
31-34,6-10,1,3,0,0,146.0,2021
31-34,6-10,1,3,0,1,12.0,2021
31-34,6-10,1,4,0,0,115.0,2021
31-34,6-10,1,4,0,1,6.0,2021
31-34,6-10,2,1,0,0,309.0,2021
31-34,6-10,2,2,0,0,1251.0,2021
31-34,6-10,2,2,0,1,26.0,2021
31-34,6-10,2,2,1,0,13531.0,2021
31-34,6-10,2,3,0,0,549.0,2021
31-34,6-10,2,3,0,1,166.0,2021
31-34,6-10,2,4,0,0,640.0,2021
31-34,6-10,2,4,0,1,29.0,2021
31-34,6-10,3,1,0,0,63.0,2021
31-34,6-10,3,1,0,1,,2021
31-34,6-10,3,2,0,0,449.0,2021
31-34,6-10,3,2,0,1,27.0,2021
31-34,6-10,3,3,0,0,1215.0,2021
31-34,6-10,3,3,0,1,207.0,2021
31-34,6-10,3,3,1,0,18265.0,2021
31-34,6-10,3,4,0,0,1560.0,2021
31-34,6-10,3,4,0,1,73.0,2021
31-34,6-10,4,1,0,0,61.0,2021
31-34,6-10,4,1,0,1,,2021
31-34,6-10,4,2,0,0,306.0,2021
31-34,6-10,4,2,0,1,14.0,2021
31-34,6-10,4,3,0,0,1077.0,2021
31-34,6-10,4,3,0,1,357.0,2021
31-34,6-10,4,4,0,0,3881.0,2021
31-34,6-10,4,4,0,1,404.0,2021
31-34,6-10,4,4,1,0,29052.0,2021
31-34,na,0,1,0,0,,2021
31-34,na,1,1,0,0,813.0,2021
31-34,na,1,1,1,0,8197.0,2021
31-34,na,1,2,0,0,737.0,2021
31-34,na,1,2,0,1,21.0,2021
31-34,na,1,3,0,0,107.0,2021
31-34,na,1,3,0,1,12.0,2021
31-34,na,1,4,0,0,75.0,2021
31-34,na,2,1,0,0,660.0,2021
31-34,na,2,2,0,0,1167.0,2021
31-34,na,2,2,0,1,11.0,2021
31-34,na,2,2,1,0,12329.0,2021
31-34,na,2,3,0,0,233.0,2021
31-34,na,2,3,0,1,31.0,2021
31-34,na,2,4,0,0,215.0,2021
31-34,na,2,4,0,1,,2021
31-34,na,3,1,0,0,78.0,2021
31-34,na,3,2,0,0,197.0,2021
31-34,na,3,2,0,1,,2021
31-34,na,3,3,0,0,290.0,2021
31-34,na,3,3,0,1,11.0,2021
31-34,na,3,3,1,0,2491.0,2021
31-34,na,3,4,0,0,211.0,2021
31-34,na,3,4,0,1,6.0,2021
31-34,na,4,1,0,0,34.0,2021
31-34,na,4,2,0,0,80.0,2021
31-34,na,4,2,0,1,,2021
31-34,na,4,3,0,0,159.0,2021
31-34,na,4,3,0,1,39.0,2021
31-34,na,4,4,0,0,804.0,2021
31-34,na,4,4,0,1,50.0,2021
31-34,na,4,4,1,0,4010.0,2021
35-40,0-2,1,1,0,0,115.0,2021
35-40,0-2,1,1,1,0,1468.0,2021
35-40,0-2,1,2,0,0,290.0,2021
35-40,0-2,1,2,0,1,,2021
35-40,0-2,1,3,0,0,87.0,2021
35-40,0-2,1,3,0,1,6.0,2021
35-40,0-2,1,4,0,0,100.0,2021
35-40,0-2,1,4,0,1,,2021
35-40,0-2,2,1,0,0,161.0,2021
35-40,0-2,2,2,0,0,736.0,2021
35-40,0-2,2,2,0,1,5.0,2021
35-40,0-2,2,2,1,0,6363.0,2021
35-40,0-2,2,3,0,0,438.0,2021
35-40,0-2,2,3,0,1,91.0,2021
35-40,0-2,2,4,0,0,398.0,2021
35-40,0-2,2,4,0,1,10.0,2021
35-40,0-2,3,1,0,0,34.0,2021
35-40,0-2,3,2,0,0,187.0,2021
35-40,0-2,3,2,0,1,,2021
35-40,0-2,3,3,0,0,483.0,2021
35-40,0-2,3,3,0,1,52.0,2021
35-40,0-2,3,3,1,0,4966.0,2021
35-40,0-2,3,4,0,0,509.0,2021
35-40,0-2,3,4,0,1,20.0,2021
35-40,0-2,4,1,0,0,28.0,2021
35-40,0-2,4,2,0,0,140.0,2021
35-40,0-2,4,2,0,1,,2021
35-40,0-2,4,3,0,0,325.0,2021
35-40,0-2,4,3,0,1,62.0,2021
35-40,0-2,4,4,0,0,855.0,2021
35-40,0-2,4,4,0,1,40.0,2021
35-40,0-2,4,4,1,0,6432.0,2021
35-40,11-20,0,0,1,0,11.0,2021
35-40,11-20,0,1,0,0,,2021
35-40,11-20,0,3,0,0,,2021
35-40,11-20,1,1,0,0,2175.0,2021
35-40,11-20,1,1,0,1,,2021
35-40,11-20,1,1,1,0,31200.0,2021
35-40,11-20,1,2,0,0,1703.0,2021
35-40,11-20,1,2,0,1,77.0,2021
35-40,11-20,1,3,0,0,591.0,2021
35-40,11-20,1,3,0,1,103.0,2021
35-40,11-20,1,4,0,0,465.0,2021
35-40,11-20,1,4,0,1,46.0,2021
35-40,11-20,2,1,0,0,1657.0,2021
35-40,11-20,2,1,0,1,,2021
35-40,11-20,2,2,0,0,3563.0,2021
35-40,11-20,2,2,0,1,115.0,2021
35-40,11-20,2,2,1,0,52476.0,2021
35-40,11-20,2,3,0,0,1596.0,2021
35-40,11-20,2,3,0,1,423.0,2021
35-40,11-20,2,4,0,0,1342.0,2021
35-40,11-20,2,4,0,1,125.0,2021
35-40,11-20,3,1,0,0,305.0,2021
35-40,11-20,3,2,0,0,1132.0,2021
35-40,11-20,3,2,0,1,63.0,2021
35-40,11-20,3,3,0,0,1841.0,2021
35-40,11-20,3,3,0,1,468.0,2021
35-40,11-20,3,3,1,0,33302.0,2021
35-40,11-20,3,4,0,0,2655.0,2021
35-40,11-20,3,4,0,1,233.0,2021
35-40,11-20,4,0,0,1,,2021
35-40,11-20,4,1,0,0,203.0,2021
35-40,11-20,4,1,0,1,,2021
35-40,11-20,4,2,0,0,672.0,2021
35-40,11-20,4,2,0,1,54.0,2021
35-40,11-20,4,3,0,0,1841.0,2021
35-40,11-20,4,3,0,1,833.0,2021
35-40,11-20,4,4,0,0,5747.0,2021
35-40,11-20,4,4,0,1,708.0,2021
35-40,11-20,4,4,1,0,50543.0,2021
35-40,21+,1,1,0,0,470.0,2021
35-40,21+,1,1,1,0,7264.0,2021
35-40,21+,1,2,0,0,361.0,2021
35-40,21+,1,2,0,1,20.0,2021
35-40,21+,1,3,0,0,114.0,2021
35-40,21+,1,3,0,1,20.0,2021
35-40,21+,1,4,0,0,67.0,2021
35-40,21+,1,4,0,1,,2021
35-40,21+,2,1,0,0,320.0,2021
35-40,21+,2,2,0,0,590.0,2021
35-40,21+,2,2,0,1,22.0,2021
35-40,21+,2,2,1,0,8954.0,2021
35-40,21+,2,3,0,0,214.0,2021
35-40,21+,2,3,0,1,50.0,2021
35-40,21+,2,4,0,0,146.0,2021
35-40,21+,2,4,0,1,14.0,2021
35-40,21+,3,1,0,0,53.0,2021
35-40,21+,3,2,0,0,165.0,2021
35-40,21+,3,2,0,1,11.0,2021
35-40,21+,3,3,0,0,160.0,2021
35-40,21+,3,3,0,1,34.0,2021
35-40,21+,3,3,1,0,2706.0,2021
35-40,21+,3,4,0,0,152.0,2021
35-40,21+,3,4,0,1,22.0,2021
35-40,21+,4,1,0,0,34.0,2021
35-40,21+,4,2,0,0,66.0,2021
35-40,21+,4,2,0,1,,2021
35-40,21+,4,3,0,0,154.0,2021
35-40,21+,4,3,0,1,55.0,2021
35-40,21+,4,4,0,0,331.0,2021
35-40,21+,4,4,0,1,37.0,2021
35-40,21+,4,4,1,0,2800.0,2021
35-40,3-5,0,0,1,0,,2021
35-40,3-5,1,1,0,0,114.0,2021
35-40,3-5,1,1,1,0,1578.0,2021
35-40,3-5,1,2,0,0,126.0,2021
35-40,3-5,1,2,0,1,,2021
35-40,3-5,1,3,0,0,35.0,2021
35-40,3-5,1,3,0,1,,2021
35-40,3-5,1,4,0,0,40.0,2021
35-40,3-5,1,4,0,1,,2021
35-40,3-5,2,1,0,0,108.0,2021
35-40,3-5,2,1,0,1,,2021
35-40,3-5,2,2,0,0,535.0,2021
35-40,3-5,2,2,0,1,5.0,2021
35-40,3-5,2,2,1,0,5961.0,2021
35-40,3-5,2,3,0,0,188.0,2021
35-40,3-5,2,3,0,1,82.0,2021
35-40,3-5,2,4,0,0,235.0,2021
35-40,3-5,2,4,0,1,10.0,2021
35-40,3-5,3,1,0,0,28.0,2021
35-40,3-5,3,2,0,0,158.0,2021
35-40,3-5,3,2,0,1,8.0,2021
35-40,3-5,3,3,0,0,394.0,2021
35-40,3-5,3,3,0,1,83.0,2021
35-40,3-5,3,3,1,0,5831.0,2021
35-40,3-5,3,4,0,0,439.0,2021
35-40,3-5,3,4,0,1,23.0,2021
35-40,3-5,4,1,0,0,19.0,2021
35-40,3-5,4,2,0,0,93.0,2021
35-40,3-5,4,2,0,1,,2021
35-40,3-5,4,3,0,0,364.0,2021
35-40,3-5,4,3,0,1,89.0,2021
35-40,3-5,4,4,0,0,1111.0,2021
35-40,3-5,4,4,0,1,75.0,2021
35-40,3-5,4,4,1,0,8824.0,2021
35-40,6-10,1,1,0,0,226.0,2021
35-40,6-10,1,1,1,0,3357.0,2021
35-40,6-10,1,2,0,0,244.0,2021
35-40,6-10,1,2,0,1,11.0,2021
35-40,6-10,1,3,0,0,104.0,2021
35-40,6-10,1,3,0,1,16.0,2021
35-40,6-10,1,4,0,0,84.0,2021
35-40,6-10,1,4,0,1,7.0,2021
35-40,6-10,2,1,0,0,213.0,2021
35-40,6-10,2,1,0,1,,2021
35-40,6-10,2,2,0,0,941.0,2021
35-40,6-10,2,2,0,1,11.0,2021
35-40,6-10,2,2,1,0,12377.0,2021
35-40,6-10,2,3,0,0,452.0,2021
35-40,6-10,2,3,0,1,187.0,2021
35-40,6-10,2,4,0,0,511.0,2021
35-40,6-10,2,4,0,1,23.0,2021
35-40,6-10,3,0,0,0,,2021
35-40,6-10,3,1,0,0,57.0,2021
35-40,6-10,3,2,0,0,386.0,2021
35-40,6-10,3,2,0,1,17.0,2021
35-40,6-10,3,3,0,0,1461.0,2021
35-40,6-10,3,3,0,1,214.0,2021
35-40,6-10,3,3,1,0,18293.0,2021
35-40,6-10,3,4,0,0,1425.0,2021
35-40,6-10,3,4,0,1,74.0,2021
35-40,6-10,4,0,0,0,,2021
35-40,6-10,4,1,0,0,54.0,2021
35-40,6-10,4,1,0,1,,2021
35-40,6-10,4,2,0,0,269.0,2021
35-40,6-10,4,2,0,1,19.0,2021
35-40,6-10,4,3,0,0,1036.0,2021
35-40,6-10,4,3,0,1,426.0,2021
35-40,6-10,4,4,0,0,3472.0,2021
35-40,6-10,4,4,0,1,354.0,2021
35-40,6-10,4,4,1,0,30361.0,2021
35-40,na,1,1,0,0,1169.0,2021
35-40,na,1,1,1,0,13865.0,2021
35-40,na,1,2,0,0,958.0,2021
35-40,na,1,2,0,1,27.0,2021
35-40,na,1,3,0,0,154.0,2021
35-40,na,1,3,0,1,24.0,2021
35-40,na,1,4,0,0,88.0,2021
35-40,na,1,4,0,1,8.0,2021
35-40,na,2,1,0,0,922.0,2021
35-40,na,2,2,0,0,1612.0,2021
35-40,na,2,2,0,1,22.0,2021
35-40,na,2,2,1,0,19484.0,2021
35-40,na,2,3,0,0,273.0,2021
35-40,na,2,3,0,1,53.0,2021
35-40,na,2,4,0,0,234.0,2021
35-40,na,2,4,0,1,13.0,2021
35-40,na,3,1,0,0,95.0,2021
35-40,na,3,2,0,0,277.0,2021
35-40,na,3,2,0,1,7.0,2021
35-40,na,3,3,0,0,414.0,2021
35-40,na,3,3,0,1,58.0,2021
35-40,na,3,3,1,0,6111.0,2021
35-40,na,3,4,0,0,219.0,2021
35-40,na,3,4,0,1,18.0,2021
35-40,na,4,1,0,0,53.0,2021
35-40,na,4,2,0,0,120.0,2021
35-40,na,4,3,0,0,214.0,2021
35-40,na,4,3,0,1,62.0,2021
35-40,na,4,4,0,0,830.0,2021
35-40,na,4,4,0,1,64.0,2021
35-40,na,4,4,1,0,5077.0,2021
41-49,0-2,0,0,1,0,,2021
41-49,0-2,1,1,0,0,100.0,2021
41-49,0-2,1,1,1,0,1291.0,2021
41-49,0-2,1,2,0,0,242.0,2021
41-49,0-2,1,2,0,1,5.0,2021
41-49,0-2,1,3,0,0,54.0,2021
41-49,0-2,1,3,0,1,,2021
41-49,0-2,1,4,0,0,66.0,2021
41-49,0-2,1,4,0,1,,2021
41-49,0-2,2,1,0,0,139.0,2021
41-49,0-2,2,2,0,0,565.0,2021
41-49,0-2,2,2,0,1,,2021
41-49,0-2,2,2,1,0,5261.0,2021
41-49,0-2,2,3,0,0,361.0,2021
41-49,0-2,2,3,0,1,87.0,2021
41-49,0-2,2,4,0,0,245.0,2021
41-49,0-2,2,4,0,1,9.0,2021
41-49,0-2,3,1,0,0,15.0,2021
41-49,0-2,3,2,0,0,195.0,2021
41-49,0-2,3,2,0,1,,2021
41-49,0-2,3,3,0,0,403.0,2021
41-49,0-2,3,3,0,1,62.0,2021
41-49,0-2,3,3,1,0,5139.0,2021
41-49,0-2,3,4,0,0,363.0,2021
41-49,0-2,3,4,0,1,12.0,2021
41-49,0-2,4,1,0,0,20.0,2021
41-49,0-2,4,2,0,0,124.0,2021
41-49,0-2,4,2,0,1,,2021
41-49,0-2,4,3,0,0,299.0,2021
41-49,0-2,4,3,0,1,62.0,2021
41-49,0-2,4,4,0,0,543.0,2021
41-49,0-2,4,4,0,1,38.0,2021
41-49,0-2,4,4,1,0,5254.0,2021
41-49,11-20,0,0,1,0,9.0,2021
41-49,11-20,0,3,0,1,,2021
41-49,11-20,0,4,0,0,,2021
41-49,11-20,1,1,0,0,436.0,2021
41-49,11-20,1,1,0,1,,2021
41-49,11-20,1,1,1,0,8420.0,2021
41-49,11-20,1,2,0,0,467.0,2021
41-49,11-20,1,2,0,1,13.0,2021
41-49,11-20,1,3,0,0,195.0,2021
41-49,11-20,1,3,0,1,21.0,2021
41-49,11-20,1,4,0,0,175.0,2021
41-49,11-20,1,4,0,1,12.0,2021
41-49,11-20,2,0,0,0,,2021
41-49,11-20,2,1,0,0,421.0,2021
41-49,11-20,2,1,0,1,,2021
41-49,11-20,2,2,0,0,1757.0,2021
41-49,11-20,2,2,0,1,40.0,2021
41-49,11-20,2,2,1,0,27412.0,2021
41-49,11-20,2,3,0,0,881.0,2021
41-49,11-20,2,3,0,1,296.0,2021
41-49,11-20,2,4,0,0,916.0,2021
41-49,11-20,2,4,0,1,77.0,2021
41-49,11-20,3,0,0,0,,2021
41-49,11-20,3,1,0,0,117.0,2021
41-49,11-20,3,1,0,1,,2021
41-49,11-20,3,2,0,0,832.0,2021
41-49,11-20,3,2,0,1,33.0,2021
41-49,11-20,3,3,0,0,2381.0,2021
41-49,11-20,3,3,0,1,433.0,2021
41-49,11-20,3,3,1,0,44422.0,2021
41-49,11-20,3,4,0,0,3146.0,2021
41-49,11-20,3,4,0,1,228.0,2021
41-49,11-20,4,0,0,1,,2021
41-49,11-20,4,1,0,0,95.0,2021
41-49,11-20,4,1,0,1,,2021
41-49,11-20,4,2,0,0,552.0,2021
41-49,11-20,4,2,0,1,68.0,2021
41-49,11-20,4,3,0,0,2425.0,2021
41-49,11-20,4,3,0,1,1127.0,2021
41-49,11-20,4,4,0,0,7449.0,2021
41-49,11-20,4,4,0,1,1183.0,2021
41-49,11-20,4,4,1,0,79883.0,2021
41-49,21+,0,0,1,0,12.0,2021
41-49,21+,0,1,0,0,,2021
41-49,21+,0,3,0,0,,2021
41-49,21+,1,1,0,0,2955.0,2021
41-49,21+,1,1,0,1,,2021
41-49,21+,1,1,1,0,54639.0,2021
41-49,21+,1,2,0,0,2255.0,2021
41-49,21+,1,2,0,1,74.0,2021
41-49,21+,1,3,0,0,720.0,2021
41-49,21+,1,3,0,1,142.0,2021
41-49,21+,1,4,0,0,511.0,2021
41-49,21+,1,4,0,1,40.0,2021
41-49,21+,2,1,0,0,2366.0,2021
41-49,21+,2,1,0,1,,2021
41-49,21+,2,2,0,0,4053.0,2021
41-49,21+,2,2,0,1,170.0,2021
41-49,21+,2,2,1,0,77307.0,2021
41-49,21+,2,3,0,0,1749.0,2021
41-49,21+,2,3,0,1,471.0,2021
41-49,21+,2,4,0,0,1291.0,2021
41-49,21+,2,4,0,1,147.0,2021
41-49,21+,3,1,0,0,485.0,2021
41-49,21+,3,2,0,0,1444.0,2021
41-49,21+,3,2,0,1,77.0,2021
41-49,21+,3,3,0,0,2150.0,2021
41-49,21+,3,3,0,1,376.0,2021
41-49,21+,3,3,1,0,44054.0,2021
41-49,21+,3,4,0,0,2682.0,2021
41-49,21+,3,4,0,1,251.0,2021
41-49,21+,4,1,0,0,238.0,2021
41-49,21+,4,1,0,1,,2021
41-49,21+,4,2,0,0,756.0,2021
41-49,21+,4,2,0,1,70.0,2021
41-49,21+,4,3,0,0,2086.0,2021
41-49,21+,4,3,0,1,779.0,2021
41-49,21+,4,4,0,0,6239.0,2021
41-49,21+,4,4,0,1,705.0,2021
41-49,21+,4,4,1,0,62266.0,2021
41-49,3-5,0,4,0,0,,2021
41-49,3-5,1,1,0,0,83.0,2021
41-49,3-5,1,1,1,0,1538.0,2021
41-49,3-5,1,2,0,0,120.0,2021
41-49,3-5,1,3,0,0,35.0,2021
41-49,3-5,1,3,0,1,,2021
41-49,3-5,1,4,0,0,27.0,2021
41-49,3-5,1,4,0,1,,2021
41-49,3-5,2,1,0,0,87.0,2021
41-49,3-5,2,2,0,0,452.0,2021
41-49,3-5,2,2,0,1,6.0,2021
41-49,3-5,2,2,1,0,5205.0,2021
41-49,3-5,2,3,0,0,122.0,2021
41-49,3-5,2,3,0,1,67.0,2021
41-49,3-5,2,4,0,0,114.0,2021
41-49,3-5,2,4,0,1,,2021
41-49,3-5,3,1,0,0,26.0,2021
41-49,3-5,3,2,0,0,137.0,2021
41-49,3-5,3,2,0,1,6.0,2021
41-49,3-5,3,3,0,0,271.0,2021
41-49,3-5,3,3,0,1,61.0,2021
41-49,3-5,3,3,1,0,5550.0,2021
41-49,3-5,3,4,0,0,289.0,2021
41-49,3-5,3,4,0,1,9.0,2021
41-49,3-5,4,1,0,0,14.0,2021
41-49,3-5,4,2,0,0,73.0,2021
41-49,3-5,4,2,0,1,,2021
41-49,3-5,4,3,0,0,240.0,2021
41-49,3-5,4,3,0,1,69.0,2021
41-49,3-5,4,4,0,0,567.0,2021
41-49,3-5,4,4,0,1,38.0,2021
41-49,3-5,4,4,1,0,5971.0,2021
41-49,6-10,1,1,0,0,150.0,2021
41-49,6-10,1,1,1,0,2754.0,2021
41-49,6-10,1,2,0,0,163.0,2021
41-49,6-10,1,2,0,1,7.0,2021
41-49,6-10,1,3,0,0,61.0,2021
41-49,6-10,1,3,0,1,6.0,2021
41-49,6-10,1,4,0,0,53.0,2021
41-49,6-10,1,4,0,1,,2021
41-49,6-10,2,1,0,0,160.0,2021
41-49,6-10,2,1,0,1,,2021
41-49,6-10,2,2,0,0,772.0,2021
41-49,6-10,2,2,0,1,7.0,2021
41-49,6-10,2,2,1,0,9687.0,2021
41-49,6-10,2,3,0,0,267.0,2021
41-49,6-10,2,3,0,1,108.0,2021
41-49,6-10,2,4,0,0,225.0,2021
41-49,6-10,2,4,0,1,6.0,2021
41-49,6-10,3,1,0,0,38.0,2021
41-49,6-10,3,2,0,0,264.0,2021
41-49,6-10,3,2,0,1,6.0,2021
41-49,6-10,3,3,0,0,762.0,2021
41-49,6-10,3,3,0,1,119.0,2021
41-49,6-10,3,3,1,0,12712.0,2021
41-49,6-10,3,4,0,0,763.0,2021
41-49,6-10,3,4,0,1,31.0,2021
41-49,6-10,4,1,0,0,45.0,2021
41-49,6-10,4,2,0,0,141.0,2021
41-49,6-10,4,2,0,1,10.0,2021
41-49,6-10,4,3,0,0,554.0,2021
41-49,6-10,4,3,0,1,182.0,2021
41-49,6-10,4,4,0,0,1459.0,2021
41-49,6-10,4,4,0,1,164.0,2021
41-49,6-10,4,4,1,0,16629.0,2021
41-49,na,0,0,1,0,,2021
41-49,na,1,1,0,0,1529.0,2021
41-49,na,1,1,1,0,26878.0,2021
41-49,na,1,2,0,0,1191.0,2021
41-49,na,1,2,0,1,23.0,2021
41-49,na,1,3,0,0,205.0,2021
41-49,na,1,3,0,1,25.0,2021
41-49,na,1,4,0,0,103.0,2021
41-49,na,1,4,0,1,,2021
41-49,na,2,1,0,0,1240.0,2021
41-49,na,2,2,0,0,2151.0,2021
41-49,na,2,2,0,1,25.0,2021
41-49,na,2,2,1,0,34372.0,2021
41-49,na,2,3,0,0,444.0,2021
41-49,na,2,3,0,1,70.0,2021
41-49,na,2,4,0,0,304.0,2021
41-49,na,2,4,0,1,21.0,2021
41-49,na,3,0,0,0,,2021
41-49,na,3,1,0,0,157.0,2021
41-49,na,3,2,0,0,421.0,2021
41-49,na,3,2,0,1,12.0,2021
41-49,na,3,3,0,0,582.0,2021
41-49,na,3,3,0,1,125.0,2021
41-49,na,3,3,1,0,11512.0,2021
41-49,na,3,4,0,0,382.0,2021
41-49,na,3,4,0,1,36.0,2021
