age_group,expband,q_t,q_t1,same_code,enters_mgr,n,year
22-25,na,3,3,0,0,23.0,2020
22-25,na,3,3,1,0,329.0,2020
22-25,na,3,4,0,0,60.0,2020
22-25,na,3,4,0,1,,2020
22-25,na,4,1,0,0,14.0,2020
22-25,na,4,2,0,0,47.0,2020
22-25,na,4,3,0,0,18.0,2020
22-25,na,4,4,0,0,81.0,2020
22-25,na,4,4,0,1,,2020
22-25,na,4,4,1,0,526.0,2020
26-30,0-2,1,1,0,0,313.0,2020
26-30,0-2,1,1,1,0,3415.0,2020
26-30,0-2,1,2,0,0,753.0,2020
26-30,0-2,1,2,0,1,12.0,2020
26-30,0-2,1,3,0,0,314.0,2020
26-30,0-2,1,3,0,1,9.0,2020
26-30,0-2,1,4,0,0,408.0,2020
26-30,0-2,1,4,0,1,,2020
26-30,0-2,2,1,0,0,425.0,2020
26-30,0-2,2,1,0,1,,2020
26-30,0-2,2,2,0,0,1787.0,2020
26-30,0-2,2,2,0,1,15.0,2020
26-30,0-2,2,2,1,0,16164.0,2020
26-30,0-2,2,3,0,0,1418.0,2020
26-30,0-2,2,3,0,1,116.0,2020
26-30,0-2,2,4,0,0,1626.0,2020
26-30,0-2,2,4,0,1,23.0,2020
26-30,0-2,3,1,0,0,94.0,2020
26-30,0-2,3,1,0,1,,2020
26-30,0-2,3,2,0,0,521.0,2020
26-30,0-2,3,2,0,1,12.0,2020
26-30,0-2,3,3,0,0,2231.0,2020
26-30,0-2,3,3,0,1,57.0,2020
26-30,0-2,3,3,1,0,13740.0,2020
26-30,0-2,3,4,0,0,1853.0,2020
26-30,0-2,3,4,0,1,34.0,2020
26-30,0-2,4,0,0,0,,2020
26-30,0-2,4,1,0,0,85.0,2020
26-30,0-2,4,2,0,0,438.0,2020
26-30,0-2,4,2,0,1,11.0,2020
26-30,0-2,4,3,0,0,1176.0,2020
26-30,0-2,4,3,0,1,119.0,2020
26-30,0-2,4,4,0,0,4005.0,2020
26-30,0-2,4,4,0,1,107.0,2020
26-30,0-2,4,4,1,0,23526.0,2020
26-30,11-20,0,0,1,0,,2020
26-30,11-20,0,1,0,0,,2020
26-30,11-20,1,1,0,0,753.0,2020
26-30,11-20,1,1,1,0,7538.0,2020
26-30,11-20,1,2,0,0,460.0,2020
26-30,11-20,1,2,0,1,16.0,2020
26-30,11-20,1,3,0,0,120.0,2020
26-30,11-20,1,3,0,1,24.0,2020
26-30,11-20,1,4,0,0,88.0,2020
26-30,11-20,1,4,0,1,7.0,2020
26-30,11-20,2,1,0,0,423.0,2020
26-30,11-20,2,2,0,0,822.0,2020
26-30,11-20,2,2,0,1,13.0,2020
26-30,11-20,2,2,1,0,10928.0,2020
26-30,11-20,2,3,0,0,223.0,2020
26-30,11-20,2,3,0,1,48.0,2020
26-30,11-20,2,4,0,0,210.0,2020
26-30,11-20,2,4,0,1,16.0,2020
26-30,11-20,3,1,0,0,78.0,2020
26-30,11-20,3,2,0,0,183.0,2020
26-30,11-20,3,2,0,1,10.0,2020
26-30,11-20,3,3,0,0,134.0,2020
26-30,11-20,3,3,0,1,15.0,2020
26-30,11-20,3,3,1,0,2172.0,2020
26-30,11-20,3,4,0,0,148.0,2020
26-30,11-20,3,4,0,1,15.0,2020
26-30,11-20,4,1,0,0,42.0,2020
26-30,11-20,4,2,0,0,85.0,2020
26-30,11-20,4,2,0,1,5.0,2020
26-30,11-20,4,3,0,0,145.0,2020
26-30,11-20,4,3,0,1,32.0,2020
26-30,11-20,4,4,0,0,277.0,2020
26-30,11-20,4,4,0,1,16.0,2020
26-30,11-20,4,4,1,0,2206.0,2020
26-30,3-5,1,1,0,0,306.0,2020
26-30,3-5,1,1,1,0,3263.0,2020
26-30,3-5,1,2,0,0,298.0,2020
26-30,3-5,1,2,0,1,8.0,2020
26-30,3-5,1,3,0,0,113.0,2020
26-30,3-5,1,3,0,1,5.0,2020
26-30,3-5,1,4,0,0,88.0,2020
26-30,3-5,1,4,0,1,,2020
26-30,3-5,2,1,0,0,273.0,2020
26-30,3-5,2,1,0,1,,2020
26-30,3-5,2,2,0,0,1123.0,2020
26-30,3-5,2,2,0,1,20.0,2020
26-30,3-5,2,2,1,0,12993.0,2020
26-30,3-5,2,3,0,0,424.0,2020
26-30,3-5,2,3,0,1,107.0,2020
26-30,3-5,2,4,0,0,584.0,2020
26-30,3-5,2,4,0,1,11.0,2020
26-30,3-5,3,1,0,0,78.0,2020
26-30,3-5,3,2,0,0,344.0,2020
26-30,3-5,3,2,0,1,15.0,2020
26-30,3-5,3,3,0,0,925.0,2020
26-30,3-5,3,3,0,1,90.0,2020
26-30,3-5,3,3,1,0,13815.0,2020
26-30,3-5,3,4,0,0,1116.0,2020
26-30,3-5,3,4,0,1,51.0,2020
26-30,3-5,4,1,0,0,52.0,2020
26-30,3-5,4,1,0,1,,2020
26-30,3-5,4,2,0,0,287.0,2020
26-30,3-5,4,2,0,1,20.0,2020
26-30,3-5,4,3,0,0,821.0,2020
26-30,3-5,4,3,0,1,155.0,2020
26-30,3-5,4,4,0,0,3345.0,2020
26-30,3-5,4,4,0,1,171.0,2020
26-30,3-5,4,4,1,0,23267.0,2020
26-30,6-10,0,0,1,0,9.0,2020
26-30,6-10,0,1,0,0,,2020
26-30,6-10,0,2,0,0,,2020
26-30,6-10,0,3,0,0,,2020
26-30,6-10,1,0,0,0,,2020
26-30,6-10,1,1,0,0,3040.0,2020
26-30,6-10,1,1,0,1,,2020
26-30,6-10,1,1,1,0,28224.0,2020
26-30,6-10,1,2,0,0,1950.0,2020
26-30,6-10,1,2,0,1,49.0,2020
26-30,6-10,1,3,0,0,441.0,2020
26-30,6-10,1,3,0,1,52.0,2020
26-30,6-10,1,4,0,0,407.0,2020
26-30,6-10,1,4,0,1,6.0,2020
26-30,6-10,2,1,0,0,1784.0,2020
26-30,6-10,2,2,0,0,3362.0,2020
26-30,6-10,2,2,0,1,49.0,2020
26-30,6-10,2,2,1,0,44996.0,2020
26-30,6-10,2,3,0,0,1174.0,2020
26-30,6-10,2,3,0,1,173.0,2020
26-30,6-10,2,4,0,0,944.0,2020
26-30,6-10,2,4,0,1,42.0,2020
26-30,6-10,3,1,0,0,271.0,2020
26-30,6-10,3,2,0,0,769.0,2020
26-30,6-10,3,2,0,1,23.0,2020
26-30,6-10,3,3,0,0,835.0,2020
26-30,6-10,3,3,0,1,94.0,2020
26-30,6-10,3,3,1,0,11793.0,2020
26-30,6-10,3,4,0,0,959.0,2020
26-30,6-10,3,4,0,1,66.0,2020
26-30,6-10,4,1,0,0,176.0,2020
26-30,6-10,4,2,0,0,456.0,2020
26-30,6-10,4,2,0,1,15.0,2020
26-30,6-10,4,3,0,0,740.0,2020
26-30,6-10,4,3,0,1,136.0,2020
26-30,6-10,4,4,0,0,1776.0,2020
26-30,6-10,4,4,0,1,116.0,2020
26-30,6-10,4,4,1,0,14162.0,2020
26-30,na,1,1,0,0,835.0,2020
26-30,na,1,1,1,0,7065.0,2020
26-30,na,1,2,0,0,615.0,2020
26-30,na,1,2,0,1,12.0,2020
26-30,na,1,3,0,0,67.0,2020
26-30,na,1,3,0,1,7.0,2020
26-30,na,1,4,0,0,55.0,2020
26-30,na,2,1,0,0,575.0,2020
26-30,na,2,2,0,0,1137.0,2020
26-30,na,2,2,0,1,5.0,2020
26-30,na,2,2,1,0,11019.0,2020
26-30,na,2,3,0,0,148.0,2020
26-30,na,2,3,0,1,15.0,2020
26-30,na,2,4,0,0,114.0,2020
26-30,na,2,4,0,1,,2020
26-30,na,3,1,0,0,58.0,2020
26-30,na,3,2,0,0,154.0,2020
26-30,na,3,2,0,1,,2020
26-30,na,3,3,0,0,208.0,2020
26-30,na,3,3,0,1,7.0,2020
26-30,na,3,3,1,0,1642.0,2020
26-30,na,3,4,0,0,154.0,2020
26-30,na,3,4,0,1,6.0,2020
26-30,na,4,1,0,0,19.0,2020
26-30,na,4,2,0,0,88.0,2020
26-30,na,4,2,0,1,,2020
26-30,na,4,3,0,0,113.0,2020
26-30,na,4,3,0,1,15.0,2020
26-30,na,4,4,0,0,484.0,2020
26-30,na,4,4,0,1,28.0,2020
26-30,na,4,4,1,0,3519.0,2020
31-34,0-2,0,2,0,0,,2020
31-34,0-2,1,1,0,0,126.0,2020
31-34,0-2,1,1,1,0,1523.0,2020
31-34,0-2,1,2,0,0,333.0,2020
31-34,0-2,1,2,0,1,,2020
31-34,0-2,1,3,0,0,98.0,2020
31-34,0-2,1,3,0,1,6.0,2020
31-34,0-2,1,4,0,0,112.0,2020
31-34,0-2,1,4,0,1,,2020
31-34,0-2,2,1,0,0,165.0,2020
31-34,0-2,2,2,0,0,699.0,2020
31-34,0-2,2,2,0,1,,2020
31-34,0-2,2,2,1,0,7126.0,2020
31-34,0-2,2,3,0,0,498.0,2020
31-34,0-2,2,3,0,1,65.0,2020
31-34,0-2,2,4,0,0,401.0,2020
31-34,0-2,2,4,0,1,9.0,2020
31-34,0-2,3,0,0,0,,2020
31-34,0-2,3,1,0,0,25.0,2020
31-34,0-2,3,2,0,0,210.0,2020
31-34,0-2,3,2,0,1,,2020
31-34,0-2,3,3,0,0,579.0,2020
31-34,0-2,3,3,0,1,37.0,2020
31-34,0-2,3,3,1,0,5241.0,2020
31-34,0-2,3,4,0,0,574.0,2020
31-34,0-2,3,4,0,1,12.0,2020
31-34,0-2,4,1,0,0,29.0,2020
31-34,0-2,4,2,0,0,169.0,2020
31-34,0-2,4,2,0,1,,2020
31-34,0-2,4,3,0,0,407.0,2020
31-34,0-2,4,3,0,1,47.0,2020
31-34,0-2,4,4,0,0,1047.0,2020
31-34,0-2,4,4,0,1,30.0,2020
31-34,0-2,4,4,1,0,7928.0,2020
31-34,11-20,0,0,1,0,5.0,2020
31-34,11-20,0,1,0,0,,2020
31-34,11-20,1,1,0,0,2267.0,2020
31-34,11-20,1,1,1,0,24744.0,2020
31-34,11-20,1,2,0,0,1425.0,2020
31-34,11-20,1,2,0,1,48.0,2020
31-34,11-20,1,3,0,0,329.0,2020
31-34,11-20,1,3,0,1,52.0,2020
31-34,11-20,1,4,0,0,271.0,2020
31-34,11-20,1,4,0,1,9.0,2020
31-34,11-20,2,0,0,0,,2020
31-34,11-20,2,1,0,0,1279.0,2020
31-34,11-20,2,2,0,0,2294.0,2020
31-34,11-20,2,2,0,1,59.0,2020
31-34,11-20,2,2,1,0,36706.0,2020
31-34,11-20,2,3,0,0,752.0,2020
31-34,11-20,2,3,0,1,208.0,2020
31-34,11-20,2,4,0,0,658.0,2020
31-34,11-20,2,4,0,1,46.0,2020
31-34,11-20,3,1,0,0,207.0,2020
31-34,11-20,3,2,0,0,566.0,2020
31-34,11-20,3,2,0,1,32.0,2020
31-34,11-20,3,3,0,0,541.0,2020
31-34,11-20,3,3,0,1,57.0,2020
31-34,11-20,3,3,1,0,9682.0,2020
31-34,11-20,3,4,0,0,703.0,2020
31-34,11-20,3,4,0,1,51.0,2020
31-34,11-20,4,1,0,0,104.0,2020
31-34,11-20,4,2,0,0,289.0,2020
31-34,11-20,4,2,0,1,10.0,2020
31-34,11-20,4,3,0,0,511.0,2020
31-34,11-20,4,3,0,1,138.0,2020
31-34,11-20,4,4,0,0,1223.0,2020
31-34,11-20,4,4,0,1,90.0,2020
31-34,11-20,4,4,1,0,10445.0,2020
31-34,21+,1,1,0,0,5.0,2020
31-34,21+,1,1,1,0,21.0,2020
31-34,21+,1,2,0,0,,2020
31-34,21+,2,1,0,0,,2020
31-34,21+,2,2,0,0,,2020
31-34,21+,2,2,1,0,15.0,2020
31-34,21+,3,1,0,0,,2020
31-34,21+,3,2,0,0,,2020
31-34,21+,4,1,0,0,,2020
31-34,3-5,1,1,0,0,132.0,2020
31-34,3-5,1,1,0,1,,2020
31-34,3-5,1,1,1,0,1734.0,2020
31-34,3-5,1,2,0,0,98.0,2020
31-34,3-5,1,2,0,1,,2020
31-34,3-5,1,3,0,0,52.0,2020
31-34,3-5,1,3,0,1,,2020
31-34,3-5,1,4,0,0,54.0,2020
31-34,3-5,1,4,0,1,,2020
31-34,3-5,2,1,0,0,127.0,2020
31-34,3-5,2,1,0,1,,2020
31-34,3-5,2,2,0,0,592.0,2020
31-34,3-5,2,2,0,1,,2020
31-34,3-5,2,2,1,0,7252.0,2020
31-34,3-5,2,3,0,0,203.0,2020
31-34,3-5,2,3,0,1,56.0,2020
31-34,3-5,2,4,0,0,282.0,2020
31-34,3-5,2,4,0,1,12.0,2020
31-34,3-5,3,1,0,0,46.0,2020
31-34,3-5,3,1,0,1,,2020
31-34,3-5,3,2,0,0,184.0,2020
31-34,3-5,3,2,0,1,10.0,2020
31-34,3-5,3,3,0,0,617.0,2020
31-34,3-5,3,3,0,1,66.0,2020
31-34,3-5,3,3,1,0,8625.0,2020
31-34,3-5,3,4,0,0,671.0,2020
31-34,3-5,3,4,0,1,32.0,2020
31-34,3-5,4,0,0,1,,2020
31-34,3-5,4,1,0,0,25.0,2020
31-34,3-5,4,2,0,0,157.0,2020
31-34,3-5,4,2,0,1,10.0,2020
31-34,3-5,4,3,0,0,518.0,2020
31-34,3-5,4,3,0,1,110.0,2020
31-34,3-5,4,4,0,0,1816.0,2020
31-34,3-5,4,4,0,1,119.0,2020
31-34,3-5,4,4,1,0,14161.0,2020
31-34,6-10,0,0,1,0,,2020
31-34,6-10,1,1,0,0,337.0,2020
31-34,6-10,1,1,1,0,3869.0,2020
31-34,6-10,1,2,0,0,247.0,2020
31-34,6-10,1,2,0,1,11.0,2020
31-34,6-10,1,3,0,0,92.0,2020
31-34,6-10,1,3,0,1,9.0,2020
31-34,6-10,1,4,0,0,87.0,2020
31-34,6-10,1,4,0,1,5.0,2020
31-34,6-10,2,1,0,0,266.0,2020
31-34,6-10,2,1,0,1,,2020
31-34,6-10,2,2,0,0,996.0,2020
31-34,6-10,2,2,0,1,16.0,2020
31-34,6-10,2,2,1,0,13518.0,2020
31-34,6-10,2,3,0,0,459.0,2020
31-34,6-10,2,3,0,1,126.0,2020
31-34,6-10,2,4,0,0,477.0,2020
31-34,6-10,2,4,0,1,35.0,2020
31-34,6-10,3,1,0,0,75.0,2020
31-34,6-10,3,2,0,0,401.0,2020
31-34,6-10,3,2,0,1,19.0,2020
31-34,6-10,3,3,0,0,1142.0,2020
31-34,6-10,3,3,0,1,173.0,2020
31-34,6-10,3,3,1,0,17681.0,2020
31-34,6-10,3,4,0,0,1290.0,2020
31-34,6-10,3,4,0,1,78.0,2020
31-34,6-10,4,0,0,1,,2020
31-34,6-10,4,1,0,0,44.0,2020
31-34,6-10,4,1,0,1,,2020
31-34,6-10,4,2,0,0,259.0,2020
31-34,6-10,4,2,0,1,23.0,2020
31-34,6-10,4,3,0,0,945.0,2020
31-34,6-10,4,3,0,1,322.0,2020
31-34,6-10,4,4,0,0,3149.0,2020
31-34,6-10,4,4,0,1,292.0,2020
31-34,6-10,4,4,1,0,27780.0,2020
31-34,na,0,0,1,0,,2020
31-34,na,1,1,0,0,794.0,2020
31-34,na,1,1,1,0,7927.0,2020
31-34,na,1,2,0,0,553.0,2020
31-34,na,1,2,0,1,11.0,2020
31-34,na,1,3,0,0,53.0,2020
31-34,na,1,3,0,1,5.0,2020
31-34,na,1,4,0,0,61.0,2020
31-34,na,1,4,0,1,,2020
31-34,na,2,1,0,0,542.0,2020
31-34,na,2,1,0,1,,2020
31-34,na,2,2,0,0,937.0,2020
31-34,na,2,2,0,1,8.0,2020
31-34,na,2,2,1,0,11915.0,2020
31-34,na,2,3,0,0,166.0,2020
31-34,na,2,3,0,1,17.0,2020
31-34,na,2,4,0,0,132.0,2020
31-34,na,2,4,0,1,,2020
31-34,na,3,1,0,0,53.0,2020
31-34,na,3,2,0,0,165.0,2020
31-34,na,3,2,0,1,,2020
31-34,na,3,3,0,0,278.0,2020
31-34,na,3,3,0,1,9.0,2020
31-34,na,3,3,1,0,2541.0,2020
31-34,na,3,4,0,0,174.0,2020
31-34,na,3,4,0,1,6.0,2020
31-34,na,4,1,0,0,24.0,2020
31-34,na,4,2,0,0,111.0,2020
31-34,na,4,2,0,1,,2020
31-34,na,4,3,0,0,133.0,2020
31-34,na,4,3,0,1,28.0,2020
31-34,na,4,4,0,0,652.0,2020
31-34,na,4,4,0,1,40.0,2020
31-34,na,4,4,1,0,3670.0,2020
35-40,0-2,0,0,1,0,,2020
35-40,0-2,0,2,0,0,,2020
35-40,0-2,1,1,0,0,120.0,2020
35-40,0-2,1,1,1,0,1431.0,2020
35-40,0-2,1,2,0,0,226.0,2020
35-40,0-2,1,2,0,1,5.0,2020
35-40,0-2,1,3,0,0,70.0,2020
35-40,0-2,1,3,0,1,,2020
35-40,0-2,1,4,0,0,59.0,2020
35-40,0-2,2,1,0,0,125.0,2020
35-40,0-2,2,2,0,0,650.0,2020
35-40,0-2,2,2,0,1,,2020
35-40,0-2,2,2,1,0,6116.0,2020
35-40,0-2,2,3,0,0,388.0,2020
35-40,0-2,2,3,0,1,74.0,2020
35-40,0-2,2,4,0,0,281.0,2020
35-40,0-2,2,4,0,1,,2020
35-40,0-2,3,1,0,0,33.0,2020
35-40,0-2,3,2,0,0,183.0,2020
35-40,0-2,3,2,0,1,,2020
35-40,0-2,3,3,0,0,377.0,2020
35-40,0-2,3,3,0,1,36.0,2020
35-40,0-2,3,3,1,0,4696.0,2020
35-40,0-2,3,4,0,0,387.0,2020
35-40,0-2,3,4,0,1,5.0,2020
35-40,0-2,4,1,0,0,27.0,2020
35-40,0-2,4,1,0,1,,2020
35-40,0-2,4,2,0,0,110.0,2020
35-40,0-2,4,2,0,1,,2020
35-40,0-2,4,3,0,0,302.0,2020
35-40,0-2,4,3,0,1,56.0,2020
35-40,0-2,4,4,0,0,657.0,2020
35-40,0-2,4,4,0,1,32.0,2020
35-40,0-2,4,4,1,0,6001.0,2020
35-40,11-20,0,0,1,0,9.0,2020
35-40,11-20,0,4,0,0,,2020
35-40,11-20,1,1,0,0,2331.0,2020
35-40,11-20,1,1,0,1,,2020
35-40,11-20,1,1,1,0,30691.0,2020
35-40,11-20,1,2,0,0,1517.0,2020
35-40,11-20,1,2,0,1,48.0,2020
35-40,11-20,1,3,0,0,482.0,2020
35-40,11-20,1,3,0,1,87.0,2020
35-40,11-20,1,4,0,0,355.0,2020
35-40,11-20,1,4,0,1,27.0,2020
35-40,11-20,2,0,0,0,,2020
35-40,11-20,2,1,0,0,1318.0,2020
35-40,11-20,2,1,0,1,,2020
35-40,11-20,2,2,0,0,2951.0,2020
35-40,11-20,2,2,0,1,93.0,2020
35-40,11-20,2,2,1,0,52908.0,2020
35-40,11-20,2,3,0,0,1149.0,2020
35-40,11-20,2,3,0,1,381.0,2020
35-40,11-20,2,4,0,0,1112.0,2020
35-40,11-20,2,4,0,1,100.0,2020
35-40,11-20,3,1,0,0,342.0,2020
35-40,11-20,3,1,0,1,,2020
35-40,11-20,3,2,0,0,1001.0,2020
35-40,11-20,3,2,0,1,58.0,2020
35-40,11-20,3,3,0,0,1753.0,2020
35-40,11-20,3,3,0,1,331.0,2020
35-40,11-20,3,3,1,0,32955.0,2020
35-40,11-20,3,4,0,0,2291.0,2020
35-40,11-20,3,4,0,1,200.0,2020
35-40,11-20,4,1,0,0,143.0,2020
35-40,11-20,4,1,0,1,,2020
35-40,11-20,4,2,0,0,602.0,2020
35-40,11-20,4,2,0,1,58.0,2020
35-40,11-20,4,3,0,0,1751.0,2020
35-40,11-20,4,3,0,1,663.0,2020
35-40,11-20,4,4,0,0,5090.0,2020
35-40,11-20,4,4,0,1,586.0,2020
35-40,11-20,4,4,1,0,50065.0,2020
35-40,21+,0,0,1,0,,2020
35-40,21+,1,1,0,0,557.0,2020
35-40,21+,1,1,1,0,7102.0,2020
35-40,21+,1,2,0,0,294.0,2020
35-40,21+,1,2,0,1,9.0,2020
35-40,21+,1,3,0,0,81.0,2020
35-40,21+,1,3,0,1,19.0,2020
35-40,21+,1,4,0,0,81.0,2020
35-40,21+,1,4,0,1,5.0,2020
35-40,21+,2,1,0,0,246.0,2020
35-40,21+,2,2,0,0,480.0,2020
35-40,21+,2,2,0,1,12.0,2020
35-40,21+,2,2,1,0,8980.0,2020
35-40,21+,2,3,0,0,174.0,2020
35-40,21+,2,3,0,1,56.0,2020
35-40,21+,2,4,0,0,131.0,2020
35-40,21+,2,4,0,1,11.0,2020
35-40,21+,3,1,0,0,49.0,2020
35-40,21+,3,2,0,0,129.0,2020
35-40,21+,3,2,0,1,6.0,2020
35-40,21+,3,3,0,0,142.0,2020
35-40,21+,3,3,0,1,16.0,2020
35-40,21+,3,3,1,0,2700.0,2020
35-40,21+,3,4,0,0,177.0,2020
35-40,21+,3,4,0,1,23.0,2020
35-40,21+,4,1,0,0,22.0,2020
35-40,21+,4,2,0,0,69.0,2020
35-40,21+,4,2,0,1,5.0,2020
35-40,21+,4,3,0,0,113.0,2020
35-40,21+,4,3,0,1,41.0,2020
35-40,21+,4,4,0,0,326.0,2020
35-40,21+,4,4,0,1,29.0,2020
35-40,21+,4,4,1,0,2880.0,2020
35-40,3-5,0,0,1,0,,2020
35-40,3-5,1,1,0,0,92.0,2020
35-40,3-5,1,1,1,0,1485.0,2020
35-40,3-5,1,2,0,0,79.0,2020
35-40,3-5,1,3,0,0,34.0,2020
35-40,3-5,1,3,0,1,6.0,2020
35-40,3-5,1,4,0,0,30.0,2020
35-40,3-5,1,4,0,1,,2020
35-40,3-5,2,1,0,0,72.0,2020
35-40,3-5,2,2,0,0,479.0,2020
35-40,3-5,2,2,0,1,,2020
35-40,3-5,2,2,1,0,6098.0,2020
35-40,3-5,2,3,0,0,142.0,2020
35-40,3-5,2,3,0,1,64.0,2020
35-40,3-5,2,4,0,0,167.0,2020
35-40,3-5,2,4,0,1,9.0,2020
35-40,3-5,3,1,0,0,28.0,2020
35-40,3-5,3,1,0,1,,2020
35-40,3-5,3,2,0,0,139.0,2020
35-40,3-5,3,2,0,1,,2020
35-40,3-5,3,3,0,0,367.0,2020
35-40,3-5,3,3,0,1,48.0,2020
35-40,3-5,3,3,1,0,6232.0,2020
35-40,3-5,3,4,0,0,443.0,2020
35-40,3-5,3,4,0,1,21.0,2020
35-40,3-5,4,1,0,0,17.0,2020
35-40,3-5,4,2,0,0,113.0,2020
35-40,3-5,4,2,0,1,5.0,2020
35-40,3-5,4,3,0,0,347.0,2020
35-40,3-5,4,3,0,1,78.0,2020
35-40,3-5,4,4,0,0,1076.0,2020
35-40,3-5,4,4,0,1,61.0,2020
35-40,3-5,4,4,1,0,9348.0,2020
35-40,6-10,0,0,1,0,,2020
35-40,6-10,0,4,0,0,,2020
35-40,6-10,1,1,0,0,247.0,2020
35-40,6-10,1,1,0,1,,2020
35-40,6-10,1,1,1,0,3163.0,2020
35-40,6-10,1,2,0,0,174.0,2020
35-40,6-10,1,2,0,1,5.0,2020
35-40,6-10,1,3,0,0,87.0,2020
35-40,6-10,1,3,0,1,9.0,2020
35-40,6-10,1,4,0,0,75.0,2020
35-40,6-10,1,4,0,1,7.0,2020
35-40,6-10,2,1,0,0,168.0,2020
35-40,6-10,2,1,0,1,,2020
35-40,6-10,2,2,0,0,792.0,2020
35-40,6-10,2,2,0,1,13.0,2020
35-40,6-10,2,2,1,0,12149.0,2020
35-40,6-10,2,3,0,0,353.0,2020
35-40,6-10,2,3,0,1,133.0,2020
35-40,6-10,2,4,0,0,408.0,2020
35-40,6-10,2,4,0,1,20.0,2020
35-40,6-10,3,1,0,0,74.0,2020
35-40,6-10,3,1,0,1,,2020
35-40,6-10,3,2,0,0,378.0,2020
35-40,6-10,3,2,0,1,12.0,2020
35-40,6-10,3,3,0,0,1378.0,2020
35-40,6-10,3,3,0,1,177.0,2020
35-40,6-10,3,3,1,0,18428.0,2020
35-40,6-10,3,4,0,0,1264.0,2020
35-40,6-10,3,4,0,1,66.0,2020
35-40,6-10,4,0,0,1,,2020
35-40,6-10,4,1,0,0,56.0,2020
35-40,6-10,4,2,0,0,270.0,2020
35-40,6-10,4,2,0,1,25.0,2020
35-40,6-10,4,3,0,0,973.0,2020
35-40,6-10,4,3,0,1,303.0,2020
35-40,6-10,4,4,0,0,2858.0,2020
35-40,6-10,4,4,0,1,279.0,2020
35-40,6-10,4,4,1,0,29399.0,2020
35-40,na,1,1,0,0,1163.0,2020
35-40,na,1,1,1,0,13387.0,2020
35-40,na,1,2,0,0,703.0,2020
35-40,na,1,2,0,1,13.0,2020
35-40,na,1,3,0,0,107.0,2020
35-40,na,1,3,0,1,23.0,2020
35-40,na,1,4,0,0,81.0,2020
35-40,na,1,4,0,1,,2020
35-40,na,2,1,0,0,704.0,2020
35-40,na,2,1,0,1,,2020
35-40,na,2,2,0,0,1204.0,2020
35-40,na,2,2,0,1,7.0,2020
35-40,na,2,2,1,0,19099.0,2020
35-40,na,2,3,0,0,212.0,2020
35-40,na,2,3,0,1,32.0,2020
35-40,na,2,4,0,0,154.0,2020
35-40,na,2,4,0,1,13.0,2020
35-40,na,3,1,0,0,67.0,2020
35-40,na,3,2,0,0,218.0,2020
35-40,na,3,2,0,1,,2020
35-40,na,3,3,0,0,413.0,2020
35-40,na,3,3,0,1,46.0,2020
35-40,na,3,3,1,0,6019.0,2020
35-40,na,3,4,0,0,216.0,2020
35-40,na,3,4,0,1,15.0,2020
35-40,na,4,1,0,0,43.0,2020
35-40,na,4,2,0,0,117.0,2020
35-40,na,4,2,0,1,,2020
35-40,na,4,3,0,0,164.0,2020
35-40,na,4,3,0,1,29.0,2020
35-40,na,4,4,0,0,676.0,2020
35-40,na,4,4,0,1,66.0,2020
35-40,na,4,4,1,0,4717.0,2020
41-49,0-2,1,1,0,0,104.0,2020
41-49,0-2,1,1,1,0,1313.0,2020
41-49,0-2,1,2,0,0,196.0,2020
41-49,0-2,1,2,0,1,,2020
41-49,0-2,1,3,0,0,57.0,2020
41-49,0-2,1,3,0,1,11.0,2020
41-49,0-2,1,4,0,0,31.0,2020
41-49,0-2,2,1,0,0,101.0,2020
41-49,0-2,2,1,0,1,,2020
41-49,0-2,2,2,0,0,497.0,2020
41-49,0-2,2,2,0,1,,2020
41-49,0-2,2,2,1,0,5163.0,2020
41-49,0-2,2,3,0,0,298.0,2020
41-49,0-2,2,3,0,1,55.0,2020
41-49,0-2,2,4,0,0,162.0,2020
41-49,0-2,2,4,0,1,7.0,2020
41-49,0-2,3,1,0,0,32.0,2020
41-49,0-2,3,2,0,0,166.0,2020
41-49,0-2,3,2,0,1,,2020
41-49,0-2,3,3,0,0,316.0,2020
41-49,0-2,3,3,0,1,53.0,2020
41-49,0-2,3,3,1,0,5011.0,2020
41-49,0-2,3,4,0,0,316.0,2020
41-49,0-2,3,4,0,1,9.0,2020
41-49,0-2,4,1,0,0,14.0,2020
41-49,0-2,4,1,0,1,,2020
41-49,0-2,4,2,0,0,76.0,2020
41-49,0-2,4,2,0,1,,2020
41-49,0-2,4,3,0,0,248.0,2020
41-49,0-2,4,3,0,1,38.0,2020
41-49,0-2,4,4,0,0,401.0,2020
41-49,0-2,4,4,0,1,30.0,2020
41-49,0-2,4,4,1,0,5060.0,2020
41-49,11-20,0,0,1,0,15.0,2020
41-49,11-20,0,3,0,0,,2020
41-49,11-20,1,1,0,0,480.0,2020
41-49,11-20,1,1,0,1,,2020
41-49,11-20,1,1,1,0,7980.0,2020
41-49,11-20,1,2,0,0,380.0,2020
41-49,11-20,1,2,0,1,8.0,2020
41-49,11-20,1,3,0,0,125.0,2020
41-49,11-20,1,3,0,1,26.0,2020
41-49,11-20,1,4,0,0,115.0,2020
41-49,11-20,1,4,0,1,11.0,2020
41-49,11-20,2,1,0,0,330.0,2020
41-49,11-20,2,1,0,1,,2020
41-49,11-20,2,2,0,0,1423.0,2020
41-49,11-20,2,2,0,1,25.0,2020
41-49,11-20,2,2,1,0,27006.0,2020
