inr,expband,fresh,n,ws,wh
441z,6-10,1,391.0,34128.829958,329.0
441z,na,1,18.0,1775.640003,18.0
442z,0-2,0,101.0,4967.0300619,23.0
442z,0-2,1,420.0,30192.300095,245.0
442z,11-20,0,310.0,24265.539992,188.0
442z,11-20,1,1741.0,131831.579696,1045.0
442z,21+,0,660.0,53430.720024,475.0
442z,21+,1,2241.0,167660.500144,1300.0
442z,3-5,0,58.0,4546.619991,40.0
442z,3-5,1,362.0,29353.1001,275.0
442z,6-10,0,107.0,8592.299999,71.0
442z,6-10,1,578.0,44474.5798636,379.0
442z,na,1,72.0,3055.1399872,13.0
443z,0-2,0,252.0,10803.7000807,41.0
443z,0-2,1,508.0,34852.659950199995,282.0
443z,11-20,0,80.0,6867.949886,75.0
443z,11-20,1,1062.0,82450.2496758,704.0
443z,21+,0,238.0,19100.939795,184.0
443z,21+,1,986.0,78610.419874,709.0
443z,3-5,0,75.0,5373.789986,47.0
443z,3-5,1,483.0,38872.019898,367.0
443z,6-10,0,103.0,8181.679954,79.0
443z,6-10,1,685.0,54013.829699,483.0
443z,na,1,24.0,1526.5599759999998,12.0
449z,0-2,0,235.0,9194.8200888,27.0
449z,0-2,1,278.0,15200.220070200001,78.0
449z,11-20,0,49.0,4417.680071,38.0
449z,11-20,1,211.0,15895.609955,130.0
449z,21+,0,17.0,1630.9200220000002,17.0
449z,21+,1,63.0,5045.090038,41.0
449z,3-5,1,61.0,4311.820011,34.0
449z,6-10,0,14.0,1248.0100280000001,9.0
449z,6-10,1,98.0,6255.1899874,42.0
460z,na,0,24.0,554.8900031000001,0.0
460z,na,1,24.0,708.2999982,0.0
461z,0-2,0,71.0,4666.2000715,36.0
461z,0-2,1,249.0,21753.280312,220.0
461z,11-20,0,99.0,9006.470169,86.0
461z,11-20,1,543.0,47891.960004,471.0
461z,21+,0,248.0,21596.910252,206.0
461z,21+,1,798.0,66114.950278,626.0
461z,3-5,0,56.0,5112.670117000001,50.0
461z,3-5,1,173.0,15718.100154,161.0
461z,6-10,0,60.0,5891.180081,60.0
461z,6-10,1,266.0,24073.650043,248.0
461z,na,0,20.0,684.3900136,5.0
461z,na,1,46.0,2225.3900207,16.0
462z,0-2,0,59.0,2961.9200684,19.0
462z,0-2,1,349.0,29718.0603358,289.0
462z,11-20,0,46.0,4515.480093,46.0
462z,11-20,1,487.0,44232.090341,433.0
462z,21+,0,118.0,10117.64013,97.0
462z,21+,1,399.0,33789.550219000004,323.0
462z,3-5,0,31.0,3040.180056,31.0
462z,3-5,1,206.0,19801.530206,206.0
462z,6-10,0,33.0,3209.890068,33.0
462z,6-10,1,299.0,28309.300292,293.0
469z,0-2,0,230.0,12027.7701031,71.0
469z,0-2,1,843.0,67375.2606715,649.0
469z,11-20,0,1271.0,88829.0804417,742.0
469z,11-20,1,3702.0,260854.5402949,2153.0
469z,21+,0,1419.0,101482.6403942,821.0
469z,21+,1,2722.0,170103.0202141,1293.0
469z,3-5,0,105.0,8099.6201139,74.0
469z,3-5,1,1215.0,101665.19063859999,1005.0
469z,6-10,0,521.0,38970.2802203,340.0
469z,6-10,1,1862.0,145533.8500364,1307.0
469z,na,0,699.0,38317.1402587,237.0
469z,na,1,2036.0,117894.74992398001,830.0
480z,0-2,1,32.0,2993.450042,32.0
480z,11-20,0,277.0,24423.760129000002,219.0
480z,11-20,1,853.0,72700.960213,696.0
480z,21+,0,2048.0,174561.511164,1581.0
480z,21+,1,4520.0,381334.8219137,3563.0
480z,3-5,0,10.0,500.0,0.0
480z,3-5,1,31.0,2604.159995,25.0
480z,6-10,0,23.0,2246.070031,23.0
480z,6-10,1,87.0,7791.17994,80.0
480z,na,0,188.0,11431.1800363,85.0
480z,na,1,366.0,19297.0100577,137.0
481a,0-2,0,2713.0,168482.42177020002,1167.0
481a,0-2,1,4192.0,370545.5335495,3546.0
481a,11-20,0,2659.0,236636.321854,2256.0
481a,11-20,1,5713.0,492725.28202630003,4678.0
481a,21+,0,2167.0,193283.64144200002,1805.0
481a,21+,1,5096.0,446920.20241210004,4332.0
481a,3-5,0,2111.0,185236.6120195,1741.0
481a,3-5,1,3515.0,323318.0429845,3193.0
481a,6-10,0,2613.0,238768.05254700003,2306.0
481a,6-10,1,4310.0,385075.82286250003,3736.0
481a,na,0,182.0,16707.750137,163.0
481a,na,1,236.0,19185.660101,182.0
481b,0-2,0,14.0,1302.180019,14.0
481b,0-2,1,92.0,8391.180131,92.0
481b,11-20,0,740.0,68286.6107285,661.0
481b,11-20,1,1766.0,152327.94071680002,1457.0
481b,21+,0,495.0,46448.580554,442.0
481b,21+,1,1196.0,108370.960671,1068.0
481b,3-5,0,18.0,1441.180019,12.0
481b,3-5,1,74.0,6858.480031,74.0
481b,6-10,0,69.0,6759.460093000001,69.0
481b,6-10,1,243.0,21259.340004,212.0
481x,0-2,0,4206.0,208074.4218472,1062.0
481x,0-2,1,4797.0,309368.36225902,2269.0
481x,11-20,0,1993.0,169378.9913576,1520.0
481x,11-20,1,3776.0,299417.21137030004,2669.0
481x,21+,0,634.0,57761.960466000004,552.0
481x,21+,1,1317.0,113864.29063100001,1091.0
481x,3-5,0,1064.0,86616.7208027,767.0
481x,3-5,1,1717.0,136591.3308555,1221.0
481x,6-10,0,1627.0,141006.7812428,1298.0
481x,6-10,1,2374.0,189107.09117610002,1681.0
481x,na,0,2271.0,203071.30189290002,1944.0
481x,na,1,5697.0,523386.9651589,5176.0
482z,na,1,31.0,906.5300166,5.0
489z,0-2,0,834.0,45508.1305247,277.0
489z,0-2,1,1233.0,91125.140715,768.0
489z,11-20,0,682.0,61530.120604,598.0
489z,11-20,1,1358.0,116282.620718,1099.0
489z,21+,0,312.0,28624.900305000003,270.0
489z,21+,1,684.0,60273.15038,573.0
489z,3-5,0,503.0,39803.6402448,345.0
489z,3-5,1,832.0,69673.1203428,650.0
489z,6-10,0,832.0,72311.4105765,686.0
489z,6-10,1,1365.0,115019.860346,1095.0
489z,na,0,230.0,16414.5601367,133.0
489z,na,1,657.0,39295.9801219,294.0
520a,0-2,0,154.0,11840.340140600001,97.0
520a,0-2,1,591.0,53365.810515,532.0
520a,11-20,0,824.0,74413.610537,704.0
520a,11-20,1,2046.0,179014.340732,1636.0
520a,21+,0,1614.0,141520.180735,1278.0
520a,21+,1,3021.0,260348.3306068,2412.0
520a,3-5,0,240.0,21949.160242,213.0
520a,3-5,1,700.0,63553.310620000004,634.0
520a,6-10,0,454.0,42574.160465,424.0
520a,6-10,1,945.0,85189.220619,813.0
520b,21+,0,81.0,6037.75006,32.0
520b,21+,1,293.0,21717.140109,151.0
520x,0-2,0,888.0,43293.6503675,209.0
520x,0-2,1,946.0,65269.670629500004,496.0
520x,11-20,0,278.0,22814.970284,187.0
520x,11-20,1,879.0,66206.5902706,528.0
520x,21+,0,193.0,14253.620094,103.0
520x,21+,1,681.0,49621.880155,391.0
520x,3-5,0,73.0,6546.690077,61.0
520x,3-5,1,324.0,27648.240322,263.0
520x,6-10,0,179.0,15812.800242000001,145.0
520x,6-10,1,385.0,31243.500271,263.0
520x,na,0,163.0,4496.8600081,6.0
520x,na,1,296.0,10439.1400772,32.0
521a,0-2,0,255.0,18402.1901568,149.0
521a,0-2,1,1151.0,97376.74080900001,898.0
521a,11-20,0,1339.0,108491.930753,874.0
521a,11-20,1,4463.0,358442.551058,2935.0
521a,21+,0,3460.0,272653.60125,2106.0
521a,21+,1,7169.0,570004.9918043,4815.0
521a,3-5,0,451.0,39134.690321,365.0
521a,3-5,1,1470.0,126029.840813,1179.0
521a,6-10,0,744.0,63837.090522,573.0
521a,6-10,1,2189.0,182576.950606,1606.0
521b,0-2,0,243.0,11525.4701472,42.0
521b,0-2,1,997.0,66687.400447,454.0
521b,11-20,0,951.0,70318.760668,495.0
521b,11-20,1,3344.0,251748.47103359998,1890.0
521b,21+,0,6103.0,390580.52242818,2067.0
521b,21+,1,12426.0,818784.61329604,5343.0
521b,3-5,0,309.0,20518.9902286,140.0
521b,3-5,1,1063.0,77115.980554,588.0
521b,6-10,0,540.0,39282.590429,280.0
521b,6-10,1,1868.0,139908.6907157,1079.0
521b,na,0,13.0,1036.030021,5.0
521b,na,1,16.0,1099.270016,11.0
521c,0-2,0,147.0,5143.860083,12.0
521c,0-2,1,559.0,26766.310095599998,140.0
521c,11-20,0,275.0,14368.080149,74.0
521c,11-20,1,1100.0,60577.93031986,345.0
521c,21+,0,422.0,20205.0201408,65.0
521c,21+,1,707.0,37668.5401215,176.0
521c,3-5,0,98.0,3578.38004,11.0
521c,3-5,1,519.0,25233.3901356,130.0
521c,6-10,0,210.0,9210.7501,45.0
521c,6-10,1,791.0,40321.3001118,233.0
521x,0-2,0,2928.0,122515.8913454,428.0
521x,0-2,1,4055.0,250978.27174670002,1722.0
521x,11-20,0,1467.0,106362.8408473,747.0
521x,11-20,1,4600.0,337797.26121586,2587.0
521x,21+,0,932.0,70022.310579,496.0
521x,21+,1,2624.0,199271.08074150002,1581.0
521x,3-5,0,398.0,28615.1203189,221.0
521x,3-5,1,1626.0,124760.5007317,1070.0
521x,6-10,0,661.0,50653.360473500004,388.0
521x,6-10,1,2258.0,171517.7105629,1425.0
521x,na,0,108.0,2405.3299833,0.0
521x,na,1,220.0,6143.1300425,13.0
522a,0-2,0,100.0,6972.360062,45.0
522a,0-2,1,532.0,43783.530264,382.0
522a,11-20,0,822.0,71627.58043900001,629.0
522a,11-20,1,2054.0,175154.720728,1562.0
522a,21+,0,2414.0,206799.340819,1831.0
522a,21+,1,4461.0,375138.1403847,3438.0
522a,3-5,0,227.0,18245.190112,154.0
522a,3-5,1,627.0,52878.240319000004,479.0
522a,6-10,0,270.0,22716.260197000003,200.0
522a,6-10,1,791.0,67274.75024,604.0
522b,0-2,0,58.0,3475.09003,17.0
522b,0-2,1,321.0,23160.870099,157.0
522b,11-20,0,593.0,43899.0201514,299.0
522b,11-20,1,2111.0,159797.050247,1208.0
522b,21+,0,2621.0,173479.8703402,964.0
522b,21+,1,6125.0,414847.54048862,2689.0
522b,3-5,0,109.0,7801.520059,51.0
522b,3-5,1,448.0,33655.450215,251.0
522b,6-10,0,271.0,19471.9801216,133.0
522b,6-10,1,821.0,61919.6702857,473.0
522b,na,1,19.0,1501.8200060000001,12.0
522c,0-2,0,142.0,5137.379951,10.0
522c,0-2,1,712.0,35985.4698653,158.0
522c,11-20,0,209.0,9759.199949,32.0
522c,11-20,1,528.0,27451.069895,134.0
522c,21+,1,22.0,1381.0599980000002,12.0
522c,3-5,0,181.0,8144.339923,26.0
522c,3-5,1,648.0,38254.769812,223.0
522c,6-10,0,295.0,14807.829880000001,59.0
522c,6-10,1,839.0,49880.06968750001,293.0
522d,0-2,0,37.0,1305.2999949999999,0.0
522d,0-2,1,215.0,6275.320036,0.0
522d,11-20,0,278.0,10568.650062,10.0
522d,11-20,1,691.0,30347.900121,74.0
522d,21+,0,315.0,18640.420093,63.0
522d,21+,1,1100.0,62205.050111,260.0
522d,3-5,0,58.0,1493.330015,0.0
522d,3-5,1,286.0,9290.820061999999,0.0
522d,6-10,0,315.0,10228.070046,9.0
522d,6-10,1,848.0,31566.78016,58.0
522x,0-2,0,1711.0,72808.2603795,234.0
522x,0-2,1,2433.0,142243.5206897,898.0
522x,11-20,0,1066.0,80406.9003875,593.0
522x,11-20,1,3063.0,225512.0505192,1749.0
522x,21+,0,1020.0,79902.860368,615.0
522x,21+,1,2683.0,207692.8403855,1680.0
522x,3-5,0,310.0,20015.4101438,129.0
522x,3-5,1,1110.0,78382.780408,603.0
522x,6-10,0,484.0,34572.1402497,257.0
522x,6-10,1,1575.0,111636.27031600001,846.0
522x,na,0,56.0,978.9199768999999,0.0
522x,na,1,145.0,4834.0000021,10.0
523a,0-2,0,431.0,36084.2604407,315.0
523a,0-2,1,773.0,74308.361066,750.0
523a,11-20,0,1687.0,158247.441804,1548.0
523a,11-20,1,2706.0,248374.802072,2430.0
523a,21+,0,1141.0,105286.62106599999,1014.0
523a,21+,1,2038.0,184429.331077,1771.0
523a,3-5,0,536.0,51172.470691,506.0
523a,3-5,1,781.0,74837.301024,759.0
523a,6-10,0,835.0,80357.09113700001,803.0
523a,6-10,1,1095.0,103143.20127,1034.0
523b,0-2,0,23.0,1934.70001,17.0
523b,0-2,1,134.0,11586.380108,107.0
523b,11-20,0,152.0,13495.090127000001,124.0
523b,11-20,1,502.0,42768.610242,372.0
523b,21+,1,28.0,2667.4600280000004,28.0
523b,3-5,0,54.0,4930.9200359999995,48.0
523b,3-5,1,160.0,14063.110133,133.0
523b,6-10,0,73.0,7012.2000800000005,73.0
523b,6-10,1,202.0,17553.940165,164.0
523c,0-2,0,160.0,11620.9101624,87.0
523c,0-2,1,439.0,39118.700426,366.0
523c,11-20,0,1108.0,100587.21101320001,963.0
523c,11-20,1,2324.0,199850.96121080001,1851.0
523c,21+,0,614.0,54062.510546,487.0
523c,21+,1,1737.0,148805.620701,1373.0
523c,3-5,0,272.0,23847.98027,208.0
523c,3-5,1,441.0,38004.1203726,344.0
523c,6-10,0,410.0,38101.370437,365.0
523c,6-10,1,653.0,59076.21056900001,577.0
523d,11-20,0,24.0,1780.180019,12.0
523d,11-20,1,95.0,7901.910054,71.0
523d,21+,0,5294.0,384639.5818076,2656.0
523d,21+,1,10331.0,745332.94098468,5665.0
523d,3-5,1,37.0,2281.259983,7.0
523d,6-10,1,28.0,2256.550025,19.0
523d,na,1,17.0,1517.4000340000002,11.0
523e,0-2,1,63.0,3160.020013,15.0
523e,11-20,0,141.0,9361.170026,58.0
523e,11-20,1,551.0,38397.07997,293.0
523e,21+,0,42.0,2381.1100180000003,14.0
523e,21+,1,193.0,14536.410012,127.0
523e,3-5,0,27.0,1425.2400400000001,6.0
523e,3-5,1,56.0,2844.030005,13.0
523e,6-10,0,90.0,6234.430002,40.0
523e,6-10,1,233.0,16214.099949,121.0
523f,0-2,0,52.0,1639.969999,0.0
523f,0-2,1,280.0,13946.380014,56.0
523f,11-20,0,47.0,2873.970041,17.0
523f,11-20,1,297.0,14741.590022,77.0
523f,21+,1,50.0,2709.9500439999997,10.0
523f,3-5,0,73.0,3283.630046,9.0
523f,3-5,1,255.0,12705.939993,60.0
523f,6-10,0,151.0,7970.690073,29.0
523f,6-10,1,498.0,24962.630080000003,123.0
523x,0-2,0,4265.0,221027.01208050002,1219.0
523x,0-2,1,4987.0,345217.0033342,2679.0
523x,11-20,0,3579.0,302613.0723563,2752.0
523x,11-20,1,6702.0,534991.3623121,4710.0
523x,21+,0,1225.0,108136.660957,1004.0
523x,21+,1,2853.0,242135.3009642,2244.0
523x,3-5,0,1081.0,91188.1608552,833.0
523x,3-5,1,2041.0,168420.2112695,1548.0
523x,6-10,0,1738.0,150971.15139540003,1407.0
523x,6-10,1,3049.0,247031.5411742,2215.0
523x,na,0,165.0,6674.7200156,27.0
523x,na,1,359.0,18272.2800699,116.0
524a,0-2,0,63.0,4158.64001,20.0
524a,0-2,1,682.0,52797.190182,409.0
524a,11-20,0,571.0,46036.649992,369.0
524a,11-20,1,2407.0,189449.310174,1518.0
524a,21+,0,1025.0,81639.799919,640.0
524a,21+,1,2413.0,184949.7100657,1460.0
524a,3-5,0,155.0,12083.490062,89.0
524a,3-5,1,770.0,60847.970384,508.0
524a,6-10,0,282.0,22003.930082,160.0
524a,6-10,1,963.0,76731.30019,640.0
524b,0-2,1,34.0,1821.3300050000003,0.0
524b,11-20,0,44.0,2779.6600120000003,6.0
524b,11-20,1,565.0,39234.3499214,245.0
524b,21+,0,665.0,47958.630085,318.0
524b,21+,1,1947.0,132180.2301372,838.0
524b,3-5,1,28.0,1931.679979,11.0
524b,6-10,0,21.0,1357.819985,5.0
524b,6-10,1,99.0,6502.25001,30.0
524c,11-20,1,15.0,810.3000000000001,0.0
524d,0-2,0,17.0,498.940005,0.0
524d,0-2,1,190.0,5618.4799172,0.0
524d,11-20,1,94.0,2227.6600066,0.0
524d,3-5,1,65.0,1624.77997,0.0
524d,6-10,0,11.0,796.6000220000001,6.0
524d,6-10,1,134.0,5187.7900266,16.0
524x,0-2,0,1085.0,46532.0602816,161.0
524x,0-2,1,1290.0,79589.4403575,501.0
524x,11-20,0,255.0,20503.579987999998,156.0
524x,11-20,1,1268.0,92092.639952,682.0
524x,21+,0,145.0,12048.690044,102.0
524x,21+,1,590.0,46312.39008,381.0
524x,3-5,0,69.0,5494.260008,49.0
524x,3-5,1,386.0,30508.560207,266.0
524x,6-10,0,124.0,10010.000018,82.0
524x,6-10,1,528.0,40995.930168,339.0
525a,0-2,1,61.0,5453.000031,53.0
525a,11-20,0,71.0,6299.0200780000005,58.0
525a,11-20,1,298.0,26160.270079,245.0
525a,21+,0,198.0,17292.44012,151.0
525a,21+,1,448.0,38705.670184,359.0
525a,3-5,0,14.0,1385.160028,14.0
525a,3-5,1,91.0,8534.620072000002,91.0
525a,6-10,0,40.0,3774.330065,40.0
525a,6-10,1,150.0,13216.760054,128.0
525b,11-20,1,61.0,4998.560084,46.0
525b,21+,1,21.0,1932.550017,21.0
525b,6-10,1,24.0,2005.990009,19.0
525c,0-2,0,10.0,176.10001,0.0
525c,0-2,1,101.0,1424.010041,0.0
525c,11-20,0,71.0,2134.070083,5.0
525c,11-20,1,166.0,6495.190145,34.0
525c,21+,1,10.0,176.10001,0.0
525c,3-5,0,14.0,246.540014,0.0
525c,3-5,1,68.0,1061.550045,0.0
525c,6-10,0,57.0,1356.070044,6.0
525c,6-10,1,134.0,4213.830057,21.0
525d,0-2,0,24.0,617.2499829999999,0.0
525d,0-2,1,102.0,3672.0699839999997,0.0
525d,11-20,0,129.0,5357.779845,5.0
525d,11-20,1,238.0,13204.249979,52.0
525d,21+,0,337.0,18026.349753,46.0
525d,21+,1,298.0,16527.890076,64.0
525d,3-5,0,34.0,1095.29995,0.0
525d,3-5,1,123.0,5717.13005,11.0
525d,6-10,0,93.0,4113.269998,6.0
525d,6-10,1,232.0,11914.910116,30.0
525x,0-2,0,206.0,7295.7100959,19.0
525x,0-2,1,336.0,19486.1702125,125.0
525x,11-20,0,65.0,4133.990059000001,30.0
525x,11-20,1,273.0,19038.540126,136.0
525x,21+,0,14.0,1320.840028,14.0
525x,21+,1,59.0,5508.260078,59.0
525x,3-5,0,30.0,1390.780036,7.0
525x,3-5,1,123.0,6908.110111,48.0
525x,6-10,0,39.0,1344.550033,5.0
525x,6-10,1,156.0,10706.750102,81.0
525x,na,0,53.0,974.8000058,0.0
525x,na,1,100.0,2411.300047,0.0
526a,0-2,0,292.0,23532.5401506,197.0
526a,0-2,1,926.0,83035.890204,810.0
526a,11-20,0,991.0,83573.100175,708.0
526a,11-20,1,2377.0,194914.080338,1622.0
526a,21+,0,1192.0,98698.290311,807.0
526a,21+,1,1991.0,163334.2402935,1390.0
526a,3-5,0,478.0,43597.250065,424.0
526a,3-5,1,1116.0,99342.240221,968.0
526a,6-10,0,820.0,72604.750228,680.0
526a,6-10,1,1581.0,136182.840357,1240.0
526b,0-2,0,51.0,2009.000033,0.0
526b,0-2,1,289.0,21177.560154,141.0
526b,11-20,0,96.0,6876.060033,33.0
526b,11-20,1,494.0,37764.430134,299.0
526b,21+,0,57.0,4642.390054,33.0
526b,21+,1,350.0,27699.420068,222.0
526b,3-5,0,47.0,3388.060021,24.0
526b,3-5,1,255.0,18771.30013,140.0
526b,6-10,0,65.0,5048.820071,37.0
526b,6-10,1,285.0,22474.980166,182.0
526x,0-2,0,2387.0,117121.0510504,588.0
526x,0-2,1,2889.0,196823.641338,1498.0
526x,11-20,0,676.0,54299.83034,435.0
526x,11-20,1,1894.0,148762.660263,1228.0
526x,21+,0,172.0,13609.280038,97.0
526x,21+,1,540.0,44161.600132,372.0
526x,3-5,0,367.0,28756.6903098,241.0
526x,3-5,1,1207.0,94443.6206715,771.0
526x,6-10,0,545.0,43405.790307,333.0
526x,6-10,1,1517.0,117342.6405965,953.0
527a,0-2,0,13.0,851.209985,5.0
527a,0-2,1,160.0,11894.810027,88.0
527a,11-20,0,118.0,8804.249951,61.0
527a,11-20,1,506.0,39700.199772,303.0
527a,21+,1,25.0,2192.099997,18.0
527a,3-5,0,33.0,2190.969987,11.0
527a,3-5,1,217.0,17611.120049,150.0
527a,6-10,0,93.0,7369.809926,60.0
527a,6-10,1,352.0,28082.089966,233.0
527b,11-20,0,12.0,937.559964,12.0
527b,11-20,1,118.0,8803.229983,64.0
527b,21+,1,18.0,1365.919984,13.0
527x,0-2,0,172.0,6181.3400689,11.0
527x,0-2,1,203.0,13750.8801338,109.0
527x,11-20,0,37.0,3093.459988,29.0
527x,11-20,1,326.0,25325.219888,210.0
527x,21+,0,131.0,9664.449883,69.0
527x,21+,1,636.0,46113.519678,330.0
527x,3-5,1,90.0,7199.26001,67.0
527x,6-10,1,109.0,9158.279938,91.0
529a,0-2,0,94.0,7272.840080600001,63.0
529a,0-2,1,660.0,56476.560634,526.0
529a,11-20,0,1110.0,89997.49048760001,773.0
529a,11-20,1,3312.0,271578.27118315,2431.0
529a,21+,0,845.0,53843.9501804,378.0
529a,21+,1,1889.0,129043.01004760001,986.0
529a,3-5,0,282.0,24052.480241,218.0
529a,3-5,1,1168.0,101516.6309567,977.0
529a,6-10,0,650.0,55269.0804186,501.0
529a,6-10,1,2113.0,180917.541351,1668.0
529a,na,0,634.0,52258.870097,436.0
529a,na,1,1850.0,158212.230635,1518.0
529b,0-2,1,12.0,563.16,0.0
529b,11-20,0,35.0,2129.0500265,13.0
529b,11-20,1,225.0,13481.8100125,89.0
529b,21+,0,3627.0,234339.9507697,1326.0
529b,21+,1,6324.0,394800.05082,2433.0
529b,3-5,1,22.0,1292.51001,5.0
529b,6-10,1,51.0,3425.990049,21.0
529b,na,0,639.0,42755.5101734,230.0
529b,na,1,895.0,54821.1001159,318.0
529x,0-2,0,1108.0,57090.6305902,297.0
529x,0-2,1,1877.0,126581.8708098,962.0
529x,11-20,0,2323.0,139058.44062758,968.0
529x,11-20,1,5879.0,375109.48080111,2847.0
529x,21+,0,3278.0,156387.48039856,791.0
529x,21+,1,6604.0,340764.50036801,2053.0
529x,3-5,0,457.0,35190.990309,281.0
529x,3-5,1,1599.0,126737.0908211,1121.0
529x,6-10,0,1198.0,87180.4705375,696.0
529x,6-10,1,3078.0,228833.8010143,1935.0
529x,na,0,1781.0,74869.1202382,337.0
529x,na,1,3805.0,162727.88003744,779.0
540a,0-2,1,40.0,3380.690056,32.0
540a,11-20,0,42.0,3546.110021,24.0
540a,11-20,1,337.0,26261.310009,200.0
540a,21+,0,196.0,15746.730089,118.0
540a,21+,1,491.0,39412.860127,326.0
540a,3-5,1,74.0,6382.130077,61.0
540a,6-10,1,66.0,5407.20003,50.0
540b,21+,0,10.0,715.10002,0.0
540b,21+,1,27.0,1740.330017,10.0
540x,0-2,0,75.0,3139.2300501,12.0
540x,0-2,1,204.0,15067.0802105,125.0
540x,11-20,0,14.0,1160.020036,8.0
540x,11-20,1,192.0,15762.190058,146.0
540x,21+,1,82.0,7222.070094,75.0
540x,3-5,1,73.0,6249.840063,61.0
540x,6-10,1,145.0,12178.940064,111.0
541b,11-20,1,22.0,1449.139958,5.0
541b,21+,1,30.0,1814.8500119999999,5.0
541c,11-20,1,10.0,478.69999,0.0
541c,21+,1,14.0,601.629991,0.0
541e,0-2,0,43.0,1386.1600358,0.0
541e,0-2,1,36.0,1716.980067,0.0
541e,11-20,0,52.0,2151.2600776,0.0
541e,11-20,1,46.0,1733.0900517,0.0
541e,3-5,0,43.0,2050.66008,0.0
541e,3-5,1,36.0,1704.220065,0.0
541e,6-10,0,55.0,2330.320075,0.0
541e,6-10,1,49.0,2037.20006,0.0
541x,0-2,0,16.0,465.49999999999994,0.0
541x,0-2,1,36.0,1028.2000154999998,0.0
541x,11-20,1,168.0,10213.119905,50.0
541x,21+,1,74.0,5637.769997,44.0
541x,3-5,1,12.0,379.71001,0.0
541x,6-10,1,21.0,763.260001,0.0
541x,na,0,23.0,533.6800132999999,0.0
541x,na,1,17.0,654.02,0.0
542b,0-2,1,19.0,1544.5800319999998,14.0
542b,11-20,1,21.0,1589.2300109999999,15.0
542b,21+,0,27.0,2097.749997,20.0
542b,21+,1,55.0,3984.770024,32.0
542b,3-5,1,14.0,1055.0800239999999,8.0
542b,6-10,1,23.0,2036.510029,23.0
542c,0-2,0,51.0,2201.170063,0.0
542c,0-2,1,47.0,2094.23005,6.0
542c,11-20,0,62.0,3790.270016,28.0
542c,11-20,1,165.0,10814.909862,109.0
542c,21+,1,48.0,2750.79998,18.0
542c,3-5,0,21.0,1224.5099969999999,9.0
542c,3-5,1,39.0,2012.179983,13.0
542c,6-10,0,96.0,5756.030053,43.0
542c,6-10,1,139.0,8237.969928,70.0
542x,0-2,0,49.0,1941.1600646000002,0.0
542x,0-2,1,65.0,3613.0300780000002,18.0
542x,11-20,1,38.0,1933.5599876,20.0
542x,21+,1,15.0,1282.590021,15.0
542x,3-5,0,33.0,2159.490001,21.0
542x,3-5,1,40.0,2762.469981,26.0
542x,6-10,0,10.0,651.29999,5.0
542x,6-10,1,44.0,3495.690005,38.0
542x,na,0,11.0,107.91000439999999,0.0
542x,na,1,51.0,1114.3600223,0.0
543b,11-20,1,35.0,1586.6300019999999,11.0
543b,21+,0,13.0,889.9100080000001,0.0
543b,21+,1,51.0,2832.98003,17.0
543c,0-2,1,26.0,891.899998,0.0
543c,11-20,0,36.0,1131.580016,0.0
543c,11-20,1,62.0,2083.359956,10.0
543c,21+,0,89.0,4366.0799906,0.0
543c,21+,1,171.0,7215.6399951,0.0
543c,3-5,0,13.0,371.970018,0.0
543c,3-5,1,12.0,225.480012,0.0
543c,6-10,0,21.0,343.35001400000004,0.0
543c,6-10,1,32.0,1116.040021,5.0
543d,11-20,0,11.0,150.69,0.0
543d,11-20,1,37.0,887.61001,0.0
543d,21+,0,13.0,641.230016,0.0
543d,21+,1,74.0,3272.420039,11.0
543x,11-20,0,11.0,834.4000070000001,6.0
543x,11-20,1,76.0,6323.790057,53.0
543x,21+,0,22.0,2048.729966,22.0
543x,21+,1,70.0,6113.540054,65.0
543x,na,1,11.0,312.14999,0.0
544a,21+,0,60.0,5391.750015,54.0
544a,21+,1,105.0,7569.090036,51.0
544a,3-5,1,15.0,1328.05001,15.0
544b,11-20,1,13.0,822.149996,0.0
544c,6-10,0,12.0,139.01999519999998,0.0
544c,6-10,1,78.0,911.87998777,0.0
544x,0-2,1,54.0,3857.489991,26.0
544x,11-20,0,10.0,949.1999800000001,10.0
544x,11-20,1,144.0,9573.3700794,60.0
544x,21+,0,19.0,1599.850003,14.0
544x,21+,1,55.0,4842.280015,50.0
544x,3-5,1,50.0,2845.0200059999997,7.0
544x,6-10,1,79.0,5389.260022,30.0
580a,0-2,1,40.0,2785.069974,5.0
580a,11-20,0,179.0,14411.379953,94.0
580a,11-20,1,478.0,37455.209634,196.0
580a,21+,0,447.0,35623.599913,229.0
580a,21+,1,807.0,62781.639632,411.0
580a,3-5,0,19.0,1428.530014,11.0
580a,3-5,1,56.0,3952.619975,11.0
580a,6-10,0,39.0,3042.730016,21.0
580a,6-10,1,162.0,11687.299843,41.0
580b,0-2,1,79.0,5436.779934,15.0
580b,11-20,0,76.0,5665.049924,29.0
580b,11-20,1,531.0,42350.219457,290.0
580b,21+,0,41.0,3027.309976,18.0
580b,21+,1,171.0,13496.969862,90.0
580b,3-5,1,101.0,7770.619930000001,35.0
580b,6-10,1,224.0,16948.199814,84.0
580x,0-2,0,282.0,12887.100107600001,28.0
580x,0-2,1,584.0,35863.5698354,122.0
580x,11-20,0,62.0,4581.169963,26.0
580x,11-20,1,325.0,24727.319739,145.0
580x,21+,0,14.0,1179.4600130000001,9.0
580x,21+,1,99.0,8164.299925,58.0
580x,3-5,0,90.0,5669.219897,13.0
