inr,expband,fresh,n,ws,wh
144c,3-5,0,22.0,1666.939934,22.0
144c,3-5,1,928.0,69528.897367,868.0
144c,6-10,0,53.0,3863.949915,37.0
144c,6-10,1,1652.0,122089.06586,1399.0
144d,0-2,1,262.0,19841.779238,256.0
144d,11-20,0,109.0,7099.709997,33.0
144d,11-20,1,1875.0,132607.98732500002,1135.0
144d,21+,1,104.0,7650.279706,86.0
144d,3-5,1,358.0,26863.619022000003,335.0
144d,6-10,0,33.0,2301.749971,19.0
144d,6-10,1,819.0,59083.93851000001,584.0
144x,0-2,0,2446.0,118834.8404804,427.0
144x,0-2,1,5335.0,300620.4769132,1968.0
144x,11-20,0,808.0,52113.6302316,212.0
144x,11-20,1,10028.0,677789.0429307,4487.0
144x,21+,0,45.0,2972.9799314,32.0
144x,21+,1,417.0,25208.759566700002,183.0
144x,3-5,0,87.0,5355.01999,36.0
144x,3-5,1,720.0,44171.479568,299.0
144x,6-10,0,315.0,18988.210189,58.0
144x,6-10,1,3450.0,229109.0582394,1442.0
144x,na,0,88.0,4087.359925,32.0
144x,na,1,467.0,27962.7191961,289.0
145a,0-2,0,28.0,2108.279948,20.0
145a,0-2,1,836.0,62493.958580000006,556.0
145a,11-20,0,250.0,18125.1197914,129.0
145a,11-20,1,4600.0,337668.624771,2380.0
145a,21+,0,459.0,35115.649839,223.0
145a,21+,1,3949.0,286714.5159148,2015.0
145a,3-5,0,36.0,2704.479948,22.0
145a,3-5,1,782.0,58380.178912,457.0
145a,6-10,0,55.0,3907.729901,37.0
145a,6-10,1,1174.0,87133.1686182,637.0
145a,na,1,50.0,2222.4499690000002,13.0
145b,0-2,0,37.0,2778.589949,22.0
145b,0-2,1,1112.0,83056.10809400001,738.0
145b,11-20,0,273.0,19949.649924,116.0
145b,11-20,1,5160.0,371933.0141458,2516.0
145b,21+,0,333.0,24734.259755,166.0
145b,21+,1,3576.0,259827.5562596,1726.0
145b,3-5,0,34.0,2534.499965,16.0
145b,3-5,1,1095.0,81370.198242,674.0
145b,6-10,0,43.0,3231.549935,27.0
145b,6-10,1,1721.0,127078.697689,939.0
145c,0-2,0,51.0,3814.2899340000004,28.0
145c,0-2,1,1470.0,109500.15743600001,985.0
145c,11-20,0,290.0,21034.759872399998,141.0
145c,11-20,1,5641.0,411973.4335468,2922.0
145c,21+,0,453.0,34479.009843,236.0
145c,21+,1,4379.0,318108.1457407,2196.0
145c,3-5,0,73.0,5309.109896000001,41.0
145c,3-5,1,1431.0,106688.037808,875.0
145c,6-10,0,109.0,8103.859926,45.0
145c,6-10,1,2281.0,168068.876991,1238.0
145c,na,1,39.0,2605.749964,17.0
145d,0-2,1,58.0,4356.479918,35.0
145d,11-20,1,441.0,32633.339595,184.0
145d,21+,1,134.0,9890.279968,34.0
145d,3-5,1,87.0,6525.5898990000005,47.0
145d,6-10,1,124.0,9233.969851999998,63.0
145e,0-2,1,101.0,7571.24986,59.0
145e,11-20,0,10.0,757.69997,10.0
145e,11-20,1,394.0,29216.619698000002,153.0
145e,21+,1,60.0,4486.439964,24.0
145e,3-5,1,94.0,7052.479853000001,59.0
145e,6-10,1,145.0,10883.549780000001,90.0
145f,0-2,0,28.0,2098.3199720000002,14.0
145f,0-2,1,991.0,73906.038443,618.0
145f,11-20,0,173.0,13409.369858999999,94.0
145f,11-20,1,4267.0,313442.235835,1940.0
145f,21+,0,122.0,9206.479906,46.0
145f,21+,1,1491.0,110115.83922499999,597.0
145f,3-5,0,31.0,2327.2899589999997,18.0
145f,3-5,1,1084.0,80783.03860700001,594.0
145f,6-10,0,70.0,5223.339943999999,30.0
145f,6-10,1,1544.0,114861.368217,792.0
145g,0-2,1,106.0,7986.799790000001,79.0
145g,11-20,0,13.0,985.0099610000001,13.0
145g,11-20,1,692.0,51299.318934999996,409.0
145g,21+,1,293.0,21753.859459,189.0
145g,3-5,1,142.0,10699.579718,106.0
145g,6-10,1,275.0,20592.959578,169.0
145h,0-2,1,326.0,24613.039234000003,273.0
145h,11-20,0,23.0,1552.129983,10.0
145h,11-20,1,1161.0,85278.348165,686.0
145h,21+,1,159.0,11689.349683999999,108.0
145h,3-5,0,10.0,757.69997,10.0
145h,3-5,1,342.0,25806.219192,286.0
145h,6-10,1,637.0,47211.078771,436.0
145i,0-2,1,327.0,24648.089289,258.0
145i,11-20,0,41.0,3078.349945,24.0
145i,11-20,1,1275.0,94396.958094,746.0
145i,21+,0,32.0,2409.69994,23.0
145i,21+,1,565.0,41527.388986,358.0
145i,3-5,1,276.0,20773.679433,208.0
145i,6-10,0,14.0,1060.779958,14.0
145i,6-10,1,609.0,45572.518839000004,431.0
145x,0-2,0,3092.0,147590.4103377,607.0
145x,0-2,1,5854.0,319977.97864640004,1693.0
145x,11-20,0,246.0,17679.980028,119.0
145x,11-20,1,1931.0,130344.2687728,777.0
145x,21+,0,934.0,65267.6398676,358.0
145x,21+,1,2689.0,164971.8394263,924.0
145x,3-5,0,150.0,8785.0799404,56.0
145x,3-5,1,690.0,41864.6797223,262.0
145x,6-10,0,163.0,10427.4200226,63.0
145x,6-10,1,946.0,60385.7595469,365.0
145x,na,0,58.0,2612.089962,13.0
145x,na,1,176.0,9280.4898854,59.0
146a,11-20,0,31.0,1663.369932,6.0
146a,11-20,1,347.0,19589.929361,61.0
146a,21+,0,289.0,15994.459614,50.0
146a,21+,1,1055.0,52126.96901088,145.0
146a,6-10,1,106.0,5710.07981,11.0
146a,na,1,19.0,414.54,0.0
146b,11-20,1,38.0,2294.6299390000004,6.0
146b,21+,0,21.0,1358.529977,5.0
146b,21+,1,95.0,5540.209908,15.0
146c,11-20,1,96.0,5661.739807,25.0
146c,21+,1,22.0,1144.049956,0.0
146c,6-10,1,21.0,1152.449953,5.0
146d,11-20,1,43.0,2264.5499339999997,5.0
146d,21+,0,54.0,2174.7799947,5.0
146d,21+,1,269.0,9582.2299023,11.0
146e,0-2,1,27.0,1537.289973,0.0
146e,11-20,1,241.0,13812.769706,13.0
146e,21+,0,345.0,18737.159832,73.0
146e,21+,1,716.0,37284.029659,105.0
146e,3-5,1,10.0,483.49998,0.0
146e,6-10,1,37.0,1917.749941,0.0
146e,na,1,35.0,1003.92,0.0
146f,11-20,1,59.0,4240.989971,23.0
146f,3-5,1,13.0,973.389989,6.0
146f,6-10,1,19.0,1418.0499949999999,6.0
146g,0-2,1,372.0,27539.979368,224.0
146g,11-20,0,93.0,6715.719975,35.0
146g,11-20,1,1272.0,92697.968929,502.0
146g,21+,0,632.0,44994.439812,166.0
146g,21+,1,2984.0,210392.488701,906.0
146g,3-5,0,21.0,1555.429983,8.0
146g,3-5,1,446.0,32996.419362,237.0
146g,6-10,0,60.0,4317.949955,20.0
146g,6-10,1,933.0,68604.94881500001,463.0
146g,na,0,84.0,5847.0,10.0
146g,na,1,123.0,7639.989992,7.0
146h,0-2,1,121.0,9087.869777,84.0
146h,11-20,1,296.0,21640.919573,171.0
146h,21+,0,107.0,8316.329979,54.0
146h,21+,1,750.0,52587.749302,353.0
146h,3-5,1,116.0,8719.419787,81.0
146h,6-10,1,209.0,15544.629631,138.0
146h,na,1,44.0,2337.970007,0.0
146i,0-2,1,20.0,1463.320012,0.0
146i,11-20,1,40.0,2962.1999450000003,20.0
146i,21+,0,23.0,1457.560001,0.0
146i,21+,1,78.0,5322.699971,22.0
146i,3-5,1,30.0,2206.59999,7.0
146i,6-10,1,89.0,6399.369953,23.0
146j,0-2,1,161.0,12198.969517000001,161.0
146j,11-20,0,16.0,1212.319952,16.0
146j,11-20,1,262.0,19859.699276000003,247.0
146j,21+,0,256.0,18997.00937,214.0
146j,21+,1,1410.0,96071.70701499999,1001.0
146j,3-5,1,155.0,11744.349535000001,155.0
146j,6-10,0,13.0,985.0099610000001,13.0
146j,6-10,1,201.0,15229.769397,201.0
146j,na,0,32.0,2424.639904,32.0
146j,na,1,168.0,6516.039873000001,41.0
146k,0-2,1,241.0,17814.809445,187.0
146k,11-20,0,43.0,2464.92996,20.0
146k,11-20,1,774.0,54724.118717,468.0
146k,21+,0,436.0,30573.549706,190.0
146k,21+,1,1997.0,136846.9478674,954.0
146k,3-5,1,194.0,14639.619562000002,158.0
146k,6-10,1,352.0,26119.879302999998,256.0
146k,na,1,16.0,1199.039984,8.0
146l,0-2,1,56.0,4243.119832,56.0
146l,11-20,1,69.0,5216.509821000001,62.0
146l,21+,0,94.0,6341.9798086,60.0
146l,21+,1,542.0,37493.158911,361.0
146l,3-5,1,38.0,2879.2598860000003,38.0
146l,6-10,1,65.0,4925.049805000001,65.0
146l,na,0,14.0,1060.779958,14.0
146l,na,1,62.0,1721.9599825,6.0
146x,0-2,0,524.0,24479.7199422,51.0
146x,0-2,1,1889.0,100387.4775676,230.0
146x,11-20,0,216.0,12866.349787000001,27.0
146x,11-20,1,1304.0,83938.358257,467.0
146x,21+,0,40.0,2179.6599760000004,12.0
146x,21+,1,234.0,15213.879719,87.0
146x,3-5,0,228.0,13093.609758999999,8.0
146x,3-5,1,1026.0,57606.598363,158.0
146x,6-10,0,404.0,23322.5196654,17.0
146x,6-10,1,1406.0,82973.268084,294.0
146x,na,0,12.0,79.44000299999999,0.0
146x,na,1,50.0,2104.0799749,15.0
149a,0-2,0,16.0,975.410004,0.0
149a,0-2,1,1331.0,83212.787789,128.0
149a,11-20,0,368.0,23547.869398,46.0
149a,11-20,1,2973.0,187200.955189,304.0
149a,21+,0,740.0,46652.90898,134.0
149a,21+,1,1730.0,99867.308048,222.0
149a,3-5,1,1361.0,84414.91753800001,85.0
149a,6-10,0,57.0,3523.1999319999995,0.0
149a,6-10,1,1585.0,99664.04714800001,119.0
149a,na,1,43.0,1280.75999,0.0
149b,21+,0,32.0,2416.339924,27.0
149b,21+,1,173.0,12942.639550000002,146.0
149b,na,1,21.0,1591.1699370000001,21.0
149d,0-2,0,12.0,815.6399700000001,6.0
149d,0-2,1,1325.0,83948.52741299999,199.0
149d,11-20,0,21.0,1341.569953,5.0
149d,11-20,1,389.0,24866.21927,61.0
149d,21+,1,23.0,1493.109947,7.0
149d,3-5,0,13.0,782.209974,0.0
149d,3-5,1,1821.0,114825.41643399998,249.0
149d,6-10,0,44.0,2756.679905,7.0
149d,6-10,1,1775.0,112276.92672,199.0
149x,0-2,0,650.0,35072.9800475,151.0
149x,0-2,1,3251.0,193186.2387911,998.0
149x,11-20,0,2651.0,144948.9003763,726.0
149x,11-20,1,9056.0,481821.6990143,2337.0
149x,21+,0,1217.0,58284.8301359,243.0
149x,21+,1,3889.0,181776.29937176,788.0
149x,3-5,0,279.0,16400.9600242,79.0
149x,3-5,1,1467.0,87904.1497204,434.0
149x,6-10,0,514.0,29283.5799806,166.0
149x,6-10,1,2090.0,120565.1693997,662.0
149x,na,0,492.0,19625.7000401,66.0
149x,na,1,2143.0,86956.6495477,280.0
210z,0-2,0,16.0,707.8400200000001,0.0
210z,0-2,1,10.0,430.30001,0.0
210z,3-5,1,11.0,742.920006,6.0
210z,na,0,18.0,469.5400108,0.0
210z,na,1,63.0,1976.329984,8.0
211a,0-2,0,84.0,3106.750054,5.0
211a,0-2,1,225.0,9604.810085100002,24.0
211a,11-20,0,82.0,3744.3300429,18.0
211a,11-20,1,410.0,23170.540039,124.0
211a,21+,0,290.0,15877.189953000001,96.0
211a,21+,1,1152.0,58605.8098396,267.0
211a,3-5,0,51.0,1917.000023,0.0
211a,3-5,1,199.0,8691.5400808,19.0
211a,6-10,0,85.0,3296.0800387,10.0
211a,6-10,1,345.0,16644.0200438,63.0
211a,na,1,171.0,8893.559953,41.0
211b,0-2,0,30.0,2017.8000580000003,16.0
211b,0-2,1,99.0,7959.260182999999,74.0
211b,11-20,0,66.0,5010.740097,48.0
211b,11-20,1,371.0,29748.43033,285.0
211b,21+,0,31.0,2762.7900489999997,31.0
211b,21+,1,217.0,17610.380203,182.0
211b,3-5,0,14.0,1270.22003,14.0
211b,3-5,1,61.0,5128.300093,51.0
211b,6-10,0,47.0,3744.390057,29.0
211b,6-10,1,191.0,15864.090177,155.0
211x,0-2,0,11.0,242.2300106,0.0
211x,0-2,1,27.0,1458.360012,7.0
211x,11-20,1,12.0,413.009993,0.0
211x,na,0,17.0,458.289988,5.0
211x,na,1,90.0,3887.5600509,16.0
212a,0-2,0,169.0,7711.2500871,5.0
212a,0-2,1,605.0,35025.3301148,25.0
212a,11-20,0,116.0,7895.110015,18.0
212a,11-20,1,760.0,51706.630025,129.0
212a,21+,0,316.0,20427.770016,25.0
212a,21+,1,1552.0,101970.4799405,219.0
212a,3-5,0,169.0,9373.5700877,31.0
212a,3-5,1,631.0,38512.3300481,68.0
212a,6-10,0,234.0,15077.460148,61.0
212a,6-10,1,851.0,55169.960062,126.0
212a,na,0,13.0,819.0,0.0
212a,na,1,54.0,3463.25,0.0
212b,0-2,0,118.0,5166.4000834,10.0
212b,0-2,1,166.0,7829.7801499,8.0
212b,11-20,0,322.0,20972.860256,98.0
212b,11-20,1,440.0,29922.180117,152.0
212b,21+,0,381.0,26118.400352,86.0
212b,21+,1,474.0,31967.960160000002,165.0
212b,3-5,0,101.0,4629.2900866,13.0
212b,3-5,1,139.0,6581.6700951,13.0
212b,6-10,0,102.0,4356.150066,0.0
212b,6-10,1,110.0,5678.620077,5.0
212c,0-2,1,19.0,1507.480024,14.0
212c,11-20,0,38.0,3283.4900509999998,38.0
212c,11-20,1,217.0,17674.120115,164.0
212c,21+,0,44.0,3873.320054,44.0
212c,21+,1,152.0,12719.870085,130.0
212c,3-5,1,46.0,4133.840017,46.0
212c,6-10,0,49.0,3748.710064,29.0
212c,6-10,1,108.0,8529.130046,73.0
212x,0-2,0,298.0,13634.260113600001,34.0
212x,0-2,1,499.0,25330.7900894,41.0
212x,11-20,0,118.0,7570.100103000001,13.0
212x,11-20,1,250.0,14676.600021,16.0
212x,21+,0,19.0,1258.50002,0.0
212x,21+,1,74.0,4795.150012,0.0
212x,3-5,0,38.0,2304.280041,0.0
212x,3-5,1,79.0,4617.40003,0.0
212x,6-10,0,83.0,5199.490069,9.0
212x,6-10,1,132.0,7784.660019,0.0
212x,na,0,61.0,1798.4900108,0.0
212x,na,1,171.0,7718.6099878,12.0
213a,0-2,0,89.0,5509.7200707,41.0
213a,0-2,1,124.0,8621.410100000001,71.0
213a,11-20,0,152.0,13158.94017,140.0
213a,11-20,1,227.0,18449.650196,175.0
213a,21+,1,15.0,1320.240006,15.0
213a,3-5,0,162.0,12867.390213,127.0
213a,3-5,1,218.0,16071.0402138,140.0
213a,6-10,0,296.0,23508.050281,216.0
213a,6-10,1,441.0,33974.25029,314.0
213b,0-2,0,159.0,7843.380042,31.0
213b,0-2,1,225.0,13130.4000596,73.0
213b,11-20,0,245.0,17107.420174,138.0
213b,11-20,1,412.0,28967.3501696,246.0
213b,21+,0,47.0,3570.44,34.0
213b,21+,1,115.0,9089.870012,97.0
213b,3-5,0,94.0,5859.400006,35.0
213b,3-5,1,173.0,11787.62012,97.0
213b,6-10,0,124.0,7566.980038,42.0
213b,6-10,1,196.0,13039.980113000001,110.0
213c,11-20,0,98.0,7482.870115,67.0
213c,11-20,1,173.0,12474.40012,109.0
213c,21+,0,52.0,4125.94005,33.0
213c,21+,1,124.0,9517.440088,91.0
213c,6-10,0,11.0,318.559989,0.0
213d,0-2,0,512.0,30460.210443699998,245.0
213d,0-2,1,495.0,32991.1703068,274.0
213d,11-20,0,683.0,57141.440637,555.0
213d,11-20,1,1024.0,78015.88039,674.0
213d,21+,0,147.0,12246.990127000001,120.0
213d,21+,1,393.0,29020.350159999998,245.0
213d,3-5,0,499.0,39553.5205288,395.0
213d,3-5,1,432.0,33564.620279,329.0
213d,6-10,0,682.0,54572.370517999996,526.0
213d,6-10,1,681.0,51199.8703815,450.0
213x,0-2,0,1105.0,51255.720664500004,222.0
213x,0-2,1,1247.0,61673.450674,316.0
213x,11-20,0,775.0,61008.1906507,540.0
213x,11-20,1,1497.0,107739.6606009,888.0
213x,21+,0,202.0,17168.100227,169.0
213x,21+,1,403.0,31880.860214,305.0
213x,3-5,0,214.0,14810.6101937,121.0
213x,3-5,1,261.0,16252.1801362,119.0
213x,6-10,0,402.0,30538.6003892,283.0
213x,6-10,1,646.0,43160.5104655,337.0
213x,na,0,32.0,2897.4100590000003,32.0
213x,na,1,66.0,4678.3200798,48.0
214a,11-20,0,22.0,1529.799959,17.0
214a,11-20,1,72.0,5283.929869,62.0
214a,21+,1,32.0,2456.499904,32.0
214a,6-10,0,13.0,772.009996,6.0
214a,6-10,1,22.0,1497.179964,16.0
214b,0-2,1,16.0,698.6300269999999,0.0
214b,11-20,0,30.0,2379.159945,23.0
214b,11-20,1,78.0,5419.789895,38.0
214b,21+,0,44.0,3957.799868,44.0
214b,21+,1,118.0,9601.939718,94.0
214b,6-10,0,15.0,893.050005,5.0
214b,6-10,1,20.0,1250.600015,5.0
214c,0-2,0,11.0,781.210022,6.0
214c,0-2,1,20.0,875.950035,0.0
214c,11-20,0,80.0,7002.270008,70.0
214c,11-20,1,212.0,17359.080014,170.0
214c,21+,0,25.0,2015.899955,20.0
214c,21+,1,98.0,8501.279886,98.0
214c,3-5,0,27.0,1831.800044,13.0
214c,3-5,1,17.0,1544.050006,17.0
214c,6-10,0,46.0,4045.3100919999997,41.0
214c,6-10,1,61.0,5081.600074,49.0
214x,0-2,0,379.0,19741.1102366,107.0
214x,0-2,1,593.0,38371.4500902,299.0
214x,11-20,0,450.0,35243.2299334,337.0
214x,11-20,1,909.0,72896.439569,704.0
214x,21+,0,55.0,4817.709946999999,50.0
214x,21+,1,169.0,13957.119837,142.0
214x,3-5,0,263.0,18908.650115,163.0
214x,3-5,1,453.0,35206.089922,340.0
214x,6-10,0,408.0,32826.96006,338.0
214x,6-10,1,747.0,60602.939829,595.0
214x,na,0,85.0,6570.4899639,74.0
214x,na,1,178.0,15076.7998775,168.0
215z,0-2,0,101.0,3417.8300811000004,0.0
215z,0-2,1,135.0,6293.200025,21.0
215z,11-20,0,169.0,7892.130054,21.0
215z,11-20,1,456.0,21784.950027,95.0
215z,21+,1,88.0,4306.319998,13.0
215z,3-5,0,52.0,2449.3400284,11.0
215z,3-5,1,131.0,5502.890028,12.0
215z,6-10,0,119.0,4672.120038200001,12.0
215z,6-10,1,227.0,10866.0700222,47.0
215z,na,1,18.0,466.4800007,0.0
219z,0-2,0,923.0,46221.810425100004,206.0
219z,0-2,1,1413.0,76457.4702979,378.0
219z,11-20,0,1220.0,80275.450367,593.0
219z,11-20,1,2645.0,159137.1802982,1046.0
219z,21+,0,652.0,40406.960169800004,288.0
219z,21+,1,1513.0,83090.2600651,490.0
219z,3-5,0,388.0,23382.1002521,164.0
219z,3-5,1,652.0,41535.5901474,279.0
219z,6-10,0,756.0,49185.0703741,336.0
219z,6-10,1,1359.0,87873.1102509,600.0
219z,na,0,209.0,10933.6600266,75.0
219z,na,1,594.0,27411.6999287,111.0
220z,0-2,0,11.0,401.11001,0.0
220z,0-2,1,60.0,2210.9900243,6.0
220z,na,0,25.0,395.39000469999996,0.0
220z,na,1,66.0,1793.0099811,5.0
221a,0-2,0,43.0,2226.150021,0.0
221a,0-2,1,259.0,16090.890143999999,43.0
221a,11-20,0,134.0,8552.690129,8.0
221a,11-20,1,1006.0,64533.370726999994,112.0
221a,21+,0,504.0,31571.530475999996,18.0
221a,21+,1,1368.0,85998.29119,98.0
221a,3-5,0,30.0,1683.660021,0.0
221a,3-5,1,249.0,16218.000198999998,51.0
221a,6-10,0,53.0,3192.970021,5.0
221a,6-10,1,404.0,25839.710264,75.0
221b,0-2,1,48.0,2536.32,0.0
221b,11-20,0,24.0,1400.460014,0.0
221b,11-20,1,123.0,7352.440099,0.0
221b,21+,0,169.0,9288.760065,14.0
221b,21+,1,282.0,14380.950059,5.0
221b,3-5,1,91.0,4808.4400000000005,0.0
221b,6-10,0,15.0,858.750007,0.0
221b,6-10,1,86.0,4752.140022,0.0
221x,0-2,0,121.0,4838.9600077,8.0
221x,0-2,1,154.0,6395.6399982,29.0
221x,11-20,0,27.0,1592.090002,6.0
221x,11-20,1,238.0,14890.3199404,98.0
221x,21+,0,49.0,3794.860073,26.0
221x,21+,1,172.0,11377.800019,66.0
221x,3-5,1,23.0,1603.200011,10.0
221x,6-10,1,55.0,3682.8699500000002,22.0
221x,na,0,22.0,1370.3800219999998,0.0
221x,na,1,27.0,1314.4700228,0.0
222a,0-2,1,37.0,3230.920031,32.0
222a,11-20,0,38.0,3465.0600600000002,33.0
222a,11-20,1,202.0,17525.340008,183.0
222a,21+,0,14.0,1337.8600330000002,14.0
222a,21+,1,64.0,5756.110033,59.0
222a,3-5,0,13.0,1142.460018,13.0
222a,3-5,1,70.0,6166.240033,63.0
222a,6-10,0,45.0,3809.3600699999997,31.0
222a,6-10,1,83.0,7205.170023,83.0
222b,0-2,0,17.0,931.599999,6.0
222b,0-2,1,89.0,7093.56005,67.0
222b,11-20,0,227.0,15374.5701288,105.0
222b,11-20,1,1166.0,76715.9501678,540.0
222b,21+,0,259.0,19941.390219,154.0
222b,21+,1,980.0,67423.1402655,516.0
222b,3-5,1,124.0,9571.540066,94.0
222b,6-10,0,37.0,2899.4999740000003,30.0
222b,6-10,1,460.0,32155.5901349,239.0
222c,11-20,1,90.0,7376.589977,70.0
222c,21+,1,76.0,6209.990040000001,63.0
222c,6-10,1,29.0,2261.849986,23.0
222d,11-20,1,119.0,9265.639957,86.0
222d,21+,0,43.0,3451.2500529999998,33.0
222d,21+,1,149.0,11602.100084,103.0
222d,3-5,1,11.0,886.6700020000001,11.0
222d,6-10,1,32.0,2486.320005,26.0
222e,11-20,1,50.0,4140.659936,44.0
222e,21+,1,28.0,2429.140024,28.0
222e,6-10,1,31.0,2423.269967,21.0
222f,21+,1,39.0,2908.390014,23.0
222h,11-20,0,25.0,1754.729984,16.0
222h,11-20,1,105.0,6426.8999969999995,34.0
222h,21+,1,72.0,4449.679988,25.0
222h,6-10,1,23.0,1535.109985,13.0
222i,11-20,1,10.0,848.6999900000001,10.0
222k,0-2,0,20.0,1475.2500599999998,15.0
222k,0-2,1,82.0,5719.2701720000005,58.0
222k,11-20,0,12.0,1036.920048,12.0
222k,11-20,1,124.0,9662.200217000001,101.0
222k,21+,0,15.0,1316.2500400000001,15.0
222k,21+,1,48.0,3400.090051,35.0
222k,3-5,0,63.0,4860.140203,52.0
222k,3-5,1,158.0,10041.420313,90.0
222k,6-10,0,77.0,6400.620288,72.0
222k,6-10,1,194.0,13413.870385,132.0
222x,0-2,0,147.0,6503.9300769,23.0
222x,0-2,1,347.0,17770.840199,101.0
222x,11-20,0,71.0,5158.8300770000005,45.0
222x,11-20,1,420.0,29620.130012999998,233.0
222x,21+,0,73.0,6145.860076,62.0
222x,21+,1,341.0,24502.370123,202.0
222x,3-5,1,64.0,5111.150048,44.0
222x,6-10,0,38.0,2697.700043,26.0
222x,6-10,1,229.0,17677.3600155,166.0
222x,na,0,42.0,1254.6800135,0.0
222x,na,1,210.0,9280.7400651,41.0
223a,0-2,0,24.0,1355.84003,8.0
223a,0-2,1,104.0,8790.150016,99.0
223a,11-20,0,27.0,2284.7700370000002,22.0
223a,11-20,1,214.0,18386.200083,202.0
223a,21+,0,51.0,4462.350081,46.0
223a,21+,1,160.0,13590.660119,145.0
223a,3-5,1,90.0,7572.409978,84.0
223a,6-10,0,48.0,4087.490073,48.0
