grp,expband,fresh,n,ws,wh
85T,6-10,0,363.0,16572.750327,48.0
85T,6-10,1,1310.0,50099.670849,202.0
85T,na,0,107.0,3002.0600303,0.0
85T,na,1,279.0,6696.83004128,0.0
93Z,0-2,0,19.0,438.7099945,0.0
93Z,0-2,1,205.0,5888.140047,0.0
93Z,11-20,0,2970.0,111442.3507179,331.0
93Z,11-20,1,6633.0,265585.6512409,838.0
93Z,21+,0,9133.0,404317.50162593,1680.0
93Z,21+,1,22763.0,981520.23232905,3819.0
93Z,3-5,1,46.0,1311.4499839999999,0.0
93Z,6-10,0,202.0,6133.52005528,5.0
93Z,6-10,1,465.0,15212.72010361,19.0
93Z,na,0,6755.0,188722.25024028,367.0
93Z,na,1,13415.0,377845.37038623,669.0
95Z,0-2,0,22.0,1189.1600389999999,5.0
95Z,0-2,1,21.0,1283.820043,7.0
95Z,11-20,0,928.0,37705.9301651,157.0
95Z,11-20,1,3065.0,134887.15995862,642.0
95Z,21+,0,1941.0,89740.29019531001,526.0
95Z,21+,1,4974.0,219393.08007129,1080.0
95Z,3-5,1,65.0,2340.5600255,14.0
95Z,6-10,0,110.0,3867.0100085,11.0
95Z,6-10,1,332.0,15015.0899896,67.0
95Z,na,0,6034.0,264588.23085113,1463.0
95Z,na,1,14313.0,687505.69057486,4347.0
unmatched,0-2,0,6562.0,274836.97199975,862.0
unmatched,0-2,1,15470.0,674375.62275543,2778.0
unmatched,11-20,0,7337.0,380280.51127242,1804.0
unmatched,11-20,1,24201.0,1257611.46027816,6474.0
unmatched,21+,0,9289.0,513698.07132138,2931.0
unmatched,21+,1,22655.0,1210599.141494,6698.0
unmatched,3-5,0,3427.0,173149.1009559,686.0
unmatched,3-5,1,10776.0,534573.68192664,2626.0
unmatched,6-10,0,5613.0,292964.52126306,1287.0
unmatched,6-10,1,16595.0,873976.13093161,4482.0
unmatched,na,0,30457.0,1061234.2214112,4202.0
unmatched,na,1,59679.0,2524021.6662703,13563.0
