"term","rb_x_high_x_young","m01_x_high_x_young","m02_x_high_x_young","m03_x_high_x_young","m04_x_high_x_young","m05_x_high_x_young","m06_x_high_x_young","m07_x_high_x_young","m08_x_high_x_young","m09_x_high_x_young","m10_x_high_x_young","m11_x_high_x_young","pm_2022_12_x_high_x_young","pm_2023_01_x_high_x_young","pm_2023_02_x_high_x_young","pm_2023_03_x_high_x_young","pm_2023_04_x_high_x_young","pm_2023_05_x_high_x_young","pm_2023_06_x_high_x_young","pm_2023_07_x_high_x_young","pm_2023_08_x_high_x_young","pm_2023_09_x_high_x_young","pm_2023_10_x_high_x_young","pm_2023_11_x_high_x_young","pm_2023_12_x_high_x_young","pm_2024_01_x_high_x_young","pm_2024_02_x_high_x_young","pm_2024_03_x_high_x_young","pm_2024_04_x_high_x_young","pm_2024_05_x_high_x_young","pm_2024_06_x_high_x_young","pm_2024_07_x_high_x_young","pm_2024_08_x_high_x_young","pm_2024_09_x_high_x_young","pm_2024_10_x_high_x_young","pm_2024_11_x_high_x_young","pm_2024_12_x_high_x_young","pm_2025_01_x_high_x_young","pm_2025_02_x_high_x_young","pm_2025_03_x_high_x_young","pm_2025_04_x_high_x_young","pm_2025_05_x_high_x_young","pm_2025_06_x_high_x_young"
"m10_x_high_x_young",-1.34428982263271e-05,-3.84262845288487e-05,3.16334423214955e-05,3.25815452338821e-05,3.90991128556251e-05,3.77312689808778e-05,3.06422909433998e-05,5.40147143131069e-05,6.06634872300232e-05,5.02307340584029e-05,5.22831774818598e-05,2.31083877238399e-05,1.99606083108168e-05,-1.28411950630238e-05,-1.1835839668766e-05,-1.01900038299295e-05,-1.39530235302089e-05,-1.40636248711112e-05,-5.98488476222903e-06,-2.82544910379731e-06,-1.09298732969627e-05,-1.09294796909648e-05,-2.80718892767419e-05,-1.20008187912134e-05,4.03521726391741e-06,-1.08245771513616e-05,-2.63425975512122e-05,-1.82236992451241e-05,-1.97920590734265e-05,-1.93810889702604e-05,-7.8467811785016e-06,-1.3675334773066e-05,-9.62274291060108e-06,-1.31380089636807e-05,-3.02924119314758e-05,-2.62854517612217e-05,-1.05324097254331e-07,-7.81128982605345e-06,-5.4453179114036e-05,-2.42761772633966e-05,-3.11605729466045e-05,-2.81515225070263e-05,-1.36586924475128e-05
"m11_x_high_x_young",-9.33848550292085e-06,-4.16397554806835e-06,1.91107553949505e-05,2.0547192813585e-05,2.19719418594677e-05,2.16938928906314e-05,1.83242553654992e-05,2.93840448446359e-05,3.16448855585147e-05,2.70206816849146e-05,2.31083877238399e-05,2.1797243365285e-05,1.92243750188188e-05,5.51440745349794e-06,1.82702622988175e-06,1.77673119340575e-06,-1.19110007517807e-06,3.66521343171245e-07,1.1474854913668e-06,-8.0201019050712e-08,-3.57033449768085e-06,-2.60711462672954e-06,-5.08245253475459e-06,-6.12648706981972e-06,1.12118946262849e-05,-7.47497111465643e-07,-1.1900476285452e-05,-4.70014663438206e-06,-2.10408678190112e-06,-3.04296614951096e-06,-4.80119400027702e-06,-6.16917190133302e-06,-3.92785612008827e-06,-3.34856139226836e-06,-4.2707586054187e-06,-3.65468713536041e-06,7.3163537194553e-06,1.51090581307024e-06,-4.11476957305726e-06,-2.00517351502673e-06,-3.58603488284897e-06,-2.82656366520388e-06,1.29647562329296e-05
"pm_2022_12_x_high_x_young",-7.90489878678909e-06,-3.32399977764692e-06,1.63744440470889e-05,2.0073462309415e-05,1.83377851107304e-05,1.72947203290191e-05,2.20435672709037e-05,2.82221687412658e-05,2.97133688526998e-05,2.70042045764064e-05,1.99606083108168e-05,1.92243750188188e-05,3.63653213183316e-05,1.8444179136977e-05,1.42798871232216e-05,1.28817659502963e-05,1.10989005316845e-05,1.78884830782333e-05,1.57621139393611e-05,1.78204183084183e-05,1.22772938619119e-05,1.24802198378673e-05,1.15855281568944e-05,1.1577228543903e-05,3.11093615257029e-05,1.3101420053592e-05,1.60368165691137e-06,8.66732861907661e-06,1.29508759380027e-05,1.39118748893918e-05,1.04245652199309e-05,7.06791217399192e-06,1.03184028163498e-05,1.04219436001739e-05,1.40405028301363e-05,1.51325409071358e-05,2.59686184886385e-05,1.29398635235715e-05,8.44867040549888e-06,8.48538240296886e-06,1.37551149044644e-05,1.56542312864599e-05,3.63415124429977e-05
"pm_2023_01_x_high_x_young",2.94435748039213e-06,6.32795918474605e-05,-3.23988319814164e-05,-2.39966751604555e-05,-2.13468873950089e-05,-3.43053815826935e-05,-1.61432683159678e-05,-5.09714813989063e-05,-6.72270923824006e-05,-3.72208416569558e-05,-1.28411950630238e-05,5.51440745349794e-06,1.8444179136977e-05,0.000132367754601512,9.54590379742378e-05,8.69081120809134e-05,9.22982740987205e-05,9.58543375395747e-05,7.64486768669458e-05,7.30807890956582e-05,8.01609111687326e-05,7.25778463670152e-05,7.74275144380652e-05,7.24627497537222e-05,8.54931019361321e-05,8.77854021282275e-05,9.56256207517145e-05,8.59186678044151e-05,9.70460041189573e-05,0.000100935326145733,7.41983346289968e-05,7.9318463856095e-05,8.18994070450815e-05,7.8711358643374e-05,8.83825925166314e-05,0.000139366944379158,8.96674252628582e-05,9.13055102033355e-05,0.000224394305048893,0.000123002654759288,0.000130905761300956,0.000132967382377288,0.000151299759224699
"pm_2023_02_x_high_x_young",3.70914060859566e-06,3.24033708249212e-05,-4.63478961895994e-05,-2.62681537427307e-05,-2.22103359220783e-05,-3.30209948918141e-05,-1.4807098016462e-05,-3.52130767189885e-05,-4.46767983587862e-05,-2.78890684705311e-05,-1.1835839668766e-05,1.82702622988175e-06,1.42798871232216e-05,9.54590379742378e-05,0.000111469258092696,9.14722144762994e-05,7.99738373253679e-05,9.96301914190895e-05,7.77510237321272e-05,7.63102098243181e-05,8.24518512939576e-05,8.01536796157556e-05,7.94168180460735e-05,7.7828471463194e-05,8.38670037928431e-05,8.94666470823536e-05,0.000109549106247142,9.68164801043779e-05,9.86650085112265e-05,0.000104536330914117,8.2913457824413e-05,8.67958639521785e-05,8.64652887019116e-05,8.5409720601851e-05,8.89719022036269e-05,0.000107135252808406,8.39145832540185e-05,8.65111614103539e-05,0.000164858327167905,0.000104566119723031,0.00010645540292778,0.000116255418779805,0.000129368057838811
"pm_2023_03_x_high_x_young",-1.76557009133394e-06,2.95664692455376e-05,-3.52534653718407e-05,-4.00046348278472e-05,-2.43357531273034e-05,-3.31442211433941e-05,-1.61827968228275e-05,-3.07938263331346e-05,-3.93748305186419e-05,-2.21776708096707e-05,-1.01900038299295e-05,1.77673119340575e-06,1.28817659502963e-05,8.69081120809134e-05,9.14722144762994e-05,0.000101829268726337,7.78356096493058e-05,9.57304814484437e-05,7.65523279822598e-05,6.88524853269614e-05,7.93544601374062e-05,7.37729099461303e-05,7.59838804360108e-05,7.18384598486346e-05,8.16226487582622e-05,8.61346360576285e-05,9.12843781109665e-05,0.000101374021688254,8.74116304064442e-05,9.76465298421983e-05,7.77218238635289e-05,7.88939057977373e-05,7.79732111108366e-05,7.69665582282387e-05,8.27089115365552e-05,9.51269105391324e-05,8.3447362010805e-05,8.95266176992591e-05,0.000145522591124871,0.000117684212102433,9.98452404887299e-05,0.000114988803215492,0.000121192060655665
"pm_2023_04_x_high_x_young",3.37494778644413e-05,6.50383220416324e-05,-8.729720789924e-06,-6.51170989307629e-06,-2.63008328993846e-05,-1.2442960319452e-05,9.09523130497941e-06,-2.84046211466759e-05,-3.87463995902003e-05,-1.7251624062719e-05,-1.39530235302089e-05,-1.19110007517807e-06,1.10989005316845e-05,9.22982740987205e-05,7.99738373253679e-05,7.78356096493058e-05,0.000164138362032155,9.57748464359644e-05,0.000100427949544585,0.0001015382522794,0.000103414016076301,9.60942294624961e-05,0.000105345864231589,0.000100796387961132,0.000102345013466067,0.000101344032414854,0.000121060294834376,9.60341153510223e-05,0.000139512470574613,0.000105307608024347,0.000104343036382967,0.000101067223049792,0.000105452193919066,9.76452160216723e-05,0.000110685069704113,0.000133496303710844,0.000131299203546696,0.000106950717950351,0.000172596787806385,0.000125434253983658,0.000165886763747815,0.000139945943041043,0.000138286669548306
"pm_2023_05_x_high_x_young",2.50924780852395e-05,4.27833101783312e-05,-3.40062167845601e-05,-2.4593789315602e-05,-3.19256961495696e-05,-6.18638095478176e-05,-1.46964511305897e-05,-4.1573541894609e-05,-5.17033330842704e-05,-3.19444916827614e-05,-1.40636248711112e-05,3.66521343171245e-07,1.78884830782333e-05,9.58543375395747e-05,9.96301914190895e-05,9.57304814484437e-05,9.57748464359644e-05,0.000158309601685112,0.000110292235298151,0.000106535973443192,0.000117599691999776,0.000112613171812243,0.000100481985260572,0.000104254843818847,0.000106614895432167,0.000102317036767379,9.86517530321838e-05,0.000107464708623002,0.000126266095763595,0.000153770530383052,0.000107151089990609,0.000108823673881194,0.000107609242579282,0.000104247309341022,0.000110855773811478,0.000117424719622513,9.00204311690179e-05,8.59647251754802e-05,0.000150857621637339,0.000105288577257145,0.0001305731142693,0.000165458368595859,0.000129934038262341
"pm_2023_06_x_high_x_young",2.66149198839788e-05,1.35966831324751e-05,-1.73793372632533e-05,-1.20175132643016e-05,-2.3140057608917e-05,-2.6236520212564e-05,-2.99709474500536e-06,-2.07344112696539e-05,-2.09730672318068e-05,-1.17073640738031e-05,-5.98488476222903e-06,1.1474854913668e-06,1.57621139393611e-05,7.64486768669458e-05,7.77510237321272e-05,7.65523279822598e-05,0.000100427949544585,0.000110292235298151,0.000116247472829802,0.000105024434549208,0.000110730598117462,0.000102586636065286,9.62320137674918e-05,9.92114499499506e-05,9.74004746411455e-05,9.09548693413599e-05,0.000103774118032036,9.41332814040812e-05,0.000117377254881868,0.000120514167312926,0.000109814831375479,0.000110891333696983,0.000107665154980611,0.000103529112194961,0.00010431973373331,0.000112444620686702,0.000103084522577586,9.67118341584466e-05,0.000146081902834977,0.000113450447861254,0.000129787009172751,0.000139225931278852,9.02559637276614e-05
"pm_2023_07_x_high_x_young",2.39015254791929e-05,1.41253430613101e-05,-8.40934303151855e-06,3.24794461191279e-06,-1.50555345434239e-05,-1.31122889682161e-05,2.12584056269358e-05,-1.1714865123656e-05,-8.94255240882809e-06,-1.51565856302655e-06,-2.82544910379731e-06,-8.0201019050712e-08,1.78204183084183e-05,7.30807890956582e-05,7.63102098243181e-05,6.88524853269614e-05,0.0001015382522794,0.000106535973443192,0.000105024434549208,0.00013216552599454,0.00012149395584989,0.000111823233707684,0.000106659164140394,0.000108170415638273,0.000109489956272083,9.42998466285374e-05,0.000111064341759709,9.98031856263287e-05,0.000127752586113839,0.000122781655721349,0.000116925477497172,0.000120758415134903,0.000123295618090144,0.000111453824931731,0.000113376964432636,0.000128483293930671,0.000110738332191553,8.76565103576958e-05,0.000128675631672733,9.33502349711397e-05,0.000122242445594222,0.000123290028485201,9.50428188949198e-05
"pm_2023_08_x_high_x_young",2.28241303613589e-05,5.39664485160096e-05,-1.4026530151339e-05,-9.44457528152998e-06,-1.74444665733428e-05,-2.5609294425368e-05,1.08951728502548e-05,-2.90790464068965e-05,-3.6223915938082e-05,-2.10215465202574e-05,-1.09298732969627e-05,-3.57033449768085e-06,1.22772938619119e-05,8.01609111687326e-05,8.24518512939576e-05,7.93544601374062e-05,0.000103414016076301,0.000117599691999776,0.000110730598117462,0.00012149395584989,0.000139807105664117,0.000126546281061107,0.000117795553491122,0.000119578396854821,0.000117691449482613,9.55524713057693e-05,0.000125061409076126,0.000112580530027652,0.000130368130745859,0.000137083111218205,0.000121313127846543,0.000131492750454518,0.000132352407301009,0.000123831283874411,0.000125827723665739,0.000147458987905938,0.000121270499511166,8.57733134741625e-05,0.000165738561100329,0.000111393202022361,0.000133894528644386,0.000147036147568593,8.28002929360689e-05
"pm_2023_09_x_high_x_young",1.89233102703291e-05,5.46759974287945e-05,-1.1491694964379e-05,-5.76758702911766e-06,-9.78470048794601e-06,-2.19936619529088e-05,1.44356839445204e-05,-2.60389213757783e-05,-3.19827140979645e-05,-2.31988463099471e-05,-1.09294796909648e-05,-2.60711462672954e-06,1.24802198378673e-05,7.25778463670152e-05,8.01536796157556e-05,7.37729099461303e-05,9.60942294624961e-05,0.000112613171812243,0.000102586636065286,0.000111823233707684,0.000126546281061107,0.000136026221547659,0.000118688248230447,0.00012111869795639,0.000120796514024459,0.000106080138428351,0.000121582809544439,0.000111782458813752,0.000126102684771412,0.000132366659023357,0.000117667613540367,0.000121761093200286,0.000126331123760166,0.000128085028647606,0.000128233433548851,0.000129489751315568,0.000119669759930371,9.31516350011275e-05,0.000133898214078392,0.000101040708854413,0.000121374452491269,0.000136139141385431,5.98300226615078e-05
"pm_2023_10_x_high_x_young",2.11852559459038e-05,6.3702727967365e-05,-6.61078710225863e-06,-6.91330241318812e-06,-2.32790809938011e-05,-1.91494446157799e-05,1.85385950474291e-05,-2.87541901542669e-05,-3.37162170305545e-05,-1.90857059367108e-05,-2.80718892767419e-05,-5.08245253475459e-06,1.15855281568944e-05,7.74275144380652e-05,7.94168180460735e-05,7.59838804360108e-05,0.000105345864231589,0.000100481985260572,9.62320137674918e-05,0.000106659164140394,0.000117795553491122,0.000118688248230447,0.000150257351585026,0.000131700770382932,0.000132048703651562,0.000124430932665184,0.000141223178453409,0.000131698962340092,0.000148156112620362,0.000143360019126386,0.000128101684951519,0.000130063862455828,0.000134538117332923,0.000134112968493846,0.00015810025911233,0.000153193329231804,0.000145003292745841,0.000115560236880638,0.000165150089144776,0.000131257947870172,0.000153698071985355,0.000151739716888044,6.1796394486425e-05
"pm_2023_11_x_high_x_young",2.53296690286605e-05,5.59291762754415e-05,-5.37746248590314e-06,-1.44061815629358e-06,-1.56596222971626e-05,-2.07443553446633e-05,1.7248796824186e-05,-3.16660853814027e-05,-3.95417302195831e-05,-2.35233960793528e-05,-1.20008187912134e-05,-6.12648706981972e-06,1.1577228543903e-05,7.24627497537222e-05,7.7828471463194e-05,7.18384598486346e-05,0.000100796387961132,0.000104254843818847,9.92114499499506e-05,0.000108170415638273,0.000119578396854821,0.00012111869795639,0.000131700770382932,0.000163371022596773,0.000136349881569832,0.000115623573308556,0.000138881894553163,0.000126451397660836,0.000145145676225746,0.000147638085794715,0.000135324665119775,0.000135016655127176,0.000139475467161884,0.000136732221472065,0.000147281635743512,0.000159620984188663,0.000144367275060659,9.90110386828574e-05,0.000156088691782512,0.000118004546113242,0.000143243651344538,0.000147986694533111,4.44244282344336e-05
"pm_2023_12_x_high_x_young",9.95598705646089e-06,6.57147281448056e-05,9.20320455042031e-06,9.78168472811997e-06,8.434848159017e-07,-3.61009786048869e-06,3.57492499444042e-05,-5.32015498227944e-06,-1.55350237436743e-05,1.02716457218843e-06,4.03521726391741e-06,1.12118946262849e-05,3.11093615257029e-05,8.54931019361321e-05,8.38670037928431e-05,8.16226487582622e-05,0.000102345013466067,0.000106614895432167,9.74004746411455e-05,0.000109489956272083,0.000117691449482613,0.000120796514024459,0.000132048703651562,0.000136349881569832,0.000165359471667571,0.000135878008745502,0.000136823769685495,0.000140711150559191,0.000154393123804459,0.00015160859482296,0.000138793312412819,0.000131867189574544,0.000140905491370995,0.00013713384303997,0.000152805045263298,0.000161610426465373,0.000161529793841931,0.000125542402837335,0.000163492544153431,0.000133219827963547,0.000151400795832649,0.000153680919088132,7.36875184538831e-05
"pm_2024_01_x_high_x_young",1.37464707040359e-05,-3.02686071800212e-05,-1.37184542894026e-05,-1.95789974727196e-05,-1.91948795932983e-05,-1.31949504311975e-05,3.32429321688606e-05,-2.70465830542076e-06,-4.11757367294812e-06,-2.92889472151354e-07,-1.08245771513616e-05,-7.47497111465643e-07,1.3101420053592e-05,8.77854021282275e-05,8.94666470823536e-05,8.61346360576285e-05,0.000101344032414854,0.000102317036767379,9.09548693413599e-05,9.42998466285374e-05,9.55524713057693e-05,0.000106080138428351,0.000124430932665184,0.000115623573308556,0.000135878008745502,0.000318034685515344,0.000160300194597141,0.000171080229543574,0.000190948886235752,0.000176151331928686,0.000154768944655558,0.000133121676458888,0.000139388061374108,0.000149157329632974,0.000161270191854554,1.42303546411665e-05,0.000152995574329761,0.000344574220507324,0.000103482464897723,0.000247775942831622,0.000235763058214135,0.000231322590638217,0.000157593638999201
